"BirdieorBetterPercentageLeftRough_RANKTHISWEEK_2012","BirdieorBetterPercentageLeftRough_RANKLASTWEEK_2012","BirdieorBetterPercentageLeftRough_PLAYERNAME_2012","BirdieorBetterPercentageLeftRough_ROUNDS_2012","BirdieorBetterPercentageLeftRough_Pct_2012","BirdieorBetterPercentageLeftRough_TOTALBIRDIES_2012","BirdieorBetterPercentageLeftRough_TOTALHOLES_2012","stat_name","year"
1,1,"Danny Lee",74,22.86,24,105,"BirdieorBetterPercentageLeftRough",2012
2,2,"Lee Westwood",60,22.35,19,85,"BirdieorBetterPercentageLeftRough",2012
3,3,"Charlie Beljan",61,22.22,18,81,"BirdieorBetterPercentageLeftRough",2012
4,4,"Jason Day",57,22.12,23,104,"BirdieorBetterPercentageLeftRough",2012
5,5,"Ben Crane",73,21.9,23,105,"BirdieorBetterPercentageLeftRough",2012
6,6,"Angel Cabrera",54,21.74,15,69,"BirdieorBetterPercentageLeftRough",2012
7,7,"JB Holmes",90,21.69,36,166,"BirdieorBetterPercentageLeftRough",2012
8,8,"John Senden",81,21.11,19,90,"BirdieorBetterPercentageLeftRough",2012
9,9,"Charl Schwartzel",56,20.97,13,62,"BirdieorBetterPercentageLeftRough",2012
10,10,"Garth Mulroy",59,20.65,19,92,"BirdieorBetterPercentageLeftRough",2012
11,11,"Justin Rose",69,20.55,15,73,"BirdieorBetterPercentageLeftRough",2012
12,12,"Rory McIlroy",60,20.45,18,88,"BirdieorBetterPercentageLeftRough",2012
13,13,"Phil Mickelson",79,20.13,30,149,"BirdieorBetterPercentageLeftRough",2012
14,14,"Davis Love III",64,20,21,105,"BirdieorBetterPercentageLeftRough",2012
14,14,"Kyle Stanley",86,20,26,130,"BirdieorBetterPercentageLeftRough",2012
14,14,"Bubba Watson",68,20,21,105,"BirdieorBetterPercentageLeftRough",2012
17,17,"Chris Couch",61,19.72,14,71,"BirdieorBetterPercentageLeftRough",2012
18,18,"Gary Woodland",70,19.69,25,127,"BirdieorBetterPercentageLeftRough",2012
19,19,"Tiger Woods",69,19.35,18,93,"BirdieorBetterPercentageLeftRough",2012
20,20,"Josh Teater",97,18.85,23,122,"BirdieorBetterPercentageLeftRough",2012
21,21,"Webb Simpson",77,18.79,28,149,"BirdieorBetterPercentageLeftRough",2012
22,22,"Graham DeLaet",79,18.66,25,134,"BirdieorBetterPercentageLeftRough",2012
23,23,"Billy Horschel",63,18.42,14,76,"BirdieorBetterPercentageLeftRough",2012
24,24,"Matt Every",80,18.27,19,104,"BirdieorBetterPercentageLeftRough",2012
25,25,"Jason Kokrak",79,18.24,27,148,"BirdieorBetterPercentageLeftRough",2012
26,26,"Troy Matteson",100,18.18,32,176,"BirdieorBetterPercentageLeftRough",2012
27,27,"Andres Romero",68,18.1,19,105,"BirdieorBetterPercentageLeftRough",2012
28,28,"Ken Duke",104,18.03,22,122,"BirdieorBetterPercentageLeftRough",2012
29,29,"Mark Anderson",75,17.92,19,106,"BirdieorBetterPercentageLeftRough",2012
30,30,"Charles Howell III",98,17.89,22,123,"BirdieorBetterPercentageLeftRough",2012
31,31,"Daniel Chopra",55,17.86,15,84,"BirdieorBetterPercentageLeftRough",2012
31,31,"John Daly",50,17.86,15,84,"BirdieorBetterPercentageLeftRough",2012
33,33,"Kyle Thompson",51,17.65,12,68,"BirdieorBetterPercentageLeftRough",2012
34,34,"Bill Lunde",83,17.54,20,114,"BirdieorBetterPercentageLeftRough",2012
35,35,"DA Points",88,17.48,25,143,"BirdieorBetterPercentageLeftRough",2012
36,36,"Louis Oosthuizen",65,17.44,15,86,"BirdieorBetterPercentageLeftRough",2012
37,37,"John Huh",99,17.36,21,121,"BirdieorBetterPercentageLeftRough",2012
38,38,"Vaughn Taylor",81,17.32,22,127,"BirdieorBetterPercentageLeftRough",2012
39,39,"Jimmy Walker",101,17.28,33,191,"BirdieorBetterPercentageLeftRough",2012
40,40,"Cameron Tringale",88,17.21,21,122,"BirdieorBetterPercentageLeftRough",2012
41,41,"Nick Watney",97,17.09,20,117,"BirdieorBetterPercentageLeftRough",2012
42,42,"Graeme McDowell",55,16.95,10,59,"BirdieorBetterPercentageLeftRough",2012
43,43,"Scott Piercy",95,16.88,27,160,"BirdieorBetterPercentageLeftRough",2012
44,44,"Brendon de Jonge",115,16.87,28,166,"BirdieorBetterPercentageLeftRough",2012
45,45,"Sergio Garcia",57,16.85,15,89,"BirdieorBetterPercentageLeftRough",2012
46,46,"Steve Stricker",73,16.84,16,95,"BirdieorBetterPercentageLeftRough",2012
47,47,"Seung Yul Noh",105,16.77,28,167,"BirdieorBetterPercentageLeftRough",2012
48,48,"Brian Davis",91,16.67,18,108,"BirdieorBetterPercentageLeftRough",2012
48,48,"Mathew Goggin",65,16.67,19,114,"BirdieorBetterPercentageLeftRough",2012
50,50,"Robert Garrigus",89,16.56,26,157,"BirdieorBetterPercentageLeftRough",2012
51,51,"Scott Stallings",78,16.55,23,139,"BirdieorBetterPercentageLeftRough",2012
52,52,"Jim Furyk",85,16.5,17,103,"BirdieorBetterPercentageLeftRough",2012
53,53,"Russell Knox",72,16.44,12,73,"BirdieorBetterPercentageLeftRough",2012
54,54,"Vijay Singh",99,16.42,22,134,"BirdieorBetterPercentageLeftRough",2012
55,55,"Ryuji Imada",78,16.36,27,165,"BirdieorBetterPercentageLeftRough",2012
56,56,"Martin Flores",95,16.32,31,190,"BirdieorBetterPercentageLeftRough",2012
57,57,"Bill Haas",79,16.28,14,86,"BirdieorBetterPercentageLeftRough",2012
58,58,"Keegan Bradley",90,16.26,20,123,"BirdieorBetterPercentageLeftRough",2012
59,59,"Nathan Green",73,16.22,18,111,"BirdieorBetterPercentageLeftRough",2012
60,60,"Jeff Overton",101,16.05,26,162,"BirdieorBetterPercentageLeftRough",2012
60,60,"Carl Pettersson",92,16.05,26,162,"BirdieorBetterPercentageLeftRough",2012
62,62,"Jeff Maggert",83,15.97,19,119,"BirdieorBetterPercentageLeftRough",2012
63,63,"Luke Donald",63,15.79,12,76,"BirdieorBetterPercentageLeftRough",2012
64,64,"JJ Killeen",101,15.71,22,140,"BirdieorBetterPercentageLeftRough",2012
64,64,"Sean OHair",84,15.71,22,140,"BirdieorBetterPercentageLeftRough",2012
66,66,"Greg Owen",90,15.5,20,129,"BirdieorBetterPercentageLeftRough",2012
67,67,"Mark Wilson",84,15.49,11,71,"BirdieorBetterPercentageLeftRough",2012
68,68,"David Mathis",83,15.45,17,110,"BirdieorBetterPercentageLeftRough",2012
69,69,"Bob Estes",78,15.38,16,104,"BirdieorBetterPercentageLeftRough",2012
70,70,"Blake Adams",107,15.32,19,124,"BirdieorBetterPercentageLeftRough",2012
71,71,"Rory Sabbatini",84,15.25,18,118,"BirdieorBetterPercentageLeftRough",2012
72,72,"Harrison Frazar",56,15.18,17,112,"BirdieorBetterPercentageLeftRough",2012
73,73,"Ricky Barnes",92,15.17,22,145,"BirdieorBetterPercentageLeftRough",2012
74,74,"Johnson Wagner",88,15.09,24,159,"BirdieorBetterPercentageLeftRough",2012
75,75,"Rocco Mediate",70,15.04,17,113,"BirdieorBetterPercentageLeftRough",2012
76,76,"Boo Weekley",74,15,12,80,"BirdieorBetterPercentageLeftRough",2012
77,77,"Billy Mayfair",90,14.96,19,127,"BirdieorBetterPercentageLeftRough",2012
78,78,"Kyle Reifers",86,14.86,22,148,"BirdieorBetterPercentageLeftRough",2012
79,79,"David Toms",60,14.75,9,61,"BirdieorBetterPercentageLeftRough",2012
80,80,"Ryo Ishikawa",54,14.67,11,75,"BirdieorBetterPercentageLeftRough",2012
81,81,"Dicky Pride",62,14.61,13,89,"BirdieorBetterPercentageLeftRough",2012
82,82,"Matt Kuchar",86,14.53,17,117,"BirdieorBetterPercentageLeftRough",2012
83,83,"Jerry Kelly",84,14.44,13,90,"BirdieorBetterPercentageLeftRough",2012
84,84,"Chris DiMarco",83,14.43,14,97,"BirdieorBetterPercentageLeftRough",2012
85,85,"DJ Trahan",73,14.41,16,111,"BirdieorBetterPercentageLeftRough",2012
86,86,"Zach Johnson",95,14.29,16,112,"BirdieorBetterPercentageLeftRough",2012
87,87,"Aaron Baddeley",73,14.15,15,106,"BirdieorBetterPercentageLeftRough",2012
88,88,"Hunter Haas",69,14.14,14,99,"BirdieorBetterPercentageLeftRough",2012
89,89,"Kevin Streelman",89,14.07,19,135,"BirdieorBetterPercentageLeftRough",2012
90,90,"Pat Perez",81,13.95,18,129,"BirdieorBetterPercentageLeftRough",2012
91,91,"Derek Lamely",64,13.89,15,108,"BirdieorBetterPercentageLeftRough",2012
91,91,"Roland Thatcher",55,13.89,10,72,"BirdieorBetterPercentageLeftRough",2012
93,93,"Jonathan Byrd",69,13.74,18,131,"BirdieorBetterPercentageLeftRough",2012
94,94,"Ian Poulter",57,13.73,7,51,"BirdieorBetterPercentageLeftRough",2012
95,95,"Tommy Biershenk",74,13.56,16,118,"BirdieorBetterPercentageLeftRough",2012
95,95,"Tom Gillis",75,13.56,16,118,"BirdieorBetterPercentageLeftRough",2012
97,97,"Michael Thompson",80,13.51,15,111,"BirdieorBetterPercentageLeftRough",2012
98,98,"Justin Leonard",79,13.48,19,141,"BirdieorBetterPercentageLeftRough",2012
99,99,"William McGirt",96,13.42,20,149,"BirdieorBetterPercentageLeftRough",2012
100,100,"Miguel Angel Carballo",73,13.39,15,112,"BirdieorBetterPercentageLeftRough",2012
101,101,"Rod Pampling",88,13.33,14,105,"BirdieorBetterPercentageLeftRough",2012
102,102,"Bud Cauley",99,13.25,22,166,"BirdieorBetterPercentageLeftRough",2012
103,103,"Harris English",98,13.24,18,136,"BirdieorBetterPercentageLeftRough",2012
103,103,"Adam Scott",59,13.24,9,68,"BirdieorBetterPercentageLeftRough",2012
105,105,"Matt Jones",53,13.19,12,91,"BirdieorBetterPercentageLeftRough",2012
106,106,"Padraig Harrington",67,13.16,10,76,"BirdieorBetterPercentageLeftRough",2012
107,107,"Tom Pernice Jr",62,13.1,11,84,"BirdieorBetterPercentageLeftRough",2012
108,108,"Jason Bohn",81,13.04,15,115,"BirdieorBetterPercentageLeftRough",2012
108,108,"Chris Stroud",86,13.04,15,115,"BirdieorBetterPercentageLeftRough",2012
110,110,"John Merrick",83,13.01,16,123,"BirdieorBetterPercentageLeftRough",2012
110,110,"Bo Van Pelt",84,13.01,16,123,"BirdieorBetterPercentageLeftRough",2012
112,112,"Tim Herron",88,12.98,17,131,"BirdieorBetterPercentageLeftRough",2012
113,113,"Dustin Johnson",70,12.9,16,124,"BirdieorBetterPercentageLeftRough",2012
114,114,"Brandt Snedeker",81,12.87,13,101,"BirdieorBetterPercentageLeftRough",2012
115,115,"Marco Dawson",60,12.73,14,110,"BirdieorBetterPercentageLeftRough",2012
116,116,"Charley Hoffman",88,12.7,16,126,"BirdieorBetterPercentageLeftRough",2012
117,117,"James Driscoll",83,12.59,17,135,"BirdieorBetterPercentageLeftRough",2012
118,118,"Ryan Palmer",81,12.5,18,144,"BirdieorBetterPercentageLeftRough",2012
119,119,"Marc Leishman",84,12.4,16,129,"BirdieorBetterPercentageLeftRough",2012
120,120,"Jhonattan Vegas",77,12.27,20,163,"BirdieorBetterPercentageLeftRough",2012
121,121,"Chad Campbell",84,12.21,16,131,"BirdieorBetterPercentageLeftRough",2012
122,122,"Erik Compton",81,12.1,15,124,"BirdieorBetterPercentageLeftRough",2012
123,123,"Ted Potter Jr",77,12.04,13,108,"BirdieorBetterPercentageLeftRough",2012
124,124,"Ernie Els",80,12.03,16,133,"BirdieorBetterPercentageLeftRough",2012
125,125,"Cameron Beckman",81,11.97,14,117,"BirdieorBetterPercentageLeftRough",2012
125,125,"Matt Bettencourt",80,11.97,17,142,"BirdieorBetterPercentageLeftRough",2012
127,127,"George McNeill",85,11.93,13,109,"BirdieorBetterPercentageLeftRough",2012
128,128,"Roberto Castro",92,11.9,15,126,"BirdieorBetterPercentageLeftRough",2012
128,128,"Kevin Stadler",85,11.9,15,126,"BirdieorBetterPercentageLeftRough",2012
130,130,"Rickie Fowler",84,11.88,12,101,"BirdieorBetterPercentageLeftRough",2012
131,131,"Sung Kang",75,11.86,14,118,"BirdieorBetterPercentageLeftRough",2012
132,132,"Ben Curtis",62,11.83,11,93,"BirdieorBetterPercentageLeftRough",2012
132,132,"Steve Wheatcroft",56,11.83,11,93,"BirdieorBetterPercentageLeftRough",2012
134,134,"Stewart Cink",71,11.82,13,110,"BirdieorBetterPercentageLeftRough",2012
135,135,"Chris Kirk",93,11.81,17,144,"BirdieorBetterPercentageLeftRough",2012
136,136,"Gavin Coles",72,11.76,14,119,"BirdieorBetterPercentageLeftRough",2012
137,137,"Brendon Todd",78,11.72,15,128,"BirdieorBetterPercentageLeftRough",2012
138,138,"Stephen Gangluff",57,11.69,9,77,"BirdieorBetterPercentageLeftRough",2012
139,139,"Spencer Levin",81,11.64,17,146,"BirdieorBetterPercentageLeftRough",2012
140,140,"Stuart Appleby",75,11.61,13,112,"BirdieorBetterPercentageLeftRough",2012
140,140,"Will Claxton",99,11.61,18,155,"BirdieorBetterPercentageLeftRough",2012
142,142,"Stephen Ames",54,11.54,9,78,"BirdieorBetterPercentageLeftRough",2012
