"BirdieorBetterPercentageLeftRough_RANKTHISWEEK_2012","BirdieorBetterPercentageLeftRough_RANKLASTWEEK_2012","BirdieorBetterPercentageLeftRough_PLAYERNAME_2012","BirdieorBetterPercentageLeftRough_ROUNDS_2012","BirdieorBetterPercentageLeftRough_Pct_2012","BirdieorBetterPercentageLeftRough_TOTALBIRDIES_2012","BirdieorBetterPercentageLeftRough_TOTALHOLES_2012","stat_name","year"
142,142,"Kris Blanks",65,11.54,12,104,"BirdieorBetterPercentageLeftRough",2012
144,144,"Michael Bradley",63,11.45,15,131,"BirdieorBetterPercentageLeftRough",2012
145,145,"Edward Loar",59,11.4,13,114,"BirdieorBetterPercentageLeftRough",2012
146,146,"Brian Gay",91,11.38,14,123,"BirdieorBetterPercentageLeftRough",2012
147,147,"Sangmoon Bae",81,11.3,13,115,"BirdieorBetterPercentageLeftRough",2012
147,147,"Troy Kelly",68,11.3,13,115,"BirdieorBetterPercentageLeftRough",2012
149,149,"Ryan Moore",89,11.11,14,126,"BirdieorBetterPercentageLeftRough",2012
150,150,"Jason Dufner",83,11,11,100,"BirdieorBetterPercentageLeftRough",2012
151,151,"Hunter Mahan",88,10.87,10,92,"BirdieorBetterPercentageLeftRough",2012
152,152,"Bobby Gates",87,10.69,14,131,"BirdieorBetterPercentageLeftRough",2012
153,153,"John Rollins",81,10.62,12,113,"BirdieorBetterPercentageLeftRough",2012
154,154,"Jonas Blixt",72,10.56,15,142,"BirdieorBetterPercentageLeftRough",2012
155,155,"Patrick Sheehan",58,10.23,9,88,"BirdieorBetterPercentageLeftRough",2012
156,156,"Scott Dunlap",57,10.17,6,59,"BirdieorBetterPercentageLeftRough",2012
157,157,"Brandt Jobe",57,10.14,7,69,"BirdieorBetterPercentageLeftRough",2012
158,158,"Trevor Immelman",76,10.1,10,99,"BirdieorBetterPercentageLeftRough",2012
159,159,"David Hearn",95,10.08,12,119,"BirdieorBetterPercentageLeftRough",2012
160,160,"Martin Laird",77,10,9,90,"BirdieorBetterPercentageLeftRough",2012
161,161,"Robert Allenby",76,9.92,13,131,"BirdieorBetterPercentageLeftRough",2012
162,162,"Kevin Kisner",69,9.78,9,92,"BirdieorBetterPercentageLeftRough",2012
163,163,"Colt Knost",79,9.71,10,103,"BirdieorBetterPercentageLeftRough",2012
164,164,"Richard Lee",71,9.68,9,93,"BirdieorBetterPercentageLeftRough",2012
165,165,"Tim Clark",60,9.59,7,73,"BirdieorBetterPercentageLeftRough",2012
165,165,"Robert Karlsson",54,9.59,7,73,"BirdieorBetterPercentageLeftRough",2012
167,167,"Tommy Gainey",98,9.39,17,181,"BirdieorBetterPercentageLeftRough",2012
168,168,"Bryce Molder",83,9.38,9,96,"BirdieorBetterPercentageLeftRough",2012
169,169,"Daniel Summerhays",81,9.23,12,130,"BirdieorBetterPercentageLeftRough",2012
170,170,"Greg Chalmers",88,9.09,10,110,"BirdieorBetterPercentageLeftRough",2012
170,170,"John Mallinger",74,9.09,8,88,"BirdieorBetterPercentageLeftRough",2012
172,172,"Brian Harman",101,9.03,13,144,"BirdieorBetterPercentageLeftRough",2012
173,173,"Geoff Ogilvy",73,9.01,10,111,"BirdieorBetterPercentageLeftRough",2012
174,174,"YE Yang",64,8.89,8,90,"BirdieorBetterPercentageLeftRough",2012
175,175,"Freddie Jacobson",61,8.86,7,79,"BirdieorBetterPercentageLeftRough",2012
176,176,"Kevin Na",80,8.74,9,103,"BirdieorBetterPercentageLeftRough",2012
177,177,"Brendan Steele",77,8.57,9,105,"BirdieorBetterPercentageLeftRough",2012
178,178,"KJ Choi",71,8.25,8,97,"BirdieorBetterPercentageLeftRough",2012
179,179,"Kevin Chappell",91,8.13,10,123,"BirdieorBetterPercentageLeftRough",2012
180,180,"JJ Henry",93,7.87,10,127,"BirdieorBetterPercentageLeftRough",2012
181,181,"Arjun Atwal",79,7.81,10,128,"BirdieorBetterPercentageLeftRough",2012
182,182,"Camilo Villegas",79,7.75,10,129,"BirdieorBetterPercentageLeftRough",2012
183,183,"Gary Christian",91,7.27,8,110,"BirdieorBetterPercentageLeftRough",2012
184,184,"Charlie Wi",86,7.2,9,125,"BirdieorBetterPercentageLeftRough",2012
185,185,"Scott Brown",65,7.14,6,84,"BirdieorBetterPercentageLeftRough",2012
186,186,"Billy Hurley III",70,7.09,9,127,"BirdieorBetterPercentageLeftRough",2012
187,187,"Henrik Stenson",51,6.67,5,75,"BirdieorBetterPercentageLeftRough",2012
188,188,"Alexandre Rocha",62,6.15,4,65,"BirdieorBetterPercentageLeftRough",2012
189,189,"Nick OHern",78,6.11,8,131,"BirdieorBetterPercentageLeftRough",2012
190,190,"Chez Reavie",83,3.19,3,94,"BirdieorBetterPercentageLeftRough",2012
190,190,"Heath Slocum",93,3.19,3,94,"BirdieorBetterPercentageLeftRough",2012
