"ConsecutiveBirdiesStreak_RANKTHISWEEK_2014","ConsecutiveBirdiesStreak_RANKLASTWEEK_2014","ConsecutiveBirdiesStreak_PLAYERNAME_2014","ConsecutiveBirdiesStreak_EVENTS_2014","ConsecutiveBirdiesStreak_NUMBEROFHOLES_2014","stat_name","year"
1,1,"Sergio Garcia",16,7,"ConsecutiveBirdiesStreak",2014
1,1,"Jason Gore",7,7,"ConsecutiveBirdiesStreak",2014
1,1,"Troy Matteson",23,7,"ConsecutiveBirdiesStreak",2014
1,1,"Kevin Streelman",24,7,"ConsecutiveBirdiesStreak",2014
5,5,"Aaron Baddeley",24,6,"ConsecutiveBirdiesStreak",2014
5,5,"KJ Choi",23,6,"ConsecutiveBirdiesStreak",2014
5,5,"Brendon de Jonge",31,6,"ConsecutiveBirdiesStreak",2014
5,5,"Matt Kuchar",24,6,"ConsecutiveBirdiesStreak",2014
5,5,"Ryan Palmer",23,6,"ConsecutiveBirdiesStreak",2014
5,5,"Kevin Stadler",26,6,"ConsecutiveBirdiesStreak",2014
5,5,"Brian Stuard",29,6,"ConsecutiveBirdiesStreak",2014
5,5,"Daniel Summerhays",27,6,"ConsecutiveBirdiesStreak",2014
5,5,"David Toms",20,6,"ConsecutiveBirdiesStreak",2014
5,5,"Bo Van Pelt",25,6,"ConsecutiveBirdiesStreak",2014
15,15,"Alex Aragon",18,5,"ConsecutiveBirdiesStreak",2014
15,15,"Scott Brown",30,5,"ConsecutiveBirdiesStreak",2014
15,15,"Greg Chalmers",27,5,"ConsecutiveBirdiesStreak",2014
15,15,"Kevin Chappell",28,5,"ConsecutiveBirdiesStreak",2014
15,15,"Tim Clark",26,5,"ConsecutiveBirdiesStreak",2014
15,15,"Erik Compton",28,5,"ConsecutiveBirdiesStreak",2014
15,15,"Matt Every",26,5,"ConsecutiveBirdiesStreak",2014
15,15,"Andres Gonzales",2,5,"ConsecutiveBirdiesStreak",2014
15,15,"Chesson Hadley",29,5,"ConsecutiveBirdiesStreak",2014
15,15,"James Hahn",27,5,"ConsecutiveBirdiesStreak",2014
15,15,"JJ Henry",28,5,"ConsecutiveBirdiesStreak",2014
15,15,"Charley Hoffman",25,5,"ConsecutiveBirdiesStreak",2014
15,15,"Morgan Hoffmann",32,5,"ConsecutiveBirdiesStreak",2014
15,15,"Ryo Ishikawa",24,5,"ConsecutiveBirdiesStreak",2014
15,15,"Zach Johnson",26,5,"ConsecutiveBirdiesStreak",2014
15,15,"Dustin Johnson",17,5,"ConsecutiveBirdiesStreak",2014
15,15,"Chris Kirk",28,5,"ConsecutiveBirdiesStreak",2014
15,15,"Russell Knox",26,5,"ConsecutiveBirdiesStreak",2014
15,15,"Martin Laird",20,5,"ConsecutiveBirdiesStreak",2014
15,15,"Danny Lee",28,5,"ConsecutiveBirdiesStreak",2014
15,15,"Will Ma Kenzie",27,5,"ConsecutiveBirdiesStreak",2014
15,15,"Hunter Mahan",25,5,"ConsecutiveBirdiesStreak",2014
15,15,"Rory McIlroy",17,5,"ConsecutiveBirdiesStreak",2014
15,15,"George McNeill",24,5,"ConsecutiveBirdiesStreak",2014
15,15,"Thorbjorn Olesen",14,5,"ConsecutiveBirdiesStreak",2014
15,15,"Pat Perez",25,5,"ConsecutiveBirdiesStreak",2014
15,15,"DA Points",27,5,"ConsecutiveBirdiesStreak",2014
15,15,"Ian Poulter",17,5,"ConsecutiveBirdiesStreak",2014
15,15,"Patrick Reed",28,5,"ConsecutiveBirdiesStreak",2014
15,15,"Jim Renner",25,5,"ConsecutiveBirdiesStreak",2014
15,15,"Rory Sabbatini",26,5,"ConsecutiveBirdiesStreak",2014
15,15,"Chris Stroud",25,5,"ConsecutiveBirdiesStreak",2014
15,15,"Andrew Svoboda",24,5,"ConsecutiveBirdiesStreak",2014
15,15,"Hudson Swafford",26,5,"ConsecutiveBirdiesStreak",2014
15,15,"Bubba Watson",21,5,"ConsecutiveBirdiesStreak",2014
15,15,"Will Wilcox",16,5,"ConsecutiveBirdiesStreak",2014
15,15,"Chris Wood",3,5,"ConsecutiveBirdiesStreak",2014
52,52,"Robert Allenby",29,4,"ConsecutiveBirdiesStreak",2014
52,52,"Jason Allred",9,4,"ConsecutiveBirdiesStreak",2014
52,52,"Benjamin Alvarado",6,4,"ConsecutiveBirdiesStreak",2014
52,52,"Kiradech Aphibarnrat",9,4,"ConsecutiveBirdiesStreak",2014
52,52,"Stuart Appleby",29,4,"ConsecutiveBirdiesStreak",2014
52,52,"Sangmoon Bae",24,4,"ConsecutiveBirdiesStreak",2014
52,52,"Briny Baird",17,4,"ConsecutiveBirdiesStreak",2014
52,52,"Charlie Beljan",26,4,"ConsecutiveBirdiesStreak",2014
52,52,"Jonas Blixt",21,4,"ConsecutiveBirdiesStreak",2014
52,52,"Jason Bohn",25,4,"ConsecutiveBirdiesStreak",2014
52,52,"Keegan Bradley",26,4,"ConsecutiveBirdiesStreak",2014
52,52,"Angel Cabrera",23,4,"ConsecutiveBirdiesStreak",2014
52,52,"Paul Casey",16,4,"ConsecutiveBirdiesStreak",2014
52,52,"Roberto Castro",27,4,"ConsecutiveBirdiesStreak",2014
52,52,"Daniel Chopra",16,4,"ConsecutiveBirdiesStreak",2014
52,52,"Stewart Cink",25,4,"ConsecutiveBirdiesStreak",2014
52,52,"Darren Clarke",15,4,"ConsecutiveBirdiesStreak",2014
52,52,"Chad Collins",28,4,"ConsecutiveBirdiesStreak",2014
52,52,"Ben Crane",25,4,"ConsecutiveBirdiesStreak",2014
52,52,"Ben Curtis",24,4,"ConsecutiveBirdiesStreak",2014
52,52,"Jason Day",15,4,"ConsecutiveBirdiesStreak",2014
52,52,"Graham DeLaet",24,4,"ConsecutiveBirdiesStreak",2014
52,52,"Luke Donald",17,4,"ConsecutiveBirdiesStreak",2014
52,52,"Jamie Donaldson",12,4,"ConsecutiveBirdiesStreak",2014
52,52,"Victor Dubuisson",10,4,"ConsecutiveBirdiesStreak",2014
52,52,"Jason Dufner",17,4,"ConsecutiveBirdiesStreak",2014
52,52,"Ken Duke",25,4,"ConsecutiveBirdiesStreak",2014
52,52,"Paul Dunne",1,4,"ConsecutiveBirdiesStreak",2014
52,52,"Joe Durant",15,4,"ConsecutiveBirdiesStreak",2014
52,52,"Ernie Els",24,4,"ConsecutiveBirdiesStreak",2014
52,52,"Harris English",28,4,"ConsecutiveBirdiesStreak",2014
52,52,"Derek Ernst",28,4,"ConsecutiveBirdiesStreak",2014
52,52,"Gonzalo Fdez Castano",25,4,"ConsecutiveBirdiesStreak",2014
52,52,"Martin Flores",26,4,"ConsecutiveBirdiesStreak",2014
52,52,"Kevin Foley",15,4,"ConsecutiveBirdiesStreak",2014
52,52,"Harrison Frazar",15,4,"ConsecutiveBirdiesStreak",2014
52,52,"Brad Fritsch",18,4,"ConsecutiveBirdiesStreak",2014
52,52,"Jim Furyk",21,4,"ConsecutiveBirdiesStreak",2014
52,52,"Tommy Gainey",26,4,"ConsecutiveBirdiesStreak",2014
52,52,"Stephen Gallacher",12,4,"ConsecutiveBirdiesStreak",2014
52,52,"Brice Garnett",28,4,"ConsecutiveBirdiesStreak",2014
52,52,"Robert Garrigus",25,4,"ConsecutiveBirdiesStreak",2014
52,52,"Lucas Glover",26,4,"ConsecutiveBirdiesStreak",2014
52,52,"Fabian Gomez",4,4,"ConsecutiveBirdiesStreak",2014
52,52,"Paul Goydos",19,4,"ConsecutiveBirdiesStreak",2014
52,52,"Luke Guthrie",26,4,"ConsecutiveBirdiesStreak",2014
52,52,"Peter Hanson",13,4,"ConsecutiveBirdiesStreak",2014
52,52,"Brian Harman",32,4,"ConsecutiveBirdiesStreak",2014
52,52,"David Hearn",28,4,"ConsecutiveBirdiesStreak",2014
52,52,"Russell Henley",29,4,"ConsecutiveBirdiesStreak",2014
52,52,"Tim Herron",15,4,"ConsecutiveBirdiesStreak",2014
52,52,"Justin Hicks",30,4,"ConsecutiveBirdiesStreak",2014
52,52,"JB Holmes",24,4,"ConsecutiveBirdiesStreak",2014
52,52,"Max Homa",8,4,"ConsecutiveBirdiesStreak",2014
52,52,"Billy Horschel",27,4,"ConsecutiveBirdiesStreak",2014
52,52,"Charles Howell III",29,4,"ConsecutiveBirdiesStreak",2014
52,52,"John Huh",28,4,"ConsecutiveBirdiesStreak",2014
52,52,"Steven Ihm",1,4,"ConsecutiveBirdiesStreak",2014
52,52,"Mikko Ilonen",5,4,"ConsecutiveBirdiesStreak",2014
52,52,"Freddie Jacobson",27,4,"ConsecutiveBirdiesStreak",2014
52,52,"Matt Jones",25,4,"ConsecutiveBirdiesStreak",2014
52,52,"Shiv Kapur",2,4,"ConsecutiveBirdiesStreak",2014
52,52,"Robert Karlsson",7,4,"ConsecutiveBirdiesStreak",2014
52,52,"Martin Kaymer",19,4,"ConsecutiveBirdiesStreak",2014
