"Last15EventsAccuracy_RANKTHISWEEK_2008","Last15EventsAccuracy_RANKLASTWEEK_2008","Last15EventsAccuracy_PLAYERNAME_2008","Last15EventsAccuracy_EVENTS_2008","Last15EventsAccuracy_RATING_2008","stat_name","year"
1,1,"Phil Tataurangi",1,8.9,"Last15EventsAccuracy",2008
2,2,"Graeme Storm",1,8.5,"Last15EventsAccuracy",2008
3,3,"Greg Owen",1,8.4,"Last15EventsAccuracy",2008
4,4,"Rob Grube",1,8.3,"Last15EventsAccuracy",2008
5,5,"Casey Wittenberg",2,8.2,"Last15EventsAccuracy",2008
6,6,"Tadd Fujikawa",1,8.1,"Last15EventsAccuracy",2008
7,7,"Robert Gamez",6,8,"Last15EventsAccuracy",2008
8,8,"Joe Durant",8,7.9,"Last15EventsAccuracy",2008
8,8,"Heath Slocum",8,7.9,"Last15EventsAccuracy",2008
10,10,"Chad Campbell",9,7.8,"Last15EventsAccuracy",2008
10,10,"Ben Curtis",10,7.8,"Last15EventsAccuracy",2008
10,10,"Larry Mize",4,7.8,"Last15EventsAccuracy",2008
13,13,"Michael Allen",10,7.7,"Last15EventsAccuracy",2008
13,13,"Paul Casey",6,7.7,"Last15EventsAccuracy",2008
13,13,"Cliff Kresge",4,7.7,"Last15EventsAccuracy",2008
16,16,"Briny Baird",12,7.6,"Last15EventsAccuracy",2008
16,16,"Olin Browne",7,7.6,"Last15EventsAccuracy",2008
16,16,"Alex Cejka",4,7.6,"Last15EventsAccuracy",2008
16,16,"Gavin Coles",9,7.6,"Last15EventsAccuracy",2008
16,16,"Fred Funk",6,7.6,"Last15EventsAccuracy",2008
16,16,"Brian Gay",8,7.6,"Last15EventsAccuracy",2008
16,16,"Miguel Angel Jimenez",3,7.6,"Last15EventsAccuracy",2008
16,16,"Pablo Martin Benavides",1,7.6,"Last15EventsAccuracy",2008
16,16,"Rod Perry",1,7.6,"Last15EventsAccuracy",2008
16,16,"DA Points",2,7.6,"Last15EventsAccuracy",2008
16,16,"Scott Verplank",9,7.6,"Last15EventsAccuracy",2008
27,27,"Robert Allenby",12,7.5,"Last15EventsAccuracy",2008
27,27,"Tommy Armour III",8,7.5,"Last15EventsAccuracy",2008
27,27,"Bart Bryant",9,7.5,"Last15EventsAccuracy",2008
27,27,"Tim Clark",11,7.5,"Last15EventsAccuracy",2008
27,27,"Jim Furyk",9,7.5,"Last15EventsAccuracy",2008
27,27,"Lucas Glover",10,7.5,"Last15EventsAccuracy",2008
27,27,"Zach Johnson",8,7.5,"Last15EventsAccuracy",2008
27,27,"Jonathan Kaye",3,7.5,"Last15EventsAccuracy",2008
27,27,"Bernhard Langer",1,7.5,"Last15EventsAccuracy",2008
27,27,"Hunter Mahan",8,7.5,"Last15EventsAccuracy",2008
27,27,"Nick OHern",11,7.5,"Last15EventsAccuracy",2008
27,27,"Chez Reavie",9,7.5,"Last15EventsAccuracy",2008
27,27,"Tiger Woods",5,7.5,"Last15EventsAccuracy",2008
40,40,"Cameron Beckman",8,7.4,"Last15EventsAccuracy",2008
40,40,"Jason Bohn",7,7.4,"Last15EventsAccuracy",2008
40,40,"Mark Calcavecchia",2,7.4,"Last15EventsAccuracy",2008
40,40,"Luke Donald",6,7.4,"Last15EventsAccuracy",2008
40,40,"Todd Hamilton",8,7.4,"Last15EventsAccuracy",2008
40,40,"Gregory Havret",1,7.4,"Last15EventsAccuracy",2008
40,40,"John Huston",10,7.4,"Last15EventsAccuracy",2008
40,40,"Greg Kraft",5,7.4,"Last15EventsAccuracy",2008
40,40,"Justin Leonard",10,7.4,"Last15EventsAccuracy",2008
40,40,"George McNeill",10,7.4,"Last15EventsAccuracy",2008
40,40,"Jin Park",4,7.4,"Last15EventsAccuracy",2008
40,40,"Stephen Poole",1,7.4,"Last15EventsAccuracy",2008
40,40,"Ted Purdy",4,7.4,"Last15EventsAccuracy",2008
40,40,"Justin Rose",6,7.4,"Last15EventsAccuracy",2008
40,40,"John Senden",7,7.4,"Last15EventsAccuracy",2008
40,40,"Patrick Sheehan",12,7.4,"Last15EventsAccuracy",2008
40,40,"Scott Strange",1,7.4,"Last15EventsAccuracy",2008
40,40,"Esteban Toledo",1,7.4,"Last15EventsAccuracy",2008
40,40,"DJ Trahan",10,7.4,"Last15EventsAccuracy",2008
40,40,"Camilo Villegas",8,7.4,"Last15EventsAccuracy",2008
40,40,"Ron Whittaker",3,7.4,"Last15EventsAccuracy",2008
61,61,"Ryan Armour",6,7.3,"Last15EventsAccuracy",2008
61,61,"Rich Beem",8,7.3,"Last15EventsAccuracy",2008
61,61,"Ernie Els",6,7.3,"Last15EventsAccuracy",2008
61,61,"Trevor Immelman",7,7.3,"Last15EventsAccuracy",2008
61,61,"Kent Jones",9,7.3,"Last15EventsAccuracy",2008
61,61,"Tom Lehman",5,7.3,"Last15EventsAccuracy",2008
61,61,"Yusaku Miyazato",2,7.3,"Last15EventsAccuracy",2008
61,61,"Kenny Perry",10,7.3,"Last15EventsAccuracy",2008
61,61,"Jeff Quinney",6,7.3,"Last15EventsAccuracy",2008
61,61,"Tom Scherrer",5,7.3,"Last15EventsAccuracy",2008
61,61,"Vijay Singh",8,7.3,"Last15EventsAccuracy",2008
61,61,"Scott Sterling",10,7.3,"Last15EventsAccuracy",2008
73,73,"Stephen Ames",7,7.2,"Last15EventsAccuracy",2008
73,73,"Billy Andrade",7,7.2,"Last15EventsAccuracy",2008
73,73,"Tom Byrum",5,7.2,"Last15EventsAccuracy",2008
73,73,"Ken Duke",13,7.2,"Last15EventsAccuracy",2008
73,73,"Mark Hensby",6,7.2,"Last15EventsAccuracy",2008
73,73,"Jerry Kelly",7,7.2,"Last15EventsAccuracy",2008
73,73,"Matt Kuchar",6,7.2,"Last15EventsAccuracy",2008
73,73,"Stephen Leaney",7,7.2,"Last15EventsAccuracy",2008
73,73,"Troy Matteson",8,7.2,"Last15EventsAccuracy",2008
73,73,"Scott McCarron",5,7.2,"Last15EventsAccuracy",2008
73,73,"Ted Schulz",1,7.2,"Last15EventsAccuracy",2008
73,73,"Jeff Sluman",1,7.2,"Last15EventsAccuracy",2008
73,73,"Kevin Stadler",6,7.2,"Last15EventsAccuracy",2008
73,73,"Chris Stroud",8,7.2,"Last15EventsAccuracy",2008
73,73,"David Toms",11,7.2,"Last15EventsAccuracy",2008
73,73,"Omar Uresti",8,7.2,"Last15EventsAccuracy",2008
73,73,"Boo Weekley",8,7.2,"Last15EventsAccuracy",2008
90,90,"Jay Delsing",2,7.1,"Last15EventsAccuracy",2008
90,90,"Steve Elkington",9,7.1,"Last15EventsAccuracy",2008
90,90,"Jeff Gove",7,7.1,"Last15EventsAccuracy",2008
90,90,"JJ Henry",9,7.1,"Last15EventsAccuracy",2008
90,90,"Lee Janzen",8,7.1,"Last15EventsAccuracy",2008
90,90,"Anthony Kim",10,7.1,"Last15EventsAccuracy",2008
90,90,"Peter Lonard",8,7.1,"Last15EventsAccuracy",2008
90,90,"Bob May",2,7.1,"Last15EventsAccuracy",2008
90,90,"Ian Poulter",6,7.1,"Last15EventsAccuracy",2008
90,90,"John Riegger",9,7.1,"Last15EventsAccuracy",2008
90,90,"Mike Weir",10,7.1,"Last15EventsAccuracy",2008
90,90,"Lee Westwood",3,7.1,"Last15EventsAccuracy",2008
90,90,"Jay Williamson",4,7.1,"Last15EventsAccuracy",2008
103,103,"Shane Bertsch",10,7,"Last15EventsAccuracy",2008
103,103,"Mark Brooks",4,7,"Last15EventsAccuracy",2008
103,103,"Chris DiMarco",7,7,"Last15EventsAccuracy",2008
103,103,"Bob Estes",13,7,"Last15EventsAccuracy",2008
103,103,"Niclas Fasth",4,7,"Last15EventsAccuracy",2008
103,103,"Dan Forsman",5,7,"Last15EventsAccuracy",2008
103,103,"Sergio Garcia",11,7,"Last15EventsAccuracy",2008
103,103,"Anders Hansen",4,7,"Last15EventsAccuracy",2008
103,103,"Hidemasa Hoshino",1,7,"Last15EventsAccuracy",2008
103,103,"Brandt Jobe",5,7,"Last15EventsAccuracy",2008
103,103,"Brendan Jones",2,7,"Last15EventsAccuracy",2008
103,103,"Soren Kjeldsen",1,7,"Last15EventsAccuracy",2008
103,103,"Jeff Maggert",8,7,"Last15EventsAccuracy",2008
103,103,"Steve Marino",13,7,"Last15EventsAccuracy",2008
103,103,"Billy Mayfair",11,7,"Last15EventsAccuracy",2008
103,103,"Graeme McDowell",2,7,"Last15EventsAccuracy",2008
103,103,"John Morse",1,7,"Last15EventsAccuracy",2008
103,103,"Geoff Ogilvy",9,7,"Last15EventsAccuracy",2008
103,103,"Rod Pampling",6,7,"Last15EventsAccuracy",2008
103,103,"Pat Perez",10,7,"Last15EventsAccuracy",2008
103,103,"Charlie Wi",11,7,"Last15EventsAccuracy",2008
103,103,"Tim Wilkinson",9,7,"Last15EventsAccuracy",2008
103,103,"Dean Wilson",9,7,"Last15EventsAccuracy",2008
126,126,"Craig Barlow",6,6.9,"Last15EventsAccuracy",2008
126,126,"Justin Bolli",6,6.9,"Last15EventsAccuracy",2008
126,126,"Guy Boros",2,6.9,"Last15EventsAccuracy",2008
126,126,"Darren Clarke",1,6.9,"Last15EventsAccuracy",2008
126,126,"Jose Coceres",6,6.9,"Last15EventsAccuracy",2008
126,126,"Brian Davis",11,6.9,"Last15EventsAccuracy",2008
126,126,"Steve Flesch",7,6.9,"Last15EventsAccuracy",2008
126,126,"Cody Freeman",3,6.9,"Last15EventsAccuracy",2008
126,126,"Jason Gore",8,6.9,"Last15EventsAccuracy",2008
126,126,"Paul Goydos",7,6.9,"Last15EventsAccuracy",2008
126,126,"Peter Hanson",1,6.9,"Last15EventsAccuracy",2008
126,126,"David Hearn",1,6.9,"Last15EventsAccuracy",2008
126,126,"Charles Howell III",8,6.9,"Last15EventsAccuracy",2008
126,126,"Michael Letzig",9,6.9,"Last15EventsAccuracy",2008
126,126,"Davis Love III",9,6.9,"Last15EventsAccuracy",2008
126,126,"Will Ma Kenzie",7,6.9,"Last15EventsAccuracy",2008
126,126,"Daisuke Maruyama",3,6.9,"Last15EventsAccuracy",2008
126,126,"Rocco Mediate",5,6.9,"Last15EventsAccuracy",2008
126,126,"Jon Mills",4,6.9,"Last15EventsAccuracy",2008
126,126,"Sean OHair",7,6.9,"Last15EventsAccuracy",2008
126,126,"Arron Oberholser",7,6.9,"Last15EventsAccuracy",2008
126,126,"Ryan Palmer",9,6.9,"Last15EventsAccuracy",2008
126,126,"Tim Petrovic",8,6.9,"Last15EventsAccuracy",2008
126,126,"Rory Sabbatini",8,6.9,"Last15EventsAccuracy",2008
126,126,"Henrik Stenson",4,6.9,"Last15EventsAccuracy",2008
126,126,"Vaughn Taylor",10,6.9,"Last15EventsAccuracy",2008
126,126,"Nick Taylor",1,6.9,"Last15EventsAccuracy",2008
126,126,"Nicholas Thompson",7,6.9,"Last15EventsAccuracy",2008
126,126,"Charles Warren",6,6.9,"Last15EventsAccuracy",2008
155,155,"Woody Austin",10,6.8,"Last15EventsAccuracy",2008
155,155,"Glen Day",9,6.8,"Last15EventsAccuracy",2008
155,155,"Bryan DeCorso",1,6.8,"Last15EventsAccuracy",2008
155,155,"Ross Fisher",2,6.8,"Last15EventsAccuracy",2008
155,155,"Harrison Frazar",9,6.8,"Last15EventsAccuracy",2008
155,155,"Padraig Harrington",6,6.8,"Last15EventsAccuracy",2008
155,155,"Freddie Jacobson",7,6.8,"Last15EventsAccuracy",2008
155,155,"Doug LaBelle II",5,6.8,"Last15EventsAccuracy",2008
155,155,"Ian Leggatt",2,6.8,"Last15EventsAccuracy",2008
155,155,"John Mallinger",8,6.8,"Last15EventsAccuracy",2008
155,155,"Jim McGovern",6,6.8,"Last15EventsAccuracy",2008
155,155,"Spike McRoy",2,6.8,"Last15EventsAccuracy",2008
155,155,"Phil Mickelson",9,6.8,"Last15EventsAccuracy",2008
155,155,"Carl Pettersson",12,6.8,"Last15EventsAccuracy",2008
155,155,"Mike Ruiz",1,6.8,"Last15EventsAccuracy",2008
155,155,"Joey Sindelar",1,6.8,"Last15EventsAccuracy",2008
