"ScramblingAverageDistancetoHole_RANKTHISWEEK_2015","ScramblingAverageDistancetoHole_RANKLASTWEEK_2015","ScramblingAverageDistancetoHole_PLAYERNAME_2015","ScramblingAverageDistancetoHole_ROUNDS_2015","ScramblingAverageDistancetoHole_AVGDTP_2015","ScramblingAverageDistancetoHole_TOTALDISTANCEFEET_2015","ScramblingAverageDistancetoHole_ATTEMPTS_2015","stat_name","year"
25,25,"Padraig Harrington",60,NA,2291.167,300,"ScramblingAverageDistancetoHole",2015
25,25,"JB Holmes",89,NA,2776.5,361,"ScramblingAverageDistancetoHole",2015
25,25,"Russell Knox",96,NA,3026.833,395,"ScramblingAverageDistancetoHole",2015
25,25,"Tim Wilkinson",73,NA,2690.667,350,"ScramblingAverageDistancetoHole",2015
31,31,"Alex Cejka",94,NA,3390.75,436,"ScramblingAverageDistancetoHole",2015
31,31,"Chad Collins",79,NA,2676.5,347,"ScramblingAverageDistancetoHole",2015
31,31,"Jason Day",75,NA,2084.25,270,"ScramblingAverageDistancetoHole",2015
31,31,"Jason Dufner",76,NA,1852,238,"ScramblingAverageDistancetoHole",2015
31,31,"Ernie Els",57,NA,1690.25,218,"ScramblingAverageDistancetoHole",2015
31,31,"Gonzalo Fdez Castano",81,NA,2820.25,362,"ScramblingAverageDistancetoHole",2015
31,31,"Retief Goosen",81,NA,2817.917,362,"ScramblingAverageDistancetoHole",2015
31,31,"Hideki Matsuyama",95,NA,2739.917,354,"ScramblingAverageDistancetoHole",2015
31,31,"William McGirt",103,NA,4094.5,528,"ScramblingAverageDistancetoHole",2015
31,31,"Bryce Molder",91,NA,3245.333,420,"ScramblingAverageDistancetoHole",2015
31,31,"Rory Sabbatini",81,NA,2729.25,353,"ScramblingAverageDistancetoHole",2015
31,31,"Justin Thomas",106,NA,3465.083,445,"ScramblingAverageDistancetoHole",2015
43,43,"Chris Kirk",76,NA,2370.75,303,"ScramblingAverageDistancetoHole",2015
43,43,"Matt Kuchar",97,NA,3265.667,415,"ScramblingAverageDistancetoHole",2015
43,43,"George McNeill",93,NA,3806.667,486,"ScramblingAverageDistancetoHole",2015
43,43,"Louis Oosthuizen",68,NA,1889.25,241,"ScramblingAverageDistancetoHole",2015
43,43,"DA Points",72,NA,2522.417,322,"ScramblingAverageDistancetoHole",2015
43,43,"Brian Stuard",97,NA,3642.5,464,"ScramblingAverageDistancetoHole",2015
49,49,"Matt Jones",89,NA,3142.583,399,"ScramblingAverageDistancetoHole",2015
49,49,"Justin Leonard",61,NA,2591.667,328,"ScramblingAverageDistancetoHole",2015
49,49,"Sean OHair",86,NA,3655.917,461,"ScramblingAverageDistancetoHole",2015
52,52,"Kevin Chappell",86,NA,3231.25,406,"ScramblingAverageDistancetoHole",2015
52,52,"JJ Henry",94,NA,2850.417,356,"ScramblingAverageDistancetoHole",2015
52,52,"Charles Howell III",105,NA,3986.833,498,"ScramblingAverageDistancetoHole",2015
52,52,"Davis Love III",51,NA,1814.417,226,"ScramblingAverageDistancetoHole",2015
52,52,"Ian Poulter",68,NA,2261.25,282,"ScramblingAverageDistancetoHole",2015
52,52,"Andrew Putnam",68,NA,2495.083,313,"ScramblingAverageDistancetoHole",2015
52,52,"Vijay Singh",78,NA,3065.833,385,"ScramblingAverageDistancetoHole",2015
59,59,"Zac Blair",108,NA,3937.167,488,"ScramblingAverageDistancetoHole",2015
59,59,"Ben Crane",62,NA,2529.333,314,"ScramblingAverageDistancetoHole",2015
59,59,"Sergio Garcia",59,NA,1651.833,205,"ScramblingAverageDistancetoHole",2015
59,59,"Luke Guthrie",84,NA,2998.833,372,"ScramblingAverageDistancetoHole",2015
59,59,"Brian Harman",90,NA,3254.417,402,"ScramblingAverageDistancetoHole",2015
59,59,"Zach Johnson",90,NA,2920.75,363,"ScramblingAverageDistancetoHole",2015
59,59,"Francesco Molinari",56,NA,1691.167,209,"ScramblingAverageDistancetoHole",2015
59,59,"Chez Reavie",56,NA,1921.333,237,"ScramblingAverageDistancetoHole",2015
59,59,"Patrick Reed",103,NA,3557,441,"ScramblingAverageDistancetoHole",2015
59,59,"Brendon Todd",96,NA,3395.167,421,"ScramblingAverageDistancetoHole",2015
59,59,"Nick Watney",91,NA,3332.667,413,"ScramblingAverageDistancetoHole",2015
59,59,"Bubba Watson",71,NA,2166.083,269,"ScramblingAverageDistancetoHole",2015
71,71,"Ricky Barnes",82,NA,3130.167,382,"ScramblingAverageDistancetoHole",2015
71,71,"Rickie Fowler",76,NA,2539,310,"ScramblingAverageDistancetoHole",2015
71,71,"Phil Mickelson",70,NA,2812,345,"ScramblingAverageDistancetoHole",2015
71,71,"Kyle Reifers",96,NA,3483.083,427,"ScramblingAverageDistancetoHole",2015
75,75,"Jason Bohn",95,NA,3486.167,424,"ScramblingAverageDistancetoHole",2015
75,75,"Chad Campbell",97,NA,3825.583,466,"ScramblingAverageDistancetoHole",2015
75,75,"Robert Streb",110,NA,3867.917,467,"ScramblingAverageDistancetoHole",2015
75,75,"Boo Weekley",79,NA,2856.333,347,"ScramblingAverageDistancetoHole",2015
79,79,"Kevin Kisner",104,NA,4322.25,517,"ScramblingAverageDistancetoHole",2015
79,79,"Colt Knost",90,NA,3294.75,396,"ScramblingAverageDistancetoHole",2015
79,79,"Ryan Palmer",80,NA,2391.833,287,"ScramblingAverageDistancetoHole",2015
79,79,"Kevin Streelman",95,NA,2952.5,354,"ScramblingAverageDistancetoHole",2015
79,79,"Jhonattan Vegas",90,NA,3329.333,398,"ScramblingAverageDistancetoHole",2015
79,79,"Will Wilcox",58,NA,1514.417,181,"ScramblingAverageDistancetoHole",2015
85,85,"David Hearn",97,NA,3628,431,"ScramblingAverageDistancetoHole",2015
85,85,"Morgan Hoffmann",85,NA,3548.583,423,"ScramblingAverageDistancetoHole",2015
85,85,"Tom Hoge",83,NA,2873.417,341,"ScramblingAverageDistancetoHole",2015
85,85,"Whee Kim",71,NA,2280.917,270,"ScramblingAverageDistancetoHole",2015
85,85,"Spencer Levin",99,NA,3668.167,435,"ScramblingAverageDistancetoHole",2015
85,85,"SJ Park",79,NA,3002.833,357,"ScramblingAverageDistancetoHole",2015
85,85,"Pat Perez",96,NA,3594.667,429,"ScramblingAverageDistancetoHole",2015
85,85,"Nick Taylor",91,NA,3902.833,465,"ScramblingAverageDistancetoHole",2015
93,93,"Blayne Barber",76,NA,2830.333,332,"ScramblingAverageDistancetoHole",2015
93,93,"Jonas Blixt",78,NA,2612.083,306,"ScramblingAverageDistancetoHole",2015
93,93,"Graham DeLaet",65,NA,2226.917,261,"ScramblingAverageDistancetoHole",2015
93,93,"Matt Every",73,NA,2932.833,344,"ScramblingAverageDistancetoHole",2015
93,93,"Tony Finau",106,NA,3938.167,464,"ScramblingAverageDistancetoHole",2015
93,93,"James Hahn",94,NA,3674.75,431,"ScramblingAverageDistancetoHole",2015
93,93,"Martin Laird",77,NA,3187,375,"ScramblingAverageDistancetoHole",2015
93,93,"Danny Lee",120,NA,4777.25,563,"ScramblingAverageDistancetoHole",2015
93,93,"Marc Leishman",74,NA,2594.833,304,"ScramblingAverageDistancetoHole",2015
93,93,"David Lingmerth",90,NA,3724.833,440,"ScramblingAverageDistancetoHole",2015
93,93,"Charl Schwartzel",67,NA,1944.5,228,"ScramblingAverageDistancetoHole",2015
104,104,"Aaron Baddeley",76,NA,3262.25,379,"ScramblingAverageDistancetoHole",2015
104,104,"Bill Haas",89,NA,2973.833,347,"ScramblingAverageDistancetoHole",2015
104,104,"Andres Romero",69,NA,2648.417,308,"ScramblingAverageDistancetoHole",2015
104,104,"Johnson Wagner",68,NA,2442.75,284,"ScramblingAverageDistancetoHole",2015
108,108,"Scott Brown",97,NA,4056.583,468,"ScramblingAverageDistancetoHole",2015
108,108,"Erik Compton",86,NA,3519.083,405,"ScramblingAverageDistancetoHole",2015
108,108,"Brendon de Jonge",106,NA,4401.917,507,"ScramblingAverageDistancetoHole",2015
108,108,"Derek Ernst",75,NA,3011,348,"ScramblingAverageDistancetoHole",2015
108,108,"Brice Garnett",81,NA,2703.417,312,"ScramblingAverageDistancetoHole",2015
108,108,"John Huh",102,NA,4376.667,505,"ScramblingAverageDistancetoHole",2015
108,108,"Jason Kokrak",88,NA,3574.083,411,"ScramblingAverageDistancetoHole",2015
108,108,"Ryan Moore",81,NA,2963.167,343,"ScramblingAverageDistancetoHole",2015
108,108,"Michael Putnam",87,NA,2894.25,335,"ScramblingAverageDistancetoHole",2015
117,117,"Harris English",105,NA,4013.583,457,"ScramblingAverageDistancetoHole",2015
117,117,"Martin Flores",95,NA,3510.25,401,"ScramblingAverageDistancetoHole",2015
117,117,"Billy Horschel",99,NA,3206.833,366,"ScramblingAverageDistancetoHole",2015
117,117,"Mark Hubbard",79,NA,2850.083,327,"ScramblingAverageDistancetoHole",2015
117,117,"John Merrick",78,NA,2693.833,307,"ScramblingAverageDistancetoHole",2015
117,117,"Seung Yul Noh",65,NA,2339,268,"ScramblingAverageDistancetoHole",2015
117,117,"Cameron Percy",72,NA,2713.917,309,"ScramblingAverageDistancetoHole",2015
117,117,"John Peterson",84,NA,3496.75,399,"ScramblingAverageDistancetoHole",2015
117,117,"Roger Sloan",56,NA,1945.583,223,"ScramblingAverageDistancetoHole",2015
117,117,"Byron Smith",59,NA,1836,209,"ScramblingAverageDistancetoHole",2015
117,117,"Brendan Steele",88,NA,3314.917,380,"ScramblingAverageDistancetoHole",2015
117,117,"Camilo Villegas",83,NA,3650.5,419,"ScramblingAverageDistancetoHole",2015
129,129,"Derek Fathauer",81,NA,3674.333,415,"ScramblingAverageDistancetoHole",2015
129,129,"Scott Piercy",90,NA,3825.667,435,"ScramblingAverageDistancetoHole",2015
129,129,"Daniel Summerhays",101,NA,4435,502,"ScramblingAverageDistancetoHole",2015
132,132,"Hunter Mahan",88,NA,3101.833,349,"ScramblingAverageDistancetoHole",2015
132,132,"Troy Merritt",91,NA,4273.333,480,"ScramblingAverageDistancetoHole",2015
132,132,"Jonathan Randolph",72,NA,2763.583,311,"ScramblingAverageDistancetoHole",2015
132,132,"Michael Thompson",83,NA,3534.417,397,"ScramblingAverageDistancetoHole",2015
132,132,"Bo Van Pelt",81,NA,2861.333,320,"ScramblingAverageDistancetoHole",2015
137,137,"Robert Allenby",63,NA,2398.167,266,"ScramblingAverageDistancetoHole",2015
137,137,"Ken Duke",93,NA,4083.083,453,"ScramblingAverageDistancetoHole",2015
137,137,"Gary Woodland",81,NA,2692.667,300,"ScramblingAverageDistancetoHole",2015
140,140,"Robert Garrigus",70,NA,2833.333,311,"ScramblingAverageDistancetoHole",2015
140,140,"Fabian Gomez",83,NA,3582.417,396,"ScramblingAverageDistancetoHole",2015
140,140,"Bill Lunde",50,NA,1642.333,180,"ScramblingAverageDistancetoHole",2015
140,140,"Geoff Ogilvy",50,NA,1790.333,198,"ScramblingAverageDistancetoHole",2015
140,140,"Carlos Ortiz",100,NA,3935,435,"ScramblingAverageDistancetoHole",2015
140,140,"Jeff Overton",94,NA,3609.75,399,"ScramblingAverageDistancetoHole",2015
140,140,"Carl Pettersson",106,NA,5059.75,559,"ScramblingAverageDistancetoHole",2015
140,140,"Patrick Rodgers",57,NA,2121.5,233,"ScramblingAverageDistancetoHole",2015
140,140,"Heath Slocum",57,NA,2210.417,244,"ScramblingAverageDistancetoHole",2015
140,140,"Scott Stallings",60,NA,2364.833,260,"ScramblingAverageDistancetoHole",2015
150,150,"Andres Gonzales",90,NA,3537.583,385,"ScramblingAverageDistancetoHole",2015
150,150,"John Senden",80,NA,2487.833,272,"ScramblingAverageDistancetoHole",2015
152,152,"Eric Axley",57,NA,2249.333,243,"ScramblingAverageDistancetoHole",2015
152,152,"Daniel Berger",97,NA,3764.417,407,"ScramblingAverageDistancetoHole",2015
152,152,"Greg Chalmers",58,NA,2022.417,218,"ScramblingAverageDistancetoHole",2015
152,152,"Jamie Donaldson",50,NA,1776.333,192,"ScramblingAverageDistancetoHole",2015
152,152,"Adam Hadwin",95,NA,3745.417,405,"ScramblingAverageDistancetoHole",2015
152,152,"Charley Hoffman",97,NA,3835.25,414,"ScramblingAverageDistancetoHole",2015
152,152,"Ben Martin",93,NA,3493.583,378,"ScramblingAverageDistancetoHole",2015
159,159,"Sangmoon Bae",98,NA,4909.75,524,"ScramblingAverageDistancetoHole",2015
159,159,"Paul Casey",87,NA,2461.167,264,"ScramblingAverageDistancetoHole",2015
159,159,"Sam Saunders",83,NA,3322.25,356,"ScramblingAverageDistancetoHole",2015
162,162,"Brian Davis",86,NA,3986.25,424,"ScramblingAverageDistancetoHole",2015
162,162,"Lucas Glover",79,NA,3166.833,335,"ScramblingAverageDistancetoHole",2015
162,162,"Hudson Swafford",97,NA,3743.417,396,"ScramblingAverageDistancetoHole",2015
165,165,"Dustin Johnson",75,NA,2736.167,287,"ScramblingAverageDistancetoHole",2015
165,165,"Alex Prugh",84,NA,3274.833,346,"ScramblingAverageDistancetoHole",2015
165,165,"Shawn Stefani",94,NA,4131.667,434,"ScramblingAverageDistancetoHole",2015
165,165,"Nicholas Thompson",90,NA,3463.583,365,"ScramblingAverageDistancetoHole",2015
169,169,"Brooks Koepka",84,NA,3051,319,"ScramblingAverageDistancetoHole",2015
169,169,"Adam Scott",51,NA,1566,163,"ScramblingAverageDistancetoHole",2015
169,169,"Jimmy Walker",89,NA,3266.5,342,"ScramblingAverageDistancetoHole",2015
172,172,"Stewart Cink",77,NA,2668.917,276,"ScramblingAverageDistancetoHole",2015
172,172,"Steve Wheatcroft",87,NA,3966.583,409,"ScramblingAverageDistancetoHole",2015
174,174,"Angel Cabrera",53,NA,2147.417,220,"ScramblingAverageDistancetoHole",2015
175,175,"Jason Gore",76,NA,2782.583,283,"ScramblingAverageDistancetoHole",2015
175,175,"Chesson Hadley",101,NA,4796.917,487,"ScramblingAverageDistancetoHole",2015
175,175,"Jim Herman",88,NA,3169.833,322,"ScramblingAverageDistancetoHole",2015
175,175,"Max Homa",78,NA,3617.25,369,"ScramblingAverageDistancetoHole",2015
179,179,"Oscar Fraustro",58,NA,2206.25,222,"ScramblingAverageDistancetoHole",2015
180,180,"Charlie Beljan",76,NA,3066.25,307,"ScramblingAverageDistancetoHole",2015
181,181,"Scott Pinckney",88,NA,3718.333,370,"ScramblingAverageDistancetoHole",2015
181,181,"Andrew Svoboda",80,NA,3927.917,388,"ScramblingAverageDistancetoHole",2015
183,183,"Lee Westwood",56,NA,1793.167,176,"ScramblingAverageDistancetoHole",2015
184,184,"Russell Henley",87,NA,3402.083,332,"ScramblingAverageDistancetoHole",2015
