"3PuttAvoidanceInside5_RANKTHISWEEK_2012","3PuttAvoidanceInside5_RANKLASTWEEK_2012","3PuttAvoidanceInside5_PLAYERNAME_2012","3PuttAvoidanceInside5_ROUNDS_2012","3PuttAvoidanceInside5_Pct_2012","3PuttAvoidanceInside5_TOTAL3PUTTS_2012","3PuttAvoidanceInside5_ATTEMPTS_2012","3PuttAvoidanceInside5_2PUTTORBETTERPct_2012","stat_name","year"
1,1,"Stephen Ames",54,0,NA,135,100,"3PuttAvoidanceInside5",2012
1,1,"Stuart Appleby",75,0,NA,257,100,"3PuttAvoidanceInside5",2012
1,1,"Aaron Baddeley",73,0,NA,244,100,"3PuttAvoidanceInside5",2012
1,1,"Sangmoon Bae",81,0,NA,216,100,"3PuttAvoidanceInside5",2012
1,1,"Cameron Beckman",81,0,NA,240,100,"3PuttAvoidanceInside5",2012
1,1,"Charlie Beljan",61,0,NA,146,100,"3PuttAvoidanceInside5",2012
1,1,"Matt Bettencourt",80,0,NA,257,100,"3PuttAvoidanceInside5",2012
1,1,"Tommy Biershenk",74,0,NA,223,100,"3PuttAvoidanceInside5",2012
1,1,"Jonas Blixt",72,0,NA,266,100,"3PuttAvoidanceInside5",2012
1,1,"Michael Bradley",63,0,NA,175,100,"3PuttAvoidanceInside5",2012
1,1,"Miguel Angel Carballo",73,0,NA,200,100,"3PuttAvoidanceInside5",2012
1,1,"Roberto Castro",92,0,NA,274,100,"3PuttAvoidanceInside5",2012
1,1,"Bud Cauley",99,0,NA,369,100,"3PuttAvoidanceInside5",2012
1,1,"KJ Choi",71,0,NA,216,100,"3PuttAvoidanceInside5",2012
1,1,"Daniel Chopra",55,0,NA,184,100,"3PuttAvoidanceInside5",2012
1,1,"Gary Christian",91,0,NA,248,100,"3PuttAvoidanceInside5",2012
1,1,"Stewart Cink",71,0,NA,195,100,"3PuttAvoidanceInside5",2012
1,1,"Tim Clark",60,0,NA,188,100,"3PuttAvoidanceInside5",2012
1,1,"Will Claxton",99,0,NA,311,100,"3PuttAvoidanceInside5",2012
1,1,"Chris Couch",61,0,NA,236,100,"3PuttAvoidanceInside5",2012
1,1,"Ben Curtis",62,0,NA,155,100,"3PuttAvoidanceInside5",2012
1,1,"John Daly",50,0,NA,131,100,"3PuttAvoidanceInside5",2012
1,1,"Marco Dawson",60,0,NA,176,100,"3PuttAvoidanceInside5",2012
1,1,"Jason Day",57,0,NA,199,100,"3PuttAvoidanceInside5",2012
1,1,"Brendon de Jonge",115,0,NA,349,100,"3PuttAvoidanceInside5",2012
1,1,"Graham DeLaet",79,0,NA,256,100,"3PuttAvoidanceInside5",2012
1,1,"Luke Donald",63,0,NA,182,100,"3PuttAvoidanceInside5",2012
1,1,"James Driscoll",83,0,NA,277,100,"3PuttAvoidanceInside5",2012
1,1,"Ernie Els",80,0,NA,254,100,"3PuttAvoidanceInside5",2012
1,1,"Harris English",98,0,NA,302,100,"3PuttAvoidanceInside5",2012
1,1,"Bob Estes",78,0,NA,266,100,"3PuttAvoidanceInside5",2012
1,1,"Martin Flores",95,0,NA,299,100,"3PuttAvoidanceInside5",2012
1,1,"Rickie Fowler",84,0,NA,263,100,"3PuttAvoidanceInside5",2012
1,1,"Harrison Frazar",56,0,NA,184,100,"3PuttAvoidanceInside5",2012
1,1,"Jim Furyk",85,0,NA,259,100,"3PuttAvoidanceInside5",2012
1,1,"Sergio Garcia",57,0,NA,156,100,"3PuttAvoidanceInside5",2012
1,1,"Brian Gay",91,0,NA,316,100,"3PuttAvoidanceInside5",2012
1,1,"Nathan Green",73,0,NA,217,100,"3PuttAvoidanceInside5",2012
1,1,"Bill Haas",79,0,NA,219,100,"3PuttAvoidanceInside5",2012
1,1,"Brian Harman",101,0,NA,350,100,"3PuttAvoidanceInside5",2012
1,1,"Padraig Harrington",67,0,NA,202,100,"3PuttAvoidanceInside5",2012
1,1,"JJ Henry",93,0,NA,242,100,"3PuttAvoidanceInside5",2012
1,1,"JB Holmes",90,0,NA,333,100,"3PuttAvoidanceInside5",2012
1,1,"Charles Howell III",98,0,NA,269,100,"3PuttAvoidanceInside5",2012
1,1,"John Huh",99,0,NA,335,100,"3PuttAvoidanceInside5",2012
1,1,"Billy Hurley III",70,0,NA,225,100,"3PuttAvoidanceInside5",2012
1,1,"Ryuji Imada",78,0,NA,250,100,"3PuttAvoidanceInside5",2012
1,1,"Trevor Immelman",76,0,NA,235,100,"3PuttAvoidanceInside5",2012
1,1,"Ryo Ishikawa",54,0,NA,143,100,"3PuttAvoidanceInside5",2012
1,1,"Freddie Jacobson",61,0,NA,174,100,"3PuttAvoidanceInside5",2012
1,1,"Brandt Jobe",57,0,NA,168,100,"3PuttAvoidanceInside5",2012
1,1,"Matt Jones",53,0,NA,179,100,"3PuttAvoidanceInside5",2012
1,1,"Sung Kang",75,0,NA,236,100,"3PuttAvoidanceInside5",2012
1,1,"Robert Karlsson",54,0,NA,190,100,"3PuttAvoidanceInside5",2012
1,1,"Troy Kelly",68,0,NA,199,100,"3PuttAvoidanceInside5",2012
1,1,"JJ Killeen",101,0,NA,391,100,"3PuttAvoidanceInside5",2012
1,1,"Chris Kirk",93,0,NA,313,100,"3PuttAvoidanceInside5",2012
1,1,"Kevin Kisner",69,0,NA,224,100,"3PuttAvoidanceInside5",2012
1,1,"Colt Knost",79,0,NA,244,100,"3PuttAvoidanceInside5",2012
1,1,"Matt Kuchar",86,0,NA,285,100,"3PuttAvoidanceInside5",2012
1,1,"Martin Laird",77,0,NA,194,100,"3PuttAvoidanceInside5",2012
1,1,"Derek Lamely",64,0,NA,209,100,"3PuttAvoidanceInside5",2012
1,1,"Danny Lee",74,0,NA,229,100,"3PuttAvoidanceInside5",2012
1,1,"Richard Lee",71,0,NA,209,100,"3PuttAvoidanceInside5",2012
1,1,"Marc Leishman",84,0,NA,324,100,"3PuttAvoidanceInside5",2012
1,1,"Justin Leonard",79,0,NA,276,100,"3PuttAvoidanceInside5",2012
1,1,"Davis Love III",64,0,NA,201,100,"3PuttAvoidanceInside5",2012
1,1,"Bill Lunde",83,0,NA,277,100,"3PuttAvoidanceInside5",2012
1,1,"Jeff Maggert",83,0,NA,288,100,"3PuttAvoidanceInside5",2012
1,1,"Hunter Mahan",88,0,NA,223,100,"3PuttAvoidanceInside5",2012
1,1,"John Mallinger",74,0,NA,262,100,"3PuttAvoidanceInside5",2012
1,1,"Troy Matteson",100,0,NA,308,100,"3PuttAvoidanceInside5",2012
1,1,"Billy Mayfair",90,0,NA,308,100,"3PuttAvoidanceInside5",2012
1,1,"Graeme McDowell",55,0,NA,150,100,"3PuttAvoidanceInside5",2012
1,1,"William McGirt",96,0,NA,273,100,"3PuttAvoidanceInside5",2012
1,1,"Rory McIlroy",60,0,NA,182,100,"3PuttAvoidanceInside5",2012
1,1,"Rocco Mediate",70,0,NA,229,100,"3PuttAvoidanceInside5",2012
1,1,"John Merrick",83,0,NA,261,100,"3PuttAvoidanceInside5",2012
1,1,"Phil Mickelson",79,0,NA,256,100,"3PuttAvoidanceInside5",2012
1,1,"Bryce Molder",83,0,NA,254,100,"3PuttAvoidanceInside5",2012
1,1,"Ryan Moore",89,0,NA,289,100,"3PuttAvoidanceInside5",2012
1,1,"Garth Mulroy",59,0,NA,175,100,"3PuttAvoidanceInside5",2012
1,1,"Kevin Na",80,0,NA,274,100,"3PuttAvoidanceInside5",2012
1,1,"Seung Yul Noh",105,0,NA,330,100,"3PuttAvoidanceInside5",2012
1,1,"Jeff Overton",101,0,NA,377,100,"3PuttAvoidanceInside5",2012
1,1,"Greg Owen",90,0,NA,292,100,"3PuttAvoidanceInside5",2012
1,1,"Rod Pampling",88,0,NA,260,100,"3PuttAvoidanceInside5",2012
1,1,"Pat Perez",81,0,NA,283,100,"3PuttAvoidanceInside5",2012
1,1,"Tom Pernice Jr",62,0,NA,232,100,"3PuttAvoidanceInside5",2012
1,1,"Scott Piercy",95,0,NA,326,100,"3PuttAvoidanceInside5",2012
1,1,"Ian Poulter",57,0,NA,157,100,"3PuttAvoidanceInside5",2012
1,1,"Dicky Pride",62,0,NA,187,100,"3PuttAvoidanceInside5",2012
1,1,"Kyle Reifers",86,0,NA,245,100,"3PuttAvoidanceInside5",2012
1,1,"Alexandre Rocha",62,0,NA,141,100,"3PuttAvoidanceInside5",2012
1,1,"Justin Rose",69,0,NA,206,100,"3PuttAvoidanceInside5",2012
1,1,"Adam Scott",59,0,NA,144,100,"3PuttAvoidanceInside5",2012
1,1,"John Senden",81,0,NA,232,100,"3PuttAvoidanceInside5",2012
1,1,"Patrick Sheehan",58,0,NA,169,100,"3PuttAvoidanceInside5",2012
1,1,"Vijay Singh",99,0,NA,333,100,"3PuttAvoidanceInside5",2012
1,1,"Brandt Snedeker",81,0,NA,253,100,"3PuttAvoidanceInside5",2012
1,1,"Kevin Stadler",85,0,NA,262,100,"3PuttAvoidanceInside5",2012
1,1,"Scott Stallings",78,0,NA,241,100,"3PuttAvoidanceInside5",2012
1,1,"Kyle Stanley",86,0,NA,287,100,"3PuttAvoidanceInside5",2012
1,1,"Brendan Steele",77,0,NA,217,100,"3PuttAvoidanceInside5",2012
1,1,"Henrik Stenson",51,0,NA,158,100,"3PuttAvoidanceInside5",2012
1,1,"Kevin Streelman",89,0,NA,300,100,"3PuttAvoidanceInside5",2012
1,1,"Daniel Summerhays",81,0,NA,232,100,"3PuttAvoidanceInside5",2012
1,1,"Vaughn Taylor",81,0,NA,225,100,"3PuttAvoidanceInside5",2012
1,1,"Kyle Thompson",51,0,NA,136,100,"3PuttAvoidanceInside5",2012
1,1,"Michael Thompson",80,0,NA,234,100,"3PuttAvoidanceInside5",2012
1,1,"Brendon Todd",78,0,NA,227,100,"3PuttAvoidanceInside5",2012
1,1,"David Toms",60,0,NA,174,100,"3PuttAvoidanceInside5",2012
1,1,"DJ Trahan",73,0,NA,227,100,"3PuttAvoidanceInside5",2012
1,1,"Cameron Tringale",88,0,NA,281,100,"3PuttAvoidanceInside5",2012
1,1,"Bo Van Pelt",84,0,NA,240,100,"3PuttAvoidanceInside5",2012
1,1,"Jhonattan Vegas",77,0,NA,233,100,"3PuttAvoidanceInside5",2012
1,1,"Johnson Wagner",88,0,NA,230,100,"3PuttAvoidanceInside5",2012
1,1,"Jimmy Walker",101,0,NA,315,100,"3PuttAvoidanceInside5",2012
1,1,"Bubba Watson",68,0,NA,186,100,"3PuttAvoidanceInside5",2012
1,1,"Boo Weekley",74,0,NA,209,100,"3PuttAvoidanceInside5",2012
1,1,"Steve Wheatcroft",56,0,NA,142,100,"3PuttAvoidanceInside5",2012
1,1,"Charlie Wi",86,0,NA,292,100,"3PuttAvoidanceInside5",2012
1,1,"Gary Woodland",70,0,NA,190,100,"3PuttAvoidanceInside5",2012
1,1,"YE Yang",64,0,NA,201,100,"3PuttAvoidanceInside5",2012
125,125,"Ken Duke",104,0.28,1,359,99.7,"3PuttAvoidanceInside5",2012
126,126,"Greg Chalmers",88,0.31,1,327,99.6,"3PuttAvoidanceInside5",2012
126,126,"Rory Sabbatini",84,0.31,1,318,99.6,"3PuttAvoidanceInside5",2012
128,128,"Chris DiMarco",83,0.32,1,308,99.6,"3PuttAvoidanceInside5",2012
128,128,"David Hearn",95,0.32,1,312,99.6,"3PuttAvoidanceInside5",2012
128,128,"Zach Johnson",95,0.32,1,308,99.6,"3PuttAvoidanceInside5",2012
128,128,"Carl Pettersson",92,0.32,1,316,99.6,"3PuttAvoidanceInside5",2012
132,132,"Brian Davis",91,0.33,1,302,99.6,"3PuttAvoidanceInside5",2012
133,133,"DA Points",88,0.34,1,295,99.6,"3PuttAvoidanceInside5",2012
133,133,"Chris Stroud",86,0.34,1,297,99.6,"3PuttAvoidanceInside5",2012
135,135,"Blake Adams",107,0.35,1,282,99.6,"3PuttAvoidanceInside5",2012
135,135,"Charley Hoffman",88,0.35,1,288,99.6,"3PuttAvoidanceInside5",2012
135,135,"David Mathis",83,0.35,1,285,99.6,"3PuttAvoidanceInside5",2012
138,138,"Bobby Gates",87,0.36,1,277,99.6,"3PuttAvoidanceInside5",2012
138,138,"Tim Herron",88,0.36,1,278,99.6,"3PuttAvoidanceInside5",2012
138,138,"Spencer Levin",81,0.36,1,278,99.6,"3PuttAvoidanceInside5",2012
138,138,"Nick Watney",97,0.36,1,275,99.6,"3PuttAvoidanceInside5",2012
142,142,"George McNeill",85,0.37,1,269,99.6,"3PuttAvoidanceInside5",2012
