"TenthTeeLateRound4ScoringAverage_RANKTHISWEEK_2006","TenthTeeLateRound4ScoringAverage_RANKLASTWEEK_2006","TenthTeeLateRound4ScoringAverage_PLAYERNAME_2006","TenthTeeLateRound4ScoringAverage__2006","TenthTeeLateRound4ScoringAverage_AVG_2006","TenthTeeLateRound4ScoringAverage_TOTALSTROKES_2006","TenthTeeLateRound4ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Paul Goydos",NA,63,63,1,"TenthTeeLateRound4ScoringAverage",2006
2,2,"Doug Barron",NA,64,64,1,"TenthTeeLateRound4ScoringAverage",2006
2,2,"Brandt Jobe",NA,64,64,1,"TenthTeeLateRound4ScoringAverage",2006
4,4,"Brian Gay",NA,65.33,196,3,"TenthTeeLateRound4ScoringAverage",2006
5,5,"Steve Lowery",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2006
6,6,"Eric Axley",NA,66.5,133,2,"TenthTeeLateRound4ScoringAverage",2006
7,7,"Corey Pavin",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2006
7,7,"Steve Stricker",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2006
9,9,"Hunter Mahan",NA,67.33,202,3,"TenthTeeLateRound4ScoringAverage",2006
10,10,"Todd Hamilton",NA,67.5,135,2,"TenthTeeLateRound4ScoringAverage",2006
10,10,"Justin Leonard",NA,67.5,135,2,"TenthTeeLateRound4ScoringAverage",2006
10,10,"Bob May",NA,67.5,135,2,"TenthTeeLateRound4ScoringAverage",2006
13,13,"Shane Bertsch",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2006
13,13,"Olin Browne",NA,68,136,2,"TenthTeeLateRound4ScoringAverage",2006
13,13,"Bart Bryant",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2006
13,13,"Tim Herron",NA,68,204,3,"TenthTeeLateRound4ScoringAverage",2006
13,13,"Lee Janzen",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2006
13,13,"Justin Rose",NA,68,136,2,"TenthTeeLateRound4ScoringAverage",2006
13,13,"Jerry Smith",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2006
13,13,"Dean Wilson",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2006
21,21,"Fred Funk",NA,68.5,137,2,"TenthTeeLateRound4ScoringAverage",2006
21,21,"Shigeki Maruyama",NA,68.5,137,2,"TenthTeeLateRound4ScoringAverage",2006
23,23,"Alex Cejka",NA,68.67,206,3,"TenthTeeLateRound4ScoringAverage",2006
24,24,"Stuart Appleby",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2006
24,24,"Woody Austin",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2006
24,24,"David Branshaw",NA,69,138,2,"TenthTeeLateRound4ScoringAverage",2006
24,24,"Chad Campbell",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2006
24,24,"John Cook",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2006
24,24,"John Engler Jr",NA,69,138,2,"TenthTeeLateRound4ScoringAverage",2006
24,24,"Kent Jones",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2006
24,24,"Patrick Sheehan",NA,69,207,3,"TenthTeeLateRound4ScoringAverage",2006
24,24,"Duffy Waldorf",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2006
33,33,"Michael Allen",NA,69.25,277,4,"TenthTeeLateRound4ScoringAverage",2006
34,34,"Charley Hoffman",NA,69.33,208,3,"TenthTeeLateRound4ScoringAverage",2006
35,35,"Paul Azinger",NA,69.5,139,2,"TenthTeeLateRound4ScoringAverage",2006
35,35,"Henrik Bjornstad",NA,69.5,139,2,"TenthTeeLateRound4ScoringAverage",2006
35,35,"Jeff Brehaut",NA,69.5,139,2,"TenthTeeLateRound4ScoringAverage",2006
35,35,"Jeff Gove",NA,69.5,139,2,"TenthTeeLateRound4ScoringAverage",2006
35,35,"Mathias Gronberg",NA,69.5,139,2,"TenthTeeLateRound4ScoringAverage",2006
35,35,"Jesper Parnevik",NA,69.5,139,2,"TenthTeeLateRound4ScoringAverage",2006
