"LatePar3ScoringAverage_RANKTHISWEEK_2015","LatePar3ScoringAverage_RANKLASTWEEK_2015","LatePar3ScoringAverage_PLAYERNAME_2015","LatePar3ScoringAverage_ROUNDS_2015","LatePar3ScoringAverage_AVG_2015","LatePar3ScoringAverage_TOTALSTROKES_2015","LatePar3ScoringAverage_TOTALHOLES_2015","stat_name","year"
1,1,"Danny Lee",120,2.94,730,248,"LatePar3ScoringAverage",2015
2,2,"Scott Piercy",90,2.95,523,177,"LatePar3ScoringAverage",2015
2,2,"Chris Stroud",84,2.95,460,156,"LatePar3ScoringAverage",2015
2,2,"Will Wilcox",58,2.95,319,108,"LatePar3ScoringAverage",2015
5,5,"Byron Smith",59,2.96,314,106,"LatePar3ScoringAverage",2015
5,5,"Cameron Tringale",96,2.96,601,203,"LatePar3ScoringAverage",2015
7,7,"Jason Day",75,2.97,510,172,"LatePar3ScoringAverage",2015
7,7,"Graham DeLaet",65,2.97,368,124,"LatePar3ScoringAverage",2015
7,7,"Rickie Fowler",76,2.97,464,156,"LatePar3ScoringAverage",2015
7,7,"Chesson Hadley",101,2.97,484,163,"LatePar3ScoringAverage",2015
7,7,"Martin Laird",77,2.97,436,147,"LatePar3ScoringAverage",2015
7,7,"Justin Rose",69,2.97,473,159,"LatePar3ScoringAverage",2015
7,7,"Andrew Svoboda",80,2.97,458,154,"LatePar3ScoringAverage",2015
14,14,"Sangmoon Bae",98,2.99,524,175,"LatePar3ScoringAverage",2015
14,14,"Paul Casey",87,2.99,491,164,"LatePar3ScoringAverage",2015
14,14,"John Huh",102,2.99,449,150,"LatePar3ScoringAverage",2015
14,14,"Kevin Kisner",104,2.99,621,208,"LatePar3ScoringAverage",2015
14,14,"Alex Prugh",84,2.99,443,148,"LatePar3ScoringAverage",2015
14,14,"Tyrone Van Aswegen",58,2.99,326,109,"LatePar3ScoringAverage",2015
14,14,"Bubba Watson",71,2.99,523,175,"LatePar3ScoringAverage",2015
21,21,"Jason Bohn",95,3,625,208,"LatePar3ScoringAverage",2015
21,21,"Jon Curran",83,3,501,167,"LatePar3ScoringAverage",2015
21,21,"Tony Finau",106,3,674,225,"LatePar3ScoringAverage",2015
21,21,"Martin Flores",95,3,522,174,"LatePar3ScoringAverage",2015
21,21,"Ryan Moore",81,3,531,177,"LatePar3ScoringAverage",2015
