"Last15EventsShortGame_RANKTHISWEEK_2015","Last15EventsShortGame_RANKLASTWEEK_2015","Last15EventsShortGame_PLAYERNAME_2015","Last15EventsShortGame_EVENTS_2015","Last15EventsShortGame_RATING_2015","stat_name","year"
1,1,"Andy Sullivan",1,10,"Last15EventsShortGame",2015
2,2,"Jamie Lovemark",1,9.2,"Last15EventsShortGame",2015
3,3,"Trevor Immelman",1,8.5,"Last15EventsShortGame",2015
4,4,"Joe Affrunti",1,8.3,"Last15EventsShortGame",2015
4,4,"Garrett Osborn",1,8.3,"Last15EventsShortGame",2015
4,4,"Chris Riley",1,8.3,"Last15EventsShortGame",2015
4,4,"Richard Sterne",1,8.3,"Last15EventsShortGame",2015
8,8,"Peter Uihlein",1,8.1,"Last15EventsShortGame",2015
8,8,"Chris Williams",1,8.1,"Last15EventsShortGame",2015
10,10,"Michael Smith",1,8,"Last15EventsShortGame",2015
10,10,"Kevin Tway",1,8,"Last15EventsShortGame",2015
12,12,"Steve Marino",1,7.9,"Last15EventsShortGame",2015
13,13,"Daniel Berger",5,7.8,"Last15EventsShortGame",2015
13,13,"Jon Curran",4,7.8,"Last15EventsShortGame",2015
13,13,"Bill Lunde",1,7.8,"Last15EventsShortGame",2015
13,13,"Cameron Tringale",7,7.8,"Last15EventsShortGame",2015
17,17,"Chad Collins",6,7.7,"Last15EventsShortGame",2015
18,18,"Roberto Castro",5,7.6,"Last15EventsShortGame",2015
18,18,"Rickie Fowler",6,7.6,"Last15EventsShortGame",2015
18,18,"Tom Gillis",5,7.6,"Last15EventsShortGame",2015
18,18,"Cameron Smith",6,7.6,"Last15EventsShortGame",2015
18,18,"Chris Stroud",5,7.6,"Last15EventsShortGame",2015
23,23,"Wes Roach",1,7.5,"Last15EventsShortGame",2015
24,24,"Carlos Sainz Jr",1,7.4,"Last15EventsShortGame",2015
24,24,"Cory Whitsett",2,7.4,"Last15EventsShortGame",2015
26,26,"Rafa Cabrera Bello",2,7.3,"Last15EventsShortGame",2015
26,26,"Alex Cejka",9,7.3,"Last15EventsShortGame",2015
26,26,"Zach Johnson",9,7.3,"Last15EventsShortGame",2015
26,26,"Jim Renner",3,7.3,"Last15EventsShortGame",2015
26,26,"David Toms",6,7.3,"Last15EventsShortGame",2015
26,26,"Camilo Villegas",7,7.3,"Last15EventsShortGame",2015
32,32,"Hiroshi Iwata",1,7.2,"Last15EventsShortGame",2015
32,32,"Chris Kirk",8,7.2,"Last15EventsShortGame",2015
32,32,"Justin Rose",9,7.2,"Last15EventsShortGame",2015
32,32,"Steve Stricker",7,7.2,"Last15EventsShortGame",2015
32,32,"Steve Wheatcroft",5,7.2,"Last15EventsShortGame",2015
37,37,"Jonathan Byrd",6,7.1,"Last15EventsShortGame",2015
37,37,"Phil Mickelson",11,7.1,"Last15EventsShortGame",2015
37,37,"Rod Pampling",3,7.1,"Last15EventsShortGame",2015
37,37,"Webb Simpson",8,7.1,"Last15EventsShortGame",2015
37,37,"Vaughn Taylor",9,7.1,"Last15EventsShortGame",2015
42,42,"Matt Every",3,7,"Last15EventsShortGame",2015
42,42,"Ross Fisher",1,7,"Last15EventsShortGame",2015
42,42,"Padraig Harrington",6,7,"Last15EventsShortGame",2015
42,42,"Scott McCarron",1,7,"Last15EventsShortGame",2015
42,42,"Greg Owen",3,7,"Last15EventsShortGame",2015
42,42,"Tim Petrovic",1,7,"Last15EventsShortGame",2015
42,42,"Robby Shelton",1,7,"Last15EventsShortGame",2015
42,42,"Brandt Snedeker",9,7,"Last15EventsShortGame",2015
50,50,"Mark Anderson",3,6.9,"Last15EventsShortGame",2015
50,50,"Aaron Baddeley",5,6.9,"Last15EventsShortGame",2015
50,50,"George Coetzee",2,6.9,"Last15EventsShortGame",2015
50,50,"Jason Day",8,6.9,"Last15EventsShortGame",2015
50,50,"Jamie Donaldson",5,6.9,"Last15EventsShortGame",2015
50,50,"Steve Flesch",1,6.9,"Last15EventsShortGame",2015
50,50,"Adam Hadwin",7,6.9,"Last15EventsShortGame",2015
50,50,"Justin Hicks",2,6.9,"Last15EventsShortGame",2015
50,50,"Alexander Levy",2,6.9,"Last15EventsShortGame",2015
50,50,"Troy Matteson",1,6.9,"Last15EventsShortGame",2015
50,50,"William McGirt",9,6.9,"Last15EventsShortGame",2015
50,50,"Kevin Na",9,6.9,"Last15EventsShortGame",2015
50,50,"Michael Putnam",5,6.9,"Last15EventsShortGame",2015
50,50,"Adam Scott",6,6.9,"Last15EventsShortGame",2015
64,64,"Zac Blair",7,6.8,"Last15EventsShortGame",2015
64,64,"Chad Campbell",9,6.8,"Last15EventsShortGame",2015
64,64,"Andrew Dodt",1,6.8,"Last15EventsShortGame",2015
64,64,"Tony Finau",10,6.8,"Last15EventsShortGame",2015
64,64,"Brice Garnett",3,6.8,"Last15EventsShortGame",2015
64,64,"Dudley Hart",1,6.8,"Last15EventsShortGame",2015
64,64,"Smylie Kaufman",1,6.8,"Last15EventsShortGame",2015
