"DrivingPct240260AllDrives_RANKTHISWEEK_2006","DrivingPct240260AllDrives_RANKLASTWEEK_2006","DrivingPct240260AllDrives_PLAYERNAME_2006","DrivingPct240260AllDrives_ROUNDS_2006","DrivingPct240260AllDrives_Pct_2006","DrivingPct240260AllDrives_TOTALDRIVESFOR240260_2006","DrivingPct240260AllDrives_TOTALDRIVESOVERALL_2006","DrivingPct240260AllDrives_RELATIVETOPAR_2006","stat_name","year"
1,1,"Corey Pavin",74,33,262,794,0.046,"DrivingPct240260AllDrives",2006
2,2,"Fred Funk",106,25.99,308,1185,-0.023,"DrivingPct240260AllDrives",2006
3,3,"John Cook",67,25.52,195,764,0.051,"DrivingPct240260AllDrives",2006
4,4,"Mark OMeara",52,24.6,123,500,0.138,"DrivingPct240260AllDrives",2006
5,5,"Mark Brooks",90,23.93,247,1032,0.101,"DrivingPct240260AllDrives",2006
6,6,"Brad Faxon",78,23.68,242,1022,0.07,"DrivingPct240260AllDrives",2006
7,7,"Scott Verplank",88,23.52,222,944,0.077,"DrivingPct240260AllDrives",2006
8,8,"Brian Gay",107,23.17,322,1390,0.053,"DrivingPct240260AllDrives",2006
9,9,"Paul Goydos",72,23.03,205,890,0.029,"DrivingPct240260AllDrives",2006
10,10,"Jerry Smith",94,22.35,262,1172,0.05,"DrivingPct240260AllDrives",2006
11,11,"Larry Mize",53,22.28,127,570,0.126,"DrivingPct240260AllDrives",2006
12,12,"Stephen Leaney",84,22.15,237,1070,0.03,"DrivingPct240260AllDrives",2006
13,13,"Doug Barron",74,22.14,207,935,0.145,"DrivingPct240260AllDrives",2006
14,14,"Todd Fischer",101,21.96,275,1252,0.12,"DrivingPct240260AllDrives",2006
15,15,"Steve Jones",83,21.68,209,964,0.139,"DrivingPct240260AllDrives",2006
16,16,"Shane Bertsch",104,20.54,257,1251,0.109,"DrivingPct240260AllDrives",2006
17,17,"Tim Clark",80,20.42,165,808,0.006,"DrivingPct240260AllDrives",2006
18,18,"Jeff Sluman",101,20.28,234,1154,0.124,"DrivingPct240260AllDrives",2006
19,19,"Olin Browne",108,19.82,239,1206,0.021,"DrivingPct240260AllDrives",2006
20,20,"Jerry Kelly",100,19.49,228,1170,0.184,"DrivingPct240260AllDrives",2006
21,21,"Greg Kraft",79,19.23,180,936,0.05,"DrivingPct240260AllDrives",2006
22,22,"Hidemichi Tanaka",74,19.16,174,908,0.322,"DrivingPct240260AllDrives",2006
23,23,"Kirk Triplett",58,19.1,131,686,0.069,"DrivingPct240260AllDrives",2006
