"PuttsperRoundRound2_RANKTHISWEEK_2010","PuttsperRoundRound2_RANKLASTWEEK_2010","PuttsperRoundRound2_PLAYERNAME_2010","PuttsperRoundRound2__2010","PuttsperRoundRound2_AVG_2010","PuttsperRoundRound2_TOTALPUTTS_2010","PuttsperRoundRound2_TOTALROUNDS_2010","stat_name","year"
1,1,"Chad Collins",NA,27.54,661,24,"PuttsperRoundRound2",2010
2,2,"Shaun Micheel",NA,27.95,531,19,"PuttsperRoundRound2",2010
3,3,"Matt Bettencourt",NA,27.97,811,29,"PuttsperRoundRound2",2010
4,4,"Phil Mickelson",NA,28.05,561,20,"PuttsperRoundRound2",2010
5,5,"Padraig Harrington",NA,28.06,477,17,"PuttsperRoundRound2",2010
6,6,"Brian Gay",NA,28.07,814,29,"PuttsperRoundRound2",2010
7,7,"Dean Wilson",NA,28.19,451,16,"PuttsperRoundRound2",2010
8,8,"Mike Weir",NA,28.22,508,18,"PuttsperRoundRound2",2010
9,9,"Brandt Snedeker",NA,28.23,734,26,"PuttsperRoundRound2",2010
10,10,"Kevin Streelman",NA,28.27,735,26,"PuttsperRoundRound2",2010
11,11,"Greg Chalmers",NA,28.3,764,27,"PuttsperRoundRound2",2010
12,12,"Aaron Baddeley",NA,28.38,738,26,"PuttsperRoundRound2",2010
13,13,"Steve Stricker",NA,28.39,511,18,"PuttsperRoundRound2",2010
14,14,"Michael Sim",NA,28.42,540,19,"PuttsperRoundRound2",2010
15,15,"Kevin Na",NA,28.44,711,25,"PuttsperRoundRound2",2010
16,16,"Justin Rose",NA,28.45,626,22,"PuttsperRoundRound2",2010
17,17,"Ryuji Imada",NA,28.46,797,28,"PuttsperRoundRound2",2010
18,18,"Jeff Overton",NA,28.5,684,24,"PuttsperRoundRound2",2010
19,19,"Charlie Wi",NA,28.52,770,27,"PuttsperRoundRound2",2010
20,20,"Matt Jones",NA,28.56,771,27,"PuttsperRoundRound2",2010
20,20,"Skip Kendall",NA,28.56,457,16,"PuttsperRoundRound2",2010
22,22,"Paul Stankowski",NA,28.69,459,16,"PuttsperRoundRound2",2010
23,23,"Scott Verplank",NA,28.7,574,20,"PuttsperRoundRound2",2010
24,24,"Andres Romero",NA,28.71,603,21,"PuttsperRoundRound2",2010
25,25,"Michael Connell",NA,28.74,661,23,"PuttsperRoundRound2",2010
25,25,"Webb Simpson",NA,28.74,891,31,"PuttsperRoundRound2",2010
27,27,"Matt Kuchar",NA,28.76,719,25,"PuttsperRoundRound2",2010
28,28,"Ben Crane",NA,28.77,633,22,"PuttsperRoundRound2",2010
29,29,"Carl Pettersson",NA,28.78,777,27,"PuttsperRoundRound2",2010
30,30,"Alex Cejka",NA,28.8,720,25,"PuttsperRoundRound2",2010
31,31,"Brett Quigley",NA,28.82,807,28,"PuttsperRoundRound2",2010
31,31,"Jeff Quinney",NA,28.82,807,28,"PuttsperRoundRound2",2010
33,33,"David Toms",NA,28.83,692,24,"PuttsperRoundRound2",2010
34,34,"Blake Adams",NA,28.84,721,25,"PuttsperRoundRound2",2010
34,34,"Steve Elkington",NA,28.84,548,19,"PuttsperRoundRound2",2010
36,36,"Zach Johnson",NA,28.88,693,24,"PuttsperRoundRound2",2010
37,37,"Luke Donald",NA,28.89,549,19,"PuttsperRoundRound2",2010
37,37,"Nathan Green",NA,28.89,780,27,"PuttsperRoundRound2",2010
39,39,"Stuart Appleby",NA,28.93,868,30,"PuttsperRoundRound2",2010
40,40,"Jim Furyk",NA,28.95,579,20,"PuttsperRoundRound2",2010
41,41,"Freddie Jacobson",NA,28.96,695,24,"PuttsperRoundRound2",2010
41,41,"Kevin Sutherland",NA,28.96,724,25,"PuttsperRoundRound2",2010
43,43,"Jason Day",NA,29,667,23,"PuttsperRoundRound2",2010
43,43,"Ernie Els",NA,29,551,19,"PuttsperRoundRound2",2010
43,43,"Brad Faxon",NA,29,609,21,"PuttsperRoundRound2",2010
43,43,"Richard Johnson",NA,29,725,25,"PuttsperRoundRound2",2010
43,43,"Alex Prugh",NA,29,783,27,"PuttsperRoundRound2",2010
43,43,"Chris Riley",NA,29,638,22,"PuttsperRoundRound2",2010
43,43,"Jerod Turner",NA,29,435,15,"PuttsperRoundRound2",2010
50,50,"Rich Barcelo",NA,29.04,668,23,"PuttsperRoundRound2",2010
50,50,"Bill Lunde",NA,29.04,755,26,"PuttsperRoundRound2",2010
50,50,"Jimmy Walker",NA,29.04,755,26,"PuttsperRoundRound2",2010
53,53,"Stephen Ames",NA,29.05,581,20,"PuttsperRoundRound2",2010
53,53,"Chris Couch",NA,29.05,610,21,"PuttsperRoundRound2",2010
55,55,"Tom Gillis",NA,29.07,785,27,"PuttsperRoundRound2",2010
55,55,"Jerry Kelly",NA,29.07,785,27,"PuttsperRoundRound2",2010
57,57,"Bryce Molder",NA,29.08,727,25,"PuttsperRoundRound2",2010
58,58,"Michael Bradley",NA,29.09,669,23,"PuttsperRoundRound2",2010
59,59,"Charles Howell III",NA,29.11,786,27,"PuttsperRoundRound2",2010
59,59,"Scott Piercy",NA,29.11,786,27,"PuttsperRoundRound2",2010
61,61,"JB Holmes",NA,29.12,757,26,"PuttsperRoundRound2",2010
61,61,"Brian Stuard",NA,29.12,757,26,"PuttsperRoundRound2",2010
63,63,"Tim Clark",NA,29.13,670,23,"PuttsperRoundRound2",2010
63,63,"JP Hayes",NA,29.13,699,24,"PuttsperRoundRound2",2010
63,63,"Jarrod Lyle",NA,29.13,466,16,"PuttsperRoundRound2",2010
66,66,"Dustin Johnson",NA,29.14,641,22,"PuttsperRoundRound2",2010
66,66,"James Nitties",NA,29.14,816,28,"PuttsperRoundRound2",2010
68,68,"Briny Baird",NA,29.15,758,26,"PuttsperRoundRound2",2010
69,69,"Brian Davis",NA,29.16,904,31,"PuttsperRoundRound2",2010
70,70,"Chris DiMarco",NA,29.18,642,22,"PuttsperRoundRound2",2010
71,71,"Daniel Chopra",NA,29.19,788,27,"PuttsperRoundRound2",2010
72,72,"Retief Goosen",NA,29.22,526,18,"PuttsperRoundRound2",2010
73,73,"John Merrick",NA,29.24,848,29,"PuttsperRoundRound2",2010
73,73,"Jeev Milkha Singh",NA,29.24,497,17,"PuttsperRoundRound2",2010
75,75,"Robert Allenby",NA,29.25,585,20,"PuttsperRoundRound2",2010
76,76,"Justin Leonard",NA,29.27,761,26,"PuttsperRoundRound2",2010
76,76,"John Rollins",NA,29.27,761,26,"PuttsperRoundRound2",2010
76,76,"Chris Tidland",NA,29.27,644,22,"PuttsperRoundRound2",2010
79,79,"Tim Petrovic",NA,29.28,937,32,"PuttsperRoundRound2",2010
80,80,"Matt Every",NA,29.29,498,17,"PuttsperRoundRound2",2010
81,81,"Paul Casey",NA,29.31,469,16,"PuttsperRoundRound2",2010
81,81,"Marc Leishman",NA,29.31,762,26,"PuttsperRoundRound2",2010
