"TenthTeeEarlyRound2ScoringAverage_RANKTHISWEEK_2006","TenthTeeEarlyRound2ScoringAverage_RANKLASTWEEK_2006","TenthTeeEarlyRound2ScoringAverage_PLAYERNAME_2006","TenthTeeEarlyRound2ScoringAverage__2006","TenthTeeEarlyRound2ScoringAverage_AVG_2006","TenthTeeEarlyRound2ScoringAverage_TOTALSTROKES_2006","TenthTeeEarlyRound2ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Mike Weir",NA,67.33,202,3,"TenthTeeEarlyRound2ScoringAverage",2006
2,2,"JB Holmes",NA,67.75,271,4,"TenthTeeEarlyRound2ScoringAverage",2006
3,3,"Michael Allen",NA,68,204,3,"TenthTeeEarlyRound2ScoringAverage",2006
3,3,"Luke Donald",NA,68,340,5,"TenthTeeEarlyRound2ScoringAverage",2006
5,5,"Brandt Jobe",NA,68.14,477,7,"TenthTeeEarlyRound2ScoringAverage",2006
6,6,"Stewart Cink",NA,68.25,273,4,"TenthTeeEarlyRound2ScoringAverage",2006
6,6,"Phil Mickelson",NA,68.25,273,4,"TenthTeeEarlyRound2ScoringAverage",2006
8,8,"Chris Riley",NA,68.33,205,3,"TenthTeeEarlyRound2ScoringAverage",2006
9,9,"Ryan Moore",NA,68.4,342,5,"TenthTeeEarlyRound2ScoringAverage",2006
10,10,"Tiger Woods",NA,68.43,479,7,"TenthTeeEarlyRound2ScoringAverage",2006
11,11,"David Branshaw",NA,68.5,274,4,"TenthTeeEarlyRound2ScoringAverage",2006
11,11,"Jim Furyk",NA,68.5,411,6,"TenthTeeEarlyRound2ScoringAverage",2006
11,11,"Trevor Immelman",NA,68.5,274,4,"TenthTeeEarlyRound2ScoringAverage",2006
14,14,"Joe Durant",NA,68.57,480,7,"TenthTeeEarlyRound2ScoringAverage",2006
15,15,"Briny Baird",NA,68.67,412,6,"TenthTeeEarlyRound2ScoringAverage",2006
16,16,"Fred Funk",NA,68.75,275,4,"TenthTeeEarlyRound2ScoringAverage",2006
17,17,"Ernie Els",NA,68.8,344,5,"TenthTeeEarlyRound2ScoringAverage",2006
18,18,"Brian Gay",NA,68.89,620,9,"TenthTeeEarlyRound2ScoringAverage",2006
19,19,"Jonathan Byrd",NA,69,345,5,"TenthTeeEarlyRound2ScoringAverage",2006
19,19,"Bob Estes",NA,69,276,4,"TenthTeeEarlyRound2ScoringAverage",2006
19,19,"Shaun Micheel",NA,69,483,7,"TenthTeeEarlyRound2ScoringAverage",2006
19,19,"Steve Stricker",NA,69,552,8,"TenthTeeEarlyRound2ScoringAverage",2006
19,19,"Vance Veazey",NA,69,207,3,"TenthTeeEarlyRound2ScoringAverage",2006
24,24,"Robert Allenby",NA,69.2,346,5,"TenthTeeEarlyRound2ScoringAverage",2006
25,25,"Charley Hoffman",NA,69.25,554,8,"TenthTeeEarlyRound2ScoringAverage",2006
25,25,"Adam Scott",NA,69.25,277,4,"TenthTeeEarlyRound2ScoringAverage",2006
27,27,"Dudley Hart",NA,69.3,693,10,"TenthTeeEarlyRound2ScoringAverage",2006
28,28,"Aaron Baddeley",NA,69.33,208,3,"TenthTeeEarlyRound2ScoringAverage",2006
28,28,"Vaughn Taylor",NA,69.33,208,3,"TenthTeeEarlyRound2ScoringAverage",2006
30,30,"Craig Barlow",NA,69.4,347,5,"TenthTeeEarlyRound2ScoringAverage",2006
30,30,"KJ Choi",NA,69.4,347,5,"TenthTeeEarlyRound2ScoringAverage",2006
30,30,"Mathias Gronberg",NA,69.4,347,5,"TenthTeeEarlyRound2ScoringAverage",2006
30,30,"Arron Oberholser",NA,69.4,347,5,"TenthTeeEarlyRound2ScoringAverage",2006
34,34,"Sergio Garcia",NA,69.5,139,2,"TenthTeeEarlyRound2ScoringAverage",2006
34,34,"Zach Johnson",NA,69.5,139,2,"TenthTeeEarlyRound2ScoringAverage",2006
34,34,"Kevin Sutherland",NA,69.5,278,4,"TenthTeeEarlyRound2ScoringAverage",2006
37,37,"Mathew Goggin",NA,69.57,487,7,"TenthTeeEarlyRound2ScoringAverage",2006
37,37,"Duffy Waldorf",NA,69.57,487,7,"TenthTeeEarlyRound2ScoringAverage",2006
39,39,"Stuart Appleby",NA,69.6,348,5,"TenthTeeEarlyRound2ScoringAverage",2006
40,40,"Frank Lickliter II",NA,69.63,557,8,"TenthTeeEarlyRound2ScoringAverage",2006
41,41,"Jason Bohn",NA,69.67,209,3,"TenthTeeEarlyRound2ScoringAverage",2006
41,41,"Rod Pampling",NA,69.67,418,6,"TenthTeeEarlyRound2ScoringAverage",2006
43,43,"Vijay Singh",NA,69.78,628,9,"TenthTeeEarlyRound2ScoringAverage",2006
44,44,"Ben Crane",NA,69.83,419,6,"TenthTeeEarlyRound2ScoringAverage",2006
45,45,"Arjun Atwal",NA,70,350,5,"TenthTeeEarlyRound2ScoringAverage",2006
45,45,"Nathan Green",NA,70,630,9,"TenthTeeEarlyRound2ScoringAverage",2006
45,45,"Matt Hansen",NA,70,280,4,"TenthTeeEarlyRound2ScoringAverage",2006
45,45,"Padraig Harrington",NA,70,210,3,"TenthTeeEarlyRound2ScoringAverage",2006
45,45,"Davis Love III",NA,70,280,4,"TenthTeeEarlyRound2ScoringAverage",2006
45,45,"Brett Quigley",NA,70,560,8,"TenthTeeEarlyRound2ScoringAverage",2006
45,45,"Kirk Triplett",NA,70,280,4,"TenthTeeEarlyRound2ScoringAverage",2006
45,45,"Omar Uresti",NA,70,140,2,"TenthTeeEarlyRound2ScoringAverage",2006
45,45,"Tjaart van der Walt",NA,70,210,3,"TenthTeeEarlyRound2ScoringAverage",2006
45,45,"Ron Whittaker",NA,70,210,3,"TenthTeeEarlyRound2ScoringAverage",2006
45,45,"Mark Wilson",NA,70,350,5,"TenthTeeEarlyRound2ScoringAverage",2006
56,56,"Steve Flesch",NA,70.11,631,9,"TenthTeeEarlyRound2ScoringAverage",2006
57,57,"Nicholas Thompson",NA,70.13,561,8,"TenthTeeEarlyRound2ScoringAverage",2006
58,58,"Robert Garrigus",NA,70.14,491,7,"TenthTeeEarlyRound2ScoringAverage",2006
59,59,"Woody Austin",NA,70.17,421,6,"TenthTeeEarlyRound2ScoringAverage",2006
59,59,"John Cook",NA,70.17,421,6,"TenthTeeEarlyRound2ScoringAverage",2006
59,59,"Larry Mize",NA,70.17,421,6,"TenthTeeEarlyRound2ScoringAverage",2006
62,62,"Kent Jones",NA,70.2,351,5,"TenthTeeEarlyRound2ScoringAverage",2006
62,62,"Daisuke Maruyama",NA,70.2,351,5,"TenthTeeEarlyRound2ScoringAverage",2006
62,62,"Rory Sabbatini",NA,70.2,351,5,"TenthTeeEarlyRound2ScoringAverage",2006
65,65,"JP Hayes",NA,70.25,281,4,"TenthTeeEarlyRound2ScoringAverage",2006
65,65,"Ryan Palmer",NA,70.25,281,4,"TenthTeeEarlyRound2ScoringAverage",2006
67,67,"Greg Owen",NA,70.29,492,7,"TenthTeeEarlyRound2ScoringAverage",2006
67,67,"Justin Rose",NA,70.29,492,7,"TenthTeeEarlyRound2ScoringAverage",2006
69,69,"Shigeki Maruyama",NA,70.33,633,9,"TenthTeeEarlyRound2ScoringAverage",2006
70,70,"Jerry Smith",NA,70.38,563,8,"TenthTeeEarlyRound2ScoringAverage",2006
71,71,"John Rollins",NA,70.43,493,7,"TenthTeeEarlyRound2ScoringAverage",2006
72,72,"Olin Browne",NA,70.5,282,4,"TenthTeeEarlyRound2ScoringAverage",2006
72,72,"Daniel Chopra",NA,70.5,705,10,"TenthTeeEarlyRound2ScoringAverage",2006
72,72,"Todd Fischer",NA,70.5,423,6,"TenthTeeEarlyRound2ScoringAverage",2006
72,72,"Ryuji Imada",NA,70.5,423,6,"TenthTeeEarlyRound2ScoringAverage",2006
72,72,"Corey Pavin",NA,70.5,564,8,"TenthTeeEarlyRound2ScoringAverage",2006
72,72,"Ian Poulter",NA,70.5,141,2,"TenthTeeEarlyRound2ScoringAverage",2006
72,72,"John Senden",NA,70.5,282,4,"TenthTeeEarlyRound2ScoringAverage",2006
72,72,"Jeff Sluman",NA,70.5,423,6,"TenthTeeEarlyRound2ScoringAverage",2006
72,72,"Bubba Watson",NA,70.5,282,4,"TenthTeeEarlyRound2ScoringAverage",2006
