"TenthTeeLateRound4ScoringAverage_RANKTHISWEEK_2010","TenthTeeLateRound4ScoringAverage_RANKLASTWEEK_2010","TenthTeeLateRound4ScoringAverage_PLAYERNAME_2010","TenthTeeLateRound4ScoringAverage__2010","TenthTeeLateRound4ScoringAverage_AVG_2010","TenthTeeLateRound4ScoringAverage_TOTALSTROKES_2010","TenthTeeLateRound4ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Ryan Palmer",NA,64,64,1,"TenthTeeLateRound4ScoringAverage",2010
2,2,"KJ Choi",NA,65,65,1,"TenthTeeLateRound4ScoringAverage",2010
3,3,"Brandt Snedeker",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2010
4,4,"Mark Wilson",NA,66.5,133,2,"TenthTeeLateRound4ScoringAverage",2010
5,5,"Matt Bettencourt",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2010
5,5,"Charles Howell III",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2010
5,5,"Troy Merritt",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2010
5,5,"Jeff Quinney",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2010
5,5,"Boo Weekley",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2010
10,10,"Michael Bradley",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2010
10,10,"Mathew Goggin",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2010
10,10,"Kevin Na",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2010
10,10,"John Senden",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2010
14,14,"Chris Couch",NA,68.5,137,2,"TenthTeeLateRound4ScoringAverage",2010
15,15,"Bryce Molder",NA,68.67,206,3,"TenthTeeLateRound4ScoringAverage",2010
16,16,"Sergio Garcia",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2010
16,16,"Robert Garrigus",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2010
16,16,"Sean OHair",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2010
16,16,"Kenny Perry",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2010
16,16,"Omar Uresti",NA,69,138,2,"TenthTeeLateRound4ScoringAverage",2010
16,16,"Jimmy Walker",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2010
22,22,"Kris Blanks",NA,69.5,278,4,"TenthTeeLateRound4ScoringAverage",2010
22,22,"Jonathan Byrd",NA,69.5,139,2,"TenthTeeLateRound4ScoringAverage",2010
22,22,"Brendon de Jonge",NA,69.5,139,2,"TenthTeeLateRound4ScoringAverage",2010
25,25,"Kevin Stadler",NA,69.67,209,3,"TenthTeeLateRound4ScoringAverage",2010
26,26,"Ricky Barnes",NA,70,210,3,"TenthTeeLateRound4ScoringAverage",2010
26,26,"Chad Collins",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2010
26,26,"Michael Connell",NA,70,140,2,"TenthTeeLateRound4ScoringAverage",2010
26,26,"John Daly",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2010
26,26,"Chris DiMarco",NA,70,140,2,"TenthTeeLateRound4ScoringAverage",2010
26,26,"Davis Love III",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2010
26,26,"Bill Lunde",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2010
26,26,"Will Ma Kenzie",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2010
26,26,"Hunter Mahan",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2010
26,26,"John Merrick",NA,70,140,2,"TenthTeeLateRound4ScoringAverage",2010
26,26,"Pat Perez",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2010
26,26,"Brett Quigley",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2010
26,26,"Chris Stroud",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2010
26,26,"David Toms",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2010
26,26,"DJ Trahan",NA,70,140,2,"TenthTeeLateRound4ScoringAverage",2010
26,26,"Johnson Wagner",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2010
42,42,"Kevin Streelman",NA,70.33,211,3,"TenthTeeLateRound4ScoringAverage",2010
43,43,"Rich Barcelo",NA,70.5,141,2,"TenthTeeLateRound4ScoringAverage",2010
43,43,"Ben Curtis",NA,70.5,141,2,"TenthTeeLateRound4ScoringAverage",2010
43,43,"David Lutterus",NA,70.5,141,2,"TenthTeeLateRound4ScoringAverage",2010
46,46,"Billy Mayfair",NA,70.6,353,5,"TenthTeeLateRound4ScoringAverage",2010
47,47,"Matt Every",NA,70.75,283,4,"TenthTeeLateRound4ScoringAverage",2010
48,48,"Angel Cabrera",NA,71,71,1,"TenthTeeLateRound4ScoringAverage",2010
48,48,"Steve Flesch",NA,71,142,2,"TenthTeeLateRound4ScoringAverage",2010
48,48,"Tom Gillis",NA,71,142,2,"TenthTeeLateRound4ScoringAverage",2010
48,48,"Jeff Gove",NA,71,71,1,"TenthTeeLateRound4ScoringAverage",2010
48,48,"Nathan Green",NA,71,71,1,"TenthTeeLateRound4ScoringAverage",2010
48,48,"JJ Henry",NA,71,142,2,"TenthTeeLateRound4ScoringAverage",2010
48,48,"Tim Herron",NA,71,213,3,"TenthTeeLateRound4ScoringAverage",2010
48,48,"Derek Lamely",NA,71,71,1,"TenthTeeLateRound4ScoringAverage",2010
