"TenthTeeEarlyPar4ScoringAverage_RANKTHISWEEK_2010","TenthTeeEarlyPar4ScoringAverage_RANKLASTWEEK_2010","TenthTeeEarlyPar4ScoringAverage_PLAYERNAME_2010","TenthTeeEarlyPar4ScoringAverage_ROUNDS_2010","TenthTeeEarlyPar4ScoringAverage_AVG_2010","TenthTeeEarlyPar4ScoringAverage_TOTALSTROKES_2010","TenthTeeEarlyPar4ScoringAverage_TOTALHOLES_2010","stat_name","year"
1,1,"Matt Kuchar",97,3.88,597,154,"TenthTeeEarlyPar4ScoringAverage",2010
2,2,"Paul Casey",64,3.89,210,54,"TenthTeeEarlyPar4ScoringAverage",2010
3,3,"Michael Connell",89,3.9,671,172,"TenthTeeEarlyPar4ScoringAverage",2010
4,4,"Greg Chalmers",93,3.92,730,186,"TenthTeeEarlyPar4ScoringAverage",2010
4,4,"Carl Pettersson",99,3.92,671,171,"TenthTeeEarlyPar4ScoringAverage",2010
4,4,"Bo Van Pelt",104,3.92,816,208,"TenthTeeEarlyPar4ScoringAverage",2010
7,7,"Michael Bradley",77,3.93,605,154,"TenthTeeEarlyPar4ScoringAverage",2010
7,7,"Jim Furyk",76,3.93,719,183,"TenthTeeEarlyPar4ScoringAverage",2010
7,7,"Zach Johnson",93,3.93,468,119,"TenthTeeEarlyPar4ScoringAverage",2010
10,10,"Tim Clark",88,3.94,488,124,"TenthTeeEarlyPar4ScoringAverage",2010
10,10,"Brent Delahoussaye",57,3.94,512,130,"TenthTeeEarlyPar4ScoringAverage",2010
10,10,"Cliff Kresge",50,3.94,201,51,"TenthTeeEarlyPar4ScoringAverage",2010
10,10,"Tom Pernice Jr",74,3.94,347,88,"TenthTeeEarlyPar4ScoringAverage",2010
10,10,"Garrett Willis",82,3.94,753,191,"TenthTeeEarlyPar4ScoringAverage",2010
10,10,"YE Yang",72,3.94,303,77,"TenthTeeEarlyPar4ScoringAverage",2010
16,16,"Robert Allenby",76,3.95,348,88,"TenthTeeEarlyPar4ScoringAverage",2010
16,16,"Aaron Baddeley",94,3.95,762,193,"TenthTeeEarlyPar4ScoringAverage",2010
16,16,"Luke Donald",71,3.95,336,85,"TenthTeeEarlyPar4ScoringAverage",2010
16,16,"Ernie Els",72,3.95,584,148,"TenthTeeEarlyPar4ScoringAverage",2010
16,16,"Skip Kendall",58,3.95,509,129,"TenthTeeEarlyPar4ScoringAverage",2010
16,16,"Andres Romero",73,3.95,726,184,"TenthTeeEarlyPar4ScoringAverage",2010
16,16,"Camilo Villegas",78,3.95,470,119,"TenthTeeEarlyPar4ScoringAverage",2010
23,23,"Steve Elkington",74,3.96,547,138,"TenthTeeEarlyPar4ScoringAverage",2010
23,23,"Dustin Johnson",83,3.96,463,117,"TenthTeeEarlyPar4ScoringAverage",2010
23,23,"Rory McIlroy",54,3.96,265,67,"TenthTeeEarlyPar4ScoringAverage",2010
23,23,"Justin Rose",78,3.96,630,159,"TenthTeeEarlyPar4ScoringAverage",2010
23,23,"Vijay Singh",75,3.96,634,160,"TenthTeeEarlyPar4ScoringAverage",2010
23,23,"Charles Warren",64,3.96,511,129,"TenthTeeEarlyPar4ScoringAverage",2010
29,29,"Chad Campbell",95,3.97,651,164,"TenthTeeEarlyPar4ScoringAverage",2010
29,29,"Rickie Fowler",98,3.97,890,224,"TenthTeeEarlyPar4ScoringAverage",2010
29,29,"Padraig Harrington",57,3.97,473,119,"TenthTeeEarlyPar4ScoringAverage",2010
29,29,"Charles Howell III",103,3.97,683,172,"TenthTeeEarlyPar4ScoringAverage",2010
29,29,"Phil Mickelson",76,3.97,714,180,"TenthTeeEarlyPar4ScoringAverage",2010
29,29,"Adam Scott",70,3.97,524,132,"TenthTeeEarlyPar4ScoringAverage",2010
29,29,"John Senden",103,3.97,429,108,"TenthTeeEarlyPar4ScoringAverage",2010
29,29,"Steve Stricker",73,3.97,599,151,"TenthTeeEarlyPar4ScoringAverage",2010
29,29,"Kevin Sutherland",86,3.97,743,187,"TenthTeeEarlyPar4ScoringAverage",2010
29,29,"Mike Weir",59,3.97,469,118,"TenthTeeEarlyPar4ScoringAverage",2010
39,39,"Blake Adams",84,3.98,589,148,"TenthTeeEarlyPar4ScoringAverage",2010
39,39,"Graham DeLaet",88,3.98,653,164,"TenthTeeEarlyPar4ScoringAverage",2010
39,39,"Matt Every",60,3.98,418,105,"TenthTeeEarlyPar4ScoringAverage",2010
39,39,"Robert Garrigus",71,3.98,569,143,"TenthTeeEarlyPar4ScoringAverage",2010
39,39,"Lucas Glover",75,3.98,477,120,"TenthTeeEarlyPar4ScoringAverage",2010
