"Last5EventsAccuracy_RANKTHISWEEK_2011","Last5EventsAccuracy_RANKLASTWEEK_2011","Last5EventsAccuracy_PLAYERNAME_2011","Last5EventsAccuracy_EVENTS_2011","Last5EventsAccuracy_RATING_2011","stat_name","year"
1,1,"Tim Clark",2,9,"Last5EventsAccuracy",2011
1,1,"Omar Uresti",1,9,"Last5EventsAccuracy",2011
3,3,"Rory McIlroy",1,8.8,"Last5EventsAccuracy",2011
4,4,"Joe Durant",2,8.4,"Last5EventsAccuracy",2011
5,5,"Jose Maria Olazabal",1,8.2,"Last5EventsAccuracy",2011
6,6,"Kris Blanks",3,8.1,"Last5EventsAccuracy",2011
6,6,"Alex Prugh",1,8.1,"Last5EventsAccuracy",2011
8,8,"Paul Goydos",2,8,"Last5EventsAccuracy",2011
8,8,"Edoardo Molinari",1,8,"Last5EventsAccuracy",2011
8,8,"Kenny Perry",2,8,"Last5EventsAccuracy",2011
11,11,"Michael Connell",1,7.9,"Last5EventsAccuracy",2011
11,11,"David Mathis",3,7.9,"Last5EventsAccuracy",2011
13,13,"Keegan Bradley",1,7.8,"Last5EventsAccuracy",2011
13,13,"Jim Furyk",3,7.8,"Last5EventsAccuracy",2011
13,13,"Lucas Glover",3,7.8,"Last5EventsAccuracy",2011
13,13,"Zach Johnson",2,7.8,"Last5EventsAccuracy",2011
13,13,"Vaughn Taylor",3,7.8,"Last5EventsAccuracy",2011
13,13,"Lee Westwood",1,7.8,"Last5EventsAccuracy",2011
19,19,"Chad Campbell",3,7.7,"Last5EventsAccuracy",2011
19,19,"Ben Crane",2,7.7,"Last5EventsAccuracy",2011
19,19,"Jason Dufner",3,7.7,"Last5EventsAccuracy",2011
19,19,"Bryce Molder",3,7.7,"Last5EventsAccuracy",2011
19,19,"John Rollins",3,7.7,"Last5EventsAccuracy",2011
19,19,"Chris Stroud",3,7.7,"Last5EventsAccuracy",2011
25,25,"Guy Boros",2,7.6,"Last5EventsAccuracy",2011
25,25,"Will Claxton",1,7.6,"Last5EventsAccuracy",2011
25,25,"Ben Curtis",2,7.6,"Last5EventsAccuracy",2011
25,25,"Todd Hamilton",2,7.6,"Last5EventsAccuracy",2011
25,25,"Trevor Immelman",4,7.6,"Last5EventsAccuracy",2011
25,25,"Jeff Overton",3,7.6,"Last5EventsAccuracy",2011
25,25,"Tom Pernice Jr",3,7.6,"Last5EventsAccuracy",2011
25,25,"Kevin Streelman",2,7.6,"Last5EventsAccuracy",2011
25,25,"Charles Warren",3,7.6,"Last5EventsAccuracy",2011
25,25,"Boo Weekley",1,7.6,"Last5EventsAccuracy",2011
35,35,"Michael Allen",2,7.5,"Last5EventsAccuracy",2011
35,35,"Shane Bertsch",2,7.5,"Last5EventsAccuracy",2011
35,35,"Paul Casey",2,7.5,"Last5EventsAccuracy",2011
35,35,"Hunter Haas",2,7.5,"Last5EventsAccuracy",2011
35,35,"Billy Horschel",3,7.5,"Last5EventsAccuracy",2011
35,35,"Kent Jones",1,7.5,"Last5EventsAccuracy",2011
35,35,"Louis Oosthuizen",2,7.5,"Last5EventsAccuracy",2011
35,35,"Cameron Percy",2,7.5,"Last5EventsAccuracy",2011
35,35,"Heath Slocum",3,7.5,"Last5EventsAccuracy",2011
35,35,"Kyle Stanley",4,7.5,"Last5EventsAccuracy",2011
35,35,"Kirk Triplett",3,7.5,"Last5EventsAccuracy",2011
46,46,"Robert Allenby",3,7.4,"Last5EventsAccuracy",2011
46,46,"Notah Begay III",1,7.4,"Last5EventsAccuracy",2011
46,46,"Jonathan Byrd",2,7.4,"Last5EventsAccuracy",2011
46,46,"Bud Cauley",4,7.4,"Last5EventsAccuracy",2011
46,46,"KJ Choi",2,7.4,"Last5EventsAccuracy",2011
46,46,"Chad Collins",1,7.4,"Last5EventsAccuracy",2011
46,46,"Brian Davis",2,7.4,"Last5EventsAccuracy",2011
46,46,"Tom Gillis",1,7.4,"Last5EventsAccuracy",2011
46,46,"Adam Hadwin",4,7.4,"Last5EventsAccuracy",2011
46,46,"Sung Kang",4,7.4,"Last5EventsAccuracy",2011
46,46,"Jerry Kelly",2,7.4,"Last5EventsAccuracy",2011
46,46,"Davis Love III",2,7.4,"Last5EventsAccuracy",2011
46,46,"Carl Pettersson",4,7.4,"Last5EventsAccuracy",2011
46,46,"Michael Putnam",3,7.4,"Last5EventsAccuracy",2011
46,46,"Scott Stallings",1,7.4,"Last5EventsAccuracy",2011
46,46,"Brendan Steele",3,7.4,"Last5EventsAccuracy",2011
46,46,"Roland Thatcher",3,7.4,"Last5EventsAccuracy",2011
63,63,"Briny Baird",5,7.3,"Last5EventsAccuracy",2011
63,63,"Ricky Barnes",3,7.3,"Last5EventsAccuracy",2011
63,63,"Mark Calcavecchia",1,7.3,"Last5EventsAccuracy",2011
63,63,"Robert Damron",2,7.3,"Last5EventsAccuracy",2011
63,63,"Ernie Els",3,7.3,"Last5EventsAccuracy",2011
63,63,"David Hearn",4,7.3,"Last5EventsAccuracy",2011
63,63,"John Mallinger",2,7.3,"Last5EventsAccuracy",2011
63,63,"Matt McQuillan",2,7.3,"Last5EventsAccuracy",2011
63,63,"Ryan Moore",2,7.3,"Last5EventsAccuracy",2011
63,63,"Corey Pavin",3,7.3,"Last5EventsAccuracy",2011
63,63,"Chez Reavie",2,7.3,"Last5EventsAccuracy",2011
63,63,"Chris Riley",2,7.3,"Last5EventsAccuracy",2011
63,63,"Alexandre Rocha",2,7.3,"Last5EventsAccuracy",2011
63,63,"Brett Wetterich",4,7.3,"Last5EventsAccuracy",2011
77,77,"Woody Austin",5,7.2,"Last5EventsAccuracy",2011
77,77,"Tom Byrum",1,7.2,"Last5EventsAccuracy",2011
77,77,"Simon Dyson",1,7.2,"Last5EventsAccuracy",2011
77,77,"Matt Every",2,7.2,"Last5EventsAccuracy",2011
77,77,"Brian Gay",2,7.2,"Last5EventsAccuracy",2011
77,77,"Brandt Jobe",4,7.2,"Last5EventsAccuracy",2011
77,77,"Dustin Johnson",3,7.2,"Last5EventsAccuracy",2011
77,77,"Nick OHern",3,7.2,"Last5EventsAccuracy",2011
77,77,"Pat Perez",3,7.2,"Last5EventsAccuracy",2011
77,77,"Jim Renner",2,7.2,"Last5EventsAccuracy",2011
77,77,"Dustin Risdon",1,7.2,"Last5EventsAccuracy",2011
77,77,"Adam Scott",3,7.2,"Last5EventsAccuracy",2011
77,77,"Kevin Stadler",3,7.2,"Last5EventsAccuracy",2011
77,77,"DJ Trahan",2,7.2,"Last5EventsAccuracy",2011
77,77,"Dean Wilson",1,7.2,"Last5EventsAccuracy",2011
92,92,"Jason Bohn",4,7.1,"Last5EventsAccuracy",2011
92,92,"Fred Couples",3,7.1,"Last5EventsAccuracy",2011
92,92,"Marco Dawson",3,7.1,"Last5EventsAccuracy",2011
92,92,"Bob Estes",2,7.1,"Last5EventsAccuracy",2011
92,92,"Bobby Gates",2,7.1,"Last5EventsAccuracy",2011
92,92,"JJ Henry",1,7.1,"Last5EventsAccuracy",2011
92,92,"Ryo Ishikawa",1,7.1,"Last5EventsAccuracy",2011
92,92,"KT Kim",2,7.1,"Last5EventsAccuracy",2011
92,92,"Jarrod Lyle",1,7.1,"Last5EventsAccuracy",2011
92,92,"Will Ma Kenzie",4,7.1,"Last5EventsAccuracy",2011
92,92,"Ben Martin",3,7.1,"Last5EventsAccuracy",2011
92,92,"Francesco Molinari",1,7.1,"Last5EventsAccuracy",2011
92,92,"Sean OHair",3,7.1,"Last5EventsAccuracy",2011
92,92,"Michael Thompson",2,7.1,"Last5EventsAccuracy",2011
92,92,"Garrett Willis",3,7.1,"Last5EventsAccuracy",2011
107,107,"Scott Gutschewski",2,7,"Last5EventsAccuracy",2011
107,107,"Tom Lehman",2,7,"Last5EventsAccuracy",2011
107,107,"Marc Leishman",3,7,"Last5EventsAccuracy",2011
107,107,"Bill Lunde",2,7,"Last5EventsAccuracy",2011
107,107,"Hunter Mahan",3,7,"Last5EventsAccuracy",2011
107,107,"Rocco Mediate",2,7,"Last5EventsAccuracy",2011
107,107,"Jerry Richardson Jr",1,7,"Last5EventsAccuracy",2011
107,107,"Webb Simpson",3,7,"Last5EventsAccuracy",2011
107,107,"Josh Teater",4,7,"Last5EventsAccuracy",2011
107,107,"David Toms",3,7,"Last5EventsAccuracy",2011
107,107,"Gary Woodland",2,7,"Last5EventsAccuracy",2011
118,118,"Angel Cabrera",2,6.9,"Last5EventsAccuracy",2011
118,118,"Brendon de Jonge",2,6.9,"Last5EventsAccuracy",2011
118,118,"Luke Donald",4,6.9,"Last5EventsAccuracy",2011
118,118,"David Duval",1,6.9,"Last5EventsAccuracy",2011
118,118,"Nathan Green",3,6.9,"Last5EventsAccuracy",2011
118,118,"JP Hayes",4,6.9,"Last5EventsAccuracy",2011
118,118,"Erick Justesen",1,6.9,"Last5EventsAccuracy",2011
118,118,"Justin Leonard",3,6.9,"Last5EventsAccuracy",2011
118,118,"Troy Matteson",2,6.9,"Last5EventsAccuracy",2011
118,118,"John Merrick",2,6.9,"Last5EventsAccuracy",2011
118,118,"Phil Mickelson",3,6.9,"Last5EventsAccuracy",2011
118,118,"Jeff Quinney",2,6.9,"Last5EventsAccuracy",2011
118,118,"Cameron Tringale",3,6.9,"Last5EventsAccuracy",2011
118,118,"Marc Turnesa",2,6.9,"Last5EventsAccuracy",2011
118,118,"Nick Watney",3,6.9,"Last5EventsAccuracy",2011
118,118,"Tiger Woods",2,6.9,"Last5EventsAccuracy",2011
134,134,"Stephen Ames",3,6.8,"Last5EventsAccuracy",2011
134,134,"Patrick Cantlay",4,6.8,"Last5EventsAccuracy",2011
