"RightRoughProximity_RANKTHISWEEK_2008","RightRoughProximity_RANKLASTWEEK_2008","RightRoughProximity_PLAYERNAME_2008","RightRoughProximity_ROUNDS_2008","RightRoughProximity_AVG_2008","RightRoughProximity_ATTEMPTS_2008","RightRoughProximity_TOTALDISTANCEFEET_2008","RightRoughProximity_RELATIVETOPAR_2008","stat_name","year"
141,141,"Robert Garrigus",90,NA,197,8955.583,19,"RightRoughProximity",2008
141,141,"Tom Lehman",51,NA,79,3592,15,"RightRoughProximity",2008
141,141,"Kenny Perry",97,NA,140,6368.417,20,"RightRoughProximity",2008
144,144,"Aaron Baddeley",76,NA,139,6330.917,8,"RightRoughProximity",2008
144,144,"Jeff Maggert",86,NA,128,5834.333,26,"RightRoughProximity",2008
144,144,"Shigeki Maruyama",50,NA,79,3600.167,20,"RightRoughProximity",2008
147,147,"Tim Herron",97,NA,192,8767.583,18,"RightRoughProximity",2008
148,148,"Cameron Beckman",87,NA,110,5032.25,14,"RightRoughProximity",2008
149,149,"Tag Ridings",88,NA,187,8565.667,31,"RightRoughProximity",2008
150,150,"KJ Choi",74,NA,99,4544.083,5,"RightRoughProximity",2008
151,151,"Ryuji Imada",80,NA,149,6851.833,29,"RightRoughProximity",2008
151,151,"Brett Quigley",80,NA,147,6759.083,15,"RightRoughProximity",2008
153,153,"Brandt Snedeker",85,NA,147,6804.667,13,"RightRoughProximity",2008
153,153,"Bob Tway",70,NA,85,3934,7,"RightRoughProximity",2008
155,155,"Bart Bryant",81,NA,108,5002.5,27,"RightRoughProximity",2008
155,155,"Jerry Kelly",89,NA,108,5004.833,6,"RightRoughProximity",2008
155,155,"Charlie Wi",97,NA,150,6947.25,13,"RightRoughProximity",2008
158,158,"Cliff Kresge",84,NA,104,4827.083,22,"RightRoughProximity",2008
159,159,"Chad Collins",72,NA,134,6227.75,15,"RightRoughProximity",2008
159,159,"Robert Gamez",79,NA,98,4560.333,31,"RightRoughProximity",2008
159,159,"Trevor Immelman",70,NA,108,5022,23,"RightRoughProximity",2008
159,159,"Johnson Wagner",83,NA,138,6415.5,28,"RightRoughProximity",2008
163,163,"Troy Matteson",94,NA,184,8575.583,29,"RightRoughProximity",2008
164,164,"Jonathan Byrd",88,NA,121,5657.25,11,"RightRoughProximity",2008
164,164,"Paul Casey",55,NA,63,2947.583,15,"RightRoughProximity",2008
164,164,"Mathew Goggin",91,NA,129,6030.167,11,"RightRoughProximity",2008
164,164,"Anthony Kim",81,NA,131,6121,-1,"RightRoughProximity",2008
164,164,"Greg Kraft",63,NA,77,3598,11,"RightRoughProximity",2008
164,164,"Ryan Moore",72,NA,105,4911.417,14,"RightRoughProximity",2008
170,170,"Marco Dawson",64,NA,98,4594.25,30,"RightRoughProximity",2008
170,170,"George McNeill",97,NA,185,8685.25,28,"RightRoughProximity",2008
172,172,"Jin Park",85,NA,92,4320.833,16,"RightRoughProximity",2008
172,172,"Marc Turnesa",87,NA,144,6769.083,14,"RightRoughProximity",2008
174,174,"Pat Perez",93,NA,128,6026.667,11,"RightRoughProximity",2008
175,175,"Todd Demsey",80,NA,108,5123.083,22,"RightRoughProximity",2008
176,176,"Alejandro Canizares",52,NA,80,3805.667,5,"RightRoughProximity",2008
176,176,"Kevin Na",97,NA,145,6898.833,19,"RightRoughProximity",2008
178,178,"Jesper Parnevik",88,NA,141,6745.917,35,"RightRoughProximity",2008
179,179,"Retief Goosen",59,NA,73,3497.25,17,"RightRoughProximity",2008
179,179,"Camilo Villegas",79,NA,112,5365,3,"RightRoughProximity",2008
181,181,"Martin Laird",98,NA,174,8365.917,19,"RightRoughProximity",2008
182,182,"Ron Whittaker",54,NA,55,2649.083,10,"RightRoughProximity",2008
183,183,"Matt Jones",95,NA,197,9506.167,31,"RightRoughProximity",2008
184,184,"Rocco Mediate",87,NA,120,5798.083,14,"RightRoughProximity",2008
185,185,"Eric Axley",113,NA,195,9453.5,34,"RightRoughProximity",2008
185,185,"Rory Sabbatini",77,NA,121,5867,30,"RightRoughProximity",2008
187,187,"Sergio Garcia",72,NA,109,5295.5,5,"RightRoughProximity",2008
187,187,"Mathias Gronberg",87,NA,148,7192.417,32,"RightRoughProximity",2008
189,189,"Glen Day",64,NA,91,4436.583,11,"RightRoughProximity",2008
190,190,"Jim Furyk",95,NA,118,5786.667,18,"RightRoughProximity",2008
191,191,"John Merrick",98,NA,153,7558.667,20,"RightRoughProximity",2008
192,192,"Mark Wilson",107,NA,172,8643,23,"RightRoughProximity",2008
193,193,"Paul Claxton",63,NA,82,4124.833,17,"RightRoughProximity",2008
194,194,"Robert Allenby",108,NA,146,7356.083,29,"RightRoughProximity",2008
195,195,"Freddie Jacobson",78,NA,123,6209.333,16,"RightRoughProximity",2008
196,196,"Corey Pavin",69,NA,101,5139.833,15,"RightRoughProximity",2008
197,197,"JP Hayes",67,NA,135,7080.167,27,"RightRoughProximity",2008
