"PresidentsCupUnitedes_RANKTHISWEEK_2009","PresidentsCupUnitedes_RANKLASTWEEK_2009","PresidentsCupUnitedes_PLAYERNAME_2009","PresidentsCupUnitedes__2009","PresidentsCupUnitedes_POINTS_2009","stat_name","year"
53,53,"JJ Henry",NA,3270057,"PresidentsCupUnitedes",2009
54,54,"Ken Duke",NA,3248937,"PresidentsCupUnitedes",2009
55,55,"Billy Mayfair",NA,3245729,"PresidentsCupUnitedes",2009
56,56,"Cameron Beckman",NA,3231472,"PresidentsCupUnitedes",2009
57,57,"Bob Estes",NA,3149165,"PresidentsCupUnitedes",2009
58,58,"Jason Dufner",NA,3105590,"PresidentsCupUnitedes",2009
59,59,"Bill Haas",NA,3052877,"PresidentsCupUnitedes",2009
60,60,"Kevin Streelman",NA,3009838,"PresidentsCupUnitedes",2009
61,61,"Fred Couples",NA,2923343,"PresidentsCupUnitedes",2009
62,62,"Michael Letzig",NA,2922913,"PresidentsCupUnitedes",2009
63,63,"Tommy Armour III",NA,2789029,"PresidentsCupUnitedes",2009
64,64,"Michael Allen",NA,2718469,"PresidentsCupUnitedes",2009
65,65,"Nicholas Thompson",NA,2686227,"PresidentsCupUnitedes",2009
66,66,"Scott McCarron",NA,2680158,"PresidentsCupUnitedes",2009
67,67,"Johnson Wagner",NA,2675780,"PresidentsCupUnitedes",2009
68,68,"Bart Bryant",NA,2545905,"PresidentsCupUnitedes",2009
69,69,"Dudley Hart",NA,2535614,"PresidentsCupUnitedes",2009
70,70,"Robert Garrigus",NA,2421816,"PresidentsCupUnitedes",2009
71,71,"Bryce Molder",NA,2418466,"PresidentsCupUnitedes",2009
72,72,"Ryan Palmer",NA,2401652,"PresidentsCupUnitedes",2009
73,73,"Dean Wilson",NA,2393239,"PresidentsCupUnitedes",2009
74,74,"Rich Beem",NA,2346975,"PresidentsCupUnitedes",2009
75,75,"James Driscoll",NA,2302285,"PresidentsCupUnitedes",2009
76,76,"Rocco Mediate",NA,2278699,"PresidentsCupUnitedes",2009
77,77,"Steve Lowery",NA,2271476,"PresidentsCupUnitedes",2009
78,78,"Vaughn Taylor",NA,2257879,"PresidentsCupUnitedes",2009
79,79,"Joe Ogilvie",NA,2241367,"PresidentsCupUnitedes",2009
80,80,"Tim Herron",NA,2240314,"PresidentsCupUnitedes",2009
81,81,"Will Ma Kenzie",NA,2238636,"PresidentsCupUnitedes",2009
82,82,"Troy Matteson",NA,2217191,"PresidentsCupUnitedes",2009
83,83,"Cliff Kresge",NA,2193078,"PresidentsCupUnitedes",2009
84,84,"Parker McLachlin",NA,2133455,"PresidentsCupUnitedes",2009
85,85,"Tom Pernice Jr",NA,2101297,"PresidentsCupUnitedes",2009
86,86,"Lee Janzen",NA,2094059,"PresidentsCupUnitedes",2009
87,87,"DA Points",NA,2070409,"PresidentsCupUnitedes",2009
88,88,"Jeff Klauk",NA,2022436,"PresidentsCupUnitedes",2009
89,89,"Charles Warren",NA,2017353,"PresidentsCupUnitedes",2009
90,90,"Chez Reavie",NA,1999652,"PresidentsCupUnitedes",2009
91,91,"Jason Gore",NA,1961495,"PresidentsCupUnitedes",2009
92,92,"Chris Stroud",NA,1953746,"PresidentsCupUnitedes",2009
93,93,"Jason Bohn",NA,1887715,"PresidentsCupUnitedes",2009
94,94,"Ted Purdy",NA,1874484,"PresidentsCupUnitedes",2009
95,95,"Corey Pavin",NA,1787283,"PresidentsCupUnitedes",2009
96,96,"Roland Thatcher",NA,1732852,"PresidentsCupUnitedes",2009
97,97,"Greg Kraft",NA,1717772,"PresidentsCupUnitedes",2009
98,98,"Marc Turnesa",NA,1704413,"PresidentsCupUnitedes",2009
99,99,"Kevin Stadler",NA,1687548,"PresidentsCupUnitedes",2009
100,100,"Jeff Maggert",NA,1685497,"PresidentsCupUnitedes",2009
101,101,"Scott Piercy",NA,1615186,"PresidentsCupUnitedes",2009
102,102,"Todd Hamilton",NA,1604534,"PresidentsCupUnitedes",2009
103,103,"Harrison Frazar",NA,1569784,"PresidentsCupUnitedes",2009
104,104,"Tom Lehman",NA,1539851,"PresidentsCupUnitedes",2009
105,105,"Chris DiMarco",NA,1538733,"PresidentsCupUnitedes",2009
106,106,"Tag Ridings",NA,1537428,"PresidentsCupUnitedes",2009
107,107,"Webb Simpson",NA,1535158,"PresidentsCupUnitedes",2009
108,108,"Michael Bradley",NA,1527748,"PresidentsCupUnitedes",2009
109,109,"Brad Adamonis",NA,1508935,"PresidentsCupUnitedes",2009
110,110,"Tom Watson",NA,1465206,"PresidentsCupUnitedes",2009
111,111,"Chris Riley",NA,1425529,"PresidentsCupUnitedes",2009
112,112,"Joe Durant",NA,1425097,"PresidentsCupUnitedes",2009
113,113,"Matt Bettencourt",NA,1406917,"PresidentsCupUnitedes",2009
114,114,"David Duval",NA,1373500,"PresidentsCupUnitedes",2009
115,115,"Ricky Barnes",NA,1307873,"PresidentsCupUnitedes",2009
116,116,"Patrick Sheehan",NA,1264014,"PresidentsCupUnitedes",2009
117,117,"Jay Williamson",NA,1249592,"PresidentsCupUnitedes",2009
118,118,"Scott Sterling",NA,1239474,"PresidentsCupUnitedes",2009
119,119,"Arron Oberholser",NA,1157205,"PresidentsCupUnitedes",2009
120,120,"Bill Lunde",NA,1139514,"PresidentsCupUnitedes",2009
121,121,"Glen Day",NA,1137025,"PresidentsCupUnitedes",2009
122,122,"Eric Axley",NA,1134544,"PresidentsCupUnitedes",2009
123,123,"Kent Jones",NA,1132046,"PresidentsCupUnitedes",2009
124,124,"JP Hayes",NA,1104933,"PresidentsCupUnitedes",2009
125,125,"Frank Lickliter II",NA,1093206,"PresidentsCupUnitedes",2009
126,126,"Jimmy Walker",NA,986331,"PresidentsCupUnitedes",2009
127,127,"Bob Tway",NA,950575,"PresidentsCupUnitedes",2009
128,128,"Spencer Levin",NA,947448,"PresidentsCupUnitedes",2009
129,129,"John Huston",NA,879725,"PresidentsCupUnitedes",2009
130,130,"Casey Wittenberg",NA,871915,"PresidentsCupUnitedes",2009
131,131,"Brett Wetterich",NA,871329,"PresidentsCupUnitedes",2009
132,132,"Bob Heintz",NA,869250,"PresidentsCupUnitedes",2009
133,133,"Shaun Micheel",NA,853566,"PresidentsCupUnitedes",2009
134,134,"Shane Bertsch",NA,841248,"PresidentsCupUnitedes",2009
135,135,"Brandt Jobe",NA,824896,"PresidentsCupUnitedes",2009
136,136,"Dicky Pride",NA,813619,"PresidentsCupUnitedes",2009
137,137,"Tommy Gainey",NA,799315,"PresidentsCupUnitedes",2009
138,138,"Matt Weibring",NA,710684,"PresidentsCupUnitedes",2009
139,139,"Jonathan Kaye",NA,696191,"PresidentsCupUnitedes",2009
140,140,"Omar Uresti",NA,679584,"PresidentsCupUnitedes",2009
141,141,"Robert Gamez",NA,674364,"PresidentsCupUnitedes",2009
142,142,"Marco Dawson",NA,671739,"PresidentsCupUnitedes",2009
143,143,"Mark Brooks",NA,666125,"PresidentsCupUnitedes",2009
144,144,"Garrett Willis",NA,663917,"PresidentsCupUnitedes",2009
145,145,"David Mathis",NA,596443,"PresidentsCupUnitedes",2009
146,146,"Kris Blanks",NA,574278,"PresidentsCupUnitedes",2009
147,147,"Aaron Watkins",NA,501778,"PresidentsCupUnitedes",2009
148,148,"Brendon Todd",NA,407681,"PresidentsCupUnitedes",2009
149,149,"Fred Funk",NA,392459,"PresidentsCupUnitedes",2009
150,150,"Kirk Triplett",NA,362514,"PresidentsCupUnitedes",2009
151,151,"Billy Andrade",NA,345948,"PresidentsCupUnitedes",2009
152,152,"Darron Stiles",NA,339626,"PresidentsCupUnitedes",2009
153,153,"Paul Stankowski",NA,336967,"PresidentsCupUnitedes",2009
154,154,"Brian Bateman",NA,334422,"PresidentsCupUnitedes",2009
155,155,"Dan Forsman",NA,319271,"PresidentsCupUnitedes",2009
156,156,"Colt Knost",NA,308719,"PresidentsCupUnitedes",2009
157,157,"Tom Scherrer",NA,307118,"PresidentsCupUnitedes",2009
158,158,"Larry Mize",NA,283954,"PresidentsCupUnitedes",2009
159,159,"Neal Lancaster",NA,253269,"PresidentsCupUnitedes",2009
160,160,"Gary Woodland",NA,242062,"PresidentsCupUnitedes",2009
161,161,"Jay Delsing",NA,234028,"PresidentsCupUnitedes",2009
162,162,"David Berganio Jr",NA,231034,"PresidentsCupUnitedes",2009
163,163,"Peter Tomasulo",NA,220412,"PresidentsCupUnitedes",2009
164,164,"Craig Barlow",NA,218478,"PresidentsCupUnitedes",2009
165,165,"Olin Browne",NA,211553,"PresidentsCupUnitedes",2009
166,166,"Brent Geiberger",NA,207470,"PresidentsCupUnitedes",2009
167,167,"John Daly",NA,195870,"PresidentsCupUnitedes",2009
168,168,"Guy Boros",NA,180445,"PresidentsCupUnitedes",2009
169,169,"Robert Damron",NA,174972,"PresidentsCupUnitedes",2009
170,170,"Wil Collins",NA,169139,"PresidentsCupUnitedes",2009
171,171,"Joey Sindelar",NA,167250,"PresidentsCupUnitedes",2009
172,172,"Chris Smith",NA,165624,"PresidentsCupUnitedes",2009
173,173,"Ronnie Black",NA,157251,"PresidentsCupUnitedes",2009
174,174,"Scott Gutschewski",NA,146375,"PresidentsCupUnitedes",2009
175,175,"Jim McGovern",NA,144726,"PresidentsCupUnitedes",2009
176,176,"Notah Begay III",NA,137162,"PresidentsCupUnitedes",2009
177,177,"Len Mattiace",NA,134818,"PresidentsCupUnitedes",2009
178,178,"Skip Kendall",NA,133310,"PresidentsCupUnitedes",2009
179,179,"Chris Tidland",NA,133238,"PresidentsCupUnitedes",2009
180,180,"Tom Byrum",NA,125336,"PresidentsCupUnitedes",2009
181,181,"Rick Price",NA,113732,"PresidentsCupUnitedes",2009
182,182,"Chris Couch",NA,113331,"PresidentsCupUnitedes",2009
183,183,"Loren Roberts",NA,102514,"PresidentsCupUnitedes",2009
184,184,"Jeff Sluman",NA,100800,"PresidentsCupUnitedes",2009
185,185,"James Oh",NA,92945,"PresidentsCupUnitedes",2009
186,186,"David Peoples",NA,90244,"PresidentsCupUnitedes",2009
187,187,"Scott Hoch",NA,74699,"PresidentsCupUnitedes",2009
188,188,"Brad Faxon",NA,72884,"PresidentsCupUnitedes",2009
189,189,"Duffy Waldorf",NA,68443,"PresidentsCupUnitedes",2009
190,190,"Paul Azinger",NA,64190,"PresidentsCupUnitedes",2009
191,191,"Spike McRoy",NA,54921,"PresidentsCupUnitedes",2009
192,192,"Tyler Aldridge",NA,48740,"PresidentsCupUnitedes",2009
193,193,"JL Lewis",NA,45643,"PresidentsCupUnitedes",2009
194,194,"Mark OMeara",NA,42015,"PresidentsCupUnitedes",2009
195,195,"Jim Gallagher Jr",NA,32775,"PresidentsCupUnitedes",2009
196,196,"Russ Cochran",NA,31275,"PresidentsCupUnitedes",2009
197,197,"John Morse",NA,25705,"PresidentsCupUnitedes",2009
198,198,"David Gossett",NA,22960,"PresidentsCupUnitedes",2009
199,199,"Bob Burns",NA,13895,"PresidentsCupUnitedes",2009
200,200,"Robin Freeman",NA,13860,"PresidentsCupUnitedes",2009
201,201,"Andrew Magee",NA,12238,"PresidentsCupUnitedes",2009
202,202,"Steve Pate",NA,12060,"PresidentsCupUnitedes",2009
203,203,"Willie Wood",NA,8700,"PresidentsCupUnitedes",2009
204,204,"Dennis Paulson",NA,6420,"PresidentsCupUnitedes",2009
204,204,"Ted Schulz",NA,6420,"PresidentsCupUnitedes",2009
206,206,"Rick Fehr",NA,5940,"PresidentsCupUnitedes",2009
