"GoodDrivePercentage_RANKTHISWEEK_2008","GoodDrivePercentage_RANKLASTWEEK_2008","GoodDrivePercentage_PLAYERNAME_2008","GoodDrivePercentage_ROUNDS_2008","GoodDrivePercentage_Pct_2008","GoodDrivePercentage_HIT_2008","GoodDrivePercentage_TOTALATTEMPTS_2008","stat_name","year"
45,45,"Chad Campbell",94,82.46,1081,1311,"GoodDrivePercentage",2008
45,45,"Todd Hamilton",92,82.46,1058,1283,"GoodDrivePercentage",2008
47,47,"Rory Sabbatini",77,82.4,880,1068,"GoodDrivePercentage",2008
48,48,"Sergio Garcia",72,82.35,807,980,"GoodDrivePercentage",2008
49,49,"Jonathan Byrd",88,82.31,977,1187,"GoodDrivePercentage",2008
49,49,"DJ Trahan",94,82.31,1075,1306,"GoodDrivePercentage",2008
51,51,"Chris DiMarco",87,82.26,997,1212,"GoodDrivePercentage",2008
52,52,"Chez Reavie",102,82.17,1166,1419,"GoodDrivePercentage",2008
53,53,"Rocco Mediate",87,82.13,997,1214,"GoodDrivePercentage",2008
54,54,"Mike Weir",88,81.97,1000,1220,"GoodDrivePercentage",2008
55,55,"Stephen Ames",83,81.88,940,1148,"GoodDrivePercentage",2008
56,56,"Nick Watney",96,81.83,1099,1343,"GoodDrivePercentage",2008
57,57,"Ryan Moore",72,81.77,821,1004,"GoodDrivePercentage",2008
58,58,"Kenny Perry",97,81.76,1103,1349,"GoodDrivePercentage",2008
59,59,"Tom Pernice Jr",104,81.62,1181,1447,"GoodDrivePercentage",2008
60,60,"Brandt Jobe",52,81.49,590,724,"GoodDrivePercentage",2008
61,61,"Tim Clark",90,81.45,1014,1245,"GoodDrivePercentage",2008
62,62,"Lucas Glover",91,81.4,1033,1269,"GoodDrivePercentage",2008
63,63,"George McNeill",97,81.37,1101,1353,"GoodDrivePercentage",2008
64,64,"Steve Flesch",95,81.36,1078,1325,"GoodDrivePercentage",2008
65,65,"Rod Pampling",83,81.26,906,1115,"GoodDrivePercentage",2008
66,66,"Vaughn Taylor",103,81.24,1169,1439,"GoodDrivePercentage",2008
67,67,"Ken Duke",116,81.23,1311,1614,"GoodDrivePercentage",2008
68,68,"KJ Choi",74,81,797,984,"GoodDrivePercentage",2008
69,69,"Charley Hoffman",94,80.93,1065,1316,"GoodDrivePercentage",2008
70,70,"Robert Garrigus",90,80.91,1013,1252,"GoodDrivePercentage",2008
71,71,"Ryuji Imada",80,80.81,901,1115,"GoodDrivePercentage",2008
72,72,"Todd Demsey",80,80.79,900,1114,"GoodDrivePercentage",2008
73,73,"YE Yang",89,80.76,1003,1242,"GoodDrivePercentage",2008
74,74,"Steve Marino",119,80.75,1338,1657,"GoodDrivePercentage",2008
75,75,"Fred Couples",60,80.72,674,835,"GoodDrivePercentage",2008
76,76,"Joe Durant",92,80.64,1033,1281,"GoodDrivePercentage",2008
77,77,"Anthony Kim",81,80.49,912,1133,"GoodDrivePercentage",2008
78,78,"Nathan Green",95,80.47,1063,1321,"GoodDrivePercentage",2008
79,79,"Charles Howell III",101,80.45,1115,1386,"GoodDrivePercentage",2008
80,80,"Paul Casey",55,80.39,582,724,"GoodDrivePercentage",2008
80,80,"Carl Pettersson",110,80.39,1234,1535,"GoodDrivePercentage",2008
82,82,"Bill Haas",99,80.32,1106,1377,"GoodDrivePercentage",2008
83,83,"JP Hayes",67,80.28,749,933,"GoodDrivePercentage",2008
84,84,"Ryan Armour",87,80.22,969,1208,"GoodDrivePercentage",2008
85,85,"Sean OHair",81,80.18,906,1130,"GoodDrivePercentage",2008
86,86,"Davis Love III",78,80.17,873,1089,"GoodDrivePercentage",2008
87,87,"Peter Lonard",92,80.11,1027,1282,"GoodDrivePercentage",2008
87,87,"Phil Mickelson",80,80.11,874,1091,"GoodDrivePercentage",2008
89,89,"Tag Ridings",88,80.1,982,1226,"GoodDrivePercentage",2008
90,90,"Stewart Cink",87,80.07,904,1129,"GoodDrivePercentage",2008
91,91,"Padraig Harrington",52,79.97,559,699,"GoodDrivePercentage",2008
92,92,"Camilo Villegas",79,79.95,873,1092,"GoodDrivePercentage",2008
93,93,"Geoff Ogilvy",65,79.93,713,892,"GoodDrivePercentage",2008
93,93,"Bubba Watson",97,79.93,1083,1355,"GoodDrivePercentage",2008
95,95,"Joe Ogilvie",100,79.61,1113,1398,"GoodDrivePercentage",2008
96,96,"Aaron Baddeley",76,79.43,815,1026,"GoodDrivePercentage",2008
96,96,"Trevor Immelman",70,79.43,753,948,"GoodDrivePercentage",2008
98,98,"Steve Lowery",74,79.38,820,1033,"GoodDrivePercentage",2008
99,99,"Michael Letzig",88,79.36,973,1226,"GoodDrivePercentage",2008
100,100,"Jay Williamson",96,79.34,1064,1341,"GoodDrivePercentage",2008
101,101,"Bo Van Pelt",101,79.33,1117,1408,"GoodDrivePercentage",2008
102,102,"Kent Jones",68,79.28,750,946,"GoodDrivePercentage",2008
103,103,"Stuart Appleby",87,79.18,928,1172,"GoodDrivePercentage",2008
104,104,"Mark Hensby",71,79.01,783,991,"GoodDrivePercentage",2008
105,105,"Briny Baird",113,78.79,1241,1575,"GoodDrivePercentage",2008
106,106,"Nick Flanagan",89,78.74,974,1237,"GoodDrivePercentage",2008
107,107,"Brandt Snedeker",85,78.72,925,1175,"GoodDrivePercentage",2008
108,108,"Dustin Johnson",92,78.67,1007,1280,"GoodDrivePercentage",2008
109,109,"Jeff Gove",50,78.51,548,698,"GoodDrivePercentage",2008
110,110,"Jeff Quinney",87,78.44,953,1215,"GoodDrivePercentage",2008
111,111,"John Riegger",73,78.41,799,1019,"GoodDrivePercentage",2008
112,112,"Jerry Kelly",89,78.34,962,1228,"GoodDrivePercentage",2008
113,113,"Nicholas Thompson",113,78.27,1232,1574,"GoodDrivePercentage",2008
114,114,"John Huston",56,78.25,608,777,"GoodDrivePercentage",2008
115,115,"Patrick Sheehan",124,78.1,1348,1726,"GoodDrivePercentage",2008
116,116,"Freddie Jacobson",78,78,851,1091,"GoodDrivePercentage",2008
117,117,"Marc Turnesa",87,77.97,945,1212,"GoodDrivePercentage",2008
118,118,"Brett Quigley",80,77.96,870,1116,"GoodDrivePercentage",2008
119,119,"Ben Curtis",80,77.95,873,1120,"GoodDrivePercentage",2008
119,119,"Mathias Gronberg",87,77.95,944,1211,"GoodDrivePercentage",2008
121,121,"Scott Sterling",89,77.9,966,1240,"GoodDrivePercentage",2008
122,122,"Ian Poulter",51,77.84,534,686,"GoodDrivePercentage",2008
123,123,"Daniel Chopra",84,77.76,902,1160,"GoodDrivePercentage",2008
124,124,"Brian Gay",102,77.75,1108,1425,"GoodDrivePercentage",2008
125,125,"Adam Scott",51,77.7,533,686,"GoodDrivePercentage",2008
126,126,"Kevin Streelman",114,77.69,1233,1587,"GoodDrivePercentage",2008
127,127,"Steve Stricker",75,77.68,783,1008,"GoodDrivePercentage",2008
128,128,"Chris Stroud",81,77.66,876,1128,"GoodDrivePercentage",2008
129,129,"Tommy Armour III",77,77.59,831,1071,"GoodDrivePercentage",2008
130,130,"Dudley Hart",74,77.49,802,1035,"GoodDrivePercentage",2008
131,131,"Brad Adamonis",87,77.46,938,1211,"GoodDrivePercentage",2008
132,132,"Dean Wilson",109,77.4,1175,1518,"GoodDrivePercentage",2008
133,133,"Cliff Kresge",84,77.33,904,1169,"GoodDrivePercentage",2008
134,134,"Tim Herron",97,77.32,1043,1349,"GoodDrivePercentage",2008
135,135,"John Merrick",98,77.16,1054,1366,"GoodDrivePercentage",2008
136,136,"Tom Lehman",51,77,549,713,"GoodDrivePercentage",2008
136,136,"Tim Wilkinson",95,77,1021,1326,"GoodDrivePercentage",2008
138,138,"Bob Tway",70,76.92,750,975,"GoodDrivePercentage",2008
139,139,"Justin Bolli",87,76.73,933,1216,"GoodDrivePercentage",2008
140,140,"Martin Laird",98,76.57,1046,1366,"GoodDrivePercentage",2008
141,141,"Ernie Els",51,76.5,534,698,"GoodDrivePercentage",2008
141,141,"JB Holmes",86,76.5,908,1187,"GoodDrivePercentage",2008
143,143,"Parker McLachlin",88,76.28,936,1227,"GoodDrivePercentage",2008
144,144,"Jesper Parnevik",88,76.26,935,1226,"GoodDrivePercentage",2008
145,145,"Cameron Beckman",87,76.24,924,1212,"GoodDrivePercentage",2008
146,146,"Matt Kuchar",88,76.18,937,1230,"GoodDrivePercentage",2008
147,147,"Johnson Wagner",83,76.17,882,1158,"GoodDrivePercentage",2008
148,148,"Tim Petrovic",97,76.04,1028,1352,"GoodDrivePercentage",2008
149,149,"Ryan Palmer",69,75.96,730,961,"GoodDrivePercentage",2008
150,150,"Angel Cabrera",55,75.91,545,718,"GoodDrivePercentage",2008
151,151,"Kevin Stadler",90,75.89,954,1257,"GoodDrivePercentage",2008
152,152,"Glen Day",64,75.87,676,891,"GoodDrivePercentage",2008
153,153,"Corey Pavin",69,75.84,725,956,"GoodDrivePercentage",2008
154,154,"Kenneth Ferrie",72,75.77,760,1003,"GoodDrivePercentage",2008
154,154,"Lee Janzen",89,75.77,938,1238,"GoodDrivePercentage",2008
156,156,"Carlos Franco",73,75.71,770,1017,"GoodDrivePercentage",2008
157,157,"Paul Claxton",63,75.68,663,876,"GoodDrivePercentage",2008
157,157,"Retief Goosen",59,75.68,613,810,"GoodDrivePercentage",2008
159,159,"Andres Romero",69,75.67,709,937,"GoodDrivePercentage",2008
160,160,"Stephen Leaney",53,75.64,559,739,"GoodDrivePercentage",2008
161,161,"Alex Cejka",75,75.57,789,1044,"GoodDrivePercentage",2008
162,162,"Jeff Overton",103,75.5,1085,1437,"GoodDrivePercentage",2008
163,163,"Harrison Frazar",73,75.42,767,1017,"GoodDrivePercentage",2008
164,164,"Craig Kanada",65,75.3,683,907,"GoodDrivePercentage",2008
165,165,"Billy Andrade",71,75.15,741,986,"GoodDrivePercentage",2008
166,166,"Ted Purdy",68,75.05,710,946,"GoodDrivePercentage",2008
167,167,"Jin Park",85,75.04,887,1182,"GoodDrivePercentage",2008
168,168,"Jim McGovern",75,74.62,779,1044,"GoodDrivePercentage",2008
169,169,"Richard Johnson",77,74.44,798,1072,"GoodDrivePercentage",2008
170,170,"Ron Whittaker",54,74.27,557,750,"GoodDrivePercentage",2008
171,171,"Matt Jones",95,74.17,982,1324,"GoodDrivePercentage",2008
172,172,"Gavin Coles",54,74.03,556,751,"GoodDrivePercentage",2008
173,173,"Cody Freeman",66,73.91,680,920,"GoodDrivePercentage",2008
174,174,"Doug LaBelle II",65,73.82,671,909,"GoodDrivePercentage",2008
175,175,"Brett Rumford",72,73.7,737,1000,"GoodDrivePercentage",2008
176,176,"Eric Axley",113,73.51,1157,1574,"GoodDrivePercentage",2008
177,177,"Kyle Thompson",70,73.46,717,976,"GoodDrivePercentage",2008
178,178,"Brenden Pappas",66,73.01,671,919,"GoodDrivePercentage",2008
180,180,"Jon Mills",95,72.64,961,1323,"GoodDrivePercentage",2008
181,181,"Tom Scherrer",56,72.44,565,780,"GoodDrivePercentage",2008
182,182,"Brad Elder",67,72.42,675,932,"GoodDrivePercentage",2008
183,183,"James Driscoll",85,72.14,852,1181,"GoodDrivePercentage",2008
184,184,"Jason Allred",63,72.03,631,876,"GoodDrivePercentage",2008
185,185,"David Duval",51,71.69,509,710,"GoodDrivePercentage",2008
186,186,"Steve Allan",58,71.57,579,809,"GoodDrivePercentage",2008
187,187,"Greg Kraft",63,70.99,624,879,"GoodDrivePercentage",2008
188,188,"Bob Sowards",61,70.86,603,851,"GoodDrivePercentage",2008
189,189,"Chad Collins",72,70.79,710,1003,"GoodDrivePercentage",2008
190,190,"David Lutterus",59,70.77,581,821,"GoodDrivePercentage",2008
191,191,"Tommy Gainey",60,69.74,583,836,"GoodDrivePercentage",2008
192,192,"Shigeki Maruyama",50,69.41,481,693,"GoodDrivePercentage",2008
193,193,"Travis Perkins",53,69.28,512,739,"GoodDrivePercentage",2008
194,194,"Jimmy Walker",73,68.34,695,1017,"GoodDrivePercentage",2008
195,195,"Alejandro Canizares",52,68.05,492,723,"GoodDrivePercentage",2008
196,196,"Marco Dawson",64,67.94,604,889,"GoodDrivePercentage",2008
197,197,"Chris Riley",51,67.7,480,709,"GoodDrivePercentage",2008
