"TenthTeeEarlyPar3ScoringAverage_RANKTHISWEEK_2015","TenthTeeEarlyPar3ScoringAverage_RANKLASTWEEK_2015","TenthTeeEarlyPar3ScoringAverage_PLAYERNAME_2015","TenthTeeEarlyPar3ScoringAverage_ROUNDS_2015","TenthTeeEarlyPar3ScoringAverage_AVG_2015","TenthTeeEarlyPar3ScoringAverage_TOTALSTROKES_2015","TenthTeeEarlyPar3ScoringAverage_TOTALHOLES_2015","stat_name","year"
1,1,"Ben Martin",93,2.75,110,40,"TenthTeeEarlyPar3ScoringAverage",2015
2,2,"Scott Stallings",60,2.84,108,38,"TenthTeeEarlyPar3ScoringAverage",2015
3,3,"Robert Streb",110,2.86,217,76,"TenthTeeEarlyPar3ScoringAverage",2015
4,4,"Webb Simpson",81,2.87,149,52,"TenthTeeEarlyPar3ScoringAverage",2015
4,4,"Shawn Stefani",94,2.87,149,52,"TenthTeeEarlyPar3ScoringAverage",2015
6,6,"Billy Hurley III",83,2.88,236,82,"TenthTeeEarlyPar3ScoringAverage",2015
7,7,"Steven Bowditch",103,2.9,139,48,"TenthTeeEarlyPar3ScoringAverage",2015
7,7,"Brendon de Jonge",106,2.9,200,69,"TenthTeeEarlyPar3ScoringAverage",2015
7,7,"Brice Garnett",81,2.9,168,58,"TenthTeeEarlyPar3ScoringAverage",2015
7,7,"Ryan Moore",81,2.9,58,20,"TenthTeeEarlyPar3ScoringAverage",2015
7,7,"Byron Smith",59,2.9,139,48,"TenthTeeEarlyPar3ScoringAverage",2015
12,12,"Zac Blair",108,2.91,198,68,"TenthTeeEarlyPar3ScoringAverage",2015
12,12,"Keegan Bradley",87,2.91,230,79,"TenthTeeEarlyPar3ScoringAverage",2015
12,12,"Ben Crane",62,2.91,169,58,"TenthTeeEarlyPar3ScoringAverage",2015
12,12,"Whee Kim",71,2.91,198,68,"TenthTeeEarlyPar3ScoringAverage",2015
12,12,"Steve Wheatcroft",87,2.91,195,67,"TenthTeeEarlyPar3ScoringAverage",2015
