"BestRoundsin60sStreak_RANKTHISWEEK_2010","BestRoundsin60sStreak_RANKLASTWEEK_2010","BestRoundsin60sStreak_PLAYERNAME_2010","BestRoundsin60sStreak__2010","BestRoundsin60sStreak_CAREERBESTSTREAK_2010","BestRoundsin60sStreak_BESTYTDSTREAK_2010","BestRoundsin60sStreak_CURRENTSTREAK_2010","stat_name","year"
1,1,"Bob Estes",NA,17,4,NA,"BestRoundsin60sStreak",2010
2,2,"Charles Howell III",NA,16,9,NA,"BestRoundsin60sStreak",2010
3,3,"Chris DiMarco",NA,14,3,NA,"BestRoundsin60sStreak",2010
3,3,"Scott Hoch",NA,14,NA,NA,"BestRoundsin60sStreak",2010
3,3,"Tiger Woods",NA,14,3,NA,"BestRoundsin60sStreak",2010
6,6,"Brendon de Jonge",NA,13,13,NA,"BestRoundsin60sStreak",2010
6,6,"Harrison Frazar",NA,13,2,NA,"BestRoundsin60sStreak",2010
6,6,"Davis Love III",NA,13,4,NA,"BestRoundsin60sStreak",2010
9,9,"Joe Durant",NA,12,4,NA,"BestRoundsin60sStreak",2010
9,9,"Shigeki Maruyama",NA,12,1,NA,"BestRoundsin60sStreak",2010
9,9,"Mark OMeara",NA,12,1,NA,"BestRoundsin60sStreak",2010
9,9,"Tim Petrovic",NA,12,6,NA,"BestRoundsin60sStreak",2010
9,9,"Chris Riley",NA,12,12,NA,"BestRoundsin60sStreak",2010
9,9,"Kevin Sutherland",NA,12,4,NA,"BestRoundsin60sStreak",2010
9,9,"David Toms",NA,12,4,NA,"BestRoundsin60sStreak",2010
16,16,"Brian Bateman",NA,11,1,NA,"BestRoundsin60sStreak",2010
16,16,"Ben Crane",NA,11,6,NA,"BestRoundsin60sStreak",2010
16,16,"David Edwards",NA,11,NA,NA,"BestRoundsin60sStreak",2010
16,16,"Jim Furyk",NA,11,5,NA,"BestRoundsin60sStreak",2010
16,16,"JP Hayes",NA,11,3,NA,"BestRoundsin60sStreak",2010
16,16,"Bernhard Langer",NA,11,NA,NA,"BestRoundsin60sStreak",2010
16,16,"Stephen Leaney",NA,11,NA,NA,"BestRoundsin60sStreak",2010
16,16,"Bruce Lietzke",NA,11,NA,NA,"BestRoundsin60sStreak",2010
16,16,"Mark McCumber",NA,11,NA,NA,"BestRoundsin60sStreak",2010
16,16,"Jerry Pate",NA,11,NA,NA,"BestRoundsin60sStreak",2010
16,16,"Kenny Perry",NA,11,3,NA,"BestRoundsin60sStreak",2010
16,16,"John Senden",NA,11,11,NA,"BestRoundsin60sStreak",2010
16,16,"Scott Verplank",NA,11,5,NA,"BestRoundsin60sStreak",2010
29,29,"Woody Austin",NA,10,10,NA,"BestRoundsin60sStreak",2010
29,29,"Chad Campbell",NA,10,5,NA,"BestRoundsin60sStreak",2010
29,29,"Fred Couples",NA,10,2,NA,"BestRoundsin60sStreak",2010
29,29,"Brian Davis",NA,10,4,NA,"BestRoundsin60sStreak",2010
