"AverageApproachDistancePar_RANKTHISWEEK_2007","AverageApproachDistancePar_RANKLASTWEEK_2007","AverageApproachDistancePar_PLAYERNAME_2007","AverageApproachDistancePar_ROUNDS_2007","AverageApproachDistancePar_AVGYARDS_2007","AverageApproachDistancePar_TOTALDISTANCEINCHES_2007","AverageApproachDistancePar_NUMBEROFAPPROACHSHOTS_2007","stat_name","year"
94,94,"Craig Kanada",109,161.8,6365414,1093,"AverageApproachDistancePar",2007
94,94,"Daisuke Maruyama",86,161.8,4980848,855,"AverageApproachDistancePar",2007
94,94,"Carl Pettersson",111,161.8,5890614,1011,"AverageApproachDistancePar",2007
94,94,"Ted Purdy",102,161.8,5755090,988,"AverageApproachDistancePar",2007
94,94,"Boo Weekley",101,161.8,5266354,904,"AverageApproachDistancePar",2007
103,103,"Bob Estes",88,161.9,5171234,887,"AverageApproachDistancePar",2007
103,103,"Richard Johnson",93,161.9,5805788,996,"AverageApproachDistancePar",2007
105,105,"David Toms",80,162,4221997,724,"AverageApproachDistancePar",2007
105,105,"Bob Tway",103,162,5891003,1010,"AverageApproachDistancePar",2007
107,107,"Ken Duke",112,162.1,6494776,1113,"AverageApproachDistancePar",2007
107,107,"Trevor Immelman",74,162.1,3764129,645,"AverageApproachDistancePar",2007
109,109,"Robert Gamez",88,162.2,4991008,855,"AverageApproachDistancePar",2007
109,109,"Bill Haas",93,162.2,5396064,924,"AverageApproachDistancePar",2007
109,109,"Jeff Quinney",95,162.2,5576566,955,"AverageApproachDistancePar",2007
112,112,"Jason Dufner",100,162.3,5719400,979,"AverageApproachDistancePar",2007
112,112,"Tom Lehman",62,162.3,3283632,562,"AverageApproachDistancePar",2007
112,112,"Troy Matteson",87,162.3,4988555,854,"AverageApproachDistancePar",2007
112,112,"Arron Oberholser",69,162.3,3674088,629,"AverageApproachDistancePar",2007
116,116,"Stephen Ames",81,162.4,4344113,743,"AverageApproachDistancePar",2007
116,116,"Peter Lonard",85,162.4,5179013,886,"AverageApproachDistancePar",2007
116,116,"Henrik Stenson",52,162.4,2455366,420,"AverageApproachDistancePar",2007
119,119,"Brian Davis",101,162.5,5807699,993,"AverageApproachDistancePar",2007
119,119,"Nick Watney",87,162.5,4562283,780,"AverageApproachDistancePar",2007
121,121,"Jason Gore",86,162.6,5126867,876,"AverageApproachDistancePar",2007
121,121,"Doug LaBelle II",104,162.6,6372640,1089,"AverageApproachDistancePar",2007
121,121,"John Mallinger",96,162.6,5764819,985,"AverageApproachDistancePar",2007
121,121,"Kevin Na",84,162.6,5133343,877,"AverageApproachDistancePar",2007
121,121,"Brandt Snedeker",105,162.6,5980712,1022,"AverageApproachDistancePar",2007
126,126,"KJ Choi",87,162.7,4563633,779,"AverageApproachDistancePar",2007
126,126,"Steve Marino",106,162.7,6033546,1030,"AverageApproachDistancePar",2007
128,128,"Chris DiMarco",79,162.9,4352229,742,"AverageApproachDistancePar",2007
128,128,"Luke Donald",69,162.9,3285019,560,"AverageApproachDistancePar",2007
128,128,"Tom Pernice Jr",104,162.9,5589089,953,"AverageApproachDistancePar",2007
131,131,"Bart Bryant",87,163,4977043,848,"AverageApproachDistancePar",2007
131,131,"John Senden",97,163,5634377,960,"AverageApproachDistancePar",2007
131,131,"Heath Slocum",101,163,6456344,1100,"AverageApproachDistancePar",2007
131,131,"Charlie Wi",90,163,5640556,961,"AverageApproachDistancePar",2007
135,135,"Charles Warren",101,163.1,5901749,1005,"AverageApproachDistancePar",2007
136,136,"Cameron Beckman",96,163.2,5709958,972,"AverageApproachDistancePar",2007
136,136,"JB Holmes",71,163.2,3988675,679,"AverageApproachDistancePar",2007
136,136,"Michael Putnam",96,163.2,5170274,880,"AverageApproachDistancePar",2007
139,139,"Mark Calcavecchia",93,163.3,4557042,775,"AverageApproachDistancePar",2007
139,139,"Steve Elkington",87,163.3,5109736,869,"AverageApproachDistancePar",2007
139,139,"Craig Lile",77,163.3,4709794,801,"AverageApproachDistancePar",2007
139,139,"Ryan Moore",92,163.3,4966664,845,"AverageApproachDistancePar",2007
139,139,"Steve Stricker",81,163.3,4510109,767,"AverageApproachDistancePar",2007
144,144,"Stewart Cink",91,163.4,4764479,810,"AverageApproachDistancePar",2007
145,145,"Steve Allan",63,163.5,3466725,589,"AverageApproachDistancePar",2007
145,145,"Will Ma Kenzie",100,163.5,5927936,1007,"AverageApproachDistancePar",2007
147,147,"Tripp Isenhour",86,163.6,4930231,837,"AverageApproachDistancePar",2007
147,147,"Jesper Parnevik",88,163.6,4882558,829,"AverageApproachDistancePar",2007
147,147,"Tim Petrovic",106,163.6,6277479,1066,"AverageApproachDistancePar",2007
147,147,"Jeff Sluman",60,163.6,2797584,475,"AverageApproachDistancePar",2007
151,151,"Padraig Harrington",64,163.7,3022772,513,"AverageApproachDistancePar",2007
152,152,"Ryuji Imada",104,163.8,5861528,994,"AverageApproachDistancePar",2007
152,152,"Tom Johnson",74,163.8,4063442,689,"AverageApproachDistancePar",2007
154,154,"Eric Axley",107,163.9,6247514,1059,"AverageApproachDistancePar",2007
154,154,"Robert Garrigus",95,163.9,5563659,943,"AverageApproachDistancePar",2007
154,154,"Lucas Glover",98,163.9,5121526,868,"AverageApproachDistancePar",2007
154,154,"Justin Rose",63,163.9,2549230,432,"AverageApproachDistancePar",2007
158,158,"Steve Flesch",100,164,6134397,1039,"AverageApproachDistancePar",2007
158,158,"Jerry Kelly",101,164,5019170,850,"AverageApproachDistancePar",2007
160,160,"Anthony Kim",93,164.1,5299451,897,"AverageApproachDistancePar",2007
160,160,"Jaco Van Zyl",51,164.1,3018133,511,"AverageApproachDistancePar",2007
160,160,"Mike Weir",82,164.1,4023858,681,"AverageApproachDistancePar",2007
160,160,"Dean Wilson",92,164.1,5126903,868,"AverageApproachDistancePar",2007
164,164,"Rocco Mediate",72,164.2,4351020,736,"AverageApproachDistancePar",2007
165,165,"Cliff Kresge",107,164.3,6830660,1155,"AverageApproachDistancePar",2007
165,165,"Pat Perez",84,164.3,4234804,716,"AverageApproachDistancePar",2007
167,167,"Billy Andrade",88,164.6,5035799,850,"AverageApproachDistancePar",2007
168,168,"Woody Austin",95,164.7,5679633,958,"AverageApproachDistancePar",2007
168,168,"Gavin Coles",87,164.7,5414427,913,"AverageApproachDistancePar",2007
168,168,"Ernie Els",59,164.7,2953133,498,"AverageApproachDistancePar",2007
168,168,"Mathew Goggin",97,164.7,6005376,1013,"AverageApproachDistancePar",2007
168,168,"Zach Johnson",76,164.7,4234563,714,"AverageApproachDistancePar",2007
168,168,"Camilo Villegas",82,164.7,4624175,780,"AverageApproachDistancePar",2007
174,174,"Kevin Sutherland",85,164.8,4799216,809,"AverageApproachDistancePar",2007
175,175,"Sean OHair",98,164.9,5551721,935,"AverageApproachDistancePar",2007
176,176,"Jose Maria Olazabal",52,165.1,2400592,404,"AverageApproachDistancePar",2007
176,176,"Adam Scott",69,165.1,3405975,573,"AverageApproachDistancePar",2007
178,178,"Jose Coceres",50,165.2,2956015,497,"AverageApproachDistancePar",2007
178,178,"Brett Quigley",79,165.2,4169582,701,"AverageApproachDistancePar",2007
180,180,"Corey Pavin",81,165.3,4999598,840,"AverageApproachDistancePar",2007
181,181,"Johnson Wagner",97,165.4,5869433,986,"AverageApproachDistancePar",2007
182,182,"Jonathan Byrd",73,165.5,4010562,673,"AverageApproachDistancePar",2007
182,182,"Phil Mickelson",73,165.5,3546043,595,"AverageApproachDistancePar",2007
182,182,"Ian Poulter",63,165.5,2693064,452,"AverageApproachDistancePar",2007
185,185,"Jim Furyk",84,165.6,4709454,790,"AverageApproachDistancePar",2007
186,186,"Nathan Green",103,165.7,5981592,1003,"AverageApproachDistancePar",2007
187,187,"Stephen Leaney",82,166.3,5327616,890,"AverageApproachDistancePar",2007
188,188,"Robert Allenby",90,166.5,5028222,839,"AverageApproachDistancePar",2007
188,188,"Rich Beem",89,166.5,4506365,752,"AverageApproachDistancePar",2007
190,190,"Scott Verplank",82,166.8,4168559,694,"AverageApproachDistancePar",2007
191,191,"Billy Mayfair",98,166.9,5798613,965,"AverageApproachDistancePar",2007
192,192,"Jason Bohn",57,167.1,3639954,605,"AverageApproachDistancePar",2007
193,193,"Nick OHern",72,167.5,3805573,631,"AverageApproachDistancePar",2007
194,194,"Anders Hansen",55,167.9,2357179,390,"AverageApproachDistancePar",2007
195,195,"Sergio Garcia",68,168.5,3833887,632,"AverageApproachDistancePar",2007
196,196,"Tiger Woods",63,168.8,2995376,493,"AverageApproachDistancePar",2007
