"AverageDistanceafterGoingforitShot_RANKTHISWEEK_2008","AverageDistanceafterGoingforitShot_RANKLASTWEEK_2008","AverageDistanceafterGoingforitShot_PLAYERNAME_2008","AverageDistanceafterGoingforitShot_ROUNDS_2008","AverageDistanceafterGoingforitShot_AVG_2008","AverageDistanceafterGoingforitShot_TOTALDISTAFTERGFGSHOT_2008","AverageDistanceafterGoingforitShot_TOTALGFGSHOTS_2008","stat_name","year"
153,153,"Ben Crane",86,27.5,121921,123,"AverageDistanceafterGoingforitShot",2008
153,153,"Steve Elkington",84,27.5,99850,101,"AverageDistanceafterGoingforitShot",2008
153,153,"JJ Henry",108,27.5,144525,146,"AverageDistanceafterGoingforitShot",2008
153,153,"Mark Hensby",71,27.5,119759,121,"AverageDistanceafterGoingforitShot",2008
158,158,"Lee Janzen",89,27.6,102443,103,"AverageDistanceafterGoingforitShot",2008
159,159,"Jonathan Byrd",88,27.7,159290,160,"AverageDistanceafterGoingforitShot",2008
159,159,"Chris Riley",51,27.7,57785,58,"AverageDistanceafterGoingforitShot",2008
161,161,"Kevin Na",97,27.8,162378,162,"AverageDistanceafterGoingforitShot",2008
162,162,"Alex Cejka",75,27.9,85356,85,"AverageDistanceafterGoingforitShot",2008
163,163,"Scott McCarron",63,28,95760,95,"AverageDistanceafterGoingforitShot",2008
164,164,"Steve Flesch",95,28.1,121257,120,"AverageDistanceafterGoingforitShot",2008
165,165,"Olin Browne",77,28.2,56926,56,"AverageDistanceafterGoingforitShot",2008
165,165,"Vaughn Taylor",103,28.2,136216,134,"AverageDistanceafterGoingforitShot",2008
165,165,"Scott Verplank",82,28.2,97519,96,"AverageDistanceafterGoingforitShot",2008
168,168,"Ryuji Imada",80,28.3,99813,98,"AverageDistanceafterGoingforitShot",2008
168,168,"Peter Lonard",92,28.3,134530,132,"AverageDistanceafterGoingforitShot",2008
168,168,"Johnson Wagner",83,28.3,124493,122,"AverageDistanceafterGoingforitShot",2008
172,172,"John Mallinger",95,28.4,112491,110,"AverageDistanceafterGoingforitShot",2008
173,173,"Billy Mayfair",103,28.5,147561,144,"AverageDistanceafterGoingforitShot",2008
173,173,"Chez Reavie",102,28.5,114904,112,"AverageDistanceafterGoingforitShot",2008
175,175,"Jason Day",81,28.7,186717,181,"AverageDistanceafterGoingforitShot",2008
175,175,"Doug LaBelle II",65,28.7,52619,51,"AverageDistanceafterGoingforitShot",2008
177,177,"JP Hayes",67,28.8,84058,81,"AverageDistanceafterGoingforitShot",2008
178,178,"Daniel Chopra",84,28.9,150817,145,"AverageDistanceafterGoingforitShot",2008
179,179,"Ted Purdy",68,29,128230,123,"AverageDistanceafterGoingforitShot",2008
180,180,"Steve Allan",58,29.2,131461,125,"AverageDistanceafterGoingforitShot",2008
180,180,"Paul Claxton",63,29.2,62030,59,"AverageDistanceafterGoingforitShot",2008
180,180,"Omar Uresti",74,29.2,86242,82,"AverageDistanceafterGoingforitShot",2008
183,183,"Zach Johnson",85,29.3,105348,100,"AverageDistanceafterGoingforitShot",2008
184,184,"Chris DiMarco",87,29.4,101514,96,"AverageDistanceafterGoingforitShot",2008
184,184,"Shigeki Maruyama",50,29.4,50785,48,"AverageDistanceafterGoingforitShot",2008
186,186,"Brett Rumford",72,29.6,94992,89,"AverageDistanceafterGoingforitShot",2008
187,187,"David Lutterus",59,29.7,80205,75,"AverageDistanceafterGoingforitShot",2008
187,187,"Kyle Thompson",70,29.7,84328,79,"AverageDistanceafterGoingforitShot",2008
189,189,"Stephen Leaney",53,30,35634,33,"AverageDistanceafterGoingforitShot",2008
190,190,"Travis Perkins",53,30.5,81222,74,"AverageDistanceafterGoingforitShot",2008
191,191,"Robert Gamez",79,31.9,114968,100,"AverageDistanceafterGoingforitShot",2008
192,192,"Charlie Wi",97,32,167085,145,"AverageDistanceafterGoingforitShot",2008
193,193,"Rich Beem",90,32.2,170517,147,"AverageDistanceafterGoingforitShot",2008
194,194,"Jin Park",85,32.6,84534,72,"AverageDistanceafterGoingforitShot",2008
195,195,"Chad Collins",72,33,107958,91,"AverageDistanceafterGoingforitShot",2008
196,196,"Corey Pavin",69,34.1,49056,40,"AverageDistanceafterGoingforitShot",2008
197,197,"Dudley Hart",74,34.9,101661,81,"AverageDistanceafterGoingforitShot",2008
