"SandSavesfrom1020yards_RANKTHISWEEK_2007","SandSavesfrom1020yards_RANKLASTWEEK_2007","SandSavesfrom1020yards_PLAYERNAME_2007","SandSavesfrom1020yards_ROUNDS_2007","SandSavesfrom1020yards_Pct_2007","SandSavesfrom1020yards_OFSAVES_2007","SandSavesfrom1020yards_OFBUNKERS_2007","stat_name","year"
1,1,"Rory Sabbatini",81,75,39,52,"SandSavesfrom1020yards",2007
2,2,"Jonathan Byrd",73,73.08,38,52,"SandSavesfrom1020yards",2007
3,3,"Tim Clark",66,72.88,43,59,"SandSavesfrom1020yards",2007
4,4,"Tiger Woods",63,72.73,24,33,"SandSavesfrom1020yards",2007
5,5,"Bryce Molder",56,71.43,25,35,"SandSavesfrom1020yards",2007
6,6,"Jose Coceres",50,70.27,26,37,"SandSavesfrom1020yards",2007
7,7,"Chris Riley",59,69.44,25,36,"SandSavesfrom1020yards",2007
8,8,"Rod Pampling",92,69.23,45,65,"SandSavesfrom1020yards",2007
9,9,"Geoff Ogilvy",84,68.97,40,58,"SandSavesfrom1020yards",2007
10,10,"Stuart Appleby",74,68.09,32,47,"SandSavesfrom1020yards",2007
11,11,"John Rollins",102,67.95,53,78,"SandSavesfrom1020yards",2007
12,12,"Luke Donald",69,67.86,38,56,"SandSavesfrom1020yards",2007
13,13,"KJ Choi",87,67.14,47,70,"SandSavesfrom1020yards",2007
14,14,"Jason Dufner",100,66.67,44,66,"SandSavesfrom1020yards",2007
14,14,"Craig Kanada",109,66.67,54,81,"SandSavesfrom1020yards",2007
14,14,"Kevin Na",84,66.67,48,72,"SandSavesfrom1020yards",2007
17,17,"Steve Elkington",87,66.07,37,56,"SandSavesfrom1020yards",2007
18,18,"Charles Howell III",89,66,33,50,"SandSavesfrom1020yards",2007
19,19,"Justin Leonard",95,65.57,40,61,"SandSavesfrom1020yards",2007
20,20,"Alex Cejka",80,65.52,38,58,"SandSavesfrom1020yards",2007
20,20,"Justin Rose",63,65.52,19,29,"SandSavesfrom1020yards",2007
22,22,"Marco Dawson",73,65.38,34,52,"SandSavesfrom1020yards",2007
22,22,"Mike Weir",82,65.38,34,52,"SandSavesfrom1020yards",2007
24,24,"Jeff Overton",60,63.89,23,36,"SandSavesfrom1020yards",2007
25,25,"Craig Barlow",52,63.83,30,47,"SandSavesfrom1020yards",2007
26,26,"Steve Marino",106,63.29,50,79,"SandSavesfrom1020yards",2007
27,27,"Steve Wheatcroft",73,63.27,31,49,"SandSavesfrom1020yards",2007
28,28,"Fred Funk",65,63.04,29,46,"SandSavesfrom1020yards",2007
29,29,"Bob Heintz",85,62.9,39,62,"SandSavesfrom1020yards",2007
30,30,"Tim Petrovic",106,62.75,64,102,"SandSavesfrom1020yards",2007
31,31,"Aaron Baddeley",83,62.65,52,83,"SandSavesfrom1020yards",2007
32,32,"Doug LaBelle II",104,62.34,48,77,"SandSavesfrom1020yards",2007
32,32,"Bubba Watson",80,62.34,48,77,"SandSavesfrom1020yards",2007
34,34,"Matt Kuchar",85,62.07,36,58,"SandSavesfrom1020yards",2007
35,35,"Glen Day",85,61.9,39,63,"SandSavesfrom1020yards",2007
35,35,"Ryan Palmer",91,61.9,39,63,"SandSavesfrom1020yards",2007
37,37,"Tom Pernice Jr",104,61.84,47,76,"SandSavesfrom1020yards",2007
38,38,"Mark Wilson",87,61.82,34,55,"SandSavesfrom1020yards",2007
39,39,"Jaco Van Zyl",51,61.54,24,39,"SandSavesfrom1020yards",2007
40,40,"Henrik Stenson",52,61.29,19,31,"SandSavesfrom1020yards",2007
41,41,"Andrew Buckle",77,61.02,36,59,"SandSavesfrom1020yards",2007
42,42,"Paul Gow",70,60.87,28,46,"SandSavesfrom1020yards",2007
42,42,"Paul Goydos",60,60.87,28,46,"SandSavesfrom1020yards",2007
44,44,"Steve Flesch",100,60.38,32,53,"SandSavesfrom1020yards",2007
44,44,"Kirk Triplett",77,60.38,32,53,"SandSavesfrom1020yards",2007
46,46,"Michael Allen",74,60,33,55,"SandSavesfrom1020yards",2007
46,46,"Freddie Jacobson",70,60,33,55,"SandSavesfrom1020yards",2007
48,48,"Ken Duke",112,59.74,46,77,"SandSavesfrom1020yards",2007
48,48,"Ryuji Imada",104,59.74,46,77,"SandSavesfrom1020yards",2007
50,50,"Lee Janzen",66,59.65,34,57,"SandSavesfrom1020yards",2007
51,51,"Sergio Garcia",68,59.57,28,47,"SandSavesfrom1020yards",2007
52,52,"Nathan Green",103,59.52,50,84,"SandSavesfrom1020yards",2007
53,53,"Trevor Immelman",74,59.46,22,37,"SandSavesfrom1020yards",2007
53,53,"Ian Poulter",63,59.46,22,37,"SandSavesfrom1020yards",2007
55,55,"John Merrick",92,58.82,40,68,"SandSavesfrom1020yards",2007
56,56,"Rich Barcelo",80,58.46,38,65,"SandSavesfrom1020yards",2007
56,56,"Charlie Wi",90,58.46,38,65,"SandSavesfrom1020yards",2007
58,58,"Mark Brooks",53,58.33,14,24,"SandSavesfrom1020yards",2007
59,59,"Jose Maria Olazabal",52,58.06,18,31,"SandSavesfrom1020yards",2007
60,60,"Shigeki Maruyama",84,57.89,44,76,"SandSavesfrom1020yards",2007
61,61,"Jim Furyk",84,57.78,26,45,"SandSavesfrom1020yards",2007
62,62,"Billy Mayfair",98,57.69,45,78,"SandSavesfrom1020yards",2007
63,63,"Adam Scott",69,57.63,34,59,"SandSavesfrom1020yards",2007
64,64,"George McNeill",95,57.58,38,66,"SandSavesfrom1020yards",2007
65,65,"Brian Davis",101,57.53,42,73,"SandSavesfrom1020yards",2007
66,66,"Craig Lile",77,57.5,23,40,"SandSavesfrom1020yards",2007
66,66,"Phil Mickelson",73,57.5,23,40,"SandSavesfrom1020yards",2007
68,68,"Brian Gay",107,57.47,50,87,"SandSavesfrom1020yards",2007
69,69,"Jason Gore",86,57.32,47,82,"SandSavesfrom1020yards",2007
70,70,"Steve Allan",63,57.14,28,49,"SandSavesfrom1020yards",2007
70,70,"Jeff Maggert",79,57.14,32,56,"SandSavesfrom1020yards",2007
70,70,"Michael Sim",52,57.14,16,28,"SandSavesfrom1020yards",2007
73,73,"Ted Purdy",102,56.94,41,72,"SandSavesfrom1020yards",2007
74,74,"Dicky Pride",71,56.82,25,44,"SandSavesfrom1020yards",2007
75,75,"Vijay Singh",102,56.63,47,83,"SandSavesfrom1020yards",2007
76,76,"Heath Slocum",101,56.58,43,76,"SandSavesfrom1020yards",2007
77,77,"Anders Hansen",55,56.52,13,23,"SandSavesfrom1020yards",2007
78,78,"Cliff Kresge",107,56.44,57,101,"SandSavesfrom1020yards",2007
79,79,"Scott Gutschewski",67,56.41,22,39,"SandSavesfrom1020yards",2007
80,80,"Anthony Kim",93,56.36,31,55,"SandSavesfrom1020yards",2007
81,81,"Tom Lehman",62,56.25,18,32,"SandSavesfrom1020yards",2007
82,82,"Ernie Els",59,56.1,23,41,"SandSavesfrom1020yards",2007
83,83,"Brett Wetterich",88,55.93,33,59,"SandSavesfrom1020yards",2007
84,84,"Rich Beem",89,55.56,25,45,"SandSavesfrom1020yards",2007
84,84,"Mark Calcavecchia",93,55.56,35,63,"SandSavesfrom1020yards",2007
86,86,"Briny Baird",115,55.29,47,85,"SandSavesfrom1020yards",2007
87,87,"Jay Williamson",50,55.26,21,38,"SandSavesfrom1020yards",2007
88,88,"Bill Haas",93,55.17,48,87,"SandSavesfrom1020yards",2007
88,88,"Pat Perez",84,55.17,32,58,"SandSavesfrom1020yards",2007
90,90,"Ryan Moore",92,54.93,39,71,"SandSavesfrom1020yards",2007
91,91,"Stephen Ames",81,54.84,34,62,"SandSavesfrom1020yards",2007
92,92,"Todd Hamilton",76,54.55,36,66,"SandSavesfrom1020yards",2007
92,92,"David Toms",80,54.55,24,44,"SandSavesfrom1020yards",2007
92,92,"DJ Trahan",99,54.55,42,77,"SandSavesfrom1020yards",2007
95,95,"Vaughn Taylor",91,54.24,32,59,"SandSavesfrom1020yards",2007
96,96,"JP Hayes",89,54.17,39,72,"SandSavesfrom1020yards",2007
96,96,"Steve Stricker",81,54.17,26,48,"SandSavesfrom1020yards",2007
96,96,"Scott Verplank",82,54.17,26,48,"SandSavesfrom1020yards",2007
99,99,"Sean OHair",98,54.05,40,74,"SandSavesfrom1020yards",2007
100,100,"Stephen Leaney",82,54,27,50,"SandSavesfrom1020yards",2007
101,101,"Robert Gamez",88,53.73,36,67,"SandSavesfrom1020yards",2007
102,102,"Brandt Snedeker",105,53.49,46,86,"SandSavesfrom1020yards",2007
103,103,"Kenny Perry",83,53.45,31,58,"SandSavesfrom1020yards",2007
104,104,"Tag Ridings",52,53.33,24,45,"SandSavesfrom1020yards",2007
105,105,"Woody Austin",95,53.25,41,77,"SandSavesfrom1020yards",2007
105,105,"Bob Estes",88,53.25,41,77,"SandSavesfrom1020yards",2007
107,107,"Chris Stroud",66,53.19,25,47,"SandSavesfrom1020yards",2007
108,108,"Jarrod Lyle",77,53.06,26,49,"SandSavesfrom1020yards",2007
108,108,"Arron Oberholser",69,53.06,26,49,"SandSavesfrom1020yards",2007
110,110,"Gavin Coles",87,53.03,35,66,"SandSavesfrom1020yards",2007
111,111,"Cameron Beckman",96,52.94,36,68,"SandSavesfrom1020yards",2007
112,112,"Daniel Chopra",106,52.75,48,91,"SandSavesfrom1020yards",2007
113,113,"Billy Andrade",88,52.63,40,76,"SandSavesfrom1020yards",2007
113,113,"Michael Putnam",96,52.63,30,57,"SandSavesfrom1020yards",2007
115,115,"Mark Hensby",81,52.05,38,73,"SandSavesfrom1020yards",2007
116,116,"Craig Bowden",78,52,26,50,"SandSavesfrom1020yards",2007
117,117,"Johnson Wagner",97,51.95,40,77,"SandSavesfrom1020yards",2007
118,118,"Jeff Quinney",95,51.9,41,79,"SandSavesfrom1020yards",2007
119,119,"Tripp Isenhour",86,51.85,28,54,"SandSavesfrom1020yards",2007
120,120,"Zach Johnson",76,51.79,29,56,"SandSavesfrom1020yards",2007
121,121,"Eric Axley",107,51.72,45,87,"SandSavesfrom1020yards",2007
122,122,"Mathias Gronberg",95,51.52,51,99,"SandSavesfrom1020yards",2007
123,123,"Jeff Brehaut",59,51.43,18,35,"SandSavesfrom1020yards",2007
124,124,"Brian Bateman",55,51.28,20,39,"SandSavesfrom1020yards",2007
124,124,"John Daly",59,51.28,20,39,"SandSavesfrom1020yards",2007
124,124,"Paul Stankowski",52,51.28,20,39,"SandSavesfrom1020yards",2007
127,127,"Dean Wilson",92,51.11,23,45,"SandSavesfrom1020yards",2007
128,128,"JB Holmes",71,51.02,25,49,"SandSavesfrom1020yards",2007
129,129,"Chris DiMarco",79,50.85,30,59,"SandSavesfrom1020yards",2007
130,130,"Troy Matteson",87,50.82,31,61,"SandSavesfrom1020yards",2007
131,131,"Daisuke Maruyama",86,50.75,34,67,"SandSavesfrom1020yards",2007
132,132,"John Senden",97,50.72,35,69,"SandSavesfrom1020yards",2007
133,133,"Tommy Armour III",81,50,20,40,"SandSavesfrom1020yards",2007
133,133,"Michael Boyd",61,50,23,46,"SandSavesfrom1020yards",2007
133,133,"Ben Curtis",80,50,37,74,"SandSavesfrom1020yards",2007
133,133,"Jesper Parnevik",88,50,28,56,"SandSavesfrom1020yards",2007
133,133,"Corey Pavin",81,50,28,56,"SandSavesfrom1020yards",2007
133,133,"Kevin Sutherland",85,50,25,50,"SandSavesfrom1020yards",2007
133,133,"Duffy Waldorf",69,50,23,46,"SandSavesfrom1020yards",2007
140,140,"Carl Pettersson",111,49.45,45,91,"SandSavesfrom1020yards",2007
141,141,"Joe Ogilvie",102,49.4,41,83,"SandSavesfrom1020yards",2007
142,142,"Hunter Mahan",91,49.3,35,71,"SandSavesfrom1020yards",2007
143,143,"Peter Lonard",85,49.09,27,55,"SandSavesfrom1020yards",2007
144,144,"Chris Couch",76,48.68,37,76,"SandSavesfrom1020yards",2007
