"GIRPercentage125150yards_RANKTHISWEEK_2015","GIRPercentage125150yards_RANKLASTWEEK_2015","GIRPercentage125150yards_PLAYERNAME_2015","GIRPercentage125150yards_ROUNDS_2015","GIRPercentage125150yards_Pct_2015","GIRPercentage125150yards_GREENSHIT_2015","GIRPercentage125150yards_TOTALHOLES_2015","GIRPercentage125150yards_RELATIVETOPAR_2015","stat_name","year"
1,1,"Francesco Molinari",56,83.19,94,113,-0.16,"GIRPercentage125150yards",2015
2,2,"Stewart Cink",77,82.38,159,193,-0.19,"GIRPercentage125150yards",2015
3,3,"John Peterson",84,81.11,219,270,-0.16,"GIRPercentage125150yards",2015
4,4,"Tyrone Van Aswegen",58,81.06,107,132,-0.28,"GIRPercentage125150yards",2015
5,5,"Paul Casey",87,79.55,175,220,-0.28,"GIRPercentage125150yards",2015
6,6,"Ryo Ishikawa",90,79.52,198,249,-0.27,"GIRPercentage125150yards",2015
7,7,"JJ Henry",94,79.51,229,288,-0.18,"GIRPercentage125150yards",2015
8,8,"Chad Campbell",97,79.48,213,268,-0.15,"GIRPercentage125150yards",2015
9,9,"Jim Herman",88,79.4,212,267,-0.16,"GIRPercentage125150yards",2015
10,10,"Roberto Castro",54,78.57,88,112,-0.18,"GIRPercentage125150yards",2015
11,11,"Louis Oosthuizen",68,78.32,112,143,-0.14,"GIRPercentage125150yards",2015
12,12,"Bo Van Pelt",81,78.24,169,216,-0.2,"GIRPercentage125150yards",2015
13,13,"Chris Stroud",84,77.62,163,210,-0.2,"GIRPercentage125150yards",2015
14,14,"Mark Wilson",89,77.25,180,233,-0.28,"GIRPercentage125150yards",2015
15,15,"Jeff Overton",94,77.23,173,224,-0.28,"GIRPercentage125150yards",2015
16,16,"Luke Donald",71,76.81,106,138,-0.2,"GIRPercentage125150yards",2015
17,17,"Jason Bohn",95,76.75,175,228,-0.25,"GIRPercentage125150yards",2015
18,18,"Jim Furyk",71,76.64,105,137,-0.21,"GIRPercentage125150yards",2015
19,19,"James Hahn",94,76.59,193,252,-0.21,"GIRPercentage125150yards",2015
20,20,"Johnson Wagner",68,76.54,137,179,-0.26,"GIRPercentage125150yards",2015
21,21,"Bill Haas",89,76.02,149,196,-0.24,"GIRPercentage125150yards",2015
22,22,"Will Wilcox",58,75.97,117,154,-0.23,"GIRPercentage125150yards",2015
23,23,"Spencer Levin",99,75.88,195,257,-0.26,"GIRPercentage125150yards",2015
24,24,"Alex Cejka",94,75.79,191,252,-0.29,"GIRPercentage125150yards",2015
25,25,"Russell Knox",96,75.74,206,272,-0.26,"GIRPercentage125150yards",2015
26,26,"Jonathan Byrd",69,75.32,119,158,-0.26,"GIRPercentage125150yards",2015
27,27,"Jon Curran",83,75.29,131,174,-0.22,"GIRPercentage125150yards",2015
28,28,"Chez Reavie",56,75.14,130,173,-0.19,"GIRPercentage125150yards",2015
29,29,"Graham DeLaet",65,75,120,160,-0.24,"GIRPercentage125150yards",2015
30,30,"Byron Smith",59,74.85,125,167,-0.13,"GIRPercentage125150yards",2015
31,31,"Nicholas Thompson",90,74.8,187,250,-0.22,"GIRPercentage125150yards",2015
32,32,"Bryce Molder",91,74.78,172,230,-0.23,"GIRPercentage125150yards",2015
33,33,"Alex Prugh",84,74.77,166,222,-0.2,"GIRPercentage125150yards",2015
34,34,"Lucas Glover",79,74.73,207,277,-0.14,"GIRPercentage125150yards",2015
34,34,"Mark Hubbard",79,74.73,136,182,-0.15,"GIRPercentage125150yards",2015
36,36,"Hudson Swafford",97,74.62,194,260,-0.25,"GIRPercentage125150yards",2015
37,37,"DA Points",72,74.51,114,153,-0.3,"GIRPercentage125150yards",2015
38,38,"Camilo Villegas",83,74.41,157,211,-0.26,"GIRPercentage125150yards",2015
39,39,"Greg Owen",58,74.4,93,125,-0.24,"GIRPercentage125150yards",2015
40,40,"Chad Collins",79,74.23,144,194,-0.24,"GIRPercentage125150yards",2015
41,41,"Steven Alker",62,74.07,120,162,-0.25,"GIRPercentage125150yards",2015
42,42,"Harris English",105,74.05,214,289,-0.24,"GIRPercentage125150yards",2015
42,42,"Andres Romero",69,74.05,117,158,-0.31,"GIRPercentage125150yards",2015
44,44,"Justin Rose",69,74,111,150,-0.23,"GIRPercentage125150yards",2015
45,45,"Sam Saunders",83,73.76,149,202,-0.19,"GIRPercentage125150yards",2015
46,46,"John Merrick",78,73.74,132,179,-0.27,"GIRPercentage125150yards",2015
47,47,"David Hearn",97,73.68,196,266,-0.27,"GIRPercentage125150yards",2015
48,48,"Scott Piercy",90,73.64,190,258,-0.25,"GIRPercentage125150yards",2015
49,49,"David Toms",62,73.51,111,151,-0.25,"GIRPercentage125150yards",2015
50,50,"Brice Garnett",81,73.39,160,218,-0.23,"GIRPercentage125150yards",2015
51,51,"Pat Perez",96,73.36,179,244,-0.3,"GIRPercentage125150yards",2015
52,52,"Boo Weekley",79,73.25,167,228,-0.19,"GIRPercentage125150yards",2015
53,53,"Angel Cabrera",53,73.02,92,126,-0.17,"GIRPercentage125150yards",2015
54,54,"Robert Streb",110,72.89,207,284,-0.26,"GIRPercentage125150yards",2015
55,55,"Carl Pettersson",106,72.85,212,291,-0.25,"GIRPercentage125150yards",2015
56,56,"William McGirt",103,72.78,230,316,-0.2,"GIRPercentage125150yards",2015
57,57,"Hideki Matsuyama",95,72.77,163,224,-0.29,"GIRPercentage125150yards",2015
58,58,"Tim Wilkinson",73,72.68,133,183,-0.18,"GIRPercentage125150yards",2015
59,59,"Steve Wheatcroft",87,72.57,164,226,-0.27,"GIRPercentage125150yards",2015
60,60,"Brendon Todd",96,72.55,148,204,-0.28,"GIRPercentage125150yards",2015
61,61,"Adam Hadwin",95,72.41,189,261,-0.23,"GIRPercentage125150yards",2015
62,62,"John Huh",102,72.36,178,246,-0.29,"GIRPercentage125150yards",2015
63,63,"Danny Lee",120,72.12,194,269,-0.3,"GIRPercentage125150yards",2015
64,64,"Eric Axley",57,72.03,103,143,-0.22,"GIRPercentage125150yards",2015
65,65,"Gary Woodland",81,72,108,150,-0.27,"GIRPercentage125150yards",2015
66,66,"Zach Johnson",90,71.96,154,214,-0.22,"GIRPercentage125150yards",2015
67,67,"Jim Renner",68,71.91,128,178,-0.21,"GIRPercentage125150yards",2015
68,68,"Jonathan Randolph",72,71.88,115,160,-0.23,"GIRPercentage125150yards",2015
69,69,"Ben Crane",62,71.83,102,142,-0.16,"GIRPercentage125150yards",2015
70,70,"Jason Gore",76,71.82,130,181,-0.32,"GIRPercentage125150yards",2015
71,71,"Scott Pinckney",88,71.78,173,241,-0.16,"GIRPercentage125150yards",2015
72,72,"Ken Duke",93,71.77,178,248,-0.22,"GIRPercentage125150yards",2015
73,73,"Brian Harman",90,71.74,165,230,-0.19,"GIRPercentage125150yards",2015
74,74,"Kevin Streelman",95,71.7,152,212,-0.21,"GIRPercentage125150yards",2015
75,75,"Martin Flores",95,71.6,179,250,-0.21,"GIRPercentage125150yards",2015
76,76,"Jamie Donaldson",50,71.55,83,116,-0.19,"GIRPercentage125150yards",2015
77,77,"Cameron Tringale",96,71.49,158,221,-0.2,"GIRPercentage125150yards",2015
78,78,"Kyle Reifers",96,71.43,180,252,-0.17,"GIRPercentage125150yards",2015
79,79,"SJ Park",79,71.36,142,199,-0.16,"GIRPercentage125150yards",2015
79,79,"Cameron Percy",72,71.36,147,206,-0.2,"GIRPercentage125150yards",2015
81,81,"Bill Lunde",50,71.32,92,129,-0.15,"GIRPercentage125150yards",2015
82,82,"Scott Langley",94,71.3,159,223,-0.2,"GIRPercentage125150yards",2015
82,82,"Troy Merritt",91,71.3,159,223,-0.22,"GIRPercentage125150yards",2015
84,84,"Kevin Kisner",104,71.13,207,291,-0.26,"GIRPercentage125150yards",2015
84,84,"Justin Leonard",61,71.13,101,142,-0.35,"GIRPercentage125150yards",2015
86,86,"John Senden",80,70.95,105,148,-0.26,"GIRPercentage125150yards",2015
87,87,"George McNeill",93,70.89,168,237,-0.24,"GIRPercentage125150yards",2015
88,88,"Tony Finau",106,70.85,226,319,-0.18,"GIRPercentage125150yards",2015
89,89,"Scott Brown",97,70.83,170,240,-0.21,"GIRPercentage125150yards",2015
90,90,"Brendan Steele",88,70.68,176,249,-0.3,"GIRPercentage125150yards",2015
91,91,"KJ Choi",66,70.59,108,153,-0.23,"GIRPercentage125150yards",2015
91,91,"Henrik Stenson",63,70.59,72,102,-0.28,"GIRPercentage125150yards",2015
93,93,"Shawn Stefani",94,70.57,187,265,-0.21,"GIRPercentage125150yards",2015
94,94,"Robert Allenby",63,70.55,115,163,-0.15,"GIRPercentage125150yards",2015
95,95,"Billy Hurley III",83,70.44,112,159,-0.28,"GIRPercentage125150yards",2015
96,96,"Whee Kim",71,70.22,125,178,-0.29,"GIRPercentage125150yards",2015
97,97,"Adam Scott",51,70.18,80,114,-0.14,"GIRPercentage125150yards",2015
98,98,"Roger Sloan",56,70.16,87,124,-0.24,"GIRPercentage125150yards",2015
99,99,"JB Holmes",89,70.15,141,201,-0.25,"GIRPercentage125150yards",2015
99,99,"Michael Putnam",87,70.15,141,201,-0.15,"GIRPercentage125150yards",2015
101,101,"Matt Kuchar",97,70.1,143,204,-0.24,"GIRPercentage125150yards",2015
102,102,"Jason Day",75,70.06,117,167,-0.25,"GIRPercentage125150yards",2015
103,103,"Robert Garrigus",70,70.05,138,197,-0.18,"GIRPercentage125150yards",2015
103,103,"Max Homa",78,70.05,138,197,-0.13,"GIRPercentage125150yards",2015
105,105,"Nick Watney",91,70.04,173,247,-0.17,"GIRPercentage125150yards",2015
106,106,"Chris Kirk",76,70,105,150,-0.25,"GIRPercentage125150yards",2015
