"PuttsperRoundRound4_RANKTHISWEEK_2015","PuttsperRoundRound4_RANKLASTWEEK_2015","PuttsperRoundRound4_PLAYERNAME_2015","PuttsperRoundRound4__2015","PuttsperRoundRound4_AVG_2015","PuttsperRoundRound4_TOTALPUTTS_2015","PuttsperRoundRound4_TOTALROUNDS_2015","stat_name","year"
1,1,"Chad Collins",NA,27.07,406,15,"PuttsperRoundRound4",2015
2,2,"Dustin Johnson",NA,27.18,462,17,"PuttsperRoundRound4",2015
3,3,"Jamie Donaldson",NA,27.44,247,9,"PuttsperRoundRound4",2015
4,4,"Oscar Fraustro",NA,27.67,166,6,"PuttsperRoundRound4",2015
5,5,"Chris Kirk",NA,27.69,443,16,"PuttsperRoundRound4",2015
5,5,"Steve Wheatcroft",NA,27.69,360,13,"PuttsperRoundRound4",2015
7,7,"Jordan Spieth",NA,27.7,554,20,"PuttsperRoundRound4",2015
8,8,"Steven Bowditch",NA,27.74,527,19,"PuttsperRoundRound4",2015
9,9,"Steven Alker",NA,27.75,222,8,"PuttsperRoundRound4",2015
9,9,"Ben Crane",NA,27.75,222,8,"PuttsperRoundRound4",2015
11,11,"Zach Johnson",NA,27.79,528,19,"PuttsperRoundRound4",2015
12,12,"Charley Hoffman",NA,27.85,557,20,"PuttsperRoundRound4",2015
13,13,"Chris Stroud",NA,27.86,390,14,"PuttsperRoundRound4",2015
14,14,"Chesson Hadley",NA,27.9,558,20,"PuttsperRoundRound4",2015
14,14,"David Toms",NA,27.9,279,10,"PuttsperRoundRound4",2015
16,16,"Danny Lee",NA,27.96,671,24,"PuttsperRoundRound4",2015
17,17,"Rickie Fowler",NA,28,420,15,"PuttsperRoundRound4",2015
17,17,"Brian Stuard",NA,28,448,16,"PuttsperRoundRound4",2015
17,17,"Jimmy Walker",NA,28,560,20,"PuttsperRoundRound4",2015
20,20,"Phil Mickelson",NA,28.06,449,16,"PuttsperRoundRound4",2015
21,21,"JB Holmes",NA,28.11,506,18,"PuttsperRoundRound4",2015
21,21,"John Huh",NA,28.11,534,19,"PuttsperRoundRound4",2015
23,23,"Erik Compton",NA,28.13,450,16,"PuttsperRoundRound4",2015
23,23,"Tim Wilkinson",NA,28.13,225,8,"PuttsperRoundRound4",2015
25,25,"Carl Pettersson",NA,28.14,591,21,"PuttsperRoundRound4",2015
26,26,"William McGirt",NA,28.15,563,20,"PuttsperRoundRound4",2015
27,27,"Blayne Barber",NA,28.18,310,11,"PuttsperRoundRound4",2015
27,27,"Whee Kim",NA,28.18,310,11,"PuttsperRoundRound4",2015
29,29,"Vijay Singh",NA,28.19,451,16,"PuttsperRoundRound4",2015
30,30,"Jonas Blixt",NA,28.2,282,10,"PuttsperRoundRound4",2015
30,30,"Max Homa",NA,28.2,282,10,"PuttsperRoundRound4",2015
32,32,"James Hahn",NA,28.21,536,19,"PuttsperRoundRound4",2015
32,32,"Patrick Reed",NA,28.21,677,24,"PuttsperRoundRound4",2015
34,34,"Aaron Baddeley",NA,28.23,367,13,"PuttsperRoundRound4",2015
35,35,"Brandt Snedeker",NA,28.24,593,21,"PuttsperRoundRound4",2015
