"FirstTeeEarlyRound4ScoringAverage_RANKTHISWEEK_2010","FirstTeeEarlyRound4ScoringAverage_RANKLASTWEEK_2010","FirstTeeEarlyRound4ScoringAverage_PLAYERNAME_2010","FirstTeeEarlyRound4ScoringAverage__2010","FirstTeeEarlyRound4ScoringAverage_AVG_2010","FirstTeeEarlyRound4ScoringAverage_TOTALSTROKES_2010","FirstTeeEarlyRound4ScoringAverage_TOTALROUNDS_2010","stat_name","year"
23,23,"Matt Kuchar",NA,69.14,484,7,"FirstTeeEarlyRound4ScoringAverage",2010
24,24,"Chris Riley",NA,69.17,415,6,"FirstTeeEarlyRound4ScoringAverage",2010
25,25,"Nicholas Thompson",NA,69.2,346,5,"FirstTeeEarlyRound4ScoringAverage",2010
26,26,"Geoff Ogilvy",NA,69.25,277,4,"FirstTeeEarlyRound4ScoringAverage",2010
27,27,"Skip Kendall",NA,69.33,208,3,"FirstTeeEarlyRound4ScoringAverage",2010
27,27,"Kevin Sutherland",NA,69.33,416,6,"FirstTeeEarlyRound4ScoringAverage",2010
29,29,"Rory Sabbatini",NA,69.38,555,8,"FirstTeeEarlyRound4ScoringAverage",2010
30,30,"Rich Barcelo",NA,69.5,278,4,"FirstTeeEarlyRound4ScoringAverage",2010
30,30,"Greg Chalmers",NA,69.5,695,10,"FirstTeeEarlyRound4ScoringAverage",2010
30,30,"Carl Pettersson",NA,69.5,278,4,"FirstTeeEarlyRound4ScoringAverage",2010
30,30,"Vijay Singh",NA,69.5,556,8,"FirstTeeEarlyRound4ScoringAverage",2010
30,30,"Chris Stroud",NA,69.5,556,8,"FirstTeeEarlyRound4ScoringAverage",2010
30,30,"Brian Stuard",NA,69.5,278,4,"FirstTeeEarlyRound4ScoringAverage",2010
36,36,"Michael Letzig",NA,69.56,626,9,"FirstTeeEarlyRound4ScoringAverage",2010
37,37,"Tim Clark",NA,69.57,487,7,"FirstTeeEarlyRound4ScoringAverage",2010
38,38,"Mathew Goggin",NA,69.67,418,6,"FirstTeeEarlyRound4ScoringAverage",2010
38,38,"Trevor Immelman",NA,69.67,209,3,"FirstTeeEarlyRound4ScoringAverage",2010
38,38,"Sean OHair",NA,69.67,209,3,"FirstTeeEarlyRound4ScoringAverage",2010
41,41,"James Nitties",NA,69.71,488,7,"FirstTeeEarlyRound4ScoringAverage",2010
41,41,"Ryan Palmer",NA,69.71,488,7,"FirstTeeEarlyRound4ScoringAverage",2010
43,43,"Jarrod Lyle",NA,69.75,279,4,"FirstTeeEarlyRound4ScoringAverage",2010
44,44,"Paul Goydos",NA,69.8,349,5,"FirstTeeEarlyRound4ScoringAverage",2010
45,45,"Stephen Ames",NA,69.82,768,11,"FirstTeeEarlyRound4ScoringAverage",2010
46,46,"Ben Curtis",NA,69.88,559,8,"FirstTeeEarlyRound4ScoringAverage",2010
46,46,"Pat Perez",NA,69.88,559,8,"FirstTeeEarlyRound4ScoringAverage",2010
46,46,"Justin Rose",NA,69.88,559,8,"FirstTeeEarlyRound4ScoringAverage",2010
46,46,"Garrett Willis",NA,69.88,559,8,"FirstTeeEarlyRound4ScoringAverage",2010
50,50,"Tim Petrovic",NA,69.9,699,10,"FirstTeeEarlyRound4ScoringAverage",2010
51,51,"Kris Blanks",NA,70,140,2,"FirstTeeEarlyRound4ScoringAverage",2010
51,51,"Graham DeLaet",NA,70,490,7,"FirstTeeEarlyRound4ScoringAverage",2010
51,51,"Jason Dufner",NA,70,910,13,"FirstTeeEarlyRound4ScoringAverage",2010
51,51,"Martin Flores",NA,70,140,2,"FirstTeeEarlyRound4ScoringAverage",2010
51,51,"Bill Haas",NA,70,70,1,"FirstTeeEarlyRound4ScoringAverage",2010
51,51,"John Mallinger",NA,70,70,1,"FirstTeeEarlyRound4ScoringAverage",2010
51,51,"Ian Poulter",NA,70,420,6,"FirstTeeEarlyRound4ScoringAverage",2010
51,51,"David Toms",NA,70,630,9,"FirstTeeEarlyRound4ScoringAverage",2010
59,59,"Robert Allenby",NA,70.14,491,7,"FirstTeeEarlyRound4ScoringAverage",2010
60,60,"Kevin Streelman",NA,70.17,421,6,"FirstTeeEarlyRound4ScoringAverage",2010
61,61,"Briny Baird",NA,70.2,702,10,"FirstTeeEarlyRound4ScoringAverage",2010
61,61,"Steve Elkington",NA,70.2,351,5,"FirstTeeEarlyRound4ScoringAverage",2010
61,61,"Ernie Els",NA,70.2,351,5,"FirstTeeEarlyRound4ScoringAverage",2010
61,61,"Jimmy Walker",NA,70.2,351,5,"FirstTeeEarlyRound4ScoringAverage",2010
65,65,"JJ Henry",NA,70.22,632,9,"FirstTeeEarlyRound4ScoringAverage",2010
66,66,"Blake Adams",NA,70.25,562,8,"FirstTeeEarlyRound4ScoringAverage",2010
66,66,"Steve Lowery",NA,70.25,281,4,"FirstTeeEarlyRound4ScoringAverage",2010
68,68,"Boo Weekley",NA,70.29,492,7,"FirstTeeEarlyRound4ScoringAverage",2010
69,69,"Brett Quigley",NA,70.33,633,9,"FirstTeeEarlyRound4ScoringAverage",2010
69,69,"Mark Wilson",NA,70.33,422,6,"FirstTeeEarlyRound4ScoringAverage",2010
71,71,"Jerry Kelly",NA,70.38,563,8,"FirstTeeEarlyRound4ScoringAverage",2010
72,72,"Ricky Barnes",NA,70.43,493,7,"FirstTeeEarlyRound4ScoringAverage",2010
72,72,"Scott McCarron",NA,70.43,493,7,"FirstTeeEarlyRound4ScoringAverage",2010
72,72,"Jeff Quinney",NA,70.43,493,7,"FirstTeeEarlyRound4ScoringAverage",2010
72,72,"Paul Stankowski",NA,70.43,493,7,"FirstTeeEarlyRound4ScoringAverage",2010
76,76,"Aaron Baddeley",NA,70.44,634,9,"FirstTeeEarlyRound4ScoringAverage",2010
76,76,"Marc Leishman",NA,70.44,634,9,"FirstTeeEarlyRound4ScoringAverage",2010
78,78,"Charles Howell III",NA,70.5,987,14,"FirstTeeEarlyRound4ScoringAverage",2010
78,78,"Brenden Pappas",NA,70.5,282,4,"FirstTeeEarlyRound4ScoringAverage",2010
78,78,"Jeev Milkha Singh",NA,70.5,282,4,"FirstTeeEarlyRound4ScoringAverage",2010
78,78,"YE Yang",NA,70.5,846,12,"FirstTeeEarlyRound4ScoringAverage",2010
82,82,"Henrik Bjornstad",NA,70.6,353,5,"FirstTeeEarlyRound4ScoringAverage",2010
82,82,"JP Hayes",NA,70.6,353,5,"FirstTeeEarlyRound4ScoringAverage",2010
82,82,"Will Ma Kenzie",NA,70.6,353,5,"FirstTeeEarlyRound4ScoringAverage",2010
82,82,"Kevin Na",NA,70.6,353,5,"FirstTeeEarlyRound4ScoringAverage",2010
82,82,"Bubba Watson",NA,70.6,353,5,"FirstTeeEarlyRound4ScoringAverage",2010
87,87,"Angel Cabrera",NA,70.67,212,3,"FirstTeeEarlyRound4ScoringAverage",2010
87,87,"Troy Matteson",NA,70.67,424,6,"FirstTeeEarlyRound4ScoringAverage",2010
87,87,"Nick Watney",NA,70.67,424,6,"FirstTeeEarlyRound4ScoringAverage",2010
90,90,"Bob Estes",NA,70.75,283,4,"FirstTeeEarlyRound4ScoringAverage",2010
90,90,"Aron Price",NA,70.75,283,4,"FirstTeeEarlyRound4ScoringAverage",2010
92,92,"KJ Choi",NA,70.78,637,9,"FirstTeeEarlyRound4ScoringAverage",2010
93,93,"Rory McIlroy",NA,70.8,354,5,"FirstTeeEarlyRound4ScoringAverage",2010
93,93,"Josh Teater",NA,70.8,354,5,"FirstTeeEarlyRound4ScoringAverage",2010
95,95,"Michael Bradley",NA,71,568,8,"FirstTeeEarlyRound4ScoringAverage",2010
95,95,"Brian Davis",NA,71,355,5,"FirstTeeEarlyRound4ScoringAverage",2010
95,95,"Luke Donald",NA,71,142,2,"FirstTeeEarlyRound4ScoringAverage",2010
95,95,"Robert Garrigus",NA,71,284,4,"FirstTeeEarlyRound4ScoringAverage",2010
95,95,"Mathias Gronberg",NA,71,284,4,"FirstTeeEarlyRound4ScoringAverage",2010
95,95,"Kevin Johnson",NA,71,142,2,"FirstTeeEarlyRound4ScoringAverage",2010
95,95,"Adam Scott",NA,71,213,3,"FirstTeeEarlyRound4ScoringAverage",2010
95,95,"John Senden",NA,71,710,10,"FirstTeeEarlyRound4ScoringAverage",2010
95,95,"Steve Stricker",NA,71,355,5,"FirstTeeEarlyRound4ScoringAverage",2010
95,95,"Cameron Tringale",NA,71,142,2,"FirstTeeEarlyRound4ScoringAverage",2010
95,95,"Omar Uresti",NA,71,284,4,"FirstTeeEarlyRound4ScoringAverage",2010
95,95,"Jay Williamson",NA,71,355,5,"FirstTeeEarlyRound4ScoringAverage",2010
107,107,"DJ Trahan",NA,71.13,569,8,"FirstTeeEarlyRound4ScoringAverage",2010
107,107,"Bo Van Pelt",NA,71.13,569,8,"FirstTeeEarlyRound4ScoringAverage",2010
109,109,"Jason Day",NA,71.14,498,7,"FirstTeeEarlyRound4ScoringAverage",2010
109,109,"Hunter Mahan",NA,71.14,498,7,"FirstTeeEarlyRound4ScoringAverage",2010
111,111,"Brent Delahoussaye",NA,71.2,356,5,"FirstTeeEarlyRound4ScoringAverage",2010
112,112,"Cliff Kresge",NA,71.25,285,4,"FirstTeeEarlyRound4ScoringAverage",2010
112,112,"Justin Leonard",NA,71.25,570,8,"FirstTeeEarlyRound4ScoringAverage",2010
114,114,"Richard Johnson",NA,71.29,499,7,"FirstTeeEarlyRound4ScoringAverage",2010
115,115,"Ryuji Imada",NA,71.33,642,9,"FirstTeeEarlyRound4ScoringAverage",2010
116,116,"Steve Flesch",NA,71.36,785,11,"FirstTeeEarlyRound4ScoringAverage",2010
117,117,"Andres Romero",NA,71.43,500,7,"FirstTeeEarlyRound4ScoringAverage",2010
117,117,"Vaughn Taylor",NA,71.43,500,7,"FirstTeeEarlyRound4ScoringAverage",2010
119,119,"Woody Austin",NA,71.44,643,9,"FirstTeeEarlyRound4ScoringAverage",2010
120,120,"Brad Faxon",NA,71.5,143,2,"FirstTeeEarlyRound4ScoringAverage",2010
120,120,"Rickie Fowler",NA,71.5,429,6,"FirstTeeEarlyRound4ScoringAverage",2010
120,120,"Jim Furyk",NA,71.5,286,4,"FirstTeeEarlyRound4ScoringAverage",2010
120,120,"Zach Johnson",NA,71.5,715,10,"FirstTeeEarlyRound4ScoringAverage",2010
120,120,"Dustin Johnson",NA,71.5,429,6,"FirstTeeEarlyRound4ScoringAverage",2010
125,125,"Retief Goosen",NA,71.6,358,5,"FirstTeeEarlyRound4ScoringAverage",2010
125,125,"JB Holmes",NA,71.6,716,10,"FirstTeeEarlyRound4ScoringAverage",2010
125,125,"Alex Prugh",NA,71.6,358,5,"FirstTeeEarlyRound4ScoringAverage",2010
128,128,"John Merrick",NA,71.64,788,11,"FirstTeeEarlyRound4ScoringAverage",2010
129,129,"Padraig Harrington",NA,71.67,215,3,"FirstTeeEarlyRound4ScoringAverage",2010
129,129,"Michael Sim",NA,71.67,215,3,"FirstTeeEarlyRound4ScoringAverage",2010
129,129,"Roland Thatcher",NA,71.67,215,3,"FirstTeeEarlyRound4ScoringAverage",2010
132,132,"Chad Campbell",NA,71.7,717,10,"FirstTeeEarlyRound4ScoringAverage",2010
133,133,"Heath Slocum",NA,71.71,502,7,"FirstTeeEarlyRound4ScoringAverage",2010
134,134,"Daniel Chopra",NA,71.8,359,5,"FirstTeeEarlyRound4ScoringAverage",2010
134,134,"Steve Marino",NA,71.8,359,5,"FirstTeeEarlyRound4ScoringAverage",2010
136,136,"Troy Merritt",NA,71.83,431,6,"FirstTeeEarlyRound4ScoringAverage",2010
137,137,"DA Points",NA,71.86,503,7,"FirstTeeEarlyRound4ScoringAverage",2010
138,138,"Rod Pampling",NA,71.88,575,8,"FirstTeeEarlyRound4ScoringAverage",2010
138,138,"Charlie Wi",NA,71.88,575,8,"FirstTeeEarlyRound4ScoringAverage",2010
140,140,"Spencer Levin",NA,71.91,791,11,"FirstTeeEarlyRound4ScoringAverage",2010
141,141,"Matt Jones",NA,72,360,5,"FirstTeeEarlyRound4ScoringAverage",2010
141,141,"Rocco Mediate",NA,72,360,5,"FirstTeeEarlyRound4ScoringAverage",2010
141,141,"Phil Mickelson",NA,72,288,4,"FirstTeeEarlyRound4ScoringAverage",2010
141,141,"Garth Mulroy",NA,72,144,2,"FirstTeeEarlyRound4ScoringAverage",2010
141,141,"Cameron Percy",NA,72,144,2,"FirstTeeEarlyRound4ScoringAverage",2010
146,146,"Michael Connell",NA,72.09,793,11,"FirstTeeEarlyRound4ScoringAverage",2010
147,147,"Scott Verplank",NA,72.11,649,9,"FirstTeeEarlyRound4ScoringAverage",2010
148,148,"Chris Tidland",NA,72.13,577,8,"FirstTeeEarlyRound4ScoringAverage",2010
149,149,"Scott Piercy",NA,72.17,433,6,"FirstTeeEarlyRound4ScoringAverage",2010
149,149,"Steve Wheatcroft",NA,72.17,433,6,"FirstTeeEarlyRound4ScoringAverage",2010
151,151,"George McNeill",NA,72.29,506,7,"FirstTeeEarlyRound4ScoringAverage",2010
152,152,"Chris DiMarco",NA,72.33,651,9,"FirstTeeEarlyRound4ScoringAverage",2010
152,152,"Martin Laird",NA,72.33,434,6,"FirstTeeEarlyRound4ScoringAverage",2010
154,154,"Tom Pernice Jr",NA,72.43,507,7,"FirstTeeEarlyRound4ScoringAverage",2010
155,155,"Davis Love III",NA,72.5,435,6,"FirstTeeEarlyRound4ScoringAverage",2010
156,156,"David Duval",NA,72.57,508,7,"FirstTeeEarlyRound4ScoringAverage",2010
157,157,"Jason Bohn",NA,72.67,654,9,"FirstTeeEarlyRound4ScoringAverage",2010
157,157,"Mark Calcavecchia",NA,72.67,218,3,"FirstTeeEarlyRound4ScoringAverage",2010
157,157,"Bill Lunde",NA,72.67,218,3,"FirstTeeEarlyRound4ScoringAverage",2010
157,157,"Kevin Stadler",NA,72.67,436,6,"FirstTeeEarlyRound4ScoringAverage",2010
161,161,"David Lutterus",NA,72.75,291,4,"FirstTeeEarlyRound4ScoringAverage",2010
161,161,"Jeff Maggert",NA,72.75,291,4,"FirstTeeEarlyRound4ScoringAverage",2010
163,163,"Brendon de Jonge",NA,72.83,437,6,"FirstTeeEarlyRound4ScoringAverage",2010
163,163,"Joe Durant",NA,72.83,437,6,"FirstTeeEarlyRound4ScoringAverage",2010
163,163,"Shaun Micheel",NA,72.83,437,6,"FirstTeeEarlyRound4ScoringAverage",2010
166,166,"Lucas Glover",NA,72.86,510,7,"FirstTeeEarlyRound4ScoringAverage",2010
166,166,"Brandt Snedeker",NA,72.86,510,7,"FirstTeeEarlyRound4ScoringAverage",2010
168,168,"Nathan Green",NA,72.89,656,9,"FirstTeeEarlyRound4ScoringAverage",2010
169,169,"Johnson Wagner",NA,73,438,6,"FirstTeeEarlyRound4ScoringAverage",2010
170,170,"Tim Herron",NA,73.13,585,8,"FirstTeeEarlyRound4ScoringAverage",2010
170,170,"Jeff Overton",NA,73.13,585,8,"FirstTeeEarlyRound4ScoringAverage",2010
172,172,"Roger Tambellini",NA,73.17,439,6,"FirstTeeEarlyRound4ScoringAverage",2010
173,173,"Stuart Appleby",NA,73.18,805,11,"FirstTeeEarlyRound4ScoringAverage",2010
174,174,"Derek Lamely",NA,73.25,293,4,"FirstTeeEarlyRound4ScoringAverage",2010
174,174,"Ryan Moore",NA,73.25,293,4,"FirstTeeEarlyRound4ScoringAverage",2010
176,176,"John Daly",NA,73.29,513,7,"FirstTeeEarlyRound4ScoringAverage",2010
177,177,"Justin Bolli",NA,73.33,220,3,"FirstTeeEarlyRound4ScoringAverage",2010
178,178,"Kenny Perry",NA,73.4,367,5,"FirstTeeEarlyRound4ScoringAverage",2010
179,179,"Matt Every",NA,73.5,147,2,"FirstTeeEarlyRound4ScoringAverage",2010
179,179,"Lee Janzen",NA,73.5,147,2,"FirstTeeEarlyRound4ScoringAverage",2010
179,179,"Vance Veazey",NA,73.5,294,4,"FirstTeeEarlyRound4ScoringAverage",2010
182,182,"Alex Cejka",NA,73.6,368,5,"FirstTeeEarlyRound4ScoringAverage",2010
183,183,"Sergio Garcia",NA,73.63,589,8,"FirstTeeEarlyRound4ScoringAverage",2010
184,184,"Greg Owen",NA,73.67,221,3,"FirstTeeEarlyRound4ScoringAverage",2010
185,185,"Mike Weir",NA,73.8,369,5,"FirstTeeEarlyRound4ScoringAverage",2010
186,186,"Matt Bettencourt",NA,73.86,517,7,"FirstTeeEarlyRound4ScoringAverage",2010
187,187,"Jeff Gove",NA,74,148,2,"FirstTeeEarlyRound4ScoringAverage",2010
187,187,"Andrew McLardy",NA,74,222,3,"FirstTeeEarlyRound4ScoringAverage",2010
189,189,"Cameron Beckman",NA,74.5,149,2,"FirstTeeEarlyRound4ScoringAverage",2010
190,190,"Camilo Villegas",NA,74.8,374,5,"FirstTeeEarlyRound4ScoringAverage",2010
191,191,"Chris Wilson",NA,75,150,2,"FirstTeeEarlyRound4ScoringAverage",2010
192,192,"Greg Kraft",NA,77,77,1,"FirstTeeEarlyRound4ScoringAverage",2010
