"VictoryLeaders_RANKTHISWEEK_2015","VictoryLeaders_RANKLASTWEEK_2015","VictoryLeaders_PLAYERNAME_2015","VictoryLeaders_EVENTS_2015","VictoryLeaders_VICTORIES_2015","stat_name","year"
7,7,"Robert Streb",30,1,"VictoryLeaders",2015
7,7,"Nick Taylor",28,1,"VictoryLeaders",2015
36,36,"Brad Adamonis",1,NA,"VictoryLeaders",2015
36,36,"Blake Adams",13,NA,"VictoryLeaders",2015
36,36,"Joe Affrunti",4,NA,"VictoryLeaders",2015
36,36,"Felipe Aguilar",1,NA,"VictoryLeaders",2015
36,36,"Thomas Aiken",4,NA,"VictoryLeaders",2015
36,36,"Steven Alker",22,NA,"VictoryLeaders",2015
36,36,"Robert Allenby",25,NA,"VictoryLeaders",2015
36,36,"Jason Allred",3,NA,"VictoryLeaders",2015
36,36,"Benjamin Alvarado",8,NA,"VictoryLeaders",2015
36,36,"Stephen Ames",1,NA,"VictoryLeaders",2015
36,36,"Byeong Hun An",5,NA,"VictoryLeaders",2015
36,36,"Mark Anderson",7,NA,"VictoryLeaders",2015
36,36,"Billy Andrade",0,NA,"VictoryLeaders",2015
36,36,"Kiradech Aphibarnrat",4,NA,"VictoryLeaders",2015
36,36,"Stuart Appleby",7,NA,"VictoryLeaders",2015
36,36,"Tommy Armour III",1,NA,"VictoryLeaders",2015
36,36,"Ryan Armour",17,NA,"VictoryLeaders",2015
36,36,"Scott Arnold",1,NA,"VictoryLeaders",2015
36,36,"Wu Ashun",1,NA,"VictoryLeaders",2015
36,36,"Arjun Atwal",7,NA,"VictoryLeaders",2015
36,36,"Woody Austin",11,NA,"VictoryLeaders",2015
36,36,"Eric Axley",21,NA,"VictoryLeaders",2015
36,36,"Camden Backel",1,NA,"VictoryLeaders",2015
36,36,"Aaron Baddeley",25,NA,"VictoryLeaders",2015
36,36,"Seukhyun Baek",2,NA,"VictoryLeaders",2015
36,36,"Alister Balcombe",1,NA,"VictoryLeaders",2015
36,36,"Mark Baldwin",1,NA,"VictoryLeaders",2015
36,36,"Blayne Barber",26,NA,"VictoryLeaders",2015
36,36,"Ricky Barnes",27,NA,"VictoryLeaders",2015
36,36,"Kurt Barnes",1,NA,"VictoryLeaders",2015
36,36,"James Beale",1,NA,"VictoryLeaders",2015
36,36,"Jared Becher",1,NA,"VictoryLeaders",2015
36,36,"Cameron Beckman",8,NA,"VictoryLeaders",2015
36,36,"Rich Beem",1,NA,"VictoryLeaders",2015
36,36,"Charlie Beljan",27,NA,"VictoryLeaders",2015
36,36,"Rich Berberian Jr",1,NA,"VictoryLeaders",2015
36,36,"Daniel Berger",31,NA,"VictoryLeaders",2015
36,36,"Matt Bettencourt",8,NA,"VictoryLeaders",2015
36,36,"Kyle Bilodeau",1,NA,"VictoryLeaders",2015
36,36,"Thomas Birdsey",1,NA,"VictoryLeaders",2015
36,36,"Lucas Bjerregaard",1,NA,"VictoryLeaders",2015
36,36,"Thomas Bjorn",7,NA,"VictoryLeaders",2015
36,36,"Zac Blair",34,NA,"VictoryLeaders",2015
36,36,"Adam Bland",1,NA,"VictoryLeaders",2015
36,36,"Jonas Blixt",26,NA,"VictoryLeaders",2015
36,36,"Michael Block",6,NA,"VictoryLeaders",2015
36,36,"Jason Bohn",27,NA,"VictoryLeaders",2015
36,36,"Guy Boros",2,NA,"VictoryLeaders",2015
36,36,"Gary Boyd",1,NA,"VictoryLeaders",2015
36,36,"Michael Bradley",4,NA,"VictoryLeaders",2015
36,36,"Keegan Bradley",24,NA,"VictoryLeaders",2015
36,36,"David Bradshaw",1,NA,"VictoryLeaders",2015
36,36,"Jimmy Brandt",1,NA,"VictoryLeaders",2015
36,36,"Josh Broadaway",1,NA,"VictoryLeaders",2015
36,36,"Mark Brooks",3,NA,"VictoryLeaders",2015
36,36,"Daniel Brooks",1,NA,"VictoryLeaders",2015
36,36,"Ted Brown",1,NA,"VictoryLeaders",2015
36,36,"Scott Brown",30,NA,"VictoryLeaders",2015
36,36,"Christopher Brown",1,NA,"VictoryLeaders",2015
36,36,"Sam Burns",2,NA,"VictoryLeaders",2015
36,36,"Jonathan Byrd",22,NA,"VictoryLeaders",2015
36,36,"Angel Cabrera",19,NA,"VictoryLeaders",2015
36,36,"Rafa Cabrera Bello",4,NA,"VictoryLeaders",2015
36,36,"Brian Cairns",1,NA,"VictoryLeaders",2015
36,36,"Mark Calcavecchia",2,NA,"VictoryLeaders",2015
36,36,"Chad Campbell",30,NA,"VictoryLeaders",2015
36,36,"Brian Campbell",2,NA,"VictoryLeaders",2015
36,36,"Rafael Campos",1,NA,"VictoryLeaders",2015
36,36,"Patrick Cantlay",1,NA,"VictoryLeaders",2015
36,36,"Sebastian Cappelen",2,NA,"VictoryLeaders",2015
36,36,"David Carr",2,NA,"VictoryLeaders",2015
36,36,"Paul Casey",24,NA,"VictoryLeaders",2015
36,36,"Roberto Castro",16,NA,"VictoryLeaders",2015
36,36,"Rodolfo Cazaubon",1,NA,"VictoryLeaders",2015
36,36,"Greg Chalmers",17,NA,"VictoryLeaders",2015
36,36,"Kevin Chappell",26,NA,"VictoryLeaders",2015
36,36,"Ashley Chesters",1,NA,"VictoryLeaders",2015
36,36,"Danny Chia",1,NA,"VictoryLeaders",2015
36,36,"John Chin",1,NA,"VictoryLeaders",2015
36,36,"KJ Choi",19,NA,"VictoryLeaders",2015
36,36,"Albin Choi",1,NA,"VictoryLeaders",2015
36,36,"Daniel Chopra",5,NA,"VictoryLeaders",2015
36,36,"Stewart Cink",23,NA,"VictoryLeaders",2015
36,36,"Tim Clark",13,NA,"VictoryLeaders",2015
36,36,"Darren Clarke",6,NA,"VictoryLeaders",2015
36,36,"Keith Clearwater",2,NA,"VictoryLeaders",2015
36,36,"George Coetzee",7,NA,"VictoryLeaders",2015
36,36,"Chad Collins",24,NA,"VictoryLeaders",2015
36,36,"Wil Collins",1,NA,"VictoryLeaders",2015
36,36,"Erik Compton",28,NA,"VictoryLeaders",2015
36,36,"Austin Connelly",2,NA,"VictoryLeaders",2015
36,36,"Corey Conners",6,NA,"VictoryLeaders",2015
36,36,"Austin Cook",7,NA,"VictoryLeaders",2015
36,36,"Jean Philip Cornellier",1,NA,"VictoryLeaders",2015
36,36,"Jeff Corr",1,NA,"VictoryLeaders",2015
36,36,"Fred Couples",2,NA,"VictoryLeaders",2015
36,36,"Ben Crane",22,NA,"VictoryLeaders",2015
36,36,"Ben Crenshaw",1,NA,"VictoryLeaders",2015
36,36,"Timothy Crouch",1,NA,"VictoryLeaders",2015
36,36,"Nick Cullen",1,NA,"VictoryLeaders",2015
36,36,"Jon Curran",28,NA,"VictoryLeaders",2015
36,36,"Ben Curtis",14,NA,"VictoryLeaders",2015
36,36,"John Daly",10,NA,"VictoryLeaders",2015
36,36,"Michael Davan",1,NA,"VictoryLeaders",2015
36,36,"Brian Davis",31,NA,"VictoryLeaders",2015
36,36,"Marco Dawson",1,NA,"VictoryLeaders",2015
36,36,"Glen Day",8,NA,"VictoryLeaders",2015
36,36,"Kelvin Day",2,NA,"VictoryLeaders",2015
36,36,"Brendon de Jonge",31,NA,"VictoryLeaders",2015
36,36,"Bryson DeChambeau",3,NA,"VictoryLeaders",2015
36,36,"Graham DeLaet",22,NA,"VictoryLeaders",2015
36,36,"Roberto Diaz",1,NA,"VictoryLeaders",2015
36,36,"Chris DiMarco",4,NA,"VictoryLeaders",2015
36,36,"Robert Dinwiddie",1,NA,"VictoryLeaders",2015
36,36,"Matt Dobyns",1,NA,"VictoryLeaders",2015
36,36,"Andrew Dodt",1,NA,"VictoryLeaders",2015
36,36,"Matias Dominguez",1,NA,"VictoryLeaders",2015
36,36,"Luke Donald",20,NA,"VictoryLeaders",2015
36,36,"Jamie Donaldson",16,NA,"VictoryLeaders",2015
36,36,"Zecheng Dou",1,NA,"VictoryLeaders",2015
36,36,"Sean Dougherty",1,NA,"VictoryLeaders",2015
36,36,"James Driscoll",1,NA,"VictoryLeaders",2015
36,36,"Victor Dubuisson",10,NA,"VictoryLeaders",2015
36,36,"Jason Dufner",21,NA,"VictoryLeaders",2015
36,36,"Eric Dugas",1,NA,"VictoryLeaders",2015
36,36,"Ken Duke",30,NA,"VictoryLeaders",2015
36,36,"Tyler Duncan",1,NA,"VictoryLeaders",2015
36,36,"Ty Dunlap",1,NA,"VictoryLeaders",2015
36,36,"Paul Dunne",1,NA,"VictoryLeaders",2015
36,36,"Joe Durant",2,NA,"VictoryLeaders",2015
36,36,"David Duval",6,NA,"VictoryLeaders",2015
36,36,"Andres Echavarria",1,NA,"VictoryLeaders",2015
36,36,"Pelle Edberg",1,NA,"VictoryLeaders",2015
36,36,"Brad Elder",1,NA,"VictoryLeaders",2015
36,36,"Ernie Els",18,NA,"VictoryLeaders",2015
36,36,"Harris English",29,NA,"VictoryLeaders",2015
36,36,"Derek Ernst",26,NA,"VictoryLeaders",2015
36,36,"Jeronimo Esteve",1,NA,"VictoryLeaders",2015
36,36,"John Faidley",1,NA,"VictoryLeaders",2015
36,36,"Nick Faldo",1,NA,"VictoryLeaders",2015
36,36,"Oliver Farr",1,NA,"VictoryLeaders",2015
36,36,"Matt Fast",1,NA,"VictoryLeaders",2015
36,36,"Derek Fathauer",27,NA,"VictoryLeaders",2015
36,36,"Brad Faxon",0,NA,"VictoryLeaders",2015
36,36,"Gonzalo Fdez Castano",28,NA,"VictoryLeaders",2015
36,36,"Darren Fichardt",1,NA,"VictoryLeaders",2015
36,36,"Edward Figueroa",1,NA,"VictoryLeaders",2015
36,36,"Tony Finau",31,NA,"VictoryLeaders",2015
36,36,"Ross Fisher",3,NA,"VictoryLeaders",2015
36,36,"Tommy Fleetwood",7,NA,"VictoryLeaders",2015
36,36,"Steve Flesch",7,NA,"VictoryLeaders",2015
36,36,"Martin Flores",30,NA,"VictoryLeaders",2015
36,36,"Ryan Fox",1,NA,"VictoryLeaders",2015
36,36,"Carlos Franco",1,NA,"VictoryLeaders",2015
36,36,"Marcus Fraser",2,NA,"VictoryLeaders",2015
36,36,"Oscar Fraustro",21,NA,"VictoryLeaders",2015
36,36,"Harrison Frazar",7,NA,"VictoryLeaders",2015
36,36,"Robin Freeman",1,NA,"VictoryLeaders",2015
36,36,"Brad Fritsch",3,NA,"VictoryLeaders",2015
36,36,"Charles Frost",1,NA,"VictoryLeaders",2015
36,36,"Hiroyuki Fujita",3,NA,"VictoryLeaders",2015
36,36,"Nicholas Fung",1,NA,"VictoryLeaders",2015
36,36,"Fred Funk",2,NA,"VictoryLeaders",2015
36,36,"Brian Gaffney",1,NA,"VictoryLeaders",2015
36,36,"Tommy Gainey",9,NA,"VictoryLeaders",2015
36,36,"Stephen Gallacher",11,NA,"VictoryLeaders",2015
36,36,"Robert Gamez",4,NA,"VictoryLeaders",2015
36,36,"Sergio Garcia",15,NA,"VictoryLeaders",2015
36,36,"Scott Gardiner",3,NA,"VictoryLeaders",2015
36,36,"Brice Garnett",29,NA,"VictoryLeaders",2015
36,36,"Robert Garrigus",25,NA,"VictoryLeaders",2015
36,36,"CJ Gatto",1,NA,"VictoryLeaders",2015
36,36,"Ben Geyer",1,NA,"VictoryLeaders",2015
36,36,"Chris Gilley",1,NA,"VictoryLeaders",2015
36,36,"Tom Gillis",16,NA,"VictoryLeaders",2015
36,36,"Chris Gilman",1,NA,"VictoryLeaders",2015
36,36,"Lucas Glover",26,NA,"VictoryLeaders",2015
36,36,"Mathew Goggin",1,NA,"VictoryLeaders",2015
36,36,"Kevin Golding",1,NA,"VictoryLeaders",2015
36,36,"Andres Gonzales",28,NA,"VictoryLeaders",2015
36,36,"Retief Goosen",25,NA,"VictoryLeaders",2015
36,36,"Jason Gore",26,NA,"VictoryLeaders",2015
36,36,"Oliver Goss",1,NA,"VictoryLeaders",2015
36,36,"David Gossett",1,NA,"VictoryLeaders",2015
36,36,"Paul Goydos",1,NA,"VictoryLeaders",2015
36,36,"Branden Grace",13,NA,"VictoryLeaders",2015
36,36,"Nathan Green",1,NA,"VictoryLeaders",2015
36,36,"Garland Green",1,NA,"VictoryLeaders",2015
36,36,"Cody Gribble",4,NA,"VictoryLeaders",2015
36,36,"Emiliano Grillo",5,NA,"VictoryLeaders",2015
36,36,"Mathias Gronberg",1,NA,"VictoryLeaders",2015
36,36,"Jimmy Gunn",1,NA,"VictoryLeaders",2015
36,36,"Luke Guthrie",27,NA,"VictoryLeaders",2015
36,36,"Scott Gutschewski",1,NA,"VictoryLeaders",2015
36,36,"Jerry Haas",1,NA,"VictoryLeaders",2015
36,36,"Jhared Hack",1,NA,"VictoryLeaders",2015
36,36,"Chesson Hadley",30,NA,"VictoryLeaders",2015
36,36,"Adam Hadwin",30,NA,"VictoryLeaders",2015
36,36,"Brandon Hagy",8,NA,"VictoryLeaders",2015
36,36,"Todd Hamilton",3,NA,"VictoryLeaders",2015
36,36,"Blair Hamilton",1,NA,"VictoryLeaders",2015
36,36,"Cole Hammer",1,NA,"VictoryLeaders",2015
36,36,"Nick Hardy",1,NA,"VictoryLeaders",2015
36,36,"Brian Harman",29,NA,"VictoryLeaders",2015
36,36,"Scott Harrington",1,NA,"VictoryLeaders",2015
36,36,"Dudley Hart",8,NA,"VictoryLeaders",2015
36,36,"Scott Harvey",1,NA,"VictoryLeaders",2015
36,36,"Tyrrell Hatton",2,NA,"VictoryLeaders",2015
36,36,"David Hearn",30,NA,"VictoryLeaders",2015
36,36,"Ryan Helminen",1,NA,"VictoryLeaders",2015
36,36,"Scott Hend",1,NA,"VictoryLeaders",2015
36,36,"Mike Hendry",1,NA,"VictoryLeaders",2015
36,36,"Russell Henley",24,NA,"VictoryLeaders",2015
36,36,"Mark Hensby",2,NA,"VictoryLeaders",2015
36,36,"Jim Herman",27,NA,"VictoryLeaders",2015
36,36,"Tim Herron",7,NA,"VictoryLeaders",2015
36,36,"Justin Hicks",14,NA,"VictoryLeaders",2015
36,36,"Morgan Hoffmann",26,NA,"VictoryLeaders",2015
36,36,"Tom Hoge",26,NA,"VictoryLeaders",2015
36,36,"David Holmes",1,NA,"VictoryLeaders",2015
36,36,"Max Homa",27,NA,"VictoryLeaders",2015
36,36,"Wes Homan",4,NA,"VictoryLeaders",2015
36,36,"Creighton Honeck",1,NA,"VictoryLeaders",2015
36,36,"Michael Hopper",1,NA,"VictoryLeaders",2015
36,36,"Billy Horschel",28,NA,"VictoryLeaders",2015
36,36,"Sam Horsfield",1,NA,"VictoryLeaders",2015
36,36,"Beau Hossler",1,NA,"VictoryLeaders",2015
36,36,"TJ Howe",1,NA,"VictoryLeaders",2015
36,36,"David Howell",2,NA,"VictoryLeaders",2015
36,36,"Charles Howell III",30,NA,"VictoryLeaders",2015
36,36,"Mu Hu",1,NA,"VictoryLeaders",2015
36,36,"Mark Hubbard",25,NA,"VictoryLeaders",2015
36,36,"John Huh",31,NA,"VictoryLeaders",2015
36,36,"Billy Hurley III",28,NA,"VictoryLeaders",2015
36,36,"Yuta Ikeda",2,NA,"VictoryLeaders",2015
36,36,"Mikko Ilonen",8,NA,"VictoryLeaders",2015
36,36,"Ryuji Imada",4,NA,"VictoryLeaders",2015
36,36,"Trevor Immelman",19,NA,"VictoryLeaders",2015
36,36,"Ryo Ishikawa",28,NA,"VictoryLeaders",2015
36,36,"Hiroshi Iwata",4,NA,"VictoryLeaders",2015
36,36,"Peter Jacobsen",0,NA,"VictoryLeaders",2015
36,36,"Freddie Jacobson",14,NA,"VictoryLeaders",2015
36,36,"Raphael Jacquelin",1,NA,"VictoryLeaders",2015
36,36,"Stephan Jaeger",1,NA,"VictoryLeaders",2015
36,36,"Thongchai Jaidee",10,NA,"VictoryLeaders",2015
36,36,"Lee Janzen",4,NA,"VictoryLeaders",2015
36,36,"Steven Jeffress",1,NA,"VictoryLeaders",2015
36,36,"Jin Jeong",1,NA,"VictoryLeaders",2015
36,36,"Miguel Angel Jimenez",6,NA,"VictoryLeaders",2015
36,36,"Brandt Jobe",6,NA,"VictoryLeaders",2015
36,36,"Tom Johnson",2,NA,"VictoryLeaders",2015
36,36,"Richard Johnson",1,NA,"VictoryLeaders",2015
36,36,"Kent Jones",2,NA,"VictoryLeaders",2015
36,36,"Matt Jones",25,NA,"VictoryLeaders",2015
36,36,"Brett Jones",1,NA,"VictoryLeaders",2015
36,36,"Kyle Jones",1,NA,"VictoryLeaders",2015
36,36,"Richard Jung",1,NA,"VictoryLeaders",2015
36,36,"Joseph Juszczyk",1,NA,"VictoryLeaders",2015
36,36,"Craig Kanada",1,NA,"VictoryLeaders",2015
36,36,"Alex Kang",1,NA,"VictoryLeaders",2015
36,36,"Shiv Kapur",1,NA,"VictoryLeaders",2015
36,36,"Rikard Karlberg",2,NA,"VictoryLeaders",2015
36,36,"Robert Karlsson",2,NA,"VictoryLeaders",2015
36,36,"Smylie Kaufman",2,NA,"VictoryLeaders",2015
36,36,"Masahiro Kawamura",1,NA,"VictoryLeaders",2015
36,36,"Martin Kaymer",13,NA,"VictoryLeaders",2015
36,36,"Jerry Kelly",24,NA,"VictoryLeaders",2015
36,36,"Troy Kelly",9,NA,"VictoryLeaders",2015
36,36,"Skip Kendall",2,NA,"VictoryLeaders",2015
36,36,"Ryan Kennedy",2,NA,"VictoryLeaders",2015
36,36,"JJ Killeen",1,NA,"VictoryLeaders",2015
36,36,"Hyung Sung Kim",2,NA,"VictoryLeaders",2015
36,36,"Whee Kim",23,NA,"VictoryLeaders",2015
36,36,"Alex Kim",1,NA,"VictoryLeaders",2015
36,36,"Michael Kinkopf",1,NA,"VictoryLeaders",2015
36,36,"Paul Kinnear",1,NA,"VictoryLeaders",2015
36,36,"Kevin Kisner",30,NA,"VictoryLeaders",2015
36,36,"Patton Kizzire",2,NA,"VictoryLeaders",2015
36,36,"Soren Kjeldsen",3,NA,"VictoryLeaders",2015
36,36,"Jake Knapp",2,NA,"VictoryLeaders",2015
36,36,"Colt Knost",29,NA,"VictoryLeaders",2015
36,36,"Russell Knox",28,NA,"VictoryLeaders",2015
36,36,"Jason Knutzon",2,NA,"VictoryLeaders",2015
36,36,"Johan Kok",1,NA,"VictoryLeaders",2015
36,36,"Jason Kokrak",28,NA,"VictoryLeaders",2015
36,36,"Andrew Kozan",1,NA,"VictoryLeaders",2015
36,36,"Kelly Kraft",1,NA,"VictoryLeaders",2015
36,36,"Matt Kuchar",25,NA,"VictoryLeaders",2015
36,36,"Doug LaBelle II",1,NA,"VictoryLeaders",2015
36,36,"Anirban Lahiri",12,NA,"VictoryLeaders",2015
36,36,"Martin Laird",24,NA,"VictoryLeaders",2015
36,36,"Neal Lancaster",4,NA,"VictoryLeaders",2015
36,36,"Andrew Landry",1,NA,"VictoryLeaders",2015
36,36,"Romain Langasque",1,NA,"VictoryLeaders",2015
36,36,"Bernhard Langer",3,NA,"VictoryLeaders",2015
36,36,"Scott Langley",28,NA,"VictoryLeaders",2015
36,36,"Pablo Larrazabal",4,NA,"VictoryLeaders",2015
36,36,"Antonio Lascuna",2,NA,"VictoryLeaders",2015
36,36,"Paul Lawrie",1,NA,"VictoryLeaders",2015
36,36,"Grant Leaver",1,NA,"VictoryLeaders",2015
36,36,"DH Lee",2,NA,"VictoryLeaders",2015
36,36,"Richard Lee",1,NA,"VictoryLeaders",2015
36,36,"Jun Hak Lee",1,NA,"VictoryLeaders",2015
36,36,"Tom Lehman",2,NA,"VictoryLeaders",2015
36,36,"Marc Leishman",23,NA,"VictoryLeaders",2015
36,36,"Justin Leonard",22,NA,"VictoryLeaders",2015
36,36,"Spencer Levin",31,NA,"VictoryLeaders",2015
36,36,"Alexander Levy",8,NA,"VictoryLeaders",2015
36,36,"Rick Lewallen",1,NA,"VictoryLeaders",2015
36,36,"Steve Lewton",1,NA,"VictoryLeaders",2015
36,36,"Hao Tong Li",1,NA,"VictoryLeaders",2015
36,36,"WC Liang",5,NA,"VictoryLeaders",2015
36,36,"Thomas Lim",1,NA,"VictoryLeaders",2015
36,36,"David Lipsky",5,NA,"VictoryLeaders",2015
36,36,"William Liu",1,NA,"VictoryLeaders",2015
36,36,"Lance Lopez",1,NA,"VictoryLeaders",2015
36,36,"Andrew Loupe",15,NA,"VictoryLeaders",2015
36,36,"Jamie Lovemark",2,NA,"VictoryLeaders",2015
36,36,"Justin Lower",1,NA,"VictoryLeaders",2015
36,36,"Steve Lowery",3,NA,"VictoryLeaders",2015
36,36,"Kevin Lucas",1,NA,"VictoryLeaders",2015
36,36,"Joost Luiten",13,NA,"VictoryLeaders",2015
36,36,"Bill Lunde",18,NA,"VictoryLeaders",2015
36,36,"Sandy Lyle",2,NA,"VictoryLeaders",2015
36,36,"Jarrod Lyle",10,NA,"VictoryLeaders",2015
36,36,"Matt Mabrey",1,NA,"VictoryLeaders",2015
36,36,"Will Ma Kenzie",16,NA,"VictoryLeaders",2015
36,36,"Jeff Maggert",2,NA,"VictoryLeaders",2015
36,36,"MJ Maguire",1,NA,"VictoryLeaders",2015
36,36,"Jack Maguire",1,NA,"VictoryLeaders",2015
36,36,"Hunter Mahan",24,NA,"VictoryLeaders",2015
36,36,"Gregor Main",1,NA,"VictoryLeaders",2015
36,36,"John Mallinger",1,NA,"VictoryLeaders",2015
36,36,"Peter Malnati",1,NA,"VictoryLeaders",2015
36,36,"Matteo Manassero",1,NA,"VictoryLeaders",2015
36,36,"Steve Marino",1,NA,"VictoryLeaders",2015
36,36,"Nick Mason",1,NA,"VictoryLeaders",2015
36,36,"David Mathis",1,NA,"VictoryLeaders",2015
36,36,"Hideki Matsuyama",25,NA,"VictoryLeaders",2015
36,36,"Troy Matteson",9,NA,"VictoryLeaders",2015
36,36,"Len Mattiace",6,NA,"VictoryLeaders",2015
36,36,"Bob May",1,NA,"VictoryLeaders",2015
36,36,"Billy Mayfair",6,NA,"VictoryLeaders",2015
36,36,"Michael McCabe",1,NA,"VictoryLeaders",2015
36,36,"Scott McCarron",7,NA,"VictoryLeaders",2015
36,36,"Denny McCarthy",1,NA,"VictoryLeaders",2015
36,36,"Todd McCorkle",1,NA,"VictoryLeaders",2015
36,36,"Lee McCoy",3,NA,"VictoryLeaders",2015
36,36,"Graeme McDowell",15,NA,"VictoryLeaders",2015
36,36,"Paul McGinley",1,NA,"VictoryLeaders",2015
36,36,"William McGirt",30,NA,"VictoryLeaders",2015
36,36,"Parker McLachlin",2,NA,"VictoryLeaders",2015
36,36,"Jay McLuen",1,NA,"VictoryLeaders",2015
36,36,"Maverick McNealy",2,NA,"VictoryLeaders",2015
36,36,"George McNeill",27,NA,"VictoryLeaders",2015
36,36,"Rocco Mediate",1,NA,"VictoryLeaders",2015
36,36,"Prom Meesawat",1,NA,"VictoryLeaders",2015
36,36,"John Merrick",27,NA,"VictoryLeaders",2015
36,36,"Byron Meth",1,NA,"VictoryLeaders",2015
36,36,"Shaun Micheel",5,NA,"VictoryLeaders",2015
36,36,"Phil Mickelson",19,NA,"VictoryLeaders",2015
36,36,"Daniel Miernicki",1,NA,"VictoryLeaders",2015
36,36,"Andy Miller",1,NA,"VictoryLeaders",2015
36,36,"Brad Miller",1,NA,"VictoryLeaders",2015
36,36,"Yusaku Miyazato",1,NA,"VictoryLeaders",2015
36,36,"Larry Mize",1,NA,"VictoryLeaders",2015
36,36,"Bryce Molder",26,NA,"VictoryLeaders",2015
36,36,"Edoardo Molinari",1,NA,"VictoryLeaders",2015
36,36,"Francesco Molinari",16,NA,"VictoryLeaders",2015
36,36,"Colin Montgomerie",2,NA,"VictoryLeaders",2015
36,36,"Jonathan Moore",1,NA,"VictoryLeaders",2015
36,36,"Erick Morales",1,NA,"VictoryLeaders",2015
36,36,"Scott Moran",1,NA,"VictoryLeaders",2015
36,36,"Alan Morin",1,NA,"VictoryLeaders",2015
36,36,"James Morrison",2,NA,"VictoryLeaders",2015
36,36,"Trey Mullinax",1,NA,"VictoryLeaders",2015
36,36,"Garth Mulroy",1,NA,"VictoryLeaders",2015
36,36,"Anthony Murdaca",1,NA,"VictoryLeaders",2015
36,36,"Clay Myers II",1,NA,"VictoryLeaders",2015
36,36,"Kevin Na",27,NA,"VictoryLeaders",2015
36,36,"Chris Naegel",2,NA,"VictoryLeaders",2015
36,36,"Jake Narro",1,NA,"VictoryLeaders",2015
36,36,"Bradley Neil",3,NA,"VictoryLeaders",2015
36,36,"Matthew NeSmith",1,NA,"VictoryLeaders",2015
36,36,"Patrick Newcomb",2,NA,"VictoryLeaders",2015
36,36,"Jordan Niebrugge",1,NA,"VictoryLeaders",2015
36,36,"Brody Ninyette",1,NA,"VictoryLeaders",2015
36,36,"Seung Yul Noh",21,NA,"VictoryLeaders",2015
36,36,"Alexander Noren",2,NA,"VictoryLeaders",2015
36,36,"Sam ODell",1,NA,"VictoryLeaders",2015
36,36,"Sean OHair",26,NA,"VictoryLeaders",2015
36,36,"Mark OMeara",2,NA,"VictoryLeaders",2015
36,36,"Timothy ONeal",1,NA,"VictoryLeaders",2015
36,36,"Koumei Oda",4,NA,"VictoryLeaders",2015
36,36,"Geoff Ogilvy",15,NA,"VictoryLeaders",2015
36,36,"Garrett Okamura",1,NA,"VictoryLeaders",2015
36,36,"Jose Maria Olazabal",1,NA,"VictoryLeaders",2015
36,36,"Thorbjorn Olesen",1,NA,"VictoryLeaders",2015
36,36,"Jeff Olson",1,NA,"VictoryLeaders",2015
36,36,"Louis Oosthuizen",20,NA,"VictoryLeaders",2015
36,36,"Carlos Ortiz",30,NA,"VictoryLeaders",2015
36,36,"Garrett Osborn",4,NA,"VictoryLeaders",2015
36,36,"Hennie Otto",1,NA,"VictoryLeaders",2015
36,36,"Jeff Overton",30,NA,"VictoryLeaders",2015
