"Roundsinthe60s_RANKTHISWEEK_2011","Roundsinthe60s_RANKLASTWEEK_2011","Roundsinthe60s_PLAYERNAME_2011","Roundsinthe60s_EVENTS_2011","Roundsinthe60s_TOTALRNDS_2011","stat_name","year"
1,1,"Webb Simpson",26,60,"Roundsinthe60s",2011
2,2,"Spencer Levin",31,50,"Roundsinthe60s",2011
3,3,"Matt Kuchar",24,48,"Roundsinthe60s",2011
4,4,"Charles Howell III",30,47,"Roundsinthe60s",2011
5,5,"Brendon de Jonge",30,46,"Roundsinthe60s",2011
5,5,"Gary Woodland",25,46,"Roundsinthe60s",2011
7,7,"Blake Adams",34,45,"Roundsinthe60s",2011
8,8,"Jerry Kelly",26,43,"Roundsinthe60s",2011
9,9,"Brian Davis",30,41,"Roundsinthe60s",2011
9,9,"Brandt Jobe",28,41,"Roundsinthe60s",2011
9,9,"William McGirt",32,41,"Roundsinthe60s",2011
9,9,"Carl Pettersson",27,41,"Roundsinthe60s",2011
9,9,"Kyle Stanley",28,41,"Roundsinthe60s",2011
14,14,"Bill Haas",26,40,"Roundsinthe60s",2011
14,14,"David Toms",23,40,"Roundsinthe60s",2011
14,14,"Cameron Tringale",32,40,"Roundsinthe60s",2011
14,14,"Bo Van Pelt",27,40,"Roundsinthe60s",2011
18,18,"Chad Campbell",29,39,"Roundsinthe60s",2011
18,18,"Kevin Na",26,39,"Roundsinthe60s",2011
18,18,"Steve Stricker",19,39,"Roundsinthe60s",2011
21,21,"Kris Blanks",29,38,"Roundsinthe60s",2011
21,21,"Chris Kirk",28,38,"Roundsinthe60s",2011
21,21,"Hunter Mahan",25,38,"Roundsinthe60s",2011
24,24,"Luke Donald",19,37,"Roundsinthe60s",2011
24,24,"Tommy Gainey",34,37,"Roundsinthe60s",2011
24,24,"David Hearn",26,37,"Roundsinthe60s",2011
24,24,"Billy Mayfair",29,37,"Roundsinthe60s",2011
24,24,"Brandt Snedeker",26,37,"Roundsinthe60s",2011
29,29,"Jim Furyk",26,36,"Roundsinthe60s",2011
29,29,"Freddie Jacobson",25,36,"Roundsinthe60s",2011
29,29,"Bryce Molder",27,36,"Roundsinthe60s",2011
29,29,"Vijay Singh",25,36,"Roundsinthe60s",2011
29,29,"Josh Teater",31,36,"Roundsinthe60s",2011
29,29,"Nick Watney",22,36,"Roundsinthe60s",2011
35,35,"Aaron Baddeley",22,35,"Roundsinthe60s",2011
35,35,"Chris DiMarco",31,35,"Roundsinthe60s",2011
35,35,"Jason Dufner",23,35,"Roundsinthe60s",2011
35,35,"Charley Hoffman",27,35,"Roundsinthe60s",2011
35,35,"Chez Reavie",27,35,"Roundsinthe60s",2011
35,35,"John Rollins",27,35,"Roundsinthe60s",2011
35,35,"Jhonattan Vegas",25,35,"Roundsinthe60s",2011
42,42,"Jason Day",21,34,"Roundsinthe60s",2011
42,42,"JJ Henry",28,34,"Roundsinthe60s",2011
42,42,"Zach Johnson",23,34,"Roundsinthe60s",2011
42,42,"Tim Petrovic",29,34,"Roundsinthe60s",2011
42,42,"Rory Sabbatini",24,34,"Roundsinthe60s",2011
42,42,"Kevin Streelman",26,34,"Roundsinthe60s",2011
42,42,"Chris Stroud",28,34,"Roundsinthe60s",2011
49,49,"Jonathan Byrd",26,33,"Roundsinthe60s",2011
49,49,"Rickie Fowler",24,33,"Roundsinthe60s",2011
49,49,"Brian Gay",26,33,"Roundsinthe60s",2011
49,49,"Marc Leishman",27,33,"Roundsinthe60s",2011
49,49,"Bill Lunde",28,33,"Roundsinthe60s",2011
49,49,"John Merrick",21,33,"Roundsinthe60s",2011
49,49,"John Senden",26,33,"Roundsinthe60s",2011
49,49,"Kevin Stadler",27,33,"Roundsinthe60s",2011
49,49,"Brendan Steele",27,33,"Roundsinthe60s",2011
58,58,"Steven Bowditch",28,32,"Roundsinthe60s",2011
58,58,"Martin Laird",23,32,"Roundsinthe60s",2011
58,58,"David Mathis",25,32,"Roundsinthe60s",2011
58,58,"Troy Matteson",28,32,"Roundsinthe60s",2011
58,58,"Jeff Overton",26,32,"Roundsinthe60s",2011
58,58,"Vaughn Taylor",27,32,"Roundsinthe60s",2011
58,58,"Michael Thompson",25,32,"Roundsinthe60s",2011
58,58,"Mark Wilson",26,32,"Roundsinthe60s",2011
66,66,"Keegan Bradley",28,31,"Roundsinthe60s",2011
66,66,"Ryan Moore",22,31,"Roundsinthe60s",2011
66,66,"Nick OHern",29,31,"Roundsinthe60s",2011
66,66,"Pat Perez",24,31,"Roundsinthe60s",2011
66,66,"Bubba Watson",22,31,"Roundsinthe60s",2011
71,71,"Robert Allenby",25,30,"Roundsinthe60s",2011
71,71,"Greg Chalmers",28,30,"Roundsinthe60s",2011
71,71,"Chris Couch",21,30,"Roundsinthe60s",2011
71,71,"Ryuji Imada",29,30,"Roundsinthe60s",2011
71,71,"DA Points",26,30,"Roundsinthe60s",2011
71,71,"Tag Ridings",28,30,"Roundsinthe60s",2011
71,71,"DJ Trahan",30,30,"Roundsinthe60s",2011
71,71,"Jimmy Walker",24,30,"Roundsinthe60s",2011
79,79,"Michael Bradley",24,29,"Roundsinthe60s",2011
79,79,"Sergio Garcia",16,29,"Roundsinthe60s",2011
79,79,"Robert Garrigus",26,29,"Roundsinthe60s",2011
79,79,"Tim Herron",28,29,"Roundsinthe60s",2011
79,79,"Trevor Immelman",25,29,"Roundsinthe60s",2011
79,79,"Heath Slocum",29,29,"Roundsinthe60s",2011
79,79,"Charlie Wi",25,29,"Roundsinthe60s",2011
86,86,"Matt Bettencourt",30,28,"Roundsinthe60s",2011
86,86,"Phil Mickelson",21,28,"Roundsinthe60s",2011
86,86,"Rod Pampling",21,28,"Roundsinthe60s",2011
86,86,"Andres Romero",22,28,"Roundsinthe60s",2011
86,86,"Johnson Wagner",25,28,"Roundsinthe60s",2011
91,91,"Stephen Ames",22,27,"Roundsinthe60s",2011
91,91,"Arjun Atwal",29,27,"Roundsinthe60s",2011
91,91,"Briny Baird",19,27,"Roundsinthe60s",2011
91,91,"Lucas Glover",23,27,"Roundsinthe60s",2011
91,91,"Paul Goydos",25,27,"Roundsinthe60s",2011
91,91,"Hunter Haas",30,27,"Roundsinthe60s",2011
91,91,"Joe Ogilvie",24,27,"Roundsinthe60s",2011
91,91,"Geoff Ogilvy",21,27,"Roundsinthe60s",2011
91,91,"Scott Piercy",23,27,"Roundsinthe60s",2011
91,91,"Chris Riley",25,27,"Roundsinthe60s",2011
91,91,"Justin Rose",23,27,"Roundsinthe60s",2011
91,91,"Paul Stankowski",24,27,"Roundsinthe60s",2011
91,91,"Roland Thatcher",22,27,"Roundsinthe60s",2011
104,104,"Kevin Chappell",26,26,"Roundsinthe60s",2011
104,104,"Ben Crane",23,26,"Roundsinthe60s",2011
104,104,"Nathan Green",26,26,"Roundsinthe60s",2011
104,104,"Kent Jones",25,26,"Roundsinthe60s",2011
108,108,"Cameron Beckman",25,25,"Roundsinthe60s",2011
108,108,"Shane Bertsch",20,25,"Roundsinthe60s",2011
108,108,"Jason Bohn",22,25,"Roundsinthe60s",2011
108,108,"Michael Connell",26,25,"Roundsinthe60s",2011
108,108,"Bobby Gates",29,25,"Roundsinthe60s",2011
108,108,"George McNeill",21,25,"Roundsinthe60s",2011
108,108,"Adam Scott",18,25,"Roundsinthe60s",2011
108,108,"Scott Stallings",28,25,"Roundsinthe60s",2011
116,116,"KJ Choi",22,24,"Roundsinthe60s",2011
116,116,"Dustin Johnson",21,24,"Roundsinthe60s",2011
118,118,"Ricky Barnes",23,23,"Roundsinthe60s",2011
118,118,"Steve Flesch",27,23,"Roundsinthe60s",2011
118,118,"Padraig Harrington",18,23,"Roundsinthe60s",2011
118,118,"Anthony Kim",26,23,"Roundsinthe60s",2011
118,118,"Davis Love III",22,23,"Roundsinthe60s",2011
118,118,"Ben Martin",25,23,"Roundsinthe60s",2011
118,118,"Ryan Palmer",24,23,"Roundsinthe60s",2011
125,125,"Lee Janzen",19,22,"Roundsinthe60s",2011
125,125,"Matt Jones",25,22,"Roundsinthe60s",2011
125,125,"Bio Kim",25,22,"Roundsinthe60s",2011
125,125,"Jarrod Lyle",29,22,"Roundsinthe60s",2011
125,125,"Steve Marino",23,22,"Roundsinthe60s",2011
125,125,"Aron Price",18,22,"Roundsinthe60s",2011
125,125,"Alex Prugh",29,22,"Roundsinthe60s",2011
125,125,"Garrett Willis",24,22,"Roundsinthe60s",2011
133,133,"Woody Austin",18,21,"Roundsinthe60s",2011
133,133,"Sung Kang",21,21,"Roundsinthe60s",2011
133,133,"Matt McQuillan",21,21,"Roundsinthe60s",2011
133,133,"Tom Pernice Jr",12,21,"Roundsinthe60s",2011
137,137,"Joseph Bramlett",25,20,"Roundsinthe60s",2011
137,137,"Bud Cauley",8,20,"Roundsinthe60s",2011
137,137,"Stewart Cink",22,20,"Roundsinthe60s",2011
137,137,"Ernie Els",21,20,"Roundsinthe60s",2011
137,137,"Tom Gillis",19,20,"Roundsinthe60s",2011
137,137,"Fabian Gomez",26,20,"Roundsinthe60s",2011
137,137,"Retief Goosen",16,20,"Roundsinthe60s",2011
137,137,"Jim Herman",22,20,"Roundsinthe60s",2011
137,137,"Billy Horschel",25,20,"Roundsinthe60s",2011
137,137,"Robert Karlsson",18,20,"Roundsinthe60s",2011
137,137,"Justin Leonard",26,20,"Roundsinthe60s",2011
148,148,"Alex Cejka",21,19,"Roundsinthe60s",2011
148,148,"Ben Curtis",23,19,"Roundsinthe60s",2011
148,148,"Joe Durant",25,19,"Roundsinthe60s",2011
148,148,"JB Holmes",16,19,"Roundsinthe60s",2011
148,148,"Kevin Kisner",24,19,"Roundsinthe60s",2011
148,148,"Colt Knost",27,19,"Roundsinthe60s",2011
148,148,"Scott McCarron",22,19,"Roundsinthe60s",2011
148,148,"Zack Miller",30,19,"Roundsinthe60s",2011
148,148,"Michael Putnam",21,19,"Roundsinthe60s",2011
148,148,"Charl Schwartzel",15,19,"Roundsinthe60s",2011
148,148,"Scott Verplank",15,19,"Roundsinthe60s",2011
148,148,"Camilo Villegas",25,19,"Roundsinthe60s",2011
148,148,"Dean Wilson",22,19,"Roundsinthe60s",2011
161,161,"Harrison Frazar",19,18,"Roundsinthe60s",2011
161,161,"Andres Gonzales",21,18,"Roundsinthe60s",2011
161,161,"Shaun Micheel",27,18,"Roundsinthe60s",2011
161,161,"Boo Weekley",23,18,"Roundsinthe60s",2011
165,165,"DJ Brigman",23,17,"Roundsinthe60s",2011
165,165,"James Driscoll",24,17,"Roundsinthe60s",2011
165,165,"Steve Elkington",17,17,"Roundsinthe60s",2011
165,165,"Scott Gutschewski",23,17,"Roundsinthe60s",2011
165,165,"Sean OHair",24,17,"Roundsinthe60s",2011
165,165,"Ian Poulter",16,17,"Roundsinthe60s",2011
165,165,"Jim Renner",22,17,"Roundsinthe60s",2011
165,165,"Alexandre Rocha",22,17,"Roundsinthe60s",2011
165,165,"Daniel Summerhays",29,17,"Roundsinthe60s",2011
165,165,"YE Yang",18,17,"Roundsinthe60s",2011
175,175,"Stuart Appleby",24,16,"Roundsinthe60s",2011
175,175,"David Duval",24,16,"Roundsinthe60s",2011
175,175,"Will Ma Kenzie",14,16,"Roundsinthe60s",2011
175,175,"Rory McIlroy",10,16,"Roundsinthe60s",2011
175,175,"Cameron Percy",12,16,"Roundsinthe60s",2011
180,180,"JP Hayes",19,15,"Roundsinthe60s",2011
180,180,"Graeme McDowell",16,15,"Roundsinthe60s",2011
180,180,"Nate Smith",24,15,"Roundsinthe60s",2011
180,180,"Lee Westwood",10,15,"Roundsinthe60s",2011
184,184,"Angel Cabrera",17,14,"Roundsinthe60s",2011
184,184,"Richard Johnson",23,14,"Roundsinthe60s",2011
184,184,"Troy Merritt",23,14,"Roundsinthe60s",2011
184,184,"Brett Wetterich",8,14,"Roundsinthe60s",2011
188,188,"Paul Casey",15,13,"Roundsinthe60s",2011
188,188,"John Mallinger",15,13,"Roundsinthe60s",2011
190,190,"Bob Estes",12,12,"Roundsinthe60s",2011
191,191,"John Daly",18,11,"Roundsinthe60s",2011
191,191,"Derek Lamely",26,11,"Roundsinthe60s",2011
191,191,"Louis Oosthuizen",15,11,"Roundsinthe60s",2011
191,191,"Jeff Quinney",14,11,"Roundsinthe60s",2011
191,191,"Henrik Stenson",15,11,"Roundsinthe60s",2011
191,191,"Will Strickler",19,11,"Roundsinthe60s",2011
191,191,"Kevin Sutherland",11,11,"Roundsinthe60s",2011
191,191,"Peter Tomasulo",12,11,"Roundsinthe60s",2011
199,199,"Chris Baryla",20,10,"Roundsinthe60s",2011
199,199,"Chad Collins",16,10,"Roundsinthe60s",2011
199,199,"Justin Hicks",23,10,"Roundsinthe60s",2011
199,199,"KT Kim",9,10,"Roundsinthe60s",2011
199,199,"Michael Letzig",13,10,"Roundsinthe60s",2011
199,199,"Frank Lickliter II",12,10,"Roundsinthe60s",2011
199,199,"Francesco Molinari",11,10,"Roundsinthe60s",2011
199,199,"Kirk Triplett",8,10,"Roundsinthe60s",2011
199,199,"Tiger Woods",9,10,"Roundsinthe60s",2011
208,208,"Anders Hansen",7,9,"Roundsinthe60s",2011
208,208,"Tom Lehman",5,9,"Roundsinthe60s",2011
208,208,"Jeff Maggert",18,9,"Roundsinthe60s",2011
208,208,"Martin Piller",23,9,"Roundsinthe60s",2011
208,208,"Marc Turnesa",20,9,"Roundsinthe60s",2011
208,208,"Duffy Waldorf",14,9,"Roundsinthe60s",2011
208,208,"Charles Warren",10,9,"Roundsinthe60s",2011
215,215,"Patrick Cantlay",5,8,"Roundsinthe60s",2011
215,215,"Marco Dawson",3,8,"Roundsinthe60s",2011
215,215,"Adam Hadwin",5,8,"Roundsinthe60s",2011
215,215,"Martin Kaymer",10,8,"Roundsinthe60s",2011
219,219,"Rich Beem",21,7,"Roundsinthe60s",2011
219,219,"Mark Calcavecchia",6,7,"Roundsinthe60s",2011
219,219,"Peter Hanson",12,7,"Roundsinthe60s",2011
219,219,"Rocco Mediate",23,7,"Roundsinthe60s",2011
219,219,"Edoardo Molinari",12,7,"Roundsinthe60s",2011
219,219,"Kenny Perry",13,7,"Roundsinthe60s",2011
219,219,"Michael Sim",19,7,"Roundsinthe60s",2011
219,219,"Chris Tidland",12,7,"Roundsinthe60s",2011
227,227,"Tim Clark",4,6,"Roundsinthe60s",2011
227,227,"Todd Hamilton",11,6,"Roundsinthe60s",2011
227,227,"Morgan Hoffmann",4,6,"Roundsinthe60s",2011
227,227,"Ryo Ishikawa",10,6,"Roundsinthe60s",2011
227,227,"Carl Paulson",11,6,"Roundsinthe60s",2011
232,232,"Michael Allen",5,5,"Roundsinthe60s",2011
232,232,"Fred Couples",5,5,"Roundsinthe60s",2011
232,232,"Simon Dyson",3,5,"Roundsinthe60s",2011
232,232,"Ross Fisher",8,5,"Roundsinthe60s",2011
232,232,"Robert Gamez",9,5,"Roundsinthe60s",2011
232,232,"Jeff Klauk",8,5,"Roundsinthe60s",2011
232,232,"Sam Saunders",8,5,"Roundsinthe60s",2011
232,232,"Jay Williamson",6,5,"Roundsinthe60s",2011
240,240,"Darren Clarke",3,4,"Roundsinthe60s",2011
240,240,"Scott Gordon",19,4,"Roundsinthe60s",2011
240,240,"Mark Hensby",6,4,"Roundsinthe60s",2011
240,240,"Yuta Ikeda",9,4,"Roundsinthe60s",2011
240,240,"Jamie Lovemark",9,4,"Roundsinthe60s",2011
240,240,"Matteo Manassero",8,4,"Roundsinthe60s",2011
240,240,"Alexander Noren",4,4,"Roundsinthe60s",2011
240,240,"Jesper Parnevik",10,4,"Roundsinthe60s",2011
240,240,"Fran Quinn",10,4,"Roundsinthe60s",2011
240,240,"Alvaro Quiros",8,4,"Roundsinthe60s",2011
240,240,"Omar Uresti",5,4,"Roundsinthe60s",2011
251,251,"Craig Bowden",4,3,"Roundsinthe60s",2011
251,251,"Erik Compton",6,3,"Roundsinthe60s",2011
251,251,"John Cook",1,3,"Roundsinthe60s",2011
251,251,"Matt Every",5,3,"Roundsinthe60s",2011
251,251,"Jason Gore",6,3,"Roundsinthe60s",2011
251,251,"Pablo Larrazabal",3,3,"Roundsinthe60s",2011
