"Total3Putts1520_RANKTHISWEEK_2013","Total3Putts1520_RANKLASTWEEK_2013","Total3Putts1520_PLAYERNAME_2013","Total3Putts1520_ROUNDS_2013","Total3Putts1520_TOTAL3PUTTS1520_2013","Total3Putts1520_TOTAL3PUTTS_2013","stat_name","year"
1,1,"Charley Hoffman",84,6,43,"Total3Putts1520",2013
1,1,"Kyle Stanley",71,6,55,"Total3Putts1520",2013
1,1,"Brian Stuard",78,6,31,"Total3Putts1520",2013
4,4,"Charlie Beljan",62,5,39,"Total3Putts1520",2013
4,4,"Erik Compton",74,5,42,"Total3Putts1520",2013
4,4,"Matt Every",89,5,50,"Total3Putts1520",2013
4,4,"Tommy Gainey",84,5,44,"Total3Putts1520",2013
4,4,"Ben Kohles",75,5,39,"Total3Putts1520",2013
4,4,"Ted Potter Jr",65,5,41,"Total3Putts1520",2013
4,4,"Rory Sabbatini",86,5,53,"Total3Putts1520",2013
4,4,"Webb Simpson",92,5,23,"Total3Putts1520",2013
4,4,"Nicholas Thompson",99,5,58,"Total3Putts1520",2013
4,4,"Lee Westwood",70,5,34,"Total3Putts1520",2013
14,14,"Ricky Barnes",74,4,43,"Total3Putts1520",2013
14,14,"Ken Duke",87,4,43,"Total3Putts1520",2013
14,14,"Tom Gillis",69,4,36,"Total3Putts1520",2013
14,14,"Ryo Ishikawa",72,4,39,"Total3Putts1520",2013
14,14,"Zach Johnson",84,4,35,"Total3Putts1520",2013
14,14,"Chris Kirk",89,4,40,"Total3Putts1520",2013
14,14,"DH Lee",65,4,37,"Total3Putts1520",2013
14,14,"John Merrick",79,4,33,"Total3Putts1520",2013
14,14,"Carl Pettersson",82,4,30,"Total3Putts1520",2013
14,14,"Scott Piercy",78,4,36,"Total3Putts1520",2013
14,14,"Patrick Reed",83,4,44,"Total3Putts1520",2013
14,14,"Kevin Stadler",83,4,38,"Total3Putts1520",2013
14,14,"Bubba Watson",76,4,28,"Total3Putts1520",2013
27,27,"Sangmoon Bae",83,3,55,"Total3Putts1520",2013
27,27,"Steven Bowditch",67,3,36,"Total3Putts1520",2013
27,27,"Jason Day",86,3,29,"Total3Putts1520",2013
27,27,"Ernie Els",63,3,23,"Total3Putts1520",2013
27,27,"Sergio Garcia",65,3,20,"Total3Putts1520",2013
27,27,"Luke Guthrie",82,3,49,"Total3Putts1520",2013
27,27,"David Hearn",88,3,26,"Total3Putts1520",2013
27,27,"Russell Henley",80,3,33,"Total3Putts1520",2013
27,27,"Billy Horschel",96,3,41,"Total3Putts1520",2013
27,27,"Scott Langley",79,3,27,"Total3Putts1520",2013
27,27,"William McGirt",75,3,32,"Total3Putts1520",2013
27,27,"Rory McIlroy",56,3,22,"Total3Putts1520",2013
27,27,"Ryan Moore",72,3,36,"Total3Putts1520",2013
27,27,"Ryan Palmer",79,3,29,"Total3Putts1520",2013
27,27,"Cameron Percy",68,3,33,"Total3Putts1520",2013
27,27,"Robert Streb",75,3,35,"Total3Putts1520",2013
27,27,"Steve Stricker",51,3,17,"Total3Putts1520",2013
27,27,"Chris Stroud",88,3,35,"Total3Putts1520",2013
27,27,"David Toms",49,3,19,"Total3Putts1520",2013
27,27,"Cameron Tringale",80,3,41,"Total3Putts1520",2013
27,27,"Camilo Villegas",79,3,36,"Total3Putts1520",2013
27,27,"Boo Weekley",100,3,58,"Total3Putts1520",2013
27,27,"Gary Woodland",94,3,38,"Total3Putts1520",2013
50,50,"Robert Allenby",58,2,33,"Total3Putts1520",2013
50,50,"Justin Bolli",59,2,30,"Total3Putts1520",2013
50,50,"Scott Brown",65,2,21,"Total3Putts1520",2013
50,50,"Angel Cabrera",73,2,44,"Total3Putts1520",2013
50,50,"KJ Choi",85,2,35,"Total3Putts1520",2013
50,50,"Brian Davis",91,2,39,"Total3Putts1520",2013
50,50,"James Driscoll",76,2,33,"Total3Putts1520",2013
50,50,"Brad Fritsch",81,2,42,"Total3Putts1520",2013
50,50,"Jim Furyk",80,2,25,"Total3Putts1520",2013
50,50,"Robert Garrigus",69,2,22,"Total3Putts1520",2013
50,50,"Brian Harman",89,2,32,"Total3Putts1520",2013
50,50,"Padraig Harrington",52,2,19,"Total3Putts1520",2013
50,50,"Jim Herman",59,2,33,"Total3Putts1520",2013
50,50,"Justin Hicks",79,2,51,"Total3Putts1520",2013
50,50,"John Huh",88,2,54,"Total3Putts1520",2013
50,50,"Trevor Immelman",73,2,41,"Total3Putts1520",2013
50,50,"Brandt Jobe",62,2,30,"Total3Putts1520",2013
50,50,"Matt Jones",83,2,38,"Total3Putts1520",2013
50,50,"Jerry Kelly",75,2,27,"Total3Putts1520",2013
50,50,"Jason Kokrak",78,2,49,"Total3Putts1520",2013
50,50,"Richard Lee",81,2,36,"Total3Putts1520",2013
50,50,"Luke List",65,2,42,"Total3Putts1520",2013
50,50,"Henrik Norlander",70,2,37,"Total3Putts1520",2013
50,50,"Sean OHair",56,2,33,"Total3Putts1520",2013
50,50,"Jeff Overton",78,2,32,"Total3Putts1520",2013
50,50,"Greg Owen",73,2,54,"Total3Putts1520",2013
50,50,"Pat Perez",69,2,37,"Total3Putts1520",2013
50,50,"Ian Poulter",59,2,18,"Total3Putts1520",2013
50,50,"Dicky Pride",71,2,29,"Total3Putts1520",2013
50,50,"John Rollins",77,2,34,"Total3Putts1520",2013
50,50,"Justin Rose",62,2,26,"Total3Putts1520",2013
50,50,"Scott Stallings",79,2,36,"Total3Putts1520",2013
50,50,"Brendan Steele",86,2,45,"Total3Putts1520",2013
50,50,"Daniel Summerhays",83,2,33,"Total3Putts1520",2013
50,50,"DJ Trahan",48,2,24,"Total3Putts1520",2013
50,50,"Nick Watney",88,2,49,"Total3Putts1520",2013
50,50,"Charlie Wi",75,2,40,"Total3Putts1520",2013
50,50,"Casey Wittenberg",72,2,29,"Total3Putts1520",2013
50,50,"YE Yang",56,2,20,"Total3Putts1520",2013
89,89,"Stuart Appleby",88,1,44,"Total3Putts1520",2013
89,89,"Aaron Baddeley",68,1,27,"Total3Putts1520",2013
89,89,"Michael Bradley",56,1,35,"Total3Putts1520",2013
89,89,"Keegan Bradley",88,1,30,"Total3Putts1520",2013
89,89,"Roberto Castro",97,1,46,"Total3Putts1520",2013
89,89,"Bud Cauley",67,1,34,"Total3Putts1520",2013
89,89,"Greg Chalmers",77,1,22,"Total3Putts1520",2013
89,89,"Kevin Chappell",80,1,44,"Total3Putts1520",2013
89,89,"Stewart Cink",71,1,36,"Total3Putts1520",2013
89,89,"Tim Clark",64,1,17,"Total3Putts1520",2013
89,89,"Will Claxton",67,1,42,"Total3Putts1520",2013
89,89,"Nicolas Colsaerts",50,1,29,"Total3Putts1520",2013
89,89,"Ben Crane",62,1,34,"Total3Putts1520",2013
89,89,"Brendon de Jonge",110,1,45,"Total3Putts1520",2013
89,89,"Jason Dufner",78,1,45,"Total3Putts1520",2013
89,89,"Harris English",95,1,43,"Total3Putts1520",2013
89,89,"Derek Ernst",58,1,25,"Total3Putts1520",2013
89,89,"Bob Estes",66,1,24,"Total3Putts1520",2013
