"YTDRoundsin60sStreak_RANKTHISWEEK_2008","YTDRoundsin60sStreak_RANKLASTWEEK_2008","YTDRoundsin60sStreak_PLAYERNAME_2008","YTDRoundsin60sStreak__2008","YTDRoundsin60sStreak_BESTSTREAK_2008","stat_name","year"
1,1,"Kenny Perry",NA,11,"YTDRoundsin60sStreak",2008
2,2,"Kevin Streelman",NA,10,"YTDRoundsin60sStreak",2008
3,3,"Tommy Armour III",NA,9,"YTDRoundsin60sStreak",2008
3,3,"Chad Campbell",NA,9,"YTDRoundsin60sStreak",2008
5,5,"Ken Duke",NA,8,"YTDRoundsin60sStreak",2008
5,5,"Brian Gay",NA,8,"YTDRoundsin60sStreak",2008
5,5,"Michael Letzig",NA,8,"YTDRoundsin60sStreak",2008
5,5,"Davis Love III",NA,8,"YTDRoundsin60sStreak",2008
5,5,"George McNeill",NA,8,"YTDRoundsin60sStreak",2008
5,5,"Kevin Sutherland",NA,8,"YTDRoundsin60sStreak",2008
5,5,"Bubba Watson",NA,8,"YTDRoundsin60sStreak",2008
5,5,"Mike Weir",NA,8,"YTDRoundsin60sStreak",2008
13,13,"Woody Austin",NA,7,"YTDRoundsin60sStreak",2008
13,13,"Ben Crane",NA,7,"YTDRoundsin60sStreak",2008
13,13,"Bill Haas",NA,7,"YTDRoundsin60sStreak",2008
13,13,"Justin Leonard",NA,7,"YTDRoundsin60sStreak",2008
13,13,"Chez Reavie",NA,7,"YTDRoundsin60sStreak",2008
13,13,"Rory Sabbatini",NA,7,"YTDRoundsin60sStreak",2008
13,13,"Chris Stroud",NA,7,"YTDRoundsin60sStreak",2008
13,13,"Marc Turnesa",NA,7,"YTDRoundsin60sStreak",2008
13,13,"Bo Van Pelt",NA,7,"YTDRoundsin60sStreak",2008
22,22,"Carlos Franco",NA,6,"YTDRoundsin60sStreak",2008
22,22,"Mark Hensby",NA,6,"YTDRoundsin60sStreak",2008
22,22,"Zach Johnson",NA,6,"YTDRoundsin60sStreak",2008
22,22,"Dustin Johnson",NA,6,"YTDRoundsin60sStreak",2008
22,22,"Anthony Kim",NA,6,"YTDRoundsin60sStreak",2008
22,22,"Jeff Overton",NA,6,"YTDRoundsin60sStreak",2008
22,22,"Patrick Sheehan",NA,6,"YTDRoundsin60sStreak",2008
22,22,"Bob Tway",NA,6,"YTDRoundsin60sStreak",2008
22,22,"Nick Watney",NA,6,"YTDRoundsin60sStreak",2008
22,22,"Charlie Wi",NA,6,"YTDRoundsin60sStreak",2008
32,32,"Steve Allan",NA,5,"YTDRoundsin60sStreak",2008
32,32,"Robert Allenby",NA,5,"YTDRoundsin60sStreak",2008
