"Scramblingfrom_RANKTHISWEEK_2008","Scramblingfrom_RANKLASTWEEK_2008","Scramblingfrom_PLAYERNAME_2008","Scramblingfrom_ROUNDS_2008","Scramblingfrom_Pct_2008","Scramblingfrom_SUCCESSES_2008","Scramblingfrom_ATTEMPTS_2008","stat_name","year"
1,1,"Chad Collins",72,94.52,69,73,"Scramblingfrom",2008
2,2,"Carlos Franco",73,94.12,64,68,"Scramblingfrom",2008
3,3,"Todd Demsey",80,93.75,60,64,"Scramblingfrom",2008
3,3,"Bob Tway",70,93.75,60,64,"Scramblingfrom",2008
5,5,"Ryuji Imada",80,93.55,87,93,"Scramblingfrom",2008
6,6,"Nathan Green",95,92.86,117,126,"Scramblingfrom",2008
7,7,"Jeff Quinney",87,92.77,77,83,"Scramblingfrom",2008
7,7,"John Riegger",73,92.77,77,83,"Scramblingfrom",2008
9,9,"Shigeki Maruyama",50,92.31,48,52,"Scramblingfrom",2008
10,10,"Brian Gay",102,92.17,106,115,"Scramblingfrom",2008
11,11,"Jesper Parnevik",88,92.13,82,89,"Scramblingfrom",2008
12,12,"Chris Stroud",81,92.11,70,76,"Scramblingfrom",2008
13,13,"Kevin Sutherland",98,92.08,93,101,"Scramblingfrom",2008
14,14,"Andres Romero",69,91.89,68,74,"Scramblingfrom",2008
15,15,"Ben Curtis",80,91.86,79,86,"Scramblingfrom",2008
16,16,"Retief Goosen",59,91.8,56,61,"Scramblingfrom",2008
17,17,"Ben Crane",86,91.58,87,95,"Scramblingfrom",2008
18,18,"Stephen Ames",83,91.46,75,82,"Scramblingfrom",2008
19,19,"Justin Leonard",101,91.11,82,90,"Scramblingfrom",2008
20,20,"Bob Estes",90,91.09,92,101,"Scramblingfrom",2008
21,21,"Ron Whittaker",54,90.7,39,43,"Scramblingfrom",2008
22,22,"Scott McCarron",63,90.63,58,64,"Scramblingfrom",2008
23,23,"Aaron Baddeley",76,90.36,75,83,"Scramblingfrom",2008
24,24,"Corey Pavin",69,90.28,65,72,"Scramblingfrom",2008
25,25,"Vijay Singh",82,90.24,74,82,"Scramblingfrom",2008
26,26,"Shane Bertsch",96,90,117,130,"Scramblingfrom",2008
26,26,"Geoff Ogilvy",65,90,63,70,"Scramblingfrom",2008
28,28,"Doug LaBelle II",65,89.83,53,59,"Scramblingfrom",2008
29,29,"Ryan Moore",72,89.8,88,98,"Scramblingfrom",2008
30,30,"Tim Clark",90,89.58,86,96,"Scramblingfrom",2008
31,31,"Phil Mickelson",80,89.23,58,65,"Scramblingfrom",2008
31,31,"Kevin Streelman",114,89.23,116,130,"Scramblingfrom",2008
33,33,"Charley Hoffman",94,88.89,104,117,"Scramblingfrom",2008
33,33,"Charlie Wi",97,88.89,96,108,"Scramblingfrom",2008
35,35,"Richard Johnson",77,88.76,79,89,"Scramblingfrom",2008
36,36,"Ken Duke",116,88.72,118,133,"Scramblingfrom",2008
37,37,"Matt Kuchar",88,88.54,85,96,"Scramblingfrom",2008
38,38,"John Mallinger",95,88.52,108,122,"Scramblingfrom",2008
39,39,"Dudley Hart",74,88.46,69,78,"Scramblingfrom",2008
40,40,"Steve Marino",119,88.43,107,121,"Scramblingfrom",2008
41,41,"Nick OHern",82,88.35,91,103,"Scramblingfrom",2008
42,42,"Jim Furyk",95,88.3,83,94,"Scramblingfrom",2008
42,42,"Marc Turnesa",87,88.3,83,94,"Scramblingfrom",2008
44,44,"Stewart Cink",87,88.24,60,68,"Scramblingfrom",2008
44,44,"Jeff Gove",50,88.24,45,51,"Scramblingfrom",2008
44,44,"JJ Henry",108,88.24,75,85,"Scramblingfrom",2008
47,47,"Scott Verplank",82,88.12,89,101,"Scramblingfrom",2008
48,48,"Brenden Pappas",66,88.06,59,67,"Scramblingfrom",2008
49,49,"Martin Laird",98,88.04,81,92,"Scramblingfrom",2008
50,50,"Tim Wilkinson",95,87.95,73,83,"Scramblingfrom",2008
51,51,"Brad Elder",67,87.93,51,58,"Scramblingfrom",2008
52,52,"Anthony Kim",81,87.5,70,80,"Scramblingfrom",2008
52,52,"Rod Pampling",83,87.5,70,80,"Scramblingfrom",2008
54,54,"Glen Day",64,87.21,75,86,"Scramblingfrom",2008
55,55,"Tag Ridings",88,87.2,109,125,"Scramblingfrom",2008
57,57,"Steve Stricker",75,87.14,61,70,"Scramblingfrom",2008
58,58,"Angel Cabrera",55,87.1,54,62,"Scramblingfrom",2008
59,59,"Padraig Harrington",52,87.04,47,54,"Scramblingfrom",2008
60,60,"Tom Pernice Jr",104,86.96,120,138,"Scramblingfrom",2008
60,60,"Scott Sterling",89,86.96,80,92,"Scramblingfrom",2008
62,62,"Brandt Snedeker",85,86.9,73,84,"Scramblingfrom",2008
63,63,"Jonathan Byrd",88,86.84,99,114,"Scramblingfrom",2008
64,64,"Tim Herron",97,86.82,112,129,"Scramblingfrom",2008
65,65,"Brett Rumford",72,86.76,59,68,"Scramblingfrom",2008
66,66,"Eric Axley",113,86.73,98,113,"Scramblingfrom",2008
67,67,"Tommy Gainey",60,86.67,39,45,"Scramblingfrom",2008
68,68,"Woody Austin",109,86.55,103,119,"Scramblingfrom",2008
69,69,"Nick Flanagan",89,86.54,90,104,"Scramblingfrom",2008
70,70,"Billy Mayfair",103,86.46,83,96,"Scramblingfrom",2008
70,70,"Pat Perez",93,86.46,83,96,"Scramblingfrom",2008
72,72,"Brian Davis",108,86.4,108,125,"Scramblingfrom",2008
73,73,"Chad Campbell",94,86.27,88,102,"Scramblingfrom",2008
74,74,"Fred Couples",60,86.15,56,65,"Scramblingfrom",2008
75,75,"Paul Goydos",78,86.08,68,79,"Scramblingfrom",2008
76,76,"Jason Day",81,86.02,80,93,"Scramblingfrom",2008
76,76,"Matt Jones",95,86.02,80,93,"Scramblingfrom",2008
78,78,"Tom Lehman",51,86,43,50,"Scramblingfrom",2008
78,78,"Ian Poulter",51,86,43,50,"Scramblingfrom",2008
80,80,"Kyle Thompson",70,85.92,61,71,"Scramblingfrom",2008
81,81,"Mark Wilson",107,85.71,108,126,"Scramblingfrom",2008
82,82,"Kevin Na",97,85.6,107,125,"Scramblingfrom",2008
82,82,"Heath Slocum",104,85.6,107,125,"Scramblingfrom",2008
84,84,"DJ Trahan",94,85.59,95,111,"Scramblingfrom",2008
85,85,"Charles Howell III",101,85.58,89,104,"Scramblingfrom",2008
86,86,"Bart Bryant",81,85.57,83,97,"Scramblingfrom",2008
87,87,"Alex Cejka",75,85.56,77,90,"Scramblingfrom",2008
88,88,"Omar Uresti",74,85.53,65,76,"Scramblingfrom",2008
89,89,"Alejandro Canizares",52,85.45,47,55,"Scramblingfrom",2008
89,89,"Stephen Leaney",53,85.45,47,55,"Scramblingfrom",2008
91,91,"Michael Allen",91,85.42,82,96,"Scramblingfrom",2008
92,92,"Todd Hamilton",92,85.39,76,89,"Scramblingfrom",2008
93,93,"Patrick Sheehan",124,85.35,134,157,"Scramblingfrom",2008
94,94,"Boo Weekley",86,85.33,64,75,"Scramblingfrom",2008
95,95,"Briny Baird",113,85.29,87,102,"Scramblingfrom",2008
95,95,"Sergio Garcia",72,85.29,58,68,"Scramblingfrom",2008
97,97,"Gavin Coles",54,85.25,52,61,"Scramblingfrom",2008
98,98,"Harrison Frazar",73,85.14,63,74,"Scramblingfrom",2008
98,98,"Ryan Palmer",69,85.14,63,74,"Scramblingfrom",2008
100,100,"Zach Johnson",85,85.06,74,87,"Scramblingfrom",2008
101,101,"Will Ma Kenzie",62,85,51,60,"Scramblingfrom",2008
101,101,"Chez Reavie",102,85,119,140,"Scramblingfrom",2008
103,103,"Dean Wilson",109,84.95,79,93,"Scramblingfrom",2008
104,104,"Stuart Appleby",87,84.81,67,79,"Scramblingfrom",2008
104,104,"Camilo Villegas",79,84.81,67,79,"Scramblingfrom",2008
106,106,"Chris Riley",51,84.78,39,46,"Scramblingfrom",2008
107,107,"Jason Allred",63,84.75,50,59,"Scramblingfrom",2008
108,108,"Davis Love III",78,84.71,72,85,"Scramblingfrom",2008
108,108,"Sean OHair",81,84.71,72,85,"Scramblingfrom",2008
110,110,"Peter Lonard",92,84.54,82,97,"Scramblingfrom",2008
111,111,"Parker McLachlin",88,84.47,87,103,"Scramblingfrom",2008
112,112,"Freddie Jacobson",78,84.44,76,90,"Scramblingfrom",2008
