"Scramblingfrom_RANKTHISWEEK_2008","Scramblingfrom_RANKLASTWEEK_2008","Scramblingfrom_PLAYERNAME_2008","Scramblingfrom_ROUNDS_2008","Scramblingfrom_Pct_2008","Scramblingfrom_SUCCESSES_2008","Scramblingfrom_ATTEMPTS_2008","stat_name","year"
113,113,"Jerry Kelly",89,84.31,86,102,"Scramblingfrom",2008
114,114,"Rocco Mediate",87,84.21,80,95,"Scramblingfrom",2008
115,115,"John Merrick",98,84.16,85,101,"Scramblingfrom",2008
115,115,"Bo Van Pelt",101,84.16,85,101,"Scramblingfrom",2008
117,117,"Rory Sabbatini",77,84.15,69,82,"Scramblingfrom",2008
118,118,"Nicholas Thompson",113,84.09,111,132,"Scramblingfrom",2008
119,119,"Nick Watney",96,84,84,100,"Scramblingfrom",2008
120,120,"Jeff Overton",103,83.96,89,106,"Scramblingfrom",2008
121,121,"George McNeill",97,83.95,68,81,"Scramblingfrom",2008
122,122,"Tom Scherrer",56,83.93,47,56,"Scramblingfrom",2008
123,123,"Robert Allenby",108,83.87,78,93,"Scramblingfrom",2008
124,124,"JP Hayes",67,83.78,62,74,"Scramblingfrom",2008
124,124,"Jim McGovern",75,83.78,62,74,"Scramblingfrom",2008
124,124,"Ted Purdy",68,83.78,62,74,"Scramblingfrom",2008
124,124,"Jimmy Walker",73,83.78,62,74,"Scramblingfrom",2008
128,128,"Joe Ogilvie",100,83.76,98,117,"Scramblingfrom",2008
129,129,"Greg Kraft",63,83.72,72,86,"Scramblingfrom",2008
130,130,"Steve Lowery",74,83.7,77,92,"Scramblingfrom",2008
131,131,"Trevor Immelman",70,83.64,46,55,"Scramblingfrom",2008
131,131,"Brandt Jobe",52,83.64,46,55,"Scramblingfrom",2008
133,133,"John Huston",56,83.61,51,61,"Scramblingfrom",2008
134,134,"Craig Kanada",65,83.58,56,67,"Scramblingfrom",2008
135,135,"Kenny Perry",97,83.47,101,121,"Scramblingfrom",2008
136,136,"Jason Gore",94,83.33,80,96,"Scramblingfrom",2008
136,136,"Jeff Maggert",86,83.33,70,84,"Scramblingfrom",2008
136,136,"John Rollins",94,83.33,80,96,"Scramblingfrom",2008
136,136,"Bob Sowards",61,83.33,50,60,"Scramblingfrom",2008
136,136,"Kevin Stadler",90,83.33,80,96,"Scramblingfrom",2008
141,141,"Vaughn Taylor",103,83.19,99,119,"Scramblingfrom",2008
142,142,"Jay Williamson",96,83.18,89,107,"Scramblingfrom",2008
143,143,"Michael Letzig",88,83.16,79,95,"Scramblingfrom",2008
144,144,"Steve Elkington",84,83.15,74,89,"Scramblingfrom",2008
145,145,"Daniel Chopra",84,83.13,69,83,"Scramblingfrom",2008
146,146,"Lee Janzen",89,82.95,73,88,"Scramblingfrom",2008
147,147,"JB Holmes",86,82.61,76,92,"Scramblingfrom",2008
148,148,"Billy Andrade",71,82.56,71,86,"Scramblingfrom",2008
149,149,"John Senden",93,82.52,85,103,"Scramblingfrom",2008
150,150,"Rich Beem",90,82.29,79,96,"Scramblingfrom",2008
151,151,"Tommy Armour III",77,81.94,59,72,"Scramblingfrom",2008
152,152,"Tim Petrovic",97,81.9,86,105,"Scramblingfrom",2008
152,152,"Johnson Wagner",83,81.9,86,105,"Scramblingfrom",2008
154,154,"Mike Weir",88,81.82,72,88,"Scramblingfrom",2008
154,154,"YE Yang",89,81.82,81,99,"Scramblingfrom",2008
156,156,"Brett Quigley",80,81.69,58,71,"Scramblingfrom",2008
157,157,"Cameron Beckman",87,81.63,80,98,"Scramblingfrom",2008
157,157,"Bill Haas",99,81.63,80,98,"Scramblingfrom",2008
159,159,"Adam Scott",51,81.13,43,53,"Scramblingfrom",2008
160,160,"Bubba Watson",97,81.08,90,111,"Scramblingfrom",2008
161,161,"Kenneth Ferrie",72,80.77,63,78,"Scramblingfrom",2008
161,161,"Mathias Gronberg",87,80.77,84,104,"Scramblingfrom",2008
163,163,"David Lutterus",59,80.7,46,57,"Scramblingfrom",2008
164,164,"Olin Browne",77,80.68,71,88,"Scramblingfrom",2008
165,165,"Jin Park",85,80.46,70,87,"Scramblingfrom",2008
166,166,"Dustin Johnson",92,80.36,90,112,"Scramblingfrom",2008
166,166,"Travis Perkins",53,80.36,45,56,"Scramblingfrom",2008
168,168,"Robert Garrigus",90,80,88,110,"Scramblingfrom",2008
168,168,"Mathew Goggin",91,80,68,85,"Scramblingfrom",2008
170,170,"James Driscoll",85,79.73,59,74,"Scramblingfrom",2008
171,171,"Ernie Els",51,79.66,47,59,"Scramblingfrom",2008
172,172,"Paul Claxton",63,79.63,43,54,"Scramblingfrom",2008
173,173,"Chris DiMarco",87,79.35,73,92,"Scramblingfrom",2008
173,173,"Cliff Kresge",84,79.35,73,92,"Scramblingfrom",2008
175,175,"Lucas Glover",91,79.28,88,111,"Scramblingfrom",2008
176,176,"Mark Hensby",71,79.27,65,82,"Scramblingfrom",2008
177,177,"Cody Freeman",66,79.01,64,81,"Scramblingfrom",2008
178,178,"KJ Choi",74,78.79,52,66,"Scramblingfrom",2008
179,179,"Justin Bolli",87,78.75,63,80,"Scramblingfrom",2008
180,180,"Frank Lickliter II",107,78.72,111,141,"Scramblingfrom",2008
181,181,"Troy Matteson",94,78.5,84,107,"Scramblingfrom",2008
182,182,"David Toms",70,78.46,51,65,"Scramblingfrom",2008
183,183,"Kent Jones",68,78.13,50,64,"Scramblingfrom",2008
184,184,"Brad Adamonis",87,77.63,59,76,"Scramblingfrom",2008
185,185,"Carl Pettersson",110,77.52,100,129,"Scramblingfrom",2008
186,186,"David Duval",51,77.42,24,31,"Scramblingfrom",2008
187,187,"Steve Allan",58,77.08,37,48,"Scramblingfrom",2008
188,188,"Jon Mills",95,76.42,81,106,"Scramblingfrom",2008
189,189,"Mark Calcavecchia",67,76,57,75,"Scramblingfrom",2008
190,190,"Paul Casey",55,75.51,37,49,"Scramblingfrom",2008
191,191,"Hunter Mahan",87,75,63,84,"Scramblingfrom",2008
192,192,"Ryan Armour",87,74.73,68,91,"Scramblingfrom",2008
193,193,"Marco Dawson",64,74.68,59,79,"Scramblingfrom",2008
194,194,"Steve Flesch",95,74.55,82,110,"Scramblingfrom",2008
195,195,"Joe Durant",92,74.03,57,77,"Scramblingfrom",2008
196,196,"Charles Warren",79,73.03,65,89,"Scramblingfrom",2008
197,197,"Robert Gamez",79,70.21,66,94,"Scramblingfrom",2008
