"Back9Round3ScoringAverage_RANKTHISWEEK_2016","Back9Round3ScoringAverage_RANKLASTWEEK_2016","Back9Round3ScoringAverage_PLAYERNAME_2016","Back9Round3ScoringAverage__2016","Back9Round3ScoringAverage_AVG_2016","Back9Round3ScoringAverage_TOTALSTROKES_2016","Back9Round3ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Andy Sullivan",NA,33.4,167,5,"Back9Round3ScoringAverage",2016
2,2,"Graeme McDowell",NA,33.6,168,5,"Back9Round3ScoringAverage",2016
3,3,"Miguel Angel Carballo",NA,33.67,101,3,"Back9Round3ScoringAverage",2016
4,4,"Marc Leishman",NA,33.78,304,9,"Back9Round3ScoringAverage",2016
5,4,"Emiliano Grillo",NA,33.8,338,10,"Back9Round3ScoringAverage",2016
6,8,"Luke Guthrie",NA,34.2,171,5,"Back9Round3ScoringAverage",2016
7,9,"Byeong Hun An",NA,34.25,137,4,"Back9Round3ScoringAverage",2016
7,9,"Jason Bohn",NA,34.25,274,8,"Back9Round3ScoringAverage",2016
9,16,"Jordan Spieth",NA,34.43,241,7,"Back9Round3ScoringAverage",2016
9,16,"Shawn Stefani",NA,34.43,241,7,"Back9Round3ScoringAverage",2016
11,24,"Tom Hoge",NA,34.44,310,9,"Back9Round3ScoringAverage",2016
12,12,"Gary Woodland",NA,34.45,379,11,"Back9Round3ScoringAverage",2016
13,19,"John Huh",NA,34.5,345,10,"Back9Round3ScoringAverage",2016
13,19,"Bryce Molder",NA,34.5,345,10,"Back9Round3ScoringAverage",2016
13,18,"Tim Wilkinson",NA,34.5,345,10,"Back9Round3ScoringAverage",2016
16,6,"Sean OHair",NA,34.56,311,9,"Back9Round3ScoringAverage",2016
17,22,"Jamie Lovemark",NA,34.58,415,12,"Back9Round3ScoringAverage",2016
18,24,"Bill Haas",NA,34.63,277,8,"Back9Round3ScoringAverage",2016
19,26,"Abraham Ancer",NA,34.67,104,3,"Back9Round3ScoringAverage",2016
19,26,"Branden Grace",NA,34.67,208,6,"Back9Round3ScoringAverage",2016
19,26,"Smylie Kaufman",NA,34.67,416,12,"Back9Round3ScoringAverage",2016
19,9,"David Toms",NA,34.67,312,9,"Back9Round3ScoringAverage",2016
23,30,"Justin Leonard",NA,34.71,243,7,"Back9Round3ScoringAverage",2016
24,31,"Dicky Pride",NA,34.75,139,4,"Back9Round3ScoringAverage",2016
25,7,"Henrik Norlander",NA,34.78,313,9,"Back9Round3ScoringAverage",2016
25,31,"Adam Scott",NA,34.78,313,9,"Back9Round3ScoringAverage",2016
27,43,"Lucas Glover",NA,34.82,383,11,"Back9Round3ScoringAverage",2016
27,34,"Jim Herman",NA,34.82,383,11,"Back9Round3ScoringAverage",2016
29,22,"David Lingmerth",NA,34.83,418,12,"Back9Round3ScoringAverage",2016
29,36,"Sam Saunders",NA,34.83,209,6,"Back9Round3ScoringAverage",2016
