"MissedFairwayPercentOther_RANKTHISWEEK_2006","MissedFairwayPercentOther_RANKLASTWEEK_2006","MissedFairwayPercentOther_PLAYERNAME_2006","MissedFairwayPercentOther_ROUNDS_2006","MissedFairwayPercentOther_Pct_2006","MissedFairwayPercentOther_TOTALMISSED_2006","MissedFairwayPercentOther_TOTALFWYS_2006","MissedFairwayPercentOther_RELATIVETOPAR_2006","stat_name","year"
66,66,"Brent Geiberger",99,4.95,67,1353,0.39,"MissedFairwayPercentOther",2006
66,66,"Jeff Gove",91,4.95,60,1211,0.4,"MissedFairwayPercentOther",2006
68,68,"Shigeki Maruyama",94,4.97,61,1228,0.38,"MissedFairwayPercentOther",2006
69,69,"Steve Lowery",99,4.98,63,1266,0.21,"MissedFairwayPercentOther",2006
70,70,"Shaun Micheel",96,5.03,58,1153,0.41,"MissedFairwayPercentOther",2006
71,71,"David Howell",52,5.07,22,434,0.14,"MissedFairwayPercentOther",2006
72,72,"Jerry Kelly",100,5.08,65,1280,0.35,"MissedFairwayPercentOther",2006
73,73,"Steve Flesch",119,5.1,79,1548,0.41,"MissedFairwayPercentOther",2006
74,74,"JL Lewis",57,5.15,41,796,0.12,"MissedFairwayPercentOther",2006
75,75,"Ron Whittaker",81,5.18,57,1101,0.42,"MissedFairwayPercentOther",2006
76,76,"Sergio Garcia",59,5.19,30,578,0.57,"MissedFairwayPercentOther",2006
77,77,"Charles Howell III",96,5.23,62,1186,0.19,"MissedFairwayPercentOther",2006
78,78,"John Cook",67,5.26,46,874,0.37,"MissedFairwayPercentOther",2006
79,79,"Jason Bohn",104,5.27,72,1367,0.11,"MissedFairwayPercentOther",2006
80,80,"Mark Calcavecchia",94,5.29,62,1171,0.26,"MissedFairwayPercentOther",2006
80,80,"Brandt Jobe",91,5.29,56,1059,0.23,"MissedFairwayPercentOther",2006
82,82,"Tom Pernice Jr",108,5.32,71,1334,0.17,"MissedFairwayPercentOther",2006
83,83,"Brad Faxon",78,5.36,57,1063,0.44,"MissedFairwayPercentOther",2006
84,84,"Jonathan Kaye",95,5.37,69,1285,0.32,"MissedFairwayPercentOther",2006
84,84,"Davis Love III",85,5.37,48,894,-0.02,"MissedFairwayPercentOther",2006
86,86,"Greg Kraft",79,5.4,55,1019,0.15,"MissedFairwayPercentOther",2006
86,86,"Mike Sposa",68,5.4,49,907,0.24,"MissedFairwayPercentOther",2006
88,88,"Brian Davis",92,5.41,68,1256,0.21,"MissedFairwayPercentOther",2006
89,89,"Paul Azinger",87,5.49,65,1185,0.49,"MissedFairwayPercentOther",2006
90,90,"Ryan Moore",68,5.52,47,852,0.4,"MissedFairwayPercentOther",2006
90,90,"Nicholas Thompson",96,5.52,70,1268,0.36,"MissedFairwayPercentOther",2006
92,92,"David Branshaw",98,5.58,76,1363,0.29,"MissedFairwayPercentOther",2006
92,92,"Ben Crane",85,5.58,53,950,0.38,"MissedFairwayPercentOther",2006
94,94,"Todd Fischer",101,5.6,77,1376,0.43,"MissedFairwayPercentOther",2006
95,95,"Tim Clark",80,5.64,51,904,0.12,"MissedFairwayPercentOther",2006
95,95,"Kent Jones",103,5.64,76,1348,0.34,"MissedFairwayPercentOther",2006
95,95,"Rod Pampling",89,5.64,55,975,0.45,"MissedFairwayPercentOther",2006
98,98,"Henrik Bjornstad",97,5.65,75,1327,0.33,"MissedFairwayPercentOther",2006
99,99,"Woody Austin",107,5.66,78,1377,0.38,"MissedFairwayPercentOther",2006
100,100,"JP Hayes",55,5.74,44,767,0.32,"MissedFairwayPercentOther",2006
101,101,"JJ Henry",96,5.83,69,1184,0.25,"MissedFairwayPercentOther",2006
102,102,"Jeff Brehaut",100,5.84,78,1336,0.37,"MissedFairwayPercentOther",2006
103,103,"John Senden",96,5.85,71,1214,0.28,"MissedFairwayPercentOther",2006
104,104,"Greg Owen",79,5.86,58,990,0.22,"MissedFairwayPercentOther",2006
105,105,"Chris Smith",67,5.89,55,933,0.24,"MissedFairwayPercentOther",2006
106,106,"Tim Herron",82,6,56,933,0.54,"MissedFairwayPercentOther",2006
107,107,"Frank Lickliter II",99,6.01,81,1348,0.48,"MissedFairwayPercentOther",2006
107,107,"David McKenzie",82,6.01,67,1114,0.42,"MissedFairwayPercentOther",2006
109,109,"Vance Veazey",59,6.06,50,825,0.5,"MissedFairwayPercentOther",2006
110,110,"Mathew Goggin",72,6.07,56,922,0.39,"MissedFairwayPercentOther",2006
110,110,"Corey Pavin",74,6.07,54,890,0.19,"MissedFairwayPercentOther",2006
112,112,"Kevin Sutherland",100,6.14,82,1336,0.34,"MissedFairwayPercentOther",2006
113,113,"Tommy Armour III",65,6.15,52,846,0.19,"MissedFairwayPercentOther",2006
114,114,"Jesper Parnevik",84,6.22,71,1142,0.2,"MissedFairwayPercentOther",2006
115,115,"Ryuji Imada",105,6.23,85,1365,0.22,"MissedFairwayPercentOther",2006
115,115,"Joey Sindelar",90,6.23,73,1171,0.3,"MissedFairwayPercentOther",2006
117,117,"Rich Beem",85,6.26,62,991,0.35,"MissedFairwayPercentOther",2006
118,118,"Chad Campbell",91,6.29,64,1017,0.27,"MissedFairwayPercentOther",2006
119,119,"Robert Damron",91,6.31,80,1268,0.39,"MissedFairwayPercentOther",2006
120,120,"Stephen Leaney",84,6.34,74,1167,0.47,"MissedFairwayPercentOther",2006
121,121,"Doug Barron",74,6.39,65,1018,0.55,"MissedFairwayPercentOther",2006
122,122,"Ted Purdy",103,6.43,80,1244,0.54,"MissedFairwayPercentOther",2006
123,123,"Justin Rose",98,6.47,82,1268,0.61,"MissedFairwayPercentOther",2006
124,124,"John Engler Jr",69,6.52,61,935,0.41,"MissedFairwayPercentOther",2006
125,125,"Brett Quigley",109,6.53,90,1379,0.32,"MissedFairwayPercentOther",2006
126,126,"DA Points",82,6.54,73,1116,0.41,"MissedFairwayPercentOther",2006
127,127,"Geoff Ogilvy",76,6.58,50,760,0.54,"MissedFairwayPercentOther",2006
128,128,"Brett Wetterich",82,6.65,72,1083,0.22,"MissedFairwayPercentOther",2006
129,129,"Joe Ogilvie",95,6.83,85,1244,0.21,"MissedFairwayPercentOther",2006
129,129,"Wes Short Jr",96,6.83,88,1289,0.27,"MissedFairwayPercentOther",2006
131,131,"Mathias Gronberg",92,6.84,85,1243,0.19,"MissedFairwayPercentOther",2006
132,132,"DJ Trahan",92,6.85,84,1226,0.21,"MissedFairwayPercentOther",2006
133,133,"Nick Watney",97,6.87,91,1324,0.31,"MissedFairwayPercentOther",2006
134,134,"Arjun Atwal",97,6.88,91,1322,0.41,"MissedFairwayPercentOther",2006
135,135,"Chris Couch",75,6.9,70,1015,0.3,"MissedFairwayPercentOther",2006
136,136,"Jeff Overton",95,6.93,90,1299,0.21,"MissedFairwayPercentOther",2006
137,137,"Jose Maria Olazabal",62,6.98,41,587,0.24,"MissedFairwayPercentOther",2006
138,138,"Jason Schultz",77,7.08,74,1045,0.36,"MissedFairwayPercentOther",2006
139,139,"Camilo Villegas",95,7.09,86,1213,0.48,"MissedFairwayPercentOther",2006
140,140,"Alex Cejka",93,7.1,90,1268,0.32,"MissedFairwayPercentOther",2006
141,141,"Charley Hoffman",100,7.17,94,1311,0.23,"MissedFairwayPercentOther",2006
141,141,"John Rollins",93,7.17,87,1213,0.25,"MissedFairwayPercentOther",2006
143,143,"John Huston",74,7.19,72,1001,0.44,"MissedFairwayPercentOther",2006
144,144,"Bob May",65,7.2,62,861,0.31,"MissedFairwayPercentOther",2006
145,145,"Scott Gutschewski",53,7.31,52,711,0.4,"MissedFairwayPercentOther",2006
146,146,"Tiger Woods",55,7.33,39,532,0.03,"MissedFairwayPercentOther",2006
147,147,"Danny Ellis",68,7.39,66,893,0.35,"MissedFairwayPercentOther",2006
147,147,"Patrick Sheehan",104,7.39,103,1394,0.26,"MissedFairwayPercentOther",2006
149,149,"Tim Petrovic",95,7.4,94,1270,0.44,"MissedFairwayPercentOther",2006
150,150,"Jonathan Byrd",66,7.45,64,859,0.09,"MissedFairwayPercentOther",2006
151,151,"Ian Leggatt",80,7.46,79,1059,0.67,"MissedFairwayPercentOther",2006
152,152,"Craig Barlow",77,7.48,70,936,0.3,"MissedFairwayPercentOther",2006
152,152,"Sean OHair",100,7.48,88,1176,0.3,"MissedFairwayPercentOther",2006
152,152,"Ryan Palmer",101,7.48,99,1324,0.2,"MissedFairwayPercentOther",2006
155,155,"Eric Axley",91,7.51,93,1239,0.48,"MissedFairwayPercentOther",2006
155,155,"Bernhard Langer",77,7.51,69,919,0.09,"MissedFairwayPercentOther",2006
157,157,"Len Mattiace",59,7.56,62,820,0.5,"MissedFairwayPercentOther",2006
158,158,"Rory Sabbatini",84,7.59,75,988,0.13,"MissedFairwayPercentOther",2006
159,159,"James Driscoll",80,7.62,85,1116,0.46,"MissedFairwayPercentOther",2006
160,160,"Phil Mickelson",74,7.7,57,740,0.28,"MissedFairwayPercentOther",2006
161,161,"Paul Stankowski",70,7.79,76,975,0.37,"MissedFairwayPercentOther",2006
162,162,"Billy Andrade",78,7.84,74,944,0.24,"MissedFairwayPercentOther",2006
162,162,"Carlos Franco",86,7.84,94,1199,0.37,"MissedFairwayPercentOther",2006
164,164,"Jason Gore",86,7.86,88,1120,0.38,"MissedFairwayPercentOther",2006
165,165,"Bubba Dickerson",98,7.92,106,1338,0.31,"MissedFairwayPercentOther",2006
166,166,"Dudley Hart",83,7.97,91,1142,0.29,"MissedFairwayPercentOther",2006
167,167,"Michael Allen",84,8.01,94,1174,0.4,"MissedFairwayPercentOther",2006
167,167,"Bill Haas",99,8.01,107,1336,0.21,"MissedFairwayPercentOther",2006
169,169,"Bob Tway",81,8.03,83,1033,0.46,"MissedFairwayPercentOther",2006
170,170,"Pat Perez",50,8.06,54,670,0.37,"MissedFairwayPercentOther",2006
171,171,"Brian Bateman",69,8.07,73,905,0.45,"MissedFairwayPercentOther",2006
172,172,"Matt Hansen",68,8.16,75,919,0.31,"MissedFairwayPercentOther",2006
173,173,"Michael Connell",51,8.22,55,669,0.47,"MissedFairwayPercentOther",2006
174,174,"Kris Cox",83,8.24,93,1128,0.32,"MissedFairwayPercentOther",2006
175,175,"Will Ma Kenzie",91,8.5,104,1224,0.27,"MissedFairwayPercentOther",2006
176,176,"Troy Matteson",101,8.59,121,1408,0.25,"MissedFairwayPercentOther",2006
177,177,"Bubba Watson",83,8.64,95,1099,0.15,"MissedFairwayPercentOther",2006
178,178,"Jimmy Walker",60,8.66,70,808,0.5,"MissedFairwayPercentOther",2006
179,179,"Roger Tambellini",64,8.71,74,850,0.43,"MissedFairwayPercentOther",2006
180,180,"Marco Dawson",87,8.74,106,1213,0.39,"MissedFairwayPercentOther",2006
181,181,"Harrison Frazar",95,9.06,110,1214,0.24,"MissedFairwayPercentOther",2006
182,182,"Daniel Chopra",110,9.19,132,1436,0.26,"MissedFairwayPercentOther",2006
183,183,"Hidemichi Tanaka",74,9.22,94,1019,0.6,"MissedFairwayPercentOther",2006
184,184,"David Duval",71,9.42,75,796,0.48,"MissedFairwayPercentOther",2006
185,185,"Todd Hamilton",72,9.6,83,865,0.42,"MissedFairwayPercentOther",2006
186,186,"Mark OMeara",52,9.67,59,610,0.17,"MissedFairwayPercentOther",2006
187,187,"JB Holmes",81,9.71,91,937,0.36,"MissedFairwayPercentOther",2006
188,188,"Fred Couples",52,9.98,53,531,0.02,"MissedFairwayPercentOther",2006
189,189,"Tag Ridings",103,10.07,137,1361,0.44,"MissedFairwayPercentOther",2006
190,190,"Lee Janzen",79,10.39,111,1068,0.41,"MissedFairwayPercentOther",2006
191,191,"Robert Garrigus",85,10.54,122,1158,0.5,"MissedFairwayPercentOther",2006
192,192,"Jon Mills",68,11.06,102,922,0.37,"MissedFairwayPercentOther",2006
193,193,"Greg Chalmers",71,11.12,104,935,0.51,"MissedFairwayPercentOther",2006
194,194,"John Daly",51,11.3,68,602,0.44,"MissedFairwayPercentOther",2006
195,195,"Alex Aragon",63,13.28,113,851,0.42,"MissedFairwayPercentOther",2006
196,196,"Ryan Hietala",61,13.37,110,823,0.25,"MissedFairwayPercentOther",2006
