"BirdieorBetterPercentageLeftRough_RANKTHISWEEK_2010","BirdieorBetterPercentageLeftRough_RANKLASTWEEK_2010","BirdieorBetterPercentageLeftRough_PLAYERNAME_2010","BirdieorBetterPercentageLeftRough_ROUNDS_2010","BirdieorBetterPercentageLeftRough_Pct_2010","BirdieorBetterPercentageLeftRough_TOTALBIRDIES_2010","BirdieorBetterPercentageLeftRough_TOTALHOLES_2010","stat_name","year"
29,29,"Will Ma Kenzie",72,17.54,20,114,"BirdieorBetterPercentageLeftRough",2010
30,30,"Michael Letzig",84,17.39,24,138,"BirdieorBetterPercentageLeftRough",2010
31,31,"Garth Mulroy",53,17.33,13,75,"BirdieorBetterPercentageLeftRough",2010
32,32,"Jimmy Walker",82,17.29,23,133,"BirdieorBetterPercentageLeftRough",2010
33,33,"Marc Leishman",87,17.19,22,128,"BirdieorBetterPercentageLeftRough",2010
34,34,"John Rollins",81,17.17,17,99,"BirdieorBetterPercentageLeftRough",2010
35,35,"James Nitties",92,17.09,20,117,"BirdieorBetterPercentageLeftRough",2010
36,36,"Chris Couch",66,16.98,18,106,"BirdieorBetterPercentageLeftRough",2010
36,36,"Phil Mickelson",76,16.98,27,159,"BirdieorBetterPercentageLeftRough",2010
38,38,"Justin Rose",78,16.92,22,130,"BirdieorBetterPercentageLeftRough",2010
39,39,"Bill Lunde",79,16.84,16,95,"BirdieorBetterPercentageLeftRough",2010
40,40,"Scott McCarron",90,16.79,22,131,"BirdieorBetterPercentageLeftRough",2010
41,41,"Martin Flores",75,16.67,26,156,"BirdieorBetterPercentageLeftRough",2010
41,41,"Matt Jones",89,16.67,26,156,"BirdieorBetterPercentageLeftRough",2010
43,43,"Martin Laird",91,16.55,24,145,"BirdieorBetterPercentageLeftRough",2010
44,44,"Bill Haas",87,16.54,21,127,"BirdieorBetterPercentageLeftRough",2010
45,45,"Cameron Tringale",55,16.48,15,91,"BirdieorBetterPercentageLeftRough",2010
46,46,"DA Points",90,16.43,23,140,"BirdieorBetterPercentageLeftRough",2010
47,47,"Stephen Ames",75,16.36,18,110,"BirdieorBetterPercentageLeftRough",2010
48,48,"Robert Allenby",76,16.33,16,98,"BirdieorBetterPercentageLeftRough",2010
49,49,"Ryan Palmer",84,16.28,21,129,"BirdieorBetterPercentageLeftRough",2010
50,50,"Cameron Percy",73,16.16,16,99,"BirdieorBetterPercentageLeftRough",2010
51,51,"Jeff Overton",89,16.13,25,155,"BirdieorBetterPercentageLeftRough",2010
51,51,"Michael Sim",64,16.13,15,93,"BirdieorBetterPercentageLeftRough",2010
53,53,"John Senden",103,16.08,23,143,"BirdieorBetterPercentageLeftRough",2010
54,54,"Lucas Glover",75,16.04,17,106,"BirdieorBetterPercentageLeftRough",2010
55,55,"Mathias Gronberg",61,15.96,15,94,"BirdieorBetterPercentageLeftRough",2010
55,55,"Zach Johnson",93,15.96,15,94,"BirdieorBetterPercentageLeftRough",2010
57,57,"Justin Leonard",89,15.89,17,107,"BirdieorBetterPercentageLeftRough",2010
58,58,"Angel Cabrera",64,15.84,16,101,"BirdieorBetterPercentageLeftRough",2010
59,59,"Rickie Fowler",98,15.83,22,139,"BirdieorBetterPercentageLeftRough",2010
60,60,"Jason Day",82,15.79,21,133,"BirdieorBetterPercentageLeftRough",2010
60,60,"Steve Lowery",67,15.79,15,95,"BirdieorBetterPercentageLeftRough",2010
60,60,"Adam Scott",70,15.79,15,95,"BirdieorBetterPercentageLeftRough",2010
63,63,"Tim Clark",88,15.73,14,89,"BirdieorBetterPercentageLeftRough",2010
64,64,"Steve Stricker",73,15.63,15,96,"BirdieorBetterPercentageLeftRough",2010
65,65,"Geoff Ogilvy",62,15.56,14,90,"BirdieorBetterPercentageLeftRough",2010
66,66,"Carl Pettersson",99,15.48,24,155,"BirdieorBetterPercentageLeftRough",2010
67,67,"Paul Stankowski",62,15.46,15,97,"BirdieorBetterPercentageLeftRough",2010
68,68,"YE Yang",72,15.45,17,110,"BirdieorBetterPercentageLeftRough",2010
69,69,"Pat Perez",90,15.27,20,131,"BirdieorBetterPercentageLeftRough",2010
70,70,"Camilo Villegas",78,15.25,18,118,"BirdieorBetterPercentageLeftRough",2010
71,71,"Matt Every",60,15.22,14,92,"BirdieorBetterPercentageLeftRough",2010
72,72,"Derek Lamely",81,15,21,140,"BirdieorBetterPercentageLeftRough",2010
73,73,"DJ Trahan",92,14.94,23,154,"BirdieorBetterPercentageLeftRough",2010
74,74,"James Driscoll",78,14.93,20,134,"BirdieorBetterPercentageLeftRough",2010
75,75,"Kris Blanks",91,14.91,17,114,"BirdieorBetterPercentageLeftRough",2010
76,76,"Jerry Kelly",99,14.88,18,121,"BirdieorBetterPercentageLeftRough",2010
77,77,"Steve Wheatcroft",74,14.85,15,101,"BirdieorBetterPercentageLeftRough",2010
78,78,"Jarrod Lyle",54,14.71,10,68,"BirdieorBetterPercentageLeftRough",2010
78,78,"Brett Wetterich",54,14.71,15,102,"BirdieorBetterPercentageLeftRough",2010
80,80,"Scott Piercy",88,14.69,21,143,"BirdieorBetterPercentageLeftRough",2010
81,81,"Bo Van Pelt",104,14.6,20,137,"BirdieorBetterPercentageLeftRough",2010
82,82,"Roger Tambellini",77,14.58,14,96,"BirdieorBetterPercentageLeftRough",2010
83,83,"Chris DiMarco",88,14.56,15,103,"BirdieorBetterPercentageLeftRough",2010
84,84,"Tom Gillis",97,14.5,19,131,"BirdieorBetterPercentageLeftRough",2010
85,85,"Joe Ogilvie",99,14.48,21,145,"BirdieorBetterPercentageLeftRough",2010
86,86,"Jerod Turner",54,14.47,11,76,"BirdieorBetterPercentageLeftRough",2010
87,87,"Jay Williamson",76,14.43,14,97,"BirdieorBetterPercentageLeftRough",2010
88,88,"Steve Flesch",78,14.41,17,118,"BirdieorBetterPercentageLeftRough",2010
89,89,"Brian Davis",101,14.4,18,125,"BirdieorBetterPercentageLeftRough",2010
89,89,"Tim Petrovic",105,14.4,18,125,"BirdieorBetterPercentageLeftRough",2010
91,91,"John Merrick",109,14.29,19,133,"BirdieorBetterPercentageLeftRough",2010
91,91,"Tom Pernice Jr",74,14.29,15,105,"BirdieorBetterPercentageLeftRough",2010
93,93,"Jason Dufner",87,14.15,15,106,"BirdieorBetterPercentageLeftRough",2010
93,93,"Rory Sabbatini",79,14.15,15,106,"BirdieorBetterPercentageLeftRough",2010
95,95,"Jeff Maggert",76,14.14,14,99,"BirdieorBetterPercentageLeftRough",2010
96,96,"Daniel Chopra",74,14.09,21,149,"BirdieorBetterPercentageLeftRough",2010
97,97,"Jeff Quinney",91,14.06,18,128,"BirdieorBetterPercentageLeftRough",2010
98,98,"Garrett Willis",82,14.05,17,121,"BirdieorBetterPercentageLeftRough",2010
99,99,"Chris Stroud",90,14.04,16,114,"BirdieorBetterPercentageLeftRough",2010
100,100,"Michael Connell",89,14,21,150,"BirdieorBetterPercentageLeftRough",2010
101,101,"Bryce Molder",84,13.95,12,86,"BirdieorBetterPercentageLeftRough",2010
102,102,"Padraig Harrington",57,13.68,13,95,"BirdieorBetterPercentageLeftRough",2010
103,103,"Webb Simpson",98,13.47,26,193,"BirdieorBetterPercentageLeftRough",2010
104,104,"Brian Gay",101,13.46,14,104,"BirdieorBetterPercentageLeftRough",2010
105,105,"Kevin Stadler",86,13.43,18,134,"BirdieorBetterPercentageLeftRough",2010
106,106,"Brett Quigley",96,13.4,26,194,"BirdieorBetterPercentageLeftRough",2010
107,107,"Bob Estes",79,13.39,15,112,"BirdieorBetterPercentageLeftRough",2010
108,108,"Ricky Barnes",103,13.33,20,150,"BirdieorBetterPercentageLeftRough",2010
108,108,"Brendon de Jonge",114,13.33,18,135,"BirdieorBetterPercentageLeftRough",2010
108,108,"Heath Slocum",97,13.33,12,90,"BirdieorBetterPercentageLeftRough",2010
111,111,"Ryuji Imada",90,13.29,21,158,"BirdieorBetterPercentageLeftRough",2010
112,112,"Freddie Jacobson",83,13.28,17,128,"BirdieorBetterPercentageLeftRough",2010
112,112,"Troy Matteson",84,13.28,17,128,"BirdieorBetterPercentageLeftRough",2010
114,114,"Dean Wilson",54,13.13,13,99,"BirdieorBetterPercentageLeftRough",2010
115,115,"Blake Adams",84,13.11,16,122,"BirdieorBetterPercentageLeftRough",2010
115,115,"Johnson Wagner",85,13.11,16,122,"BirdieorBetterPercentageLeftRough",2010
117,117,"Kevin Streelman",90,13.08,14,107,"BirdieorBetterPercentageLeftRough",2010
118,118,"Charley Hoffman",85,13.04,15,115,"BirdieorBetterPercentageLeftRough",2010
118,118,"Kevin Johnson",62,13.04,12,92,"BirdieorBetterPercentageLeftRough",2010
120,120,"Kevin Na",94,12.95,18,139,"BirdieorBetterPercentageLeftRough",2010
121,121,"Billy Mayfair",78,12.94,11,85,"BirdieorBetterPercentageLeftRough",2010
122,122,"Lee Janzen",77,12.86,18,140,"BirdieorBetterPercentageLeftRough",2010
123,123,"Steve Marino",81,12.71,15,118,"BirdieorBetterPercentageLeftRough",2010
124,124,"Nicholas Thompson",88,12.7,16,126,"BirdieorBetterPercentageLeftRough",2010
125,125,"David Toms",86,12.68,9,71,"BirdieorBetterPercentageLeftRough",2010
126,126,"Trevor Immelman",55,12.66,10,79,"BirdieorBetterPercentageLeftRough",2010
127,127,"John Daly",63,12.62,13,103,"BirdieorBetterPercentageLeftRough",2010
128,128,"David Lutterus",69,12.5,12,96,"BirdieorBetterPercentageLeftRough",2010
129,129,"Jeff Gove",57,12.33,9,73,"BirdieorBetterPercentageLeftRough",2010
129,129,"Matt Kuchar",97,12.33,18,146,"BirdieorBetterPercentageLeftRough",2010
131,131,"Roland Thatcher",72,12.31,16,130,"BirdieorBetterPercentageLeftRough",2010
132,132,"JP Hayes",79,12.26,13,106,"BirdieorBetterPercentageLeftRough",2010
133,133,"Chris Wilson",65,12.24,12,98,"BirdieorBetterPercentageLeftRough",2010
134,134,"Paul Goydos",78,12.2,10,82,"BirdieorBetterPercentageLeftRough",2010
135,135,"Stuart Appleby",101,12.18,24,197,"BirdieorBetterPercentageLeftRough",2010
136,136,"Vaughn Taylor",87,12.17,14,115,"BirdieorBetterPercentageLeftRough",2010
137,137,"Ted Purdy",86,12.16,18,148,"BirdieorBetterPercentageLeftRough",2010
138,138,"Charlie Wi",95,12.14,17,140,"BirdieorBetterPercentageLeftRough",2010
139,139,"Craig Bowden",56,12.12,8,66,"BirdieorBetterPercentageLeftRough",2010
140,140,"Alex Prugh",88,12.02,22,183,"BirdieorBetterPercentageLeftRough",2010
141,141,"Mark Wilson",87,11.93,13,109,"BirdieorBetterPercentageLeftRough",2010
142,142,"Vance Veazey",58,11.88,12,101,"BirdieorBetterPercentageLeftRough",2010
143,143,"Rocco Mediate",71,11.76,10,85,"BirdieorBetterPercentageLeftRough",2010
144,144,"Spencer Levin",110,11.73,21,179,"BirdieorBetterPercentageLeftRough",2010
145,145,"Rod Pampling",77,11.72,15,128,"BirdieorBetterPercentageLeftRough",2010
145,145,"Brian Stuard",81,11.72,15,128,"BirdieorBetterPercentageLeftRough",2010
147,147,"Andres Romero",73,11.68,16,137,"BirdieorBetterPercentageLeftRough",2010
148,148,"Henrik Bjornstad",72,11.63,10,86,"BirdieorBetterPercentageLeftRough",2010
148,148,"Steve Elkington",74,11.63,10,86,"BirdieorBetterPercentageLeftRough",2010
150,150,"Cliff Kresge",50,11.59,8,69,"BirdieorBetterPercentageLeftRough",2010
151,151,"Kevin Sutherland",86,11.57,14,121,"BirdieorBetterPercentageLeftRough",2010
152,152,"Michael Bradley",77,11.54,15,130,"BirdieorBetterPercentageLeftRough",2010
153,153,"Sean OHair",84,11.48,14,122,"BirdieorBetterPercentageLeftRough",2010
154,154,"Alex Cejka",81,11.46,11,96,"BirdieorBetterPercentageLeftRough",2010
155,155,"Justin Bolli",55,11.39,9,79,"BirdieorBetterPercentageLeftRough",2010
155,155,"Chris Riley",73,11.39,9,79,"BirdieorBetterPercentageLeftRough",2010
157,157,"Kenny Perry",69,11.34,11,97,"BirdieorBetterPercentageLeftRough",2010
158,158,"Brent Delahoussaye",57,11.11,7,63,"BirdieorBetterPercentageLeftRough",2010
158,158,"Tim Herron",79,11.11,17,153,"BirdieorBetterPercentageLeftRough",2010
160,160,"Matt Bettencourt",91,10.88,16,147,"BirdieorBetterPercentageLeftRough",2010
161,161,"Woody Austin",93,10.79,15,139,"BirdieorBetterPercentageLeftRough",2010
162,162,"Chad Collins",87,10.75,10,93,"BirdieorBetterPercentageLeftRough",2010
163,163,"Cameron Beckman",68,10.68,11,103,"BirdieorBetterPercentageLeftRough",2010
164,164,"David Duval",71,10.37,14,135,"BirdieorBetterPercentageLeftRough",2010
165,165,"Mathew Goggin",85,10.22,14,137,"BirdieorBetterPercentageLeftRough",2010
166,166,"Retief Goosen",75,10.2,10,98,"BirdieorBetterPercentageLeftRough",2010
166,166,"Greg Owen",69,10.2,10,98,"BirdieorBetterPercentageLeftRough",2010
168,168,"Richard Johnson",90,10.19,11,108,"BirdieorBetterPercentageLeftRough",2010
169,169,"Rich Barcelo",70,10,12,120,"BirdieorBetterPercentageLeftRough",2010
169,169,"Josh Teater",101,10,13,130,"BirdieorBetterPercentageLeftRough",2010
171,171,"Briny Baird",87,9.85,13,132,"BirdieorBetterPercentageLeftRough",2010
172,172,"Brenden Pappas",66,9.73,11,113,"BirdieorBetterPercentageLeftRough",2010
172,172,"Chris Tidland",77,9.73,11,113,"BirdieorBetterPercentageLeftRough",2010
174,174,"Chad Campbell",95,9.62,10,104,"BirdieorBetterPercentageLeftRough",2010
174,174,"Ian Poulter",55,9.62,5,52,"BirdieorBetterPercentageLeftRough",2010
176,176,"Aron Price",70,9.47,9,95,"BirdieorBetterPercentageLeftRough",2010
176,176,"Charles Warren",64,9.47,9,95,"BirdieorBetterPercentageLeftRough",2010
178,178,"Ryan Moore",80,9.43,10,106,"BirdieorBetterPercentageLeftRough",2010
179,179,"Jeev Milkha Singh",59,9.18,9,98,"BirdieorBetterPercentageLeftRough",2010
180,180,"Scott Verplank",74,8.97,7,78,"BirdieorBetterPercentageLeftRough",2010
181,181,"Ben Curtis",78,8.7,10,115,"BirdieorBetterPercentageLeftRough",2010
182,182,"Jim Furyk",76,8.33,8,96,"BirdieorBetterPercentageLeftRough",2010
183,183,"Shaun Micheel",70,8.25,8,97,"BirdieorBetterPercentageLeftRough",2010
184,184,"Joe Durant",67,8.2,5,61,"BirdieorBetterPercentageLeftRough",2010
185,185,"Greg Kraft",52,8.06,5,62,"BirdieorBetterPercentageLeftRough",2010
186,186,"Mike Weir",59,7.5,6,80,"BirdieorBetterPercentageLeftRough",2010
187,187,"John Mallinger",78,7.45,7,94,"BirdieorBetterPercentageLeftRough",2010
188,188,"Omar Uresti",74,6.9,6,87,"BirdieorBetterPercentageLeftRough",2010
189,189,"Skip Kendall",58,6.35,4,63,"BirdieorBetterPercentageLeftRough",2010
190,190,"Brad Faxon",58,6.32,6,95,"BirdieorBetterPercentageLeftRough",2010
191,191,"Boo Weekley",88,6.14,7,114,"BirdieorBetterPercentageLeftRough",2010
192,192,"Andrew McLardy",52,4.26,4,94,"BirdieorBetterPercentageLeftRough",2010
