"CareerMoneyLeaders_RANKTHISWEEK_2013","CareerMoneyLeaders_RANKLASTWEEK_2013","CareerMoneyLeaders_PLAYERNAME_2013","CareerMoneyLeaders__2013","CareerMoneyLeaders_MONEY_2013","stat_name","year"
1,1,"Tiger Woods",NA,109504139,"CareerMoneyLeaders",2013
2,2,"Phil Mickelson",NA,73140492,"CareerMoneyLeaders",2013
3,3,"Vijay Singh",NA,67587095,"CareerMoneyLeaders",2013
4,4,"Jim Furyk",NA,55924238,"CareerMoneyLeaders",2013
5,5,"Ernie Els",NA,45945170,"CareerMoneyLeaders",2013
6,6,"Davis Love III",NA,42511946,"CareerMoneyLeaders",2013
7,7,"Steve Stricker",NA,39520093,"CareerMoneyLeaders",2013
8,8,"David Toms",NA,39511939,"CareerMoneyLeaders",2013
9,9,"Adam Scott",NA,33199065,"CareerMoneyLeaders",2013
10,10,"Sergio Garcia",NA,32833713,"CareerMoneyLeaders",2013
11,11,"Justin Leonard",NA,32555538,"CareerMoneyLeaders",2013
12,12,"Stewart Cink",NA,31889707,"CareerMoneyLeaders",2013
13,13,"Kenny Perry",NA,31850152,"CareerMoneyLeaders",2013
14,14,"Luke Donald",NA,30791079,"CareerMoneyLeaders",2013
15,15,"Zach Johnson",NA,30321802,"CareerMoneyLeaders",2013
16,16,"KJ Choi",NA,28347605,"CareerMoneyLeaders",2013
17,17,"Retief Goosen",NA,27841344,"CareerMoneyLeaders",2013
18,18,"Scott Verplank",NA,27463847,"CareerMoneyLeaders",2013
19,19,"Stuart Appleby",NA,27296190,"CareerMoneyLeaders",2013
20,20,"Mike Weir",NA,27016460,"CareerMoneyLeaders",2013
21,21,"Rory Sabbatini",NA,26792660,"CareerMoneyLeaders",2013
22,22,"Geoff Ogilvy",NA,26631077,"CareerMoneyLeaders",2013
23,23,"Robert Allenby",NA,26613093,"CareerMoneyLeaders",2013
24,24,"Matt Kuchar",NA,26416027,"CareerMoneyLeaders",2013
25,25,"Charles Howell III",NA,25625971,"CareerMoneyLeaders",2013
26,26,"Justin Rose",NA,25277765,"CareerMoneyLeaders",2013
27,27,"Hunter Mahan",NA,24759057,"CareerMoneyLeaders",2013
28,28,"Jerry Kelly",NA,24677570,"CareerMoneyLeaders",2013
29,29,"Mark Calcavecchia",NA,24147827,"CareerMoneyLeaders",2013
30,30,"Chris DiMarco",NA,22650073,"CareerMoneyLeaders",2013
31,31,"Fred Couples",NA,22494714,"CareerMoneyLeaders",2013
32,32,"Padraig Harrington",NA,22357058,"CareerMoneyLeaders",2013
33,33,"Chad Campbell",NA,21791877,"CareerMoneyLeaders",2013
34,34,"Tom Lehman",NA,21495878,"CareerMoneyLeaders",2013
