"FirstTeeEarlyRound2ScoringAverage_RANKTHISWEEK_2007","FirstTeeEarlyRound2ScoringAverage_RANKLASTWEEK_2007","FirstTeeEarlyRound2ScoringAverage_PLAYERNAME_2007","FirstTeeEarlyRound2ScoringAverage__2007","FirstTeeEarlyRound2ScoringAverage_AVG_2007","FirstTeeEarlyRound2ScoringAverage_TOTALSTROKES_2007","FirstTeeEarlyRound2ScoringAverage_TOTALROUNDS_2007","stat_name","year"
1,1,"Scott Verplank",NA,67.67,406,6,"FirstTeeEarlyRound2ScoringAverage",2007
2,2,"Vaughn Taylor",NA,68,272,4,"FirstTeeEarlyRound2ScoringAverage",2007
3,3,"Ernie Els",NA,68.5,137,2,"FirstTeeEarlyRound2ScoringAverage",2007
3,3,"Jeff Maggert",NA,68.5,274,4,"FirstTeeEarlyRound2ScoringAverage",2007
5,5,"Jesper Parnevik",NA,68.6,343,5,"FirstTeeEarlyRound2ScoringAverage",2007
6,6,"Geoff Ogilvy",NA,68.67,206,3,"FirstTeeEarlyRound2ScoringAverage",2007
7,7,"Charlie Wi",NA,68.71,481,7,"FirstTeeEarlyRound2ScoringAverage",2007
8,8,"Heath Slocum",NA,68.83,413,6,"FirstTeeEarlyRound2ScoringAverage",2007
9,9,"Jeff Overton",NA,68.86,482,7,"FirstTeeEarlyRound2ScoringAverage",2007
10,10,"Alex Cejka",NA,68.9,689,10,"FirstTeeEarlyRound2ScoringAverage",2007
11,11,"Rich Barcelo",NA,69,483,7,"FirstTeeEarlyRound2ScoringAverage",2007
11,11,"Michael Boyd",NA,69,207,3,"FirstTeeEarlyRound2ScoringAverage",2007
11,11,"Mark Brooks",NA,69,207,3,"FirstTeeEarlyRound2ScoringAverage",2007
11,11,"JJ Henry",NA,69,345,5,"FirstTeeEarlyRound2ScoringAverage",2007
11,11,"Freddie Jacobson",NA,69,345,5,"FirstTeeEarlyRound2ScoringAverage",2007
11,11,"Corey Pavin",NA,69,414,6,"FirstTeeEarlyRound2ScoringAverage",2007
11,11,"Bubba Watson",NA,69,207,3,"FirstTeeEarlyRound2ScoringAverage",2007
18,18,"Stuart Appleby",NA,69.17,415,6,"FirstTeeEarlyRound2ScoringAverage",2007
18,18,"DJ Brigman",NA,69.17,415,6,"FirstTeeEarlyRound2ScoringAverage",2007
20,20,"Ryan Palmer",NA,69.2,346,5,"FirstTeeEarlyRound2ScoringAverage",2007
21,21,"Will Ma Kenzie",NA,69.5,417,6,"FirstTeeEarlyRound2ScoringAverage",2007
21,21,"Troy Matteson",NA,69.5,695,10,"FirstTeeEarlyRound2ScoringAverage",2007
23,23,"Brian Gay",NA,69.57,487,7,"FirstTeeEarlyRound2ScoringAverage",2007
24,24,"Jeff Gove",NA,69.6,696,10,"FirstTeeEarlyRound2ScoringAverage",2007
24,24,"Jay Williamson",NA,69.6,348,5,"FirstTeeEarlyRound2ScoringAverage",2007
26,26,"Matt Hendrix",NA,69.67,209,3,"FirstTeeEarlyRound2ScoringAverage",2007
26,26,"Johnson Wagner",NA,69.67,627,9,"FirstTeeEarlyRound2ScoringAverage",2007
28,28,"Gavin Coles",NA,69.7,697,10,"FirstTeeEarlyRound2ScoringAverage",2007
29,29,"Tommy Armour III",NA,69.71,488,7,"FirstTeeEarlyRound2ScoringAverage",2007
29,29,"JP Hayes",NA,69.71,488,7,"FirstTeeEarlyRound2ScoringAverage",2007
29,29,"Joe Ogilvie",NA,69.71,488,7,"FirstTeeEarlyRound2ScoringAverage",2007
32,32,"Sergio Garcia",NA,69.75,279,4,"FirstTeeEarlyRound2ScoringAverage",2007
32,32,"Hunter Mahan",NA,69.75,558,8,"FirstTeeEarlyRound2ScoringAverage",2007
34,34,"Stephen Ames",NA,70,210,3,"FirstTeeEarlyRound2ScoringAverage",2007
34,34,"Jason Bohn",NA,70,140,2,"FirstTeeEarlyRound2ScoringAverage",2007
34,34,"Bill Haas",NA,70,560,8,"FirstTeeEarlyRound2ScoringAverage",2007
34,34,"Cliff Kresge",NA,70,350,5,"FirstTeeEarlyRound2ScoringAverage",2007
34,34,"Tom Lehman",NA,70,350,5,"FirstTeeEarlyRound2ScoringAverage",2007
34,34,"Rocco Mediate",NA,70,280,4,"FirstTeeEarlyRound2ScoringAverage",2007
34,34,"Arron Oberholser",NA,70,420,6,"FirstTeeEarlyRound2ScoringAverage",2007
34,34,"Chris Riley",NA,70,350,5,"FirstTeeEarlyRound2ScoringAverage",2007
42,42,"Glen Day",NA,70.11,631,9,"FirstTeeEarlyRound2ScoringAverage",2007
43,43,"Craig Barlow",NA,70.14,491,7,"FirstTeeEarlyRound2ScoringAverage",2007
43,43,"Ryuji Imada",NA,70.14,491,7,"FirstTeeEarlyRound2ScoringAverage",2007
43,43,"DJ Trahan",NA,70.14,491,7,"FirstTeeEarlyRound2ScoringAverage",2007
46,46,"Craig Bowden",NA,70.17,421,6,"FirstTeeEarlyRound2ScoringAverage",2007
46,46,"Justin Leonard",NA,70.17,842,12,"FirstTeeEarlyRound2ScoringAverage",2007
46,46,"Justin Rose",NA,70.17,421,6,"FirstTeeEarlyRound2ScoringAverage",2007
49,49,"Padraig Harrington",NA,70.2,351,5,"FirstTeeEarlyRound2ScoringAverage",2007
49,49,"Matt Kuchar",NA,70.2,351,5,"FirstTeeEarlyRound2ScoringAverage",2007
49,49,"Pat Perez",NA,70.2,702,10,"FirstTeeEarlyRound2ScoringAverage",2007
49,49,"Kirk Triplett",NA,70.2,351,5,"FirstTeeEarlyRound2ScoringAverage",2007
53,53,"John Daly",NA,70.25,281,4,"FirstTeeEarlyRound2ScoringAverage",2007
53,53,"Stephen Leaney",NA,70.25,281,4,"FirstTeeEarlyRound2ScoringAverage",2007
55,55,"Daniel Chopra",NA,70.27,773,11,"FirstTeeEarlyRound2ScoringAverage",2007
56,56,"Jerry Kelly",NA,70.29,492,7,"FirstTeeEarlyRound2ScoringAverage",2007
57,57,"Craig Kanada",NA,70.3,703,10,"FirstTeeEarlyRound2ScoringAverage",2007
57,57,"Parker McLachlin",NA,70.3,703,10,"FirstTeeEarlyRound2ScoringAverage",2007
59,59,"Jason Gore",NA,70.33,422,6,"FirstTeeEarlyRound2ScoringAverage",2007
59,59,"Bo Van Pelt",NA,70.33,422,6,"FirstTeeEarlyRound2ScoringAverage",2007
61,61,"Rod Pampling",NA,70.43,493,7,"FirstTeeEarlyRound2ScoringAverage",2007
61,61,"Bob Tway",NA,70.43,493,7,"FirstTeeEarlyRound2ScoringAverage",2007
63,63,"Stewart Cink",NA,70.44,634,9,"FirstTeeEarlyRound2ScoringAverage",2007
63,63,"Mathias Gronberg",NA,70.44,634,9,"FirstTeeEarlyRound2ScoringAverage",2007
65,65,"Tim Clark",NA,70.5,282,4,"FirstTeeEarlyRound2ScoringAverage",2007
65,65,"Chris Couch",NA,70.5,564,8,"FirstTeeEarlyRound2ScoringAverage",2007
65,65,"Brian Davis",NA,70.5,846,12,"FirstTeeEarlyRound2ScoringAverage",2007
65,65,"Mathew Goggin",NA,70.5,564,8,"FirstTeeEarlyRound2ScoringAverage",2007
65,65,"Scott Gutschewski",NA,70.5,423,6,"FirstTeeEarlyRound2ScoringAverage",2007
