"Approachesfrominside100yardsRgh_RANKTHISWEEK_2005","Approachesfrominside100yardsRgh_RANKLASTWEEK_2005","Approachesfrominside100yardsRgh_PLAYERNAME_2005","Approachesfrominside100yardsRgh_ROUNDS_2005","Approachesfrominside100yardsRgh_AVG_2005","Approachesfrominside100yardsRgh_TOTALDISTANCEFEET_2005","Approachesfrominside100yardsRgh_OFATTEMPTS_2005","Approachesfrominside100yardsRgh_RELATIVETOPAR_2005","stat_name","year"
141,141,"DA Points",94,NA,900.417,34,3,"Approachesfrominside100yardsRgh",2005
142,142,"Craig Perks",67,NA,1143.75,43,15,"Approachesfrominside100yardsRgh",2005
143,143,"Mark OMeara",66,NA,833.25,31,1,"Approachesfrominside100yardsRgh",2005
143,143,"Charlie Wi",67,NA,645.917,24,4,"Approachesfrominside100yardsRgh",2005
145,145,"Mark Hensby",70,NA,811.833,30,16,"Approachesfrominside100yardsRgh",2005
145,145,"Tim Petrovic",97,NA,1461.333,54,16,"Approachesfrominside100yardsRgh",2005
147,147,"DJ Brigman",76,NA,679.667,25,5,"Approachesfrominside100yardsRgh",2005
148,148,"Bart Bryant",91,NA,899,33,11,"Approachesfrominside100yardsRgh",2005
149,149,"Greg Owen",84,NA,903.083,33,5,"Approachesfrominside100yardsRgh",2005
150,150,"JJ Henry",102,NA,962,35,8,"Approachesfrominside100yardsRgh",2005
150,150,"Chris Smith",93,NA,1266.167,46,9,"Approachesfrominside100yardsRgh",2005
152,152,"Carlos Franco",78,NA,909.417,33,-1,"Approachesfrominside100yardsRgh",2005
153,153,"Billy Mayfair",114,NA,1304.833,47,3,"Approachesfrominside100yardsRgh",2005
154,154,"Jason Allred",75,NA,1649.583,59,10,"Approachesfrominside100yardsRgh",2005
154,154,"Retief Goosen",71,NA,756.75,27,1,"Approachesfrominside100yardsRgh",2005
154,154,"Steve Lowery",100,NA,951.167,34,3,"Approachesfrominside100yardsRgh",2005
157,157,"David Hearn",68,NA,815.583,29,12,"Approachesfrominside100yardsRgh",2005
157,157,"Tim Herron",100,NA,954,34,0,"Approachesfrominside100yardsRgh",2005
159,159,"Carl Pettersson",109,NA,1157.75,41,4,"Approachesfrominside100yardsRgh",2005
160,160,"Corey Pavin",77,NA,794.083,28,5,"Approachesfrominside100yardsRgh",2005
161,161,"Joey Sindelar",104,NA,1419.833,50,12,"Approachesfrominside100yardsRgh",2005
162,162,"Brendan Jones",81,NA,1796,63,13,"Approachesfrominside100yardsRgh",2005
163,163,"Mark Brooks",72,NA,1095.75,38,12,"Approachesfrominside100yardsRgh",2005
163,163,"Jim Carter",62,NA,605.917,21,5,"Approachesfrominside100yardsRgh",2005
165,165,"Scott Gutschewski",86,NA,1359.167,47,10,"Approachesfrominside100yardsRgh",2005
166,166,"Joey Snyder III",102,NA,957.167,33,4,"Approachesfrominside100yardsRgh",2005
167,167,"Kevin Stadler",96,NA,1366,47,12,"Approachesfrominside100yardsRgh",2005
168,168,"Ben Curtis",65,NA,881,30,13,"Approachesfrominside100yardsRgh",2005
169,169,"Hunter Haas",83,NA,1235.667,42,1,"Approachesfrominside100yardsRgh",2005
169,169,"Jerry Kelly",101,NA,854.083,29,8,"Approachesfrominside100yardsRgh",2005
171,171,"Skip Kendall",80,NA,738.417,25,3,"Approachesfrominside100yardsRgh",2005
171,171,"Kevin Sutherland",89,NA,1119.75,38,0,"Approachesfrominside100yardsRgh",2005
173,173,"Brenden Pappas",51,NA,893.083,30,5,"Approachesfrominside100yardsRgh",2005
174,174,"Jim Furyk",94,NA,805.583,27,9,"Approachesfrominside100yardsRgh",2005
175,175,"Aaron Baddeley",84,NA,1347.75,45,14,"Approachesfrominside100yardsRgh",2005
175,175,"Brandt Jobe",96,NA,1317.167,44,18,"Approachesfrominside100yardsRgh",2005
177,177,"KJ Choi",78,NA,569.833,19,8,"Approachesfrominside100yardsRgh",2005
177,177,"Harrison Frazar",105,NA,1559.25,52,10,"Approachesfrominside100yardsRgh",2005
179,179,"James Driscoll",73,NA,1204.25,40,10,"Approachesfrominside100yardsRgh",2005
179,179,"Duffy Waldorf",86,NA,782.75,26,6,"Approachesfrominside100yardsRgh",2005
181,181,"Justin Bolli",65,NA,1086.333,36,14,"Approachesfrominside100yardsRgh",2005
182,182,"Franklin Langham",91,NA,1301.333,43,11,"Approachesfrominside100yardsRgh",2005
183,183,"Stuart Appleby",84,NA,1066.833,35,0,"Approachesfrominside100yardsRgh",2005
183,183,"Scott Hend",75,NA,1769.917,58,16,"Approachesfrominside100yardsRgh",2005
185,185,"Michael Long",72,NA,1134.333,37,11,"Approachesfrominside100yardsRgh",2005
186,186,"John Elliott",58,NA,1203,39,11,"Approachesfrominside100yardsRgh",2005
187,187,"Lee Janzen",75,NA,1082.5,35,8,"Approachesfrominside100yardsRgh",2005
188,188,"Matt Davidson",53,NA,628.75,20,5,"Approachesfrominside100yardsRgh",2005
189,189,"Charles Warren",89,NA,1606.75,51,16,"Approachesfrominside100yardsRgh",2005
190,190,"Robert Allenby",95,NA,949.333,30,10,"Approachesfrominside100yardsRgh",2005
190,190,"Jesper Parnevik",84,NA,982.583,31,4,"Approachesfrominside100yardsRgh",2005
190,190,"Mike Weir",71,NA,760.083,24,15,"Approachesfrominside100yardsRgh",2005
193,193,"Steve Allan",102,NA,1269.833,40,9,"Approachesfrominside100yardsRgh",2005
194,194,"Gavin Coles",70,NA,1273.167,40,8,"Approachesfrominside100yardsRgh",2005
195,195,"Matt Kuchar",60,NA,702.5,22,8,"Approachesfrominside100yardsRgh",2005
196,196,"Rod Pampling",89,NA,1071.083,33,17,"Approachesfrominside100yardsRgh",2005
197,197,"Craig Barlow",81,NA,1007.5,31,4,"Approachesfrominside100yardsRgh",2005
198,198,"Tom Gillis",77,NA,667.083,20,5,"Approachesfrominside100yardsRgh",2005
199,199,"Robert Gamez",91,NA,1256.25,35,16,"Approachesfrominside100yardsRgh",2005
199,199,"Thomas Levet",54,NA,251.167,7,4,"Approachesfrominside100yardsRgh",2005
201,201,"Jeff Maggert",79,NA,763.833,21,7,"Approachesfrominside100yardsRgh",2005
202,202,"Brent Geiberger",61,NA,1033.167,26,15,"Approachesfrominside100yardsRgh",2005
