"OfficialWorldGolfRanking_RANKTHISWEEK_2005","OfficialWorldGolfRanking_RANKLASTWEEK_2005","OfficialWorldGolfRanking_PLAYERNAME_2005","OfficialWorldGolfRanking_EVENTS_2005","OfficialWorldGolfRanking_AVGPOINTS_2005","OfficialWorldGolfRanking_TOTALPOINTS_2005","OfficialWorldGolfRanking_POINTSLOST_2005","OfficialWorldGolfRanking_POINTSGAINED_2005","OfficialWorldGolfRanking_COUNTRY_2005","stat_name","year"
134,NA,"Barry Lane",53,1.2,63.6,-54.28,49.25,NA,"OfficialWorldGolfRanking",2005
135,NA,"Tag Ridings",50,1.19,59.74,-23.39,46.62,NA,"OfficialWorldGolfRanking",2005
136,NA,"Steven Conran",53,1.19,63.23,-49.68,46.45,NA,"OfficialWorldGolfRanking",2005
137,NA,"Ryoken Kawagishi",58,1.17,68.06,-36.93,51.74,NA,"OfficialWorldGolfRanking",2005
138,NA,"Dinesh Chand",56,1.17,65.64,-28.29,50.46,NA,"OfficialWorldGolfRanking",2005
139,NA,"Steve Lowery",60,1.16,69.55,-59.37,50.39,NA,"OfficialWorldGolfRanking",2005
140,NA,"Jean Francois Remesy",50,1.15,57.46,-42.94,38.26,NA,"OfficialWorldGolfRanking",2005
141,NA,"Corey Pavin",50,1.14,56.82,-44.31,46.31,NA,"OfficialWorldGolfRanking",2005
142,NA,"Ryan Moore",40,1.12,44.62,-7.49,49,NA,"OfficialWorldGolfRanking",2005
143,NA,"Jeff Brehaut",59,1.11,65.77,-32.62,63.56,NA,"OfficialWorldGolfRanking",2005
144,NA,"Tadahiro Takayama",50,1.09,54.41,-26.32,56.3,NA,"OfficialWorldGolfRanking",2005
145,NA,"Charl Schwartzel",60,1.05,63.18,-42.12,57.08,NA,"OfficialWorldGolfRanking",2005
146,NA,"Robert Gamez",59,1.05,61.83,-53.54,55.09,NA,"OfficialWorldGolfRanking",2005
147,NA,"Scott McCarron",51,1.04,53.19,-72.01,59.17,NA,"OfficialWorldGolfRanking",2005
148,NA,"Jonathan Byrd",58,1.02,59.14,-63.55,40.79,NA,"OfficialWorldGolfRanking",2005
149,NA,"JL Lewis",62,1.02,63.14,-70.39,61.43,NA,"OfficialWorldGolfRanking",2005
150,NA,"Peter OMalley",52,1,52.2,-44.14,44.05,NA,"OfficialWorldGolfRanking",2005
151,NA,"Rocco Mediate",43,1,43.13,-46.74,43.7,NA,"OfficialWorldGolfRanking",2005
152,NA,"Brett Quigley",62,1,61.79,-55.15,62.43,NA,"OfficialWorldGolfRanking",2005
153,NA,"Alex Cejka",62,0.98,60.81,-98.84,29.35,NA,"OfficialWorldGolfRanking",2005
154,NA,"Gonzalo Fdez Castano",40,0.98,39.16,-11.7,44.99,NA,"OfficialWorldGolfRanking",2005
155,NA,"Hiroyuki Fujita",52,0.98,50.82,-43.07,45.86,NA,"OfficialWorldGolfRanking",2005
156,NA,"Stephen Leaney",58,0.97,56.23,-81.93,43.09,NA,"OfficialWorldGolfRanking",2005
157,NA,"Jose Manuel Lara",60,0.97,57.92,-34.66,54.44,NA,"OfficialWorldGolfRanking",2005
158,NA,"Taichi Teshima",54,0.96,52.06,-38.31,43.93,NA,"OfficialWorldGolfRanking",2005
159,NA,"Arjun Atwal",54,0.96,51.85,-33.23,54.38,NA,"OfficialWorldGolfRanking",2005
160,NA,"Graeme Storm",59,0.95,56.34,-22.21,58.4,NA,"OfficialWorldGolfRanking",2005
161,NA,"Billy Andrade",57,0.95,54.41,-47.23,59.16,NA,"OfficialWorldGolfRanking",2005
162,NA,"Hidemasa Hoshino",54,0.93,50.27,-28.75,44.1,NA,"OfficialWorldGolfRanking",2005
163,NA,"Peter Hedblom",50,0.93,46.46,-37.99,51.01,NA,"OfficialWorldGolfRanking",2005
164,NA,"Brett Rumford",54,0.92,49.7,-41.68,38.47,NA,"OfficialWorldGolfRanking",2005
165,NA,"Kaname Yokoo",56,0.92,51.53,-21.88,40.31,NA,"OfficialWorldGolfRanking",2005
166,NA,"Duffy Waldorf",54,0.92,49.45,-74.9,29.63,NA,"OfficialWorldGolfRanking",2005
167,NA,"Aaron Baddeley",58,0.91,52.89,-46.18,60.98,NA,"OfficialWorldGolfRanking",2005
168,NA,"Joe Ozaki",40,0.9,36.06,-29.17,38.83,NA,"OfficialWorldGolfRanking",2005
169,NA,"Tommy Armour III",57,0.9,51.28,-59.83,40.33,NA,"OfficialWorldGolfRanking",2005
170,NA,"Briny Baird",63,0.9,56.53,-92.65,37.54,NA,"OfficialWorldGolfRanking",2005
171,NA,"Terry Pilkadaris",43,0.89,38.42,-20.59,26.86,NA,"OfficialWorldGolfRanking",2005
172,NA,"Paul Lawrie",52,0.89,46.29,-27.07,50.01,NA,"OfficialWorldGolfRanking",2005
173,NA,"Kevin Na",65,0.89,57.66,-50.24,64.79,NA,"OfficialWorldGolfRanking",2005
174,NA,"Daniel Chopra",77,0.88,67.99,-44,53.5,NA,"OfficialWorldGolfRanking",2005
175,NA,"Kevin Sutherland",53,0.88,46.8,-58.91,46.65,NA,"OfficialWorldGolfRanking",2005
176,NA,"Charles Warren",58,0.88,51.04,-18.57,56.56,NA,"OfficialWorldGolfRanking",2005
177,NA,"Steven Bowditch",41,0.88,36.05,-17.82,34.74,NA,"OfficialWorldGolfRanking",2005
178,NA,"Pierre Fulke",40,0.88,35.14,-18.1,39.93,NA,"OfficialWorldGolfRanking",2005
179,NA,"John Rollins",60,0.88,52.62,-62.37,45.28,NA,"OfficialWorldGolfRanking",2005
180,NA,"Gregory Havret",56,0.87,48.76,-40.83,54.72,NA,"OfficialWorldGolfRanking",2005
181,NA,"Craig Barlow",51,0.87,44.34,-37.08,42.44,NA,"OfficialWorldGolfRanking",2005
182,NA,"Joakim Haeggman",54,0.86,46.39,-64.61,21.75,NA,"OfficialWorldGolfRanking",2005
183,NA,"John Huston",51,0.85,43.43,-55.53,33.25,NA,"OfficialWorldGolfRanking",2005
184,NA,"JJ Henry",62,0.85,52.59,-39.95,47.83,NA,"OfficialWorldGolfRanking",2005
185,NA,"Daisuke Maruyama",57,0.85,48.28,-34.63,48.09,NA,"OfficialWorldGolfRanking",2005
186,NA,"Katsumasa Miyamoto",54,0.84,45.16,-44.46,31.14,NA,"OfficialWorldGolfRanking",2005
187,NA,"Ben Curtis",52,0.83,43.31,-69.31,38.07,NA,"OfficialWorldGolfRanking",2005
188,NA,"Scott Drummond",55,0.83,45.6,-51.93,26.36,NA,"OfficialWorldGolfRanking",2005
189,NA,"Tetsuji Hiratsuka",58,0.82,47.63,-59.11,36.69,NA,"OfficialWorldGolfRanking",2005
190,NA,"Soren Hansen",53,0.82,43.42,-35.47,41.52,NA,"OfficialWorldGolfRanking",2005
191,NA,"Robert Jan Derksen",54,0.82,44.09,-32.16,41.76,NA,"OfficialWorldGolfRanking",2005
192,NA,"Soren Kjeldsen",53,0.82,43.24,-38.79,38.99,NA,"OfficialWorldGolfRanking",2005
193,NA,"WC Liang",48,0.81,39,-17.1,33.78,NA,"OfficialWorldGolfRanking",2005
194,NA,"Hidemichi Tanaka",62,0.81,50.06,-47.85,40.65,NA,"OfficialWorldGolfRanking",2005
195,NA,"James Kingston",60,0.8,48.28,-39.73,43.14,NA,"OfficialWorldGolfRanking",2005
196,NA,"Prayad Marksaeng",63,0.8,50.68,-38.88,41.86,NA,"OfficialWorldGolfRanking",2005
197,NA,"Ryuji Imada",49,0.8,39.36,-20.34,45.07,NA,"OfficialWorldGolfRanking",2005
198,NA,"Simon Dyson",55,0.8,43.82,-26.34,47.46,NA,"OfficialWorldGolfRanking",2005
199,NA,"James Driscoll",50,0.8,39.81,-19.14,45.62,NA,"OfficialWorldGolfRanking",2005
200,NA,"Shiv Kapur",40,0.79,31.67,-0.65,32.32,NA,"OfficialWorldGolfRanking",2005
201,NA,"Chris Riley",49,0.79,38.79,-102.85,18.44,NA,"OfficialWorldGolfRanking",2005
202,NA,"Hank Kuehne",60,0.79,47.35,-44.86,40.36,NA,"OfficialWorldGolfRanking",2005
203,NA,"Patrick Sheehan",68,0.79,53.5,-49.75,40.37,NA,"OfficialWorldGolfRanking",2005
204,NA,"Dean Wilson",60,0.79,47.2,-26.68,41.49,NA,"OfficialWorldGolfRanking",2005
205,NA,"I J Jang",40,0.78,31.08,-6.37,35.45,NA,"OfficialWorldGolfRanking",2005
206,NA,"Shinichi Yokota",55,0.77,42.48,-20.35,38.09,NA,"OfficialWorldGolfRanking",2005
207,NA,"Robert Damron",56,0.77,43,-42.56,36.33,NA,"OfficialWorldGolfRanking",2005
208,NA,"Michael Allen",58,0.76,44.29,-31.13,32.99,NA,"OfficialWorldGolfRanking",2005
209,NA,"Ricardo Gonzalez",43,0.76,32.83,-45.88,23.22,NA,"OfficialWorldGolfRanking",2005
210,NA,"Takuya Taniguchi",54,0.76,41.1,-19.94,32.24,NA,"OfficialWorldGolfRanking",2005
211,NA,"Tomohiro Kondo",56,0.76,42.47,-30.61,29.3,NA,"OfficialWorldGolfRanking",2005
212,NA,"Brent Geiberger",52,0.75,39,-46.32,15.36,NA,"OfficialWorldGolfRanking",2005
213,NA,"Miles Tunnicliff",51,0.74,37.86,-36.13,30.27,NA,"OfficialWorldGolfRanking",2005
214,NA,"Keng Chi Lin",64,0.74,47.27,-18.3,46.79,NA,"OfficialWorldGolfRanking",2005
215,NA,"Emanuele Canonica",57,0.73,41.42,-19.88,42.14,NA,"OfficialWorldGolfRanking",2005
216,NA,"Shaun Micheel",58,0.72,42.04,-88.19,30.87,NA,"OfficialWorldGolfRanking",2005
217,NA,"Robert Karlsson",54,0.72,38.87,-29.27,46.91,NA,"OfficialWorldGolfRanking",2005
218,NA,"Tjaart van der Walt",46,0.72,33.09,-14.57,37.41,NA,"OfficialWorldGolfRanking",2005
219,NA,"Bubba Watson",47,0.71,33.26,-4.93,31.65,NA,"OfficialWorldGolfRanking",2005
220,NA,"Alastair Forsyth",54,0.71,38.19,-60.4,19.74,NA,"OfficialWorldGolfRanking",2005
221,NA,"Mark Wilson",50,0.7,35.23,-16.87,32.23,NA,"OfficialWorldGolfRanking",2005
222,NA,"Ryuichi Oda",51,0.7,35.9,-16.53,31,NA,"OfficialWorldGolfRanking",2005
223,NA,"Jong Duck Kim",48,0.69,33.26,-28.05,21.69,NA,"OfficialWorldGolfRanking",2005
224,NA,"Hideto Tanihara",60,0.69,41.56,-45.71,25.92,NA,"OfficialWorldGolfRanking",2005
225,NA,"Toru Suzuki",59,0.69,40.67,-28.4,21.33,NA,"OfficialWorldGolfRanking",2005
225,NA,"DJ Trahan",56,0.69,38.6,-12.3,43.85,NA,"OfficialWorldGolfRanking",2005
227,NA,"Gary Orr",40,0.69,27.43,-16.91,32.43,NA,"OfficialWorldGolfRanking",2005
228,NA,"Chawalit Plaphol",61,0.68,41.45,-17.63,31.46,NA,"OfficialWorldGolfRanking",2005
229,NA,"Tatsuhiko Takahashi",40,0.67,26.93,-6.75,29.91,NA,"OfficialWorldGolfRanking",2005
230,NA,"Cameron Beckman",61,0.67,41.04,-33.25,26.4,NA,"OfficialWorldGolfRanking",2005
231,NA,"John Bickerton",55,0.67,36.95,-28.14,33.56,NA,"OfficialWorldGolfRanking",2005
232,NA,"Rich Beem",56,0.67,37.44,-34.49,40.99,NA,"OfficialWorldGolfRanking",2005
233,NA,"Richard Johnson",55,0.66,36.46,-32.38,33.46,NA,"OfficialWorldGolfRanking",2005
234,NA,"Doug Barron",50,0.66,33.02,-17.29,40.3,NA,"OfficialWorldGolfRanking",2005
235,NA,"Phillip Price",50,0.66,32.88,-66.09,22.23,NA,"OfficialWorldGolfRanking",2005
236,NA,"Brendan Jones",60,0.66,39.42,-59.29,23.77,NA,"OfficialWorldGolfRanking",2005
237,NA,"Mathew Goggin",58,0.65,37.98,-12.79,36.39,NA,"OfficialWorldGolfRanking",2005
238,NA,"Peter Lawrie",61,0.65,39.87,-28.01,43.82,NA,"OfficialWorldGolfRanking",2005
239,NA,"Brian Gay",65,0.65,42.41,-29.47,37.48,NA,"OfficialWorldGolfRanking",2005
240,NA,"Andrew McLardy",42,0.65,27.38,-24.56,31.27,NA,"OfficialWorldGolfRanking",2005
241,NA,"Chris Campbell",40,0.65,25.89,-3.73,29.62,NA,"OfficialWorldGolfRanking",2005
242,NA,"Kazuhiko Hosokawa",56,0.65,36.15,-19,32.37,NA,"OfficialWorldGolfRanking",2005
243,NA,"Marcel Siem",46,0.64,29.65,-39.23,16.63,NA,"OfficialWorldGolfRanking",2005
244,NA,"Hunter Mahan",66,0.64,42.39,-34.89,29.31,NA,"OfficialWorldGolfRanking",2005
245,NA,"Lee Janzen",51,0.64,32.62,-48.29,20.36,NA,"OfficialWorldGolfRanking",2005
246,NA,"Simon Yates",41,0.64,26.19,-25.07,19.33,NA,"OfficialWorldGolfRanking",2005
247,NA,"Peter Tomasulo",40,0.63,25.22,-4.46,29.68,NA,"OfficialWorldGolfRanking",2005
