"BirdietoBogeyRatio_RANKTHISWEEK_2011","BirdietoBogeyRatio_RANKLASTWEEK_2011","BirdietoBogeyRatio_PLAYERNAME_2011","BirdietoBogeyRatio_ROUNDS_2011","BirdietoBogeyRatio_BIRDIETOBOGEYRATIO_2011","BirdietoBogeyRatio_TOTALBIRDIESANDBETTER_2011","BirdietoBogeyRatio_TOTALBOGEYSANDWORSE_2011","stat_name","year"
1,1,"Luke Donald",73,1.86,287,154,"BirdietoBogeyRatio",2011
2,2,"Webb Simpson",98,1.83,428,234,"BirdietoBogeyRatio",2011
3,3,"Steve Stricker",70,1.78,301,169,"BirdietoBogeyRatio",2011
4,4,"Nick Watney",80,1.67,325,195,"BirdietoBogeyRatio",2011
5,5,"Matt Kuchar",94,1.62,352,217,"BirdietoBogeyRatio",2011
6,6,"David Toms",78,1.61,315,196,"BirdietoBogeyRatio",2011
7,7,"Jason Day",76,1.54,299,194,"BirdietoBogeyRatio",2011
8,8,"Charles Howell III",108,1.48,384,259,"BirdietoBogeyRatio",2011
9,9,"Phil Mickelson",79,1.45,305,211,"BirdietoBogeyRatio",2011
9,9,"Bryce Molder",82,1.45,310,214,"BirdietoBogeyRatio",2011
11,11,"Hunter Mahan",92,1.44,371,258,"BirdietoBogeyRatio",2011
12,12,"Bill Haas",93,1.43,350,245,"BirdietoBogeyRatio",2011
12,12,"Zach Johnson",79,1.43,283,198,"BirdietoBogeyRatio",2011
14,14,"Chris Couch",73,1.42,288,203,"BirdietoBogeyRatio",2011
14,14,"Gary Woodland",93,1.42,378,266,"BirdietoBogeyRatio",2011
16,16,"Aaron Baddeley",77,1.41,320,227,"BirdietoBogeyRatio",2011
17,17,"Brandt Jobe",100,1.4,383,274,"BirdietoBogeyRatio",2011
17,17,"Martin Laird",77,1.4,302,215,"BirdietoBogeyRatio",2011
17,17,"Spencer Levin",113,1.4,412,294,"BirdietoBogeyRatio",2011
20,20,"Brendon de Jonge",105,1.39,405,291,"BirdietoBogeyRatio",2011
21,21,"Brandt Snedeker",85,1.38,332,240,"BirdietoBogeyRatio",2011
22,22,"Hunter Haas",96,1.37,358,262,"BirdietoBogeyRatio",2011
23,23,"Briny Baird",60,1.36,212,156,"BirdietoBogeyRatio",2011
23,23,"John Senden",94,1.36,360,265,"BirdietoBogeyRatio",2011
25,25,"Adam Scott",60,1.35,231,171,"BirdietoBogeyRatio",2011
26,26,"Brian Gay",90,1.34,331,247,"BirdietoBogeyRatio",2011
26,26,"Freddie Jacobson",92,1.34,351,261,"BirdietoBogeyRatio",2011
26,26,"Kevin Na",84,1.34,329,245,"BirdietoBogeyRatio",2011
29,29,"Brian Davis",105,1.33,397,298,"BirdietoBogeyRatio",2011
30,30,"Chris Kirk",87,1.32,337,256,"BirdietoBogeyRatio",2011
30,30,"John Merrick",71,1.32,264,200,"BirdietoBogeyRatio",2011
30,30,"Carl Pettersson",95,1.32,366,278,"BirdietoBogeyRatio",2011
30,30,"Justin Rose",79,1.32,292,222,"BirdietoBogeyRatio",2011
34,34,"Blake Adams",116,1.31,439,336,"BirdietoBogeyRatio",2011
34,34,"Sergio Garcia",61,1.31,216,165,"BirdietoBogeyRatio",2011
36,36,"Woody Austin",59,1.3,212,163,"BirdietoBogeyRatio",2011
36,36,"JB Holmes",57,1.3,223,171,"BirdietoBogeyRatio",2011
36,36,"Dustin Johnson",72,1.3,306,236,"BirdietoBogeyRatio",2011
36,36,"Jerry Kelly",85,1.3,290,223,"BirdietoBogeyRatio",2011
40,40,"David Hearn",88,1.29,303,235,"BirdietoBogeyRatio",2011
40,40,"Charley Hoffman",93,1.29,378,292,"BirdietoBogeyRatio",2011
40,40,"Billy Mayfair",94,1.29,347,268,"BirdietoBogeyRatio",2011
40,40,"Kyle Stanley",98,1.29,407,315,"BirdietoBogeyRatio",2011
40,40,"Michael Thompson",79,1.29,282,218,"BirdietoBogeyRatio",2011
40,40,"Bubba Watson",85,1.29,324,252,"BirdietoBogeyRatio",2011
46,46,"Jason Bohn",74,1.28,273,213,"BirdietoBogeyRatio",2011
46,46,"Rickie Fowler",84,1.28,343,269,"BirdietoBogeyRatio",2011
46,46,"Bill Lunde",92,1.28,344,269,"BirdietoBogeyRatio",2011
46,46,"Rod Pampling",72,1.28,253,198,"BirdietoBogeyRatio",2011
50,50,"John Rollins",85,1.27,318,251,"BirdietoBogeyRatio",2011
51,51,"Greg Chalmers",88,1.26,301,238,"BirdietoBogeyRatio",2011
51,51,"William McGirt",103,1.26,349,277,"BirdietoBogeyRatio",2011
51,51,"Pat Perez",76,1.26,293,233,"BirdietoBogeyRatio",2011
51,51,"Chez Reavie",92,1.26,355,282,"BirdietoBogeyRatio",2011
51,51,"Rory Sabbatini",85,1.26,323,257,"BirdietoBogeyRatio",2011
51,51,"Bo Van Pelt",92,1.26,334,265,"BirdietoBogeyRatio",2011
57,57,"Ben Crane",76,1.25,259,208,"BirdietoBogeyRatio",2011
57,57,"Mark Wilson",89,1.25,299,240,"BirdietoBogeyRatio",2011
59,59,"Chad Campbell",99,1.24,350,282,"BirdietoBogeyRatio",2011
59,59,"Jason Dufner",78,1.24,292,235,"BirdietoBogeyRatio",2011
59,59,"Ryan Moore",79,1.24,275,222,"BirdietoBogeyRatio",2011
59,59,"Charl Schwartzel",58,1.24,207,167,"BirdietoBogeyRatio",2011
59,59,"Kevin Streelman",90,1.24,319,257,"BirdietoBogeyRatio",2011
59,59,"Vaughn Taylor",89,1.24,316,254,"BirdietoBogeyRatio",2011
65,65,"Keegan Bradley",91,1.23,346,282,"BirdietoBogeyRatio",2011
65,65,"Jonathan Byrd",83,1.23,299,243,"BirdietoBogeyRatio",2011
65,65,"Tommy Gainey",104,1.23,400,326,"BirdietoBogeyRatio",2011
65,65,"Heath Slocum",89,1.23,304,248,"BirdietoBogeyRatio",2011
69,69,"Stephen Ames",69,1.22,237,195,"BirdietoBogeyRatio",2011
69,69,"KJ Choi",77,1.22,265,217,"BirdietoBogeyRatio",2011
69,69,"JJ Henry",96,1.22,321,263,"BirdietoBogeyRatio",2011
69,69,"Steve Marino",76,1.22,294,241,"BirdietoBogeyRatio",2011
69,69,"Troy Matteson",91,1.22,338,278,"BirdietoBogeyRatio",2011
69,69,"Geoff Ogilvy",69,1.22,254,208,"BirdietoBogeyRatio",2011
69,69,"Scott Piercy",78,1.22,300,245,"BirdietoBogeyRatio",2011
69,69,"Charlie Wi",83,1.22,307,252,"BirdietoBogeyRatio",2011
77,77,"Kris Blanks",92,1.21,324,267,"BirdietoBogeyRatio",2011
77,77,"Jim Furyk",87,1.21,292,242,"BirdietoBogeyRatio",2011
77,77,"Tim Herron",85,1.21,304,252,"BirdietoBogeyRatio",2011
77,77,"George McNeill",69,1.21,258,214,"BirdietoBogeyRatio",2011
77,77,"Ryan Palmer",82,1.21,295,244,"BirdietoBogeyRatio",2011
77,77,"Chris Stroud",88,1.21,318,262,"BirdietoBogeyRatio",2011
77,77,"Cameron Tringale",110,1.21,390,321,"BirdietoBogeyRatio",2011
84,84,"Chris DiMarco",93,1.2,319,266,"BirdietoBogeyRatio",2011
84,84,"Trevor Immelman",84,1.2,275,229,"BirdietoBogeyRatio",2011
84,84,"Robert Karlsson",61,1.2,215,179,"BirdietoBogeyRatio",2011
84,84,"Nick OHern",89,1.2,312,259,"BirdietoBogeyRatio",2011
84,84,"Andres Romero",77,1.2,315,262,"BirdietoBogeyRatio",2011
84,84,"Boo Weekley",66,1.2,254,212,"BirdietoBogeyRatio",2011
90,90,"Shane Bertsch",62,1.19,225,189,"BirdietoBogeyRatio",2011
90,90,"Stewart Cink",72,1.19,259,218,"BirdietoBogeyRatio",2011
90,90,"Retief Goosen",50,1.19,183,154,"BirdietoBogeyRatio",2011
90,90,"Aron Price",58,1.19,216,181,"BirdietoBogeyRatio",2011
90,90,"Vijay Singh",79,1.19,299,251,"BirdietoBogeyRatio",2011
95,95,"Robert Allenby",84,1.18,295,250,"BirdietoBogeyRatio",2011
95,95,"Robert Garrigus",83,1.18,329,278,"BirdietoBogeyRatio",2011
95,95,"DA Points",89,1.18,334,282,"BirdietoBogeyRatio",2011
95,95,"DJ Trahan",91,1.18,316,267,"BirdietoBogeyRatio",2011
99,99,"Lucas Glover",74,1.17,280,240,"BirdietoBogeyRatio",2011
99,99,"Ian Poulter",52,1.17,182,155,"BirdietoBogeyRatio",2011
99,99,"YE Yang",63,1.17,209,179,"BirdietoBogeyRatio",2011
102,102,"Michael Bradley",74,1.16,263,227,"BirdietoBogeyRatio",2011
102,102,"Marc Leishman",87,1.16,309,267,"BirdietoBogeyRatio",2011
102,102,"David Mathis",83,1.16,288,248,"BirdietoBogeyRatio",2011
102,102,"Kevin Stadler",88,1.16,334,287,"BirdietoBogeyRatio",2011
102,102,"Paul Stankowski",78,1.16,277,238,"BirdietoBogeyRatio",2011
102,102,"Josh Teater",104,1.16,389,334,"BirdietoBogeyRatio",2011
102,102,"Johnson Wagner",81,1.16,270,232,"BirdietoBogeyRatio",2011
102,102,"Jimmy Walker",79,1.16,283,243,"BirdietoBogeyRatio",2011
110,110,"Alex Cejka",59,1.15,209,181,"BirdietoBogeyRatio",2011
110,110,"Sung Kang",63,1.15,223,194,"BirdietoBogeyRatio",2011
110,110,"Brendan Steele",89,1.15,325,282,"BirdietoBogeyRatio",2011
110,110,"Jhonattan Vegas",84,1.15,328,286,"BirdietoBogeyRatio",2011
114,114,"Steve Elkington",50,1.14,159,140,"BirdietoBogeyRatio",2011
114,114,"Davis Love III",70,1.14,243,213,"BirdietoBogeyRatio",2011
114,114,"Graeme McDowell",50,1.14,175,153,"BirdietoBogeyRatio",2011
114,114,"Joe Ogilvie",75,1.14,277,242,"BirdietoBogeyRatio",2011
