"BirdietoBogeyRatio_RANKTHISWEEK_2011","BirdietoBogeyRatio_RANKLASTWEEK_2011","BirdietoBogeyRatio_PLAYERNAME_2011","BirdietoBogeyRatio_ROUNDS_2011","BirdietoBogeyRatio_BIRDIETOBOGEYRATIO_2011","BirdietoBogeyRatio_TOTALBIRDIESANDBETTER_2011","BirdietoBogeyRatio_TOTALBOGEYSANDWORSE_2011","stat_name","year"
118,118,"Angel Cabrera",50,1.13,196,173,"BirdietoBogeyRatio",2011
118,118,"Billy Horschel",75,1.13,270,239,"BirdietoBogeyRatio",2011
118,118,"Ryuji Imada",83,1.13,288,256,"BirdietoBogeyRatio",2011
118,118,"Dean Wilson",62,1.13,202,178,"BirdietoBogeyRatio",2011
122,122,"Jim Renner",65,1.12,229,205,"BirdietoBogeyRatio",2011
122,122,"Garrett Willis",71,1.12,248,221,"BirdietoBogeyRatio",2011
124,124,"Ben Curtis",66,1.11,212,191,"BirdietoBogeyRatio",2011
124,124,"James Driscoll",71,1.11,260,234,"BirdietoBogeyRatio",2011
124,124,"Lee Janzen",62,1.11,233,210,"BirdietoBogeyRatio",2011
124,124,"Tim Petrovic",88,1.11,299,270,"BirdietoBogeyRatio",2011
124,124,"Michael Putnam",67,1.11,220,198,"BirdietoBogeyRatio",2011
129,129,"Padraig Harrington",60,1.1,201,183,"BirdietoBogeyRatio",2011
129,129,"Jim Herman",69,1.1,232,210,"BirdietoBogeyRatio",2011
129,129,"Matt Jones",71,1.1,253,231,"BirdietoBogeyRatio",2011
129,129,"Jeff Overton",92,1.1,327,298,"BirdietoBogeyRatio",2011
129,129,"Scott Stallings",84,1.1,301,274,"BirdietoBogeyRatio",2011
134,134,"Steven Bowditch",86,1.09,340,313,"BirdietoBogeyRatio",2011
134,134,"Kevin Chappell",78,1.09,271,248,"BirdietoBogeyRatio",2011
134,134,"Chris Riley",76,1.09,245,225,"BirdietoBogeyRatio",2011
137,137,"Cameron Beckman",71,1.08,256,238,"BirdietoBogeyRatio",2011
137,137,"Fabian Gomez",84,1.08,307,285,"BirdietoBogeyRatio",2011
137,137,"Anthony Kim",72,1.08,257,237,"BirdietoBogeyRatio",2011
137,137,"Ben Martin",74,1.08,275,255,"BirdietoBogeyRatio",2011
137,137,"Scott McCarron",65,1.08,223,206,"BirdietoBogeyRatio",2011
142,142,"Ricky Barnes",78,1.07,271,253,"BirdietoBogeyRatio",2011
142,142,"Joe Durant",71,1.07,220,206,"BirdietoBogeyRatio",2011
144,144,"Ernie Els",71,1.06,230,216,"BirdietoBogeyRatio",2011
144,144,"Justin Leonard",82,1.06,247,234,"BirdietoBogeyRatio",2011
146,146,"Arjun Atwal",91,1.05,325,309,"BirdietoBogeyRatio",2011
146,146,"Matt McQuillan",59,1.05,204,195,"BirdietoBogeyRatio",2011
146,146,"Tag Ridings",87,1.05,298,284,"BirdietoBogeyRatio",2011
146,146,"Roland Thatcher",67,1.05,224,214,"BirdietoBogeyRatio",2011
150,150,"Michael Connell",76,1.04,237,228,"BirdietoBogeyRatio",2011
150,150,"Steve Flesch",88,1.04,314,302,"BirdietoBogeyRatio",2011
152,152,"Matt Bettencourt",84,1.03,298,289,"BirdietoBogeyRatio",2011
152,152,"Nathan Green",81,1.03,272,264,"BirdietoBogeyRatio",2011
154,154,"Kent Jones",76,1.02,249,245,"BirdietoBogeyRatio",2011
155,155,"Bobby Gates",82,1,286,285,"BirdietoBogeyRatio",2011
155,155,"Andres Gonzales",60,1,205,206,"BirdietoBogeyRatio",2011
155,155,"Paul Goydos",81,1,270,270,"BirdietoBogeyRatio",2011
155,155,"Alexandre Rocha",65,1,203,203,"BirdietoBogeyRatio",2011
155,155,"Camilo Villegas",69,1,235,234,"BirdietoBogeyRatio",2011
160,160,"Nate Smith",66,0.99,217,219,"BirdietoBogeyRatio",2011
161,161,"Scott Gutschewski",67,0.98,221,226,"BirdietoBogeyRatio",2011
162,162,"Joseph Bramlett",73,0.97,249,257,"BirdietoBogeyRatio",2011
162,162,"Tom Gillis",55,0.97,179,184,"BirdietoBogeyRatio",2011
162,162,"Bio Kim",71,0.97,252,259,"BirdietoBogeyRatio",2011
165,165,"David Duval",67,0.96,228,238,"BirdietoBogeyRatio",2011
165,165,"Alex Prugh",82,0.96,280,291,"BirdietoBogeyRatio",2011
167,167,"Stuart Appleby",65,0.95,213,225,"BirdietoBogeyRatio",2011
167,167,"Harrison Frazar",58,0.95,199,210,"BirdietoBogeyRatio",2011
169,169,"Kevin Kisner",70,0.94,229,244,"BirdietoBogeyRatio",2011
170,170,"Colt Knost",80,0.93,247,267,"BirdietoBogeyRatio",2011
170,170,"Jarrod Lyle",83,0.93,271,290,"BirdietoBogeyRatio",2011
172,172,"Zack Miller",86,0.92,294,321,"BirdietoBogeyRatio",2011
172,172,"Sean OHair",71,0.92,229,248,"BirdietoBogeyRatio",2011
174,174,"Troy Merritt",63,0.91,192,210,"BirdietoBogeyRatio",2011
174,174,"Marc Turnesa",54,0.91,170,187,"BirdietoBogeyRatio",2011
176,176,"DJ Brigman",67,0.9,221,245,"BirdietoBogeyRatio",2011
176,176,"JP Hayes",56,0.9,178,197,"BirdietoBogeyRatio",2011
176,176,"Derek Lamely",65,0.9,229,254,"BirdietoBogeyRatio",2011
176,176,"Shaun Micheel",77,0.9,229,255,"BirdietoBogeyRatio",2011
180,180,"Richard Johnson",64,0.89,185,209,"BirdietoBogeyRatio",2011
181,181,"Will Strickler",51,0.86,168,196,"BirdietoBogeyRatio",2011
182,182,"Martin Piller",63,0.82,198,241,"BirdietoBogeyRatio",2011
182,182,"Daniel Summerhays",75,0.82,216,262,"BirdietoBogeyRatio",2011
184,184,"Justin Hicks",60,0.8,180,226,"BirdietoBogeyRatio",2011
185,185,"Rocco Mediate",53,0.79,164,207,"BirdietoBogeyRatio",2011
186,186,"Rich Beem",53,0.73,146,199,"BirdietoBogeyRatio",2011
