"TenthTeeEarlyPar5ScoringAverage_RANKTHISWEEK_2014","TenthTeeEarlyPar5ScoringAverage_RANKLASTWEEK_2014","TenthTeeEarlyPar5ScoringAverage_PLAYERNAME_2014","TenthTeeEarlyPar5ScoringAverage_ROUNDS_2014","TenthTeeEarlyPar5ScoringAverage_AVG_2014","TenthTeeEarlyPar5ScoringAverage_TOTALSTROKES_2014","TenthTeeEarlyPar5ScoringAverage_TOTALHOLES_2014","stat_name","year"
113,113,"Carl Pettersson",91,4.71,231,49,"TenthTeeEarlyPar5ScoringAverage",2014
116,116,"Stuart Appleby",92,4.72,307,65,"TenthTeeEarlyPar5ScoringAverage",2014
116,116,"Aaron Baddeley",74,4.72,170,36,"TenthTeeEarlyPar5ScoringAverage",2014
116,116,"Scott Brown",100,4.72,217,46,"TenthTeeEarlyPar5ScoringAverage",2014
116,116,"Pat Perez",84,4.72,222,47,"TenthTeeEarlyPar5ScoringAverage",2014
116,116,"Kevin Tway",64,4.72,151,32,"TenthTeeEarlyPar5ScoringAverage",2014
116,116,"Mark Wilson",69,4.72,255,54,"TenthTeeEarlyPar5ScoringAverage",2014
122,122,"Jonathan Byrd",76,4.73,241,51,"TenthTeeEarlyPar5ScoringAverage",2014
122,122,"Bud Cauley",56,4.73,123,26,"TenthTeeEarlyPar5ScoringAverage",2014
122,122,"Jim Furyk",84,4.73,246,52,"TenthTeeEarlyPar5ScoringAverage",2014
122,122,"James Hahn",82,4.73,317,67,"TenthTeeEarlyPar5ScoringAverage",2014
122,122,"Charley Hoffman",93,4.73,232,49,"TenthTeeEarlyPar5ScoringAverage",2014
122,122,"John Senden",99,4.73,260,55,"TenthTeeEarlyPar5ScoringAverage",2014
122,122,"Brendon Todd",108,4.73,331,70,"TenthTeeEarlyPar5ScoringAverage",2014
129,129,"Woody Austin",63,4.74,166,35,"TenthTeeEarlyPar5ScoringAverage",2014
129,129,"Justin Leonard",75,4.74,275,58,"TenthTeeEarlyPar5ScoringAverage",2014
129,129,"Jhonattan Vegas",77,4.74,218,46,"TenthTeeEarlyPar5ScoringAverage",2014
132,132,"David Hearn",97,4.75,280,59,"TenthTeeEarlyPar5ScoringAverage",2014
132,132,"Jerry Kelly",80,4.75,209,44,"TenthTeeEarlyPar5ScoringAverage",2014
132,132,"Scott Langley",95,4.75,290,61,"TenthTeeEarlyPar5ScoringAverage",2014
132,132,"Mike Weir",69,4.75,261,55,"TenthTeeEarlyPar5ScoringAverage",2014
136,136,"Tommy Gainey",73,4.76,238,50,"TenthTeeEarlyPar5ScoringAverage",2014
136,136,"Brice Garnett",92,4.76,281,59,"TenthTeeEarlyPar5ScoringAverage",2014
136,136,"Bill Haas",107,4.76,238,50,"TenthTeeEarlyPar5ScoringAverage",2014
136,136,"Martin Kaymer",65,4.76,214,45,"TenthTeeEarlyPar5ScoringAverage",2014
136,136,"Spencer Levin",59,4.76,200,42,"TenthTeeEarlyPar5ScoringAverage",2014
136,136,"Ryan Moore",86,4.76,157,33,"TenthTeeEarlyPar5ScoringAverage",2014
136,136,"John Rollins",84,4.76,233,49,"TenthTeeEarlyPar5ScoringAverage",2014
136,136,"Andres Romero",81,4.76,281,59,"TenthTeeEarlyPar5ScoringAverage",2014
136,136,"Kyle Stanley",87,4.76,262,55,"TenthTeeEarlyPar5ScoringAverage",2014
136,136,"David Toms",64,4.76,257,54,"TenthTeeEarlyPar5ScoringAverage",2014
146,146,"Angel Cabrera",69,4.77,248,52,"TenthTeeEarlyPar5ScoringAverage",2014
146,146,"DH Lee",54,4.77,148,31,"TenthTeeEarlyPar5ScoringAverage",2014
146,146,"Bryce Molder",77,4.77,305,64,"TenthTeeEarlyPar5ScoringAverage",2014
146,146,"Michael Putnam",106,4.77,353,74,"TenthTeeEarlyPar5ScoringAverage",2014
146,146,"Josh Teater",90,4.77,286,60,"TenthTeeEarlyPar5ScoringAverage",2014
151,151,"Heath Slocum",71,4.78,153,32,"TenthTeeEarlyPar5ScoringAverage",2014
152,152,"Sergio Garcia",61,4.79,115,24,"TenthTeeEarlyPar5ScoringAverage",2014
152,152,"Andrew Loupe",65,4.79,206,43,"TenthTeeEarlyPar5ScoringAverage",2014
152,152,"Bo Van Pelt",83,4.79,182,38,"TenthTeeEarlyPar5ScoringAverage",2014
155,155,"John Merrick",87,4.8,336,70,"TenthTeeEarlyPar5ScoringAverage",2014
155,155,"Michael Thompson",74,4.8,264,55,"TenthTeeEarlyPar5ScoringAverage",2014
155,155,"Camilo Villegas",95,4.8,235,49,"TenthTeeEarlyPar5ScoringAverage",2014
158,158,"Derek Ernst",80,4.81,226,47,"TenthTeeEarlyPar5ScoringAverage",2014
158,158,"Jeff Maggert",54,4.81,226,47,"TenthTeeEarlyPar5ScoringAverage",2014
158,158,"Johnson Wagner",69,4.81,255,53,"TenthTeeEarlyPar5ScoringAverage",2014
161,161,"JJ Henry",91,4.82,299,62,"TenthTeeEarlyPar5ScoringAverage",2014
161,161,"John Peterson",62,4.82,159,33,"TenthTeeEarlyPar5ScoringAverage",2014
161,161,"Tyrone Van Aswegen",79,4.82,275,57,"TenthTeeEarlyPar5ScoringAverage",2014
161,161,"Charlie Wi",72,4.82,265,55,"TenthTeeEarlyPar5ScoringAverage",2014
165,165,"Roberto Castro",76,4.83,232,48,"TenthTeeEarlyPar5ScoringAverage",2014
165,165,"Troy Matteson",62,4.83,193,40,"TenthTeeEarlyPar5ScoringAverage",2014
167,167,"Brian Gay",81,4.84,310,64,"TenthTeeEarlyPar5ScoringAverage",2014
168,168,"Troy Merritt",62,4.85,223,46,"TenthTeeEarlyPar5ScoringAverage",2014
168,168,"Scott Stallings",77,4.85,233,48,"TenthTeeEarlyPar5ScoringAverage",2014
170,170,"Louis Oosthuizen",50,4.86,68,14,"TenthTeeEarlyPar5ScoringAverage",2014
171,171,"Luke Guthrie",85,4.87,307,63,"TenthTeeEarlyPar5ScoringAverage",2014
172,172,"Chris Kirk",105,4.88,210,43,"TenthTeeEarlyPar5ScoringAverage",2014
173,173,"Jim Herman",62,4.91,172,35,"TenthTeeEarlyPar5ScoringAverage",2014
174,174,"Russell Henley",92,4.92,236,48,"TenthTeeEarlyPar5ScoringAverage",2014
175,175,"Tim Clark",75,5,185,37,"TenthTeeEarlyPar5ScoringAverage",2014
176,176,"DA Points",75,5.02,211,42,"TenthTeeEarlyPar5ScoringAverage",2014
177,177,"Jim Renner",61,5.03,186,37,"TenthTeeEarlyPar5ScoringAverage",2014
