"DistancefromCenterofFairway_RANKTHISWEEK_2010","DistancefromCenterofFairway_RANKLASTWEEK_2010","DistancefromCenterofFairway_PLAYERNAME_2010","DistancefromCenterofFairway_EVENTS_2010","DistancefromCenterofFairway_AVG_2010","DistancefromCenterofFairway_TOTALDISTANCEFEET_2010","DistancefromCenterofFairway_TOTALSTROKES_2010","stat_name","year"
1,1,"Ernie Els",20,NA,9503.667,432,"DistancefromCenterofFairway",2010
2,2,"Ben Crane",24,NA,14214.5,642,"DistancefromCenterofFairway",2010
2,2,"Rory McIlroy",16,NA,7352.417,332,"DistancefromCenterofFairway",2010
4,4,"Vijay Singh",24,NA,10988.75,477,"DistancefromCenterofFairway",2010
5,5,"Andrew McLardy",21,NA,8755.667,376,"DistancefromCenterofFairway",2010
5,5,"Ryan Palmer",27,NA,12409.167,533,"DistancefromCenterofFairway",2010
7,7,"Hunter Mahan",25,NA,14161.25,607,"DistancefromCenterofFairway",2010
7,7,"Aron Price",22,NA,13423.583,575,"DistancefromCenterofFairway",2010
9,9,"Camilo Villegas",20,NA,10688.833,457,"DistancefromCenterofFairway",2010
10,10,"Chad Collins",26,NA,14792.417,620,"DistancefromCenterofFairway",2010
11,11,"Chris Riley",24,NA,14248.833,596,"DistancefromCenterofFairway",2010
12,12,"Robert Allenby",22,NA,12855.833,536,"DistancefromCenterofFairway",2010
12,12,"Ben Curtis",24,NA,15360.417,639,"DistancefromCenterofFairway",2010
14,14,"KJ Choi",22,NA,13212.083,549,"DistancefromCenterofFairway",2010
14,14,"Jeff Overton",26,NA,12610.75,524,"DistancefromCenterofFairway",2010
14,14,"Michael Sim",20,NA,10872.917,451,"DistancefromCenterofFairway",2010
14,14,"Vaughn Taylor",26,NA,17653.5,733,"DistancefromCenterofFairway",2010
14,14,"Steve Wheatcroft",27,NA,12355.333,513,"DistancefromCenterofFairway",2010
19,19,"Tim Herron",24,NA,12557.5,519,"DistancefromCenterofFairway",2010
19,19,"Scott Verplank",22,NA,12747.083,528,"DistancefromCenterofFairway",2010
21,21,"James Driscoll",26,NA,13868.833,572,"DistancefromCenterofFairway",2010
21,21,"Martin Flores",26,NA,9958.25,411,"DistancefromCenterofFairway",2010
