"DistancefromCenterofFairway_RANKTHISWEEK_2010","DistancefromCenterofFairway_RANKLASTWEEK_2010","DistancefromCenterofFairway_PLAYERNAME_2010","DistancefromCenterofFairway_EVENTS_2010","DistancefromCenterofFairway_AVG_2010","DistancefromCenterofFairway_TOTALDISTANCEFEET_2010","DistancefromCenterofFairway_TOTALSTROKES_2010","stat_name","year"
21,21,"Sergio Garcia",15,NA,7190.5,297,"DistancefromCenterofFairway",2010
21,21,"Steve Lowery",25,NA,11385.25,470,"DistancefromCenterofFairway",2010
21,21,"Ted Purdy",30,NA,14951.917,616,"DistancefromCenterofFairway",2010
21,21,"Brandt Snedeker",26,NA,15863.25,654,"DistancefromCenterofFairway",2010
27,27,"Paul Goydos",25,NA,15305.833,630,"DistancefromCenterofFairway",2010
27,27,"Kevin Na",26,NA,16641.167,683,"DistancefromCenterofFairway",2010
29,29,"Paul Casey",17,NA,9121.75,373,"DistancefromCenterofFairway",2010
29,29,"Joe Durant",19,NA,14431.25,592,"DistancefromCenterofFairway",2010
29,29,"Josh Teater",31,NA,19630.5,803,"DistancefromCenterofFairway",2010
32,32,"Stuart Appleby",31,NA,17541.083,715,"DistancefromCenterofFairway",2010
32,32,"Tom Gillis",27,NA,20902.583,852,"DistancefromCenterofFairway",2010
32,32,"Kevin Streelman",28,NA,17617.5,720,"DistancefromCenterofFairway",2010
35,35,"Angel Cabrera",19,NA,8835.083,360,"DistancefromCenterofFairway",2010
35,35,"Jason Dufner",25,NA,16054.5,653,"DistancefromCenterofFairway",2010
35,35,"Padraig Harrington",18,NA,8047,327,"DistancefromCenterofFairway",2010
38,38,"Chad Campbell",28,NA,18921.167,767,"DistancefromCenterofFairway",2010
38,38,"David Toms",25,NA,16932.417,686,"DistancefromCenterofFairway",2010
40,40,"Jerod Turner",21,NA,8305.583,336,"DistancefromCenterofFairway",2010
41,41,"Matt Every",18,NA,10540.833,424,"DistancefromCenterofFairway",2010
41,41,"Ryuji Imada",28,NA,18116.083,729,"DistancefromCenterofFairway",2010
41,41,"John Rollins",26,NA,16353.75,658,"DistancefromCenterofFairway",2010
41,41,"Adam Scott",20,NA,10644.667,429,"DistancefromCenterofFairway",2010
41,41,"Kevin Sutherland",25,NA,17582.75,709,"DistancefromCenterofFairway",2010
46,46,"Mark Calcavecchia",16,NA,6781.25,272,"DistancefromCenterofFairway",2010
46,46,"Charley Hoffman",24,NA,16235.25,651,"DistancefromCenterofFairway",2010
46,46,"Troy Matteson",28,NA,15997.417,641,"DistancefromCenterofFairway",2010
46,46,"John Merrick",31,NA,21058.667,844,"DistancefromCenterofFairway",2010
46,46,"Phil Mickelson",20,NA,9804.167,393,"DistancefromCenterofFairway",2010
46,46,"Joe Ogilvie",32,NA,17290.5,695,"DistancefromCenterofFairway",2010
46,46,"DJ Trahan",27,NA,16672.167,670,"DistancefromCenterofFairway",2010
46,46,"Nick Watney",24,NA,14413.75,579,"DistancefromCenterofFairway",2010
46,46,"Boo Weekley",27,NA,17148,689,"DistancefromCenterofFairway",2010
46,46,"Jay Williamson",24,NA,14384,578,"DistancefromCenterofFairway",2010
46,46,"YE Yang",21,NA,12828.417,515,"DistancefromCenterofFairway",2010
57,57,"Jeev Milkha Singh",19,NA,10910.167,436,"DistancefromCenterofFairway",2010
58,58,"Blake Adams",26,NA,17173.417,684,"DistancefromCenterofFairway",2010
58,58,"Jason Bohn",25,NA,16839,671,"DistancefromCenterofFairway",2010
58,58,"Retief Goosen",19,NA,11925.083,475,"DistancefromCenterofFairway",2010
58,58,"DA Points",29,NA,17220.25,686,"DistancefromCenterofFairway",2010
62,62,"Alex Cejka",28,NA,16635.25,661,"DistancefromCenterofFairway",2010
62,62,"Luke Donald",20,NA,11137.667,443,"DistancefromCenterofFairway",2010
62,62,"Rocco Mediate",25,NA,14435.833,573,"DistancefromCenterofFairway",2010
62,62,"Garrett Willis",24,NA,17172.583,683,"DistancefromCenterofFairway",2010
66,66,"Justin Leonard",27,NA,17327.583,687,"DistancefromCenterofFairway",2010
67,67,"Rickie Fowler",28,NA,18059.167,713,"DistancefromCenterofFairway",2010
67,67,"Bill Haas",25,NA,16717.333,659,"DistancefromCenterofFairway",2010
67,67,"JJ Henry",27,NA,17733.083,701,"DistancefromCenterofFairway",2010
67,67,"Matt Kuchar",26,NA,17509,691,"DistancefromCenterofFairway",2010
67,67,"Bryce Molder",26,NA,15863.5,627,"DistancefromCenterofFairway",2010
67,67,"Steve Stricker",19,NA,13250.167,523,"DistancefromCenterofFairway",2010
73,73,"Woody Austin",29,NA,19220.333,755,"DistancefromCenterofFairway",2010
73,73,"Michael Connell",25,NA,17053.917,670,"DistancefromCenterofFairway",2010
73,73,"Brian Davis",32,NA,21100,831,"DistancefromCenterofFairway",2010
73,73,"Brendon de Jonge",32,NA,20809.417,820,"DistancefromCenterofFairway",2010
73,73,"Matt Jones",27,NA,15652.417,616,"DistancefromCenterofFairway",2010
73,73,"Michael Letzig",27,NA,17779.667,700,"DistancefromCenterofFairway",2010
73,73,"Garth Mulroy",19,NA,8968.583,353,"DistancefromCenterofFairway",2010
73,73,"Chris Tidland",24,NA,14977.167,589,"DistancefromCenterofFairway",2010
81,81,"John Daly",20,NA,8530.583,334,"DistancefromCenterofFairway",2010
81,81,"Lucas Glover",23,NA,13073.583,513,"DistancefromCenterofFairway",2010
81,81,"JP Hayes",25,NA,15266.417,599,"DistancefromCenterofFairway",2010
81,81,"Zach Johnson",25,NA,18573.917,728,"DistancefromCenterofFairway",2010
81,81,"Steve Marino",24,NA,13612.667,534,"DistancefromCenterofFairway",2010
81,81,"Ian Poulter",15,NA,7355.083,288,"DistancefromCenterofFairway",2010
81,81,"Andres Romero",21,NA,13913.917,545,"DistancefromCenterofFairway",2010
81,81,"Nicholas Thompson",29,NA,16930.25,664,"DistancefromCenterofFairway",2010
81,81,"Charles Warren",21,NA,12711.75,498,"DistancefromCenterofFairway",2010
81,81,"Bubba Watson",22,NA,12713.083,499,"DistancefromCenterofFairway",2010
81,81,"Chris Wilson",26,NA,10688.583,419,"DistancefromCenterofFairway",2010
92,92,"Tim Clark",24,NA,17550.583,687,"DistancefromCenterofFairway",2010
92,92,"Bill Lunde",28,NA,14274.583,558,"DistancefromCenterofFairway",2010
92,92,"Ryan Moore",24,NA,14406.917,563,"DistancefromCenterofFairway",2010
92,92,"Sean OHair",25,NA,14414.167,564,"DistancefromCenterofFairway",2010
96,96,"Ricky Barnes",28,NA,16838.167,656,"DistancefromCenterofFairway",2010
96,96,"Kris Blanks",30,NA,17583.917,686,"DistancefromCenterofFairway",2010
96,96,"Will Ma Kenzie",23,NA,15928.25,620,"DistancefromCenterofFairway",2010
96,96,"Geoff Ogilvy",19,NA,9943.75,388,"DistancefromCenterofFairway",2010
96,96,"John Senden",30,NA,20202.333,786,"DistancefromCenterofFairway",2010
96,96,"Heath Slocum",25,NA,18512.667,721,"DistancefromCenterofFairway",2010
102,102,"Jason Day",24,NA,14259.583,554,"DistancefromCenterofFairway",2010
102,102,"Robert Garrigus",22,NA,11732.917,456,"DistancefromCenterofFairway",2010
102,102,"Alex Prugh",28,NA,16058.083,624,"DistancefromCenterofFairway",2010
102,102,"Roger Tambellini",26,NA,13632.583,529,"DistancefromCenterofFairway",2010
102,102,"Bo Van Pelt",28,NA,19651.917,763,"DistancefromCenterofFairway",2010
107,107,"Spencer Levin",31,NA,22855.417,886,"DistancefromCenterofFairway",2010
107,107,"Davis Love III",24,NA,15017.25,582,"DistancefromCenterofFairway",2010
107,107,"John Mallinger",29,NA,16238.167,629,"DistancefromCenterofFairway",2010
107,107,"Billy Mayfair",26,NA,16088.583,623,"DistancefromCenterofFairway",2010
107,107,"Brian Stuard",28,NA,16000.083,619,"DistancefromCenterofFairway",2010
107,107,"Jimmy Walker",27,NA,12485.167,483,"DistancefromCenterofFairway",2010
107,107,"Charlie Wi",27,NA,20123.083,780,"DistancefromCenterofFairway",2010
114,114,"Aaron Baddeley",26,NA,17366.333,671,"DistancefromCenterofFairway",2010
114,114,"Henrik Bjornstad",26,NA,13406.5,518,"DistancefromCenterofFairway",2010
114,114,"Tom Pernice Jr",22,NA,13779.083,531,"DistancefromCenterofFairway",2010
114,114,"Carl Pettersson",29,NA,18242.333,705,"DistancefromCenterofFairway",2010
114,114,"Rory Sabbatini",26,NA,14272,551,"DistancefromCenterofFairway",2010
114,114,"Webb Simpson",31,NA,19685.833,759,"DistancefromCenterofFairway",2010
120,120,"Justin Bolli",23,NA,9894.583,381,"DistancefromCenterofFairway",2010
120,120,"Jonathan Byrd",26,NA,17998.833,692,"DistancefromCenterofFairway",2010
120,120,"Chris Couch",23,NA,13690.333,527,"DistancefromCenterofFairway",2010
120,120,"Jim Furyk",21,NA,15460.583,594,"DistancefromCenterofFairway",2010
120,120,"Dustin Johnson",23,NA,12080.25,464,"DistancefromCenterofFairway",2010
120,120,"Justin Rose",22,NA,16312.917,628,"DistancefromCenterofFairway",2010
120,120,"Vance Veazey",23,NA,9680.583,372,"DistancefromCenterofFairway",2010
127,127,"Matt Bettencourt",32,NA,14240.583,546,"DistancefromCenterofFairway",2010
127,127,"Richard Johnson",27,NA,18552.917,711,"DistancefromCenterofFairway",2010
127,127,"Jeff Maggert",28,NA,14978.75,575,"DistancefromCenterofFairway",2010
127,127,"Scott McCarron",29,NA,19608.083,751,"DistancefromCenterofFairway",2010
127,127,"Rod Pampling",26,NA,16432.333,630,"DistancefromCenterofFairway",2010
127,127,"Mark Wilson",28,NA,19623,753,"DistancefromCenterofFairway",2010
133,133,"Greg Chalmers",27,NA,18434.5,705,"DistancefromCenterofFairway",2010
133,133,"Steve Elkington",22,NA,14149.667,541,"DistancefromCenterofFairway",2010
135,135,"Craig Bowden",20,NA,12845.667,489,"DistancefromCenterofFairway",2010
135,135,"Cameron Tringale",22,NA,9524.25,363,"DistancefromCenterofFairway",2010
137,137,"Rich Barcelo",25,NA,11169,424,"DistancefromCenterofFairway",2010
137,137,"Skip Kendall",18,NA,12365.583,470,"DistancefromCenterofFairway",2010
137,137,"Marc Leishman",26,NA,14741.5,560,"DistancefromCenterofFairway",2010
137,137,"Kenny Perry",20,NA,13593.167,517,"DistancefromCenterofFairway",2010
141,141,"Stewart Cink",23,NA,14698.667,557,"DistancefromCenterofFairway",2010
141,141,"Derek Lamely",28,NA,12676.667,480,"DistancefromCenterofFairway",2010
143,143,"Cameron Percy",25,NA,12524,472,"DistancefromCenterofFairway",2010
144,144,"Jeff Gove",22,NA,10210.833,384,"DistancefromCenterofFairway",2010
144,144,"Dean Wilson",18,NA,11605.5,437,"DistancefromCenterofFairway",2010
146,146,"Greg Owen",27,NA,13816.917,518,"DistancefromCenterofFairway",2010
146,146,"Paul Stankowski",18,NA,12818.5,480,"DistancefromCenterofFairway",2010
146,146,"Omar Uresti",27,NA,17216.583,645,"DistancefromCenterofFairway",2010
149,149,"Stephen Ames",23,NA,17139,640,"DistancefromCenterofFairway",2010
149,149,"JB Holmes",26,NA,17362.167,650,"DistancefromCenterofFairway",2010
149,149,"Freddie Jacobson",24,NA,17836.333,667,"DistancefromCenterofFairway",2010
149,149,"Martin Laird",26,NA,17109.417,639,"DistancefromCenterofFairway",2010
149,149,"Troy Merritt",29,NA,16599.333,620,"DistancefromCenterofFairway",2010
149,149,"Tim Petrovic",32,NA,23074.583,862,"DistancefromCenterofFairway",2010
149,149,"Jeff Quinney",29,NA,20674.667,772,"DistancefromCenterofFairway",2010
156,156,"Graham DeLaet",28,NA,17994.5,670,"DistancefromCenterofFairway",2010
156,156,"Lee Janzen",26,NA,15229.667,568,"DistancefromCenterofFairway",2010
158,158,"Bob Estes",26,NA,16050.25,596,"DistancefromCenterofFairway",2010
158,158,"Pat Perez",27,NA,20062.25,745,"DistancefromCenterofFairway",2010
160,160,"Brent Delahoussaye",21,NA,11739.75,435,"DistancefromCenterofFairway",2010
160,160,"David Lutterus",25,NA,11598.25,430,"DistancefromCenterofFairway",2010
160,160,"Brenden Pappas",24,NA,11018.667,408,"DistancefromCenterofFairway",2010
160,160,"Chris Stroud",27,NA,16778,621,"DistancefromCenterofFairway",2010
160,160,"Johnson Wagner",28,NA,17154.25,636,"DistancefromCenterofFairway",2010
165,165,"Cameron Beckman",25,NA,13900.167,514,"DistancefromCenterofFairway",2010
165,165,"Daniel Chopra",28,NA,12694.333,469,"DistancefromCenterofFairway",2010
165,165,"Cliff Kresge",17,NA,11498.25,425,"DistancefromCenterofFairway",2010
168,168,"Shaun Micheel",21,NA,12542.417,462,"DistancefromCenterofFairway",2010
169,169,"Chris DiMarco",25,NA,20113.417,738,"DistancefromCenterofFairway",2010
169,169,"Jerry Kelly",29,NA,21577.667,793,"DistancefromCenterofFairway",2010
169,169,"James Nitties",30,NA,19824.667,728,"DistancefromCenterofFairway",2010
169,169,"Kevin Stadler",28,NA,16828.583,618,"DistancefromCenterofFairway",2010
173,173,"George McNeill",28,NA,14016.167,513,"DistancefromCenterofFairway",2010
174,174,"Briny Baird",28,NA,19568.583,714,"DistancefromCenterofFairway",2010
174,174,"Charles Howell III",28,NA,18332.667,668,"DistancefromCenterofFairway",2010
176,176,"Kevin Johnson",26,NA,11738.5,427,"DistancefromCenterofFairway",2010
176,176,"Jarrod Lyle",18,NA,11003.25,400,"DistancefromCenterofFairway",2010
176,176,"Roland Thatcher",26,NA,15361.25,558,"DistancefromCenterofFairway",2010
176,176,"Mike Weir",19,NA,7860.667,286,"DistancefromCenterofFairway",2010
180,180,"Brett Quigley",29,NA,19971.083,724,"DistancefromCenterofFairway",2010
181,181,"Mathew Goggin",28,NA,18569.417,672,"DistancefromCenterofFairway",2010
182,182,"Scott Piercy",28,NA,16779,604,"DistancefromCenterofFairway",2010
183,183,"Greg Kraft",22,NA,9040.583,325,"DistancefromCenterofFairway",2010
184,184,"Mathias Gronberg",22,NA,12185.333,437,"DistancefromCenterofFairway",2010
185,185,"Brett Wetterich",16,NA,11901.25,422,"DistancefromCenterofFairway",2010
186,186,"Steve Flesch",25,NA,16658.5,590,"DistancefromCenterofFairway",2010
187,187,"Brian Gay",30,NA,23801.833,840,"DistancefromCenterofFairway",2010
188,188,"Trevor Immelman",19,NA,10535.417,371,"DistancefromCenterofFairway",2010
189,189,"Nathan Green",27,NA,19494.917,683,"DistancefromCenterofFairway",2010
190,190,"David Duval",24,NA,12396.167,421,"DistancefromCenterofFairway",2010
191,191,"Brad Faxon",23,NA,11450.333,384,"DistancefromCenterofFairway",2010
192,192,"Michael Bradley",24,NA,17711.667,566,"DistancefromCenterofFairway",2010
