"EarlyRound1ScoringAverage_RANKTHISWEEK_2012","EarlyRound1ScoringAverage_RANKLASTWEEK_2012","EarlyRound1ScoringAverage_PLAYERNAME_2012","EarlyRound1ScoringAverage__2012","EarlyRound1ScoringAverage_AVG_2012","EarlyRound1ScoringAverage_TOTALSTROKES_2012","EarlyRound1ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Ken Duke",NA,68.19,1091,16,"EarlyRound1ScoringAverage",2012
2,2,"Rory McIlroy",NA,68.29,478,7,"EarlyRound1ScoringAverage",2012
3,3,"Zach Johnson",NA,68.42,821,12,"EarlyRound1ScoringAverage",2012
4,4,"Sergio Garcia",NA,68.71,481,7,"EarlyRound1ScoringAverage",2012
5,5,"Padraig Harrington",NA,68.91,758,11,"EarlyRound1ScoringAverage",2012
5,5,"Tiger Woods",NA,68.91,758,11,"EarlyRound1ScoringAverage",2012
7,7,"David Toms",NA,69.13,553,8,"EarlyRound1ScoringAverage",2012
8,8,"Webb Simpson",NA,69.17,830,12,"EarlyRound1ScoringAverage",2012
9,9,"Jeff Maggert",NA,69.19,1107,16,"EarlyRound1ScoringAverage",2012
10,10,"Carl Pettersson",NA,69.21,969,14,"EarlyRound1ScoringAverage",2012
11,11,"Dustin Johnson",NA,69.22,623,9,"EarlyRound1ScoringAverage",2012
12,12,"Graham DeLaet",NA,69.27,762,11,"EarlyRound1ScoringAverage",2012
13,13,"Ian Poulter",NA,69.29,485,7,"EarlyRound1ScoringAverage",2012
14,14,"Nathan Green",NA,69.33,624,9,"EarlyRound1ScoringAverage",2012
14,14,"Nick Watney",NA,69.33,832,12,"EarlyRound1ScoringAverage",2012
16,16,"Brian Harman",NA,69.38,902,13,"EarlyRound1ScoringAverage",2012
17,17,"Steve Stricker",NA,69.43,486,7,"EarlyRound1ScoringAverage",2012
18,18,"Keegan Bradley",NA,69.53,1043,15,"EarlyRound1ScoringAverage",2012
19,19,"Will Claxton",NA,69.55,765,11,"EarlyRound1ScoringAverage",2012
20,20,"Matt Every",NA,69.62,905,13,"EarlyRound1ScoringAverage",2012
21,21,"Harris English",NA,69.64,975,14,"EarlyRound1ScoringAverage",2012
21,21,"Jim Furyk",NA,69.64,766,11,"EarlyRound1ScoringAverage",2012
23,23,"Pat Perez",NA,69.67,1045,15,"EarlyRound1ScoringAverage",2012
24,24,"KJ Choi",NA,69.7,697,10,"EarlyRound1ScoringAverage",2012
25,25,"Jeff Overton",NA,69.73,1046,15,"EarlyRound1ScoringAverage",2012
26,26,"John Daly",NA,69.75,558,8,"EarlyRound1ScoringAverage",2012
27,27,"Greg Owen",NA,69.77,907,13,"EarlyRound1ScoringAverage",2012
28,28,"Matt Kuchar",NA,69.85,908,13,"EarlyRound1ScoringAverage",2012
29,29,"Ben Curtis",NA,69.89,629,9,"EarlyRound1ScoringAverage",2012
29,29,"Hunter Mahan",NA,69.89,629,9,"EarlyRound1ScoringAverage",2012
31,31,"Charles Howell III",NA,69.93,979,14,"EarlyRound1ScoringAverage",2012
32,32,"William McGirt",NA,70.07,1051,15,"EarlyRound1ScoringAverage",2012
33,33,"Jimmy Walker",NA,70.08,911,13,"EarlyRound1ScoringAverage",2012
34,34,"Davis Love III",NA,70.09,771,11,"EarlyRound1ScoringAverage",2012
35,35,"Gary Christian",NA,70.15,912,13,"EarlyRound1ScoringAverage",2012
36,36,"Martin Flores",NA,70.19,1123,16,"EarlyRound1ScoringAverage",2012
36,36,"Josh Teater",NA,70.19,1123,16,"EarlyRound1ScoringAverage",2012
38,38,"Daniel Summerhays",NA,70.2,1053,15,"EarlyRound1ScoringAverage",2012
39,39,"Brandt Snedeker",NA,70.22,632,9,"EarlyRound1ScoringAverage",2012
40,40,"Billy Horschel",NA,70.25,562,8,"EarlyRound1ScoringAverage",2012
40,40,"Kyle Reifers",NA,70.25,843,12,"EarlyRound1ScoringAverage",2012
42,42,"Brendon de Jonge",NA,70.27,1054,15,"EarlyRound1ScoringAverage",2012
43,43,"David Hearn",NA,70.29,1195,17,"EarlyRound1ScoringAverage",2012
44,44,"Bud Cauley",NA,70.31,1125,16,"EarlyRound1ScoringAverage",2012
45,45,"Luke Donald",NA,70.33,633,9,"EarlyRound1ScoringAverage",2012
45,45,"Scott Piercy",NA,70.33,1055,15,"EarlyRound1ScoringAverage",2012
47,47,"James Driscoll",NA,70.36,985,14,"EarlyRound1ScoringAverage",2012
48,48,"Richard Lee",NA,70.42,845,12,"EarlyRound1ScoringAverage",2012
49,49,"John Rollins",NA,70.43,986,14,"EarlyRound1ScoringAverage",2012
50,50,"Justin Rose",NA,70.44,634,9,"EarlyRound1ScoringAverage",2012
50,50,"Rory Sabbatini",NA,70.44,1127,16,"EarlyRound1ScoringAverage",2012
52,52,"Stuart Appleby",NA,70.45,775,11,"EarlyRound1ScoringAverage",2012
53,53,"Bill Lunde",NA,70.46,916,13,"EarlyRound1ScoringAverage",2012
54,54,"Greg Chalmers",NA,70.47,1057,15,"EarlyRound1ScoringAverage",2012
54,54,"Chris Stroud",NA,70.47,1198,17,"EarlyRound1ScoringAverage",2012
56,56,"Russell Knox",NA,70.5,705,10,"EarlyRound1ScoringAverage",2012
56,56,"Ryan Moore",NA,70.5,987,14,"EarlyRound1ScoringAverage",2012
56,56,"Seung Yul Noh",NA,70.5,705,10,"EarlyRound1ScoringAverage",2012
56,56,"Sean OHair",NA,70.5,705,10,"EarlyRound1ScoringAverage",2012
56,56,"Henrik Stenson",NA,70.5,564,8,"EarlyRound1ScoringAverage",2012
56,56,"Kevin Streelman",NA,70.5,846,12,"EarlyRound1ScoringAverage",2012
56,56,"Jhonattan Vegas",NA,70.5,987,14,"EarlyRound1ScoringAverage",2012
63,63,"Blake Adams",NA,70.53,1058,15,"EarlyRound1ScoringAverage",2012
64,64,"Charlie Wi",NA,70.54,917,13,"EarlyRound1ScoringAverage",2012
65,65,"Kevin Stadler",NA,70.55,776,11,"EarlyRound1ScoringAverage",2012
66,66,"Ricky Barnes",NA,70.57,988,14,"EarlyRound1ScoringAverage",2012
66,66,"Camilo Villegas",NA,70.57,988,14,"EarlyRound1ScoringAverage",2012
68,68,"JB Holmes",NA,70.58,847,12,"EarlyRound1ScoringAverage",2012
69,69,"Brian Gay",NA,70.6,1059,15,"EarlyRound1ScoringAverage",2012
70,70,"Charl Schwartzel",NA,70.63,565,8,"EarlyRound1ScoringAverage",2012
71,71,"Chris Couch",NA,70.64,777,11,"EarlyRound1ScoringAverage",2012
71,71,"Rod Pampling",NA,70.64,989,14,"EarlyRound1ScoringAverage",2012
73,73,"Hunter Haas",NA,70.67,636,9,"EarlyRound1ScoringAverage",2012
73,73,"Louis Oosthuizen",NA,70.67,636,9,"EarlyRound1ScoringAverage",2012
73,73,"Adam Scott",NA,70.67,848,12,"EarlyRound1ScoringAverage",2012
76,76,"Jason Bohn",NA,70.69,1131,16,"EarlyRound1ScoringAverage",2012
76,76,"Jason Kokrak",NA,70.69,919,13,"EarlyRound1ScoringAverage",2012
76,76,"Ryan Palmer",NA,70.69,919,13,"EarlyRound1ScoringAverage",2012
79,79,"Rickie Fowler",NA,70.7,707,10,"EarlyRound1ScoringAverage",2012
