"ShortGameRating_RANKTHISWEEK_2015","ShortGameRating_RANKLASTWEEK_2015","ShortGameRating_PLAYERNAME_2015","ShortGameRating_EVENTS_2015","ShortGameRating_RATING_2015","stat_name","year"
1,1,"Andy Sullivan",1,10,"ShortGameRating",2015
2,2,"Josh Teater",1,9.5,"ShortGameRating",2015
3,3,"Jamie Lovemark",1,9.2,"ShortGameRating",2015
4,4,"Joe Affrunti",1,8.3,"ShortGameRating",2015
4,4,"Garrett Osborn",1,8.3,"ShortGameRating",2015
4,4,"Chris Riley",1,8.3,"ShortGameRating",2015
4,4,"Richard Sterne",1,8.3,"ShortGameRating",2015
8,8,"Peter Uihlein",1,8.1,"ShortGameRating",2015
9,9,"Michael Smith",1,8,"ShortGameRating",2015
9,9,"Kevin Tway",1,8,"ShortGameRating",2015
11,11,"Rod Pampling",2,7.9,"ShortGameRating",2015
12,12,"Trevor Immelman",2,7.6,"ShortGameRating",2015
12,12,"Cameron Smith",6,7.6,"ShortGameRating",2015
14,14,"Rafa Cabrera Bello",1,7.5,"ShortGameRating",2015
14,14,"Tom Gillis",6,7.5,"ShortGameRating",2015
14,14,"Wes Roach",1,7.5,"ShortGameRating",2015
17,17,"David Toms",10,7.4,"ShortGameRating",2015
17,17,"Cory Whitsett",2,7.4,"ShortGameRating",2015
19,19,"Chad Collins",11,7.3,"ShortGameRating",2015
19,19,"Webb Simpson",13,7.3,"ShortGameRating",2015
19,19,"Steve Stricker",6,7.3,"ShortGameRating",2015
22,22,"Zac Blair",14,7.2,"ShortGameRating",2015
22,22,"Hiroshi Iwata",1,7.2,"ShortGameRating",2015
22,22,"Carlos Sainz Jr",2,7.2,"ShortGameRating",2015
22,22,"Chris Stroud",8,7.2,"ShortGameRating",2015
22,22,"Cameron Tringale",15,7.2,"ShortGameRating",2015
27,27,"Jonathan Byrd",8,7.1,"ShortGameRating",2015
27,27,"Roberto Castro",6,7.1,"ShortGameRating",2015
27,27,"Rickie Fowler",11,7.1,"ShortGameRating",2015
27,27,"Padraig Harrington",7,7.1,"ShortGameRating",2015
27,27,"Phil Mickelson",13,7.1,"ShortGameRating",2015
27,27,"Brandt Snedeker",17,7.1,"ShortGameRating",2015
27,27,"Vaughn Taylor",9,7.1,"ShortGameRating",2015
27,27,"Camilo Villegas",14,7.1,"ShortGameRating",2015
35,35,"Ross Fisher",1,7,"ShortGameRating",2015
35,35,"Zach Johnson",15,7,"ShortGameRating",2015
35,35,"Scott McCarron",1,7,"ShortGameRating",2015
35,35,"Kevin Na",17,7,"ShortGameRating",2015
35,35,"Greg Owen",4,7,"ShortGameRating",2015
35,35,"Tim Petrovic",1,7,"ShortGameRating",2015
35,35,"Andrew Putnam",7,7,"ShortGameRating",2015
35,35,"Jim Renner",4,7,"ShortGameRating",2015
35,35,"Robby Shelton",1,7,"ShortGameRating",2015
35,35,"Byron Smith",4,7,"ShortGameRating",2015
45,45,"Mark Anderson",3,6.9,"ShortGameRating",2015
45,45,"George Coetzee",2,6.9,"ShortGameRating",2015
45,45,"Jon Curran",10,6.9,"ShortGameRating",2015
45,45,"Jason Day",12,6.9,"ShortGameRating",2015
45,45,"Jamie Donaldson",5,6.9,"ShortGameRating",2015
45,45,"Matt Every",8,6.9,"ShortGameRating",2015
45,45,"Steve Flesch",1,6.9,"ShortGameRating",2015
45,45,"Ryan Moore",12,6.9,"ShortGameRating",2015
45,45,"Justin Rose",10,6.9,"ShortGameRating",2015
45,45,"Adam Scott",6,6.9,"ShortGameRating",2015
45,45,"Brendon Todd",16,6.9,"ShortGameRating",2015
56,56,"Daniel Berger",15,6.8,"ShortGameRating",2015
56,56,"Alex Cejka",14,6.8,"ShortGameRating",2015
56,56,"Erik Compton",12,6.8,"ShortGameRating",2015
56,56,"Andrew Dodt",1,6.8,"ShortGameRating",2015
56,56,"Dudley Hart",1,6.8,"ShortGameRating",2015
56,56,"Smylie Kaufman",1,6.8,"ShortGameRating",2015
56,56,"Chris Kirk",13,6.8,"ShortGameRating",2015
56,56,"Matt Kuchar",17,6.8,"ShortGameRating",2015
56,56,"Parker McLachlin",1,6.8,"ShortGameRating",2015
56,56,"Cory Renfrew",1,6.8,"ShortGameRating",2015
56,56,"DJ Trahan",1,6.8,"ShortGameRating",2015
56,56,"Tyrone Van Aswegen",5,6.8,"ShortGameRating",2015
56,56,"Jimmy Walker",14,6.8,"ShortGameRating",2015
56,56,"Will Wilcox",4,6.8,"ShortGameRating",2015
70,70,"Brice Garnett",7,6.7,"ShortGameRating",2015
70,70,"Brandon Hagy",1,6.7,"ShortGameRating",2015
70,70,"Matt Jones",14,6.7,"ShortGameRating",2015
70,70,"Shane Lowry",5,6.7,"ShortGameRating",2015
70,70,"Hideki Matsuyama",16,6.7,"ShortGameRating",2015
70,70,"Bryce Molder",17,6.7,"ShortGameRating",2015
70,70,"Cameron Percy",12,6.7,"ShortGameRating",2015
70,70,"Tom Watson",1,6.7,"ShortGameRating",2015
70,70,"Tim Wilkinson",6,6.7,"ShortGameRating",2015
70,70,"Mark Wilson",14,6.7,"ShortGameRating",2015
80,80,"Ryan Armour",4,6.6,"ShortGameRating",2015
80,80,"Tim Clark",6,6.6,"ShortGameRating",2015
80,80,"Tony Finau",17,6.6,"ShortGameRating",2015
80,80,"Emiliano Grillo",2,6.6,"ShortGameRating",2015
80,80,"Adam Hadwin",16,6.6,"ShortGameRating",2015
80,80,"Mark Hubbard",11,6.6,"ShortGameRating",2015
80,80,"Billy Hurley III",10,6.6,"ShortGameRating",2015
80,80,"Mikko Ilonen",3,6.6,"ShortGameRating",2015
80,80,"Whee Kim",7,6.6,"ShortGameRating",2015
80,80,"Scott Langley",14,6.6,"ShortGameRating",2015
80,80,"Hunter Mahan",16,6.6,"ShortGameRating",2015
80,80,"Sean OHair",14,6.6,"ShortGameRating",2015
80,80,"SJ Park",11,6.6,"ShortGameRating",2015
80,80,"Rory Sabbatini",10,6.6,"ShortGameRating",2015
80,80,"Jordan Spieth",16,6.6,"ShortGameRating",2015
80,80,"Kevin Stadler",1,6.6,"ShortGameRating",2015
80,80,"Justin Thomas",20,6.6,"ShortGameRating",2015
80,80,"Boo Weekley",12,6.6,"ShortGameRating",2015
80,80,"Danny Willett",4,6.6,"ShortGameRating",2015
99,99,"Steven Alker",7,6.5,"ShortGameRating",2015
99,99,"Robert Allenby",6,6.5,"ShortGameRating",2015
99,99,"Cameron Beckman",2,6.5,"ShortGameRating",2015
99,99,"Chad Campbell",17,6.5,"ShortGameRating",2015
99,99,"Chesson Hadley",17,6.5,"ShortGameRating",2015
99,99,"Danny Lee",21,6.5,"ShortGameRating",2015
99,99,"Justin Leonard",8,6.5,"ShortGameRating",2015
99,99,"George McNeill",16,6.5,"ShortGameRating",2015
99,99,"Louis Oosthuizen",7,6.5,"ShortGameRating",2015
99,99,"Patrick Reed",14,6.5,"ShortGameRating",2015
99,99,"Kyle Reifers",13,6.5,"ShortGameRating",2015
99,99,"Kyle Stanley",5,6.5,"ShortGameRating",2015
99,99,"Brendan Steele",16,6.5,"ShortGameRating",2015
99,99,"Zack Sucher",3,6.5,"ShortGameRating",2015
99,99,"Adam Svensson",1,6.5,"ShortGameRating",2015
99,99,"Nick Taylor",15,6.5,"ShortGameRating",2015
99,99,"Marc Warren",4,6.5,"ShortGameRating",2015
99,99,"Bernd Wiesberger",3,6.5,"ShortGameRating",2015
117,117,"Aaron Baddeley",10,6.4,"ShortGameRating",2015
117,117,"Scott Brown",15,6.4,"ShortGameRating",2015
117,117,"KJ Choi",12,6.4,"ShortGameRating",2015
117,117,"Austin Cook",4,6.4,"ShortGameRating",2015
117,117,"Ben Curtis",1,6.4,"ShortGameRating",2015
117,117,"Ernie Els",6,6.4,"ShortGameRating",2015
117,117,"Branden Grace",7,6.4,"ShortGameRating",2015
117,117,"Freddie Jacobson",7,6.4,"ShortGameRating",2015
117,117,"Tom Johnson",1,6.4,"ShortGameRating",2015
117,117,"Kevin Kisner",20,6.4,"ShortGameRating",2015
117,117,"Martin Laird",12,6.4,"ShortGameRating",2015
117,117,"Alexander Levy",1,6.4,"ShortGameRating",2015
