"TenthTeeEarlyRound5ScoringAverage_RANKTHISWEEK_2011","TenthTeeEarlyRound5ScoringAverage_RANKLASTWEEK_2011","TenthTeeEarlyRound5ScoringAverage_PLAYERNAME_2011","TenthTeeEarlyRound5ScoringAverage__2011","TenthTeeEarlyRound5ScoringAverage_AVG_2011","TenthTeeEarlyRound5ScoringAverage_TOTALSTROKES_2011","TenthTeeEarlyRound5ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Brian Gay",NA,62,62,1,"TenthTeeEarlyRound5ScoringAverage",2011
2,2,"Brendon de Jonge",NA,66,66,1,"TenthTeeEarlyRound5ScoringAverage",2011
3,3,"Jason Dufner",NA,67,67,1,"TenthTeeEarlyRound5ScoringAverage",2011
3,3,"Bryce Molder",NA,67,67,1,"TenthTeeEarlyRound5ScoringAverage",2011
3,3,"Kyle Stanley",NA,67,67,1,"TenthTeeEarlyRound5ScoringAverage",2011
3,3,"Kevin Streelman",NA,67,67,1,"TenthTeeEarlyRound5ScoringAverage",2011
7,7,"David Toms",NA,68,68,1,"TenthTeeEarlyRound5ScoringAverage",2011
8,8,"Kris Blanks",NA,69,69,1,"TenthTeeEarlyRound5ScoringAverage",2011
8,8,"JJ Henry",NA,69,69,1,"TenthTeeEarlyRound5ScoringAverage",2011
8,8,"DA Points",NA,69,69,1,"TenthTeeEarlyRound5ScoringAverage",2011
11,11,"Tim Petrovic",NA,70,70,1,"TenthTeeEarlyRound5ScoringAverage",2011
12,12,"Kevin Chappell",NA,71,71,1,"TenthTeeEarlyRound5ScoringAverage",2011
12,12,"Mark Wilson",NA,71,71,1,"TenthTeeEarlyRound5ScoringAverage",2011
14,14,"Harrison Frazar",NA,72,72,1,"TenthTeeEarlyRound5ScoringAverage",2011
14,14,"Brandt Jobe",NA,72,72,1,"TenthTeeEarlyRound5ScoringAverage",2011
14,14,"Steve Marino",NA,72,72,1,"TenthTeeEarlyRound5ScoringAverage",2011
17,17,"Cameron Tringale",NA,74,74,1,"TenthTeeEarlyRound5ScoringAverage",2011
18,18,"John Rollins",NA,75,75,1,"TenthTeeEarlyRound5ScoringAverage",2011
