"Round1ScoringAverage_RANKTHISWEEK_2009","Round1ScoringAverage_RANKLASTWEEK_2009","Round1ScoringAverage_PLAYERNAME_2009","Round1ScoringAverage__2009","Round1ScoringAverage_AVG_2009","Round1ScoringAverage_TOTALSTROKES_2009","Round1ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Tiger Woods",NA,69,1104,16,"Round1ScoringAverage",2009
2,2,"Jim Furyk",NA,69.09,1520,22,"Round1ScoringAverage",2009
3,3,"Steve Stricker",NA,69.33,1456,21,"Round1ScoringAverage",2009
4,4,"Jonathan Byrd",NA,69.48,1737,25,"Round1ScoringAverage",2009
4,4,"David Toms",NA,69.48,1876,27,"Round1ScoringAverage",2009
6,6,"Sergio Garcia",NA,69.5,1112,16,"Round1ScoringAverage",2009
6,6,"Scott Verplank",NA,69.5,1668,24,"Round1ScoringAverage",2009
8,8,"Retief Goosen",NA,69.58,1322,19,"Round1ScoringAverage",2009
9,9,"Mike Weir",NA,69.61,1601,23,"Round1ScoringAverage",2009
10,10,"Jason Day",NA,69.65,1184,17,"Round1ScoringAverage",2009
11,11,"Camilo Villegas",NA,69.7,1394,20,"Round1ScoringAverage",2009
12,12,"Steve Marino",NA,69.72,2022,29,"Round1ScoringAverage",2009
13,13,"Briny Baird",NA,69.79,1954,28,"Round1ScoringAverage",2009
14,14,"Kenny Perry",NA,69.83,1606,23,"Round1ScoringAverage",2009
15,15,"Steve Elkington",NA,69.87,1607,23,"Round1ScoringAverage",2009
15,15,"Lee Janzen",NA,69.87,1607,23,"Round1ScoringAverage",2009
17,17,"Jerry Kelly",NA,69.88,1817,26,"Round1ScoringAverage",2009
18,18,"Sean OHair",NA,69.91,1538,22,"Round1ScoringAverage",2009
19,19,"Greg Chalmers",NA,69.92,1818,26,"Round1ScoringAverage",2009
20,20,"Greg Owen",NA,70,2100,30,"Round1ScoringAverage",2009
21,21,"John Senden",NA,70.03,2031,29,"Round1ScoringAverage",2009
21,21,"Bo Van Pelt",NA,70.03,2101,30,"Round1ScoringAverage",2009
23,23,"Robert Garrigus",NA,70.08,1752,25,"Round1ScoringAverage",2009
24,24,"Mark Calcavecchia",NA,70.09,1612,23,"Round1ScoringAverage",2009
25,25,"Brian Gay",NA,70.11,1893,27,"Round1ScoringAverage",2009
25,25,"Padraig Harrington",NA,70.11,1332,19,"Round1ScoringAverage",2009
27,27,"Justin Leonard",NA,70.12,1753,25,"Round1ScoringAverage",2009
28,28,"Patrick Sheehan",NA,70.13,1052,15,"Round1ScoringAverage",2009
29,29,"Tim Clark",NA,70.14,1473,21,"Round1ScoringAverage",2009
29,29,"Mark Wilson",NA,70.14,1964,28,"Round1ScoringAverage",2009
31,31,"Richard Johnson",NA,70.15,1824,26,"Round1ScoringAverage",2009
32,32,"Vaughn Taylor",NA,70.18,1965,28,"Round1ScoringAverage",2009
33,33,"Kevin Na",NA,70.19,1825,26,"Round1ScoringAverage",2009
