"RightRoughProximity_RANKTHISWEEK_2013","RightRoughProximity_RANKLASTWEEK_2013","RightRoughProximity_PLAYERNAME_2013","RightRoughProximity_ROUNDS_2013","RightRoughProximity_AVG_2013","RightRoughProximity_ATTEMPTS_2013","RightRoughProximity_TOTALDISTANCEFEET_2013","RightRoughProximity_RELATIVETOPAR_2013","stat_name","year"
66,66,"Steven Bowditch",67,NA,112,4777.833,14,"RightRoughProximity",2013
66,66,"Stewart Cink",71,NA,118,5034.083,16,"RightRoughProximity",2013
66,66,"John Merrick",79,NA,129,5508.417,10,"RightRoughProximity",2013
69,69,"Boo Weekley",100,NA,135,5767.583,26,"RightRoughProximity",2013
70,70,"Graham DeLaet",94,NA,123,5268,-1,"RightRoughProximity",2013
70,70,"Russell Henley",80,NA,81,3467.917,-2,"RightRoughProximity",2013
72,72,"Zach Johnson",84,NA,94,4031.417,5,"RightRoughProximity",2013
72,72,"Michael Thompson",66,NA,99,4247.417,12,"RightRoughProximity",2013
74,74,"Dicky Pride",71,NA,109,4688.25,12,"RightRoughProximity",2013
75,75,"Richard Lee",81,NA,108,4654,4,"RightRoughProximity",2013
75,75,"Adam Scott",61,NA,71,3056.917,2,"RightRoughProximity",2013
77,77,"Jim Herman",59,NA,88,3809,13,"RightRoughProximity",2013
78,78,"KJ Choi",85,NA,88,3814,6,"RightRoughProximity",2013
78,78,"Sergio Garcia",65,NA,74,3203.833,2,"RightRoughProximity",2013
78,78,"Brian Harman",89,NA,152,6592.583,21,"RightRoughProximity",2013
78,78,"Jerry Kelly",75,NA,94,4071.75,16,"RightRoughProximity",2013
82,82,"Geoff Ogilvy",57,NA,82,3561.333,13,"RightRoughProximity",2013
82,82,"YE Yang",56,NA,72,3125.833,15,"RightRoughProximity",2013
84,84,"Tommy Gainey",84,NA,158,6880.167,31,"RightRoughProximity",2013
84,84,"Ryo Ishikawa",72,NA,101,4400.75,24,"RightRoughProximity",2013
84,84,"Cameron Tringale",80,NA,144,6270.583,9,"RightRoughProximity",2013
87,87,"Bud Cauley",67,NA,105,4583.083,31,"RightRoughProximity",2013
87,87,"Brendon de Jonge",110,NA,170,7420.417,14,"RightRoughProximity",2013
87,87,"Scott Gardiner",61,NA,129,5630.833,9,"RightRoughProximity",2013
87,87,"Bill Haas",85,NA,121,5282.583,0,"RightRoughProximity",2013
87,87,"Peter Hanson",45,NA,74,3232.083,12,"RightRoughProximity",2013
87,87,"Martin Laird",68,NA,99,4326.083,16,"RightRoughProximity",2013
87,87,"DH Lee",65,NA,118,5148,13,"RightRoughProximity",2013
87,87,"Ryan Palmer",79,NA,137,5983.417,12,"RightRoughProximity",2013
95,95,"Tom Gillis",69,NA,86,3763.5,11,"RightRoughProximity",2013
95,95,"Steve LeBrun",66,NA,121,5297.167,17,"RightRoughProximity",2013
97,97,"Rod Pampling",46,NA,79,3471.583,13,"RightRoughProximity",2013
97,97,"Nick Watney",88,NA,127,5575.5,28,"RightRoughProximity",2013
99,99,"Chad Campbell",78,NA,118,5194.167,32,"RightRoughProximity",2013
99,99,"Tim Herron",45,NA,95,4180.667,9,"RightRoughProximity",2013
101,101,"Hunter Mahan",91,NA,125,5508.667,9,"RightRoughProximity",2013
102,102,"Angel Cabrera",73,NA,129,5694,21,"RightRoughProximity",2013
102,102,"Morgan Hoffmann",64,NA,115,5081.417,12,"RightRoughProximity",2013
102,102,"Charl Schwartzel",69,NA,93,4106.25,8,"RightRoughProximity",2013
105,105,"Jason Bohn",70,NA,105,4646.333,17,"RightRoughProximity",2013
106,106,"Chris Stroud",88,NA,125,5543.417,-1,"RightRoughProximity",2013
107,107,"Erik Compton",74,NA,122,5421.167,15,"RightRoughProximity",2013
107,107,"Martin Kaymer",61,NA,60,2664.5,9,"RightRoughProximity",2013
107,107,"Scott Langley",79,NA,131,5823.5,20,"RightRoughProximity",2013
110,110,"Jonas Blixt",76,NA,122,5425.5,26,"RightRoughProximity",2013
110,110,"Lucas Glover",65,NA,83,3692.833,12,"RightRoughProximity",2013
110,110,"Matt Kuchar",93,NA,137,6092,14,"RightRoughProximity",2013
110,110,"Gary Woodland",94,NA,165,7343.667,21,"RightRoughProximity",2013
114,114,"David Mathis",71,NA,134,5982.75,28,"RightRoughProximity",2013
115,115,"Stuart Appleby",88,NA,130,5815.167,21,"RightRoughProximity",2013
115,115,"Robert Karlsson",56,NA,63,2821.417,19,"RightRoughProximity",2013
115,115,"Brendan Steele",86,NA,138,6180.583,13,"RightRoughProximity",2013
118,118,"Rory McIlroy",56,NA,74,3323.833,18,"RightRoughProximity",2013
118,118,"Josh Teater",86,NA,129,5799.167,4,"RightRoughProximity",2013
120,120,"Aaron Baddeley",68,NA,124,5582,17,"RightRoughProximity",2013
120,120,"Mike Weir",60,NA,126,5675,17,"RightRoughProximity",2013
122,122,"Ryan Moore",72,NA,93,4189.917,12,"RightRoughProximity",2013
122,122,"Jeff Overton",78,NA,158,7128.917,16,"RightRoughProximity",2013
122,122,"Darron Stiles",51,NA,75,3382.25,17,"RightRoughProximity",2013
125,125,"Robert Allenby",58,NA,73,3297.5,24,"RightRoughProximity",2013
125,125,"Kevin Chappell",80,NA,111,5017.583,19,"RightRoughProximity",2013
125,125,"Charley Hoffman",84,NA,122,5509,4,"RightRoughProximity",2013
128,128,"Derek Ernst",58,NA,103,4671.25,20,"RightRoughProximity",2013
128,128,"John Huh",88,NA,131,5935.667,14,"RightRoughProximity",2013
128,128,"Pat Perez",69,NA,109,4939.167,12,"RightRoughProximity",2013
131,131,"Bryce Molder",82,NA,146,6632,21,"RightRoughProximity",2013
131,131,"Sean OHair",56,NA,109,4954,13,"RightRoughProximity",2013
133,133,"James Driscoll",76,NA,116,5280.333,16,"RightRoughProximity",2013
134,134,"Jim Furyk",80,NA,93,4241.75,20,"RightRoughProximity",2013
135,135,"Colt Knost",69,NA,98,4477.333,25,"RightRoughProximity",2013
135,135,"Marc Leishman",77,NA,150,6845.917,13,"RightRoughProximity",2013
137,137,"Henrik Norlander",70,NA,120,5492.667,12,"RightRoughProximity",2013
137,137,"Greg Owen",73,NA,124,5674.75,31,"RightRoughProximity",2013
139,139,"Ricky Barnes",74,NA,131,6027.583,25,"RightRoughProximity",2013
140,140,"Andres Romero",63,NA,97,4468.667,5,"RightRoughProximity",2013
141,141,"David Toms",49,NA,51,2367.75,10,"RightRoughProximity",2013
141,141,"Bo Van Pelt",72,NA,78,3617.667,16,"RightRoughProximity",2013
143,143,"Billy Horschel",96,NA,130,6041.167,15,"RightRoughProximity",2013
143,143,"DA Points",87,NA,99,4602.667,3,"RightRoughProximity",2013
145,145,"Justin Hicks",79,NA,104,4855.333,14,"RightRoughProximity",2013
146,146,"Seung Yul Noh",71,NA,137,6403.917,24,"RightRoughProximity",2013
146,146,"Chez Reavie",72,NA,89,4161.25,11,"RightRoughProximity",2013
148,148,"George McNeill",68,NA,113,5301.583,23,"RightRoughProximity",2013
148,148,"Ted Potter Jr",65,NA,103,4836.667,19,"RightRoughProximity",2013
148,148,"John Senden",79,NA,137,6422.167,16,"RightRoughProximity",2013
151,151,"Charlie Wi",75,NA,139,6541.25,19,"RightRoughProximity",2013
152,152,"Matt Jones",83,NA,136,6409.917,9,"RightRoughProximity",2013
153,153,"David Hearn",88,NA,142,6708.75,31,"RightRoughProximity",2013
153,153,"Ben Kohles",75,NA,101,4774.333,21,"RightRoughProximity",2013
155,155,"Ben Crane",62,NA,99,4695.417,20,"RightRoughProximity",2013
156,156,"Charlie Beljan",62,NA,107,5084.333,11,"RightRoughProximity",2013
157,157,"Padraig Harrington",52,NA,68,3235.5,20,"RightRoughProximity",2013
158,158,"Ben Curtis",59,NA,85,4079.75,18,"RightRoughProximity",2013
158,158,"John Rollins",77,NA,148,7100.833,21,"RightRoughProximity",2013
160,160,"Chris Kirk",89,NA,149,7170.083,12,"RightRoughProximity",2013
161,161,"Tag Ridings",69,NA,131,6307.583,22,"RightRoughProximity",2013
161,161,"Brian Stuard",78,NA,97,4671.833,20,"RightRoughProximity",2013
163,163,"Trevor Immelman",73,NA,119,5745.083,12,"RightRoughProximity",2013
164,164,"William McGirt",75,NA,113,5486.5,19,"RightRoughProximity",2013
165,165,"JJ Henry",83,NA,104,5069.583,15,"RightRoughProximity",2013
165,165,"Eric Meierdierks",48,NA,80,3900.333,13,"RightRoughProximity",2013
165,165,"Lee Williams",62,NA,87,4239.833,11,"RightRoughProximity",2013
168,168,"Henrik Stenson",65,NA,56,2754,11,"RightRoughProximity",2013
169,169,"Justin Bolli",59,NA,89,4385,29,"RightRoughProximity",2013
169,169,"Andrew Svoboda",46,NA,62,3051.25,8,"RightRoughProximity",2013
171,171,"Doug LaBelle II",72,NA,99,4927.833,26,"RightRoughProximity",2013
172,172,"Scott Brown",65,NA,103,5135.833,18,"RightRoughProximity",2013
173,173,"Jin Park",52,NA,67,3355,17,"RightRoughProximity",2013
174,174,"Brandt Jobe",62,NA,83,4233.833,26,"RightRoughProximity",2013
175,175,"Robert Streb",75,NA,94,4835.333,22,"RightRoughProximity",2013
176,176,"Stephen Ames",49,NA,87,4525.917,1,"RightRoughProximity",2013
177,177,"Tiger Woods",61,NA,82,4307.583,14,"RightRoughProximity",2013
178,178,"Bobby Gates",49,NA,110,5830.833,37,"RightRoughProximity",2013
179,179,"Aaron Watkins",46,NA,78,4214.667,17,"RightRoughProximity",2013
180,180,"Casey Wittenberg",72,NA,108,5856.333,20,"RightRoughProximity",2013
