"EarlyPar5ScoringAverage_RANKTHISWEEK_2010","EarlyPar5ScoringAverage_RANKLASTWEEK_2010","EarlyPar5ScoringAverage_PLAYERNAME_2010","EarlyPar5ScoringAverage_ROUNDS_2010","EarlyPar5ScoringAverage_AVG_2010","EarlyPar5ScoringAverage_TOTALSTROKES_2010","EarlyPar5ScoringAverage_TOTALHOLES_2010","stat_name","year"
1,1,"Charley Hoffman",85,4.48,596,133,"EarlyPar5ScoringAverage",2010
2,2,"Matt Kuchar",97,4.5,540,120,"EarlyPar5ScoringAverage",2010
2,2,"DJ Trahan",92,4.5,626,139,"EarlyPar5ScoringAverage",2010
4,4,"Jonathan Byrd",85,4.52,578,128,"EarlyPar5ScoringAverage",2010
4,4,"Bubba Watson",77,4.52,556,123,"EarlyPar5ScoringAverage",2010
6,6,"Dustin Johnson",83,4.53,498,110,"EarlyPar5ScoringAverage",2010
6,6,"Phil Mickelson",76,4.53,476,105,"EarlyPar5ScoringAverage",2010
8,8,"Stewart Cink",84,4.54,558,123,"EarlyPar5ScoringAverage",2010
9,9,"JB Holmes",100,4.57,750,164,"EarlyPar5ScoringAverage",2010
9,9,"Aron Price",70,4.57,407,89,"EarlyPar5ScoringAverage",2010
9,9,"Steve Stricker",73,4.57,430,94,"EarlyPar5ScoringAverage",2010
12,12,"Matt Jones",89,4.58,659,144,"EarlyPar5ScoringAverage",2010
13,13,"Ryan Moore",80,4.59,537,117,"EarlyPar5ScoringAverage",2010
13,13,"Tom Pernice Jr",74,4.59,537,117,"EarlyPar5ScoringAverage",2010
13,13,"Paul Stankowski",62,4.59,487,106,"EarlyPar5ScoringAverage",2010
16,16,"Graham DeLaet",88,4.6,612,133,"EarlyPar5ScoringAverage",2010
16,16,"Jim Furyk",76,4.6,469,102,"EarlyPar5ScoringAverage",2010
16,16,"Retief Goosen",75,4.6,497,108,"EarlyPar5ScoringAverage",2010
16,16,"Charles Howell III",103,4.6,892,194,"EarlyPar5ScoringAverage",2010
16,16,"Davis Love III",79,4.6,524,114,"EarlyPar5ScoringAverage",2010
21,21,"James Driscoll",78,4.61,548,119,"EarlyPar5ScoringAverage",2010
21,21,"Padraig Harrington",57,4.61,341,74,"EarlyPar5ScoringAverage",2010
21,21,"JJ Henry",92,4.61,733,159,"EarlyPar5ScoringAverage",2010
21,21,"Kevin Stadler",86,4.61,646,140,"EarlyPar5ScoringAverage",2010
25,25,"Matt Bettencourt",91,4.62,739,160,"EarlyPar5ScoringAverage",2010
25,25,"Jason Day",82,4.62,536,116,"EarlyPar5ScoringAverage",2010
25,25,"Bill Haas",87,4.62,540,117,"EarlyPar5ScoringAverage",2010
25,25,"John Mallinger",78,4.62,485,105,"EarlyPar5ScoringAverage",2010
25,25,"Garth Mulroy",53,4.62,388,84,"EarlyPar5ScoringAverage",2010
25,25,"Joe Ogilvie",99,4.62,739,160,"EarlyPar5ScoringAverage",2010
25,25,"Pat Perez",90,4.62,734,159,"EarlyPar5ScoringAverage",2010
25,25,"Justin Rose",78,4.62,573,124,"EarlyPar5ScoringAverage",2010
25,25,"Webb Simpson",98,4.62,707,153,"EarlyPar5ScoringAverage",2010
25,25,"Vijay Singh",75,4.62,508,110,"EarlyPar5ScoringAverage",2010
25,25,"Vaughn Taylor",87,4.62,693,150,"EarlyPar5ScoringAverage",2010
36,36,"Chris Couch",66,4.63,417,90,"EarlyPar5ScoringAverage",2010
36,36,"Matt Every",60,4.63,403,87,"EarlyPar5ScoringAverage",2010
36,36,"Lucas Glover",75,4.63,519,112,"EarlyPar5ScoringAverage",2010
36,36,"Ted Purdy",86,4.63,736,159,"EarlyPar5ScoringAverage",2010
36,36,"John Rollins",81,4.63,583,126,"EarlyPar5ScoringAverage",2010
36,36,"John Senden",103,4.63,676,146,"EarlyPar5ScoringAverage",2010
36,36,"Chris Stroud",90,4.63,653,141,"EarlyPar5ScoringAverage",2010
36,36,"Kevin Sutherland",86,4.63,634,137,"EarlyPar5ScoringAverage",2010
36,36,"Bo Van Pelt",104,4.63,746,161,"EarlyPar5ScoringAverage",2010
36,36,"Brett Wetterich",54,4.63,333,72,"EarlyPar5ScoringAverage",2010
46,46,"Henrik Bjornstad",72,4.64,627,135,"EarlyPar5ScoringAverage",2010
46,46,"Brian Gay",101,4.64,780,168,"EarlyPar5ScoringAverage",2010
46,46,"Tom Gillis",97,4.64,729,157,"EarlyPar5ScoringAverage",2010
46,46,"Michael Letzig",84,4.64,659,142,"EarlyPar5ScoringAverage",2010
46,46,"Troy Merritt",86,4.64,677,146,"EarlyPar5ScoringAverage",2010
46,46,"Ryan Palmer",84,4.64,668,144,"EarlyPar5ScoringAverage",2010
52,52,"Woody Austin",93,4.65,716,154,"EarlyPar5ScoringAverage",2010
52,52,"Paul Casey",64,4.65,316,68,"EarlyPar5ScoringAverage",2010
52,52,"Jason Dufner",87,4.65,749,161,"EarlyPar5ScoringAverage",2010
52,52,"Steve Elkington",74,4.65,553,119,"EarlyPar5ScoringAverage",2010
52,52,"Martin Flores",75,4.65,539,116,"EarlyPar5ScoringAverage",2010
52,52,"Jerry Kelly",99,4.65,707,152,"EarlyPar5ScoringAverage",2010
52,52,"Will Ma Kenzie",72,4.65,544,117,"EarlyPar5ScoringAverage",2010
52,52,"Steve Marino",81,4.65,576,124,"EarlyPar5ScoringAverage",2010
52,52,"John Merrick",109,4.65,903,194,"EarlyPar5ScoringAverage",2010
52,52,"Kevin Streelman",90,4.65,740,159,"EarlyPar5ScoringAverage",2010
52,52,"Roland Thatcher",72,4.65,516,111,"EarlyPar5ScoringAverage",2010
52,52,"David Toms",86,4.65,618,133,"EarlyPar5ScoringAverage",2010
64,64,"KJ Choi",82,4.66,573,123,"EarlyPar5ScoringAverage",2010
64,64,"Daniel Chopra",74,4.66,596,128,"EarlyPar5ScoringAverage",2010
64,64,"Mathew Goggin",85,4.66,671,144,"EarlyPar5ScoringAverage",2010
64,64,"Paul Goydos",78,4.66,592,127,"EarlyPar5ScoringAverage",2010
64,64,"Ryuji Imada",90,4.66,681,146,"EarlyPar5ScoringAverage",2010
64,64,"Marc Leishman",87,4.66,703,151,"EarlyPar5ScoringAverage",2010
64,64,"James Nitties",92,4.66,681,146,"EarlyPar5ScoringAverage",2010
64,64,"Sean OHair",84,4.66,536,115,"EarlyPar5ScoringAverage",2010
64,64,"Adam Scott",70,4.66,438,94,"EarlyPar5ScoringAverage",2010
64,64,"Charles Warren",64,4.66,452,97,"EarlyPar5ScoringAverage",2010
74,74,"Robert Allenby",76,4.67,467,100,"EarlyPar5ScoringAverage",2010
74,74,"Stephen Ames",75,4.67,593,127,"EarlyPar5ScoringAverage",2010
74,74,"Briny Baird",87,4.67,635,136,"EarlyPar5ScoringAverage",2010
