"Back9Par5ScoringAverage_RANKTHISWEEK_2008","Back9Par5ScoringAverage_RANKLASTWEEK_2008","Back9Par5ScoringAverage_PLAYERNAME_2008","Back9Par5ScoringAverage_ROUNDS_2008","Back9Par5ScoringAverage_AVG_2008","Back9Par5ScoringAverage_TOTALSTROKES_2008","Back9Par5ScoringAverage_TOTALHOLES_2008","stat_name","year"
1,1,"Vijay Singh",82,4.51,546,121,"Back9Par5ScoringAverage",2008
2,2,"Sergio Garcia",72,4.54,472,104,"Back9Par5ScoringAverage",2008
2,2,"Martin Laird",98,4.54,727,160,"Back9Par5ScoringAverage",2008
4,4,"Robert Garrigus",90,4.56,680,149,"Back9Par5ScoringAverage",2008
4,4,"Bubba Watson",97,4.56,707,155,"Back9Par5ScoringAverage",2008
6,6,"Bill Haas",99,4.57,754,165,"Back9Par5ScoringAverage",2008
6,6,"Kevin Sutherland",98,4.57,713,156,"Back9Par5ScoringAverage",2008
6,6,"Camilo Villegas",79,4.57,548,120,"Back9Par5ScoringAverage",2008
9,9,"Chad Campbell",94,4.58,669,146,"Back9Par5ScoringAverage",2008
9,9,"Fred Couples",60,4.58,499,109,"Back9Par5ScoringAverage",2008
11,11,"Mathew Goggin",91,4.59,680,148,"Back9Par5ScoringAverage",2008
12,12,"Todd Demsey",80,4.6,617,134,"Back9Par5ScoringAverage",2008
12,12,"Phil Mickelson",80,4.6,598,130,"Back9Par5ScoringAverage",2008
12,12,"Pat Perez",93,4.6,694,151,"Back9Par5ScoringAverage",2008
12,12,"Nick Watney",96,4.6,777,169,"Back9Par5ScoringAverage",2008
16,16,"Brian Davis",108,4.61,811,176,"Back9Par5ScoringAverage",2008
16,16,"Steve Marino",119,4.61,863,187,"Back9Par5ScoringAverage",2008
16,16,"David Toms",70,4.61,470,102,"Back9Par5ScoringAverage",2008
19,19,"Lucas Glover",91,4.62,652,141,"Back9Par5ScoringAverage",2008
19,19,"George McNeill",97,4.62,726,157,"Back9Par5ScoringAverage",2008
19,19,"Brenden Pappas",66,4.62,504,109,"Back9Par5ScoringAverage",2008
22,22,"Ben Crane",86,4.63,630,136,"Back9Par5ScoringAverage",2008
22,22,"Anthony Kim",81,4.63,570,123,"Back9Par5ScoringAverage",2008
22,22,"Doug LaBelle II",65,4.63,477,103,"Back9Par5ScoringAverage",2008
22,22,"Kenny Perry",97,4.63,709,153,"Back9Par5ScoringAverage",2008
22,22,"Adam Scott",51,4.63,375,81,"Back9Par5ScoringAverage",2008
27,27,"Charles Howell III",101,4.64,785,169,"Back9Par5ScoringAverage",2008
27,27,"Justin Leonard",101,4.64,687,148,"Back9Par5ScoringAverage",2008
29,29,"Stuart Appleby",87,4.65,623,134,"Back9Par5ScoringAverage",2008
29,29,"Stewart Cink",87,4.65,637,137,"Back9Par5ScoringAverage",2008
29,29,"Ken Duke",116,4.65,874,188,"Back9Par5ScoringAverage",2008
29,29,"Steve Elkington",84,4.65,655,141,"Back9Par5ScoringAverage",2008
29,29,"Steve Flesch",95,4.65,744,160,"Back9Par5ScoringAverage",2008
29,29,"Carlos Franco",73,4.65,595,128,"Back9Par5ScoringAverage",2008
29,29,"JB Holmes",86,4.65,655,141,"Back9Par5ScoringAverage",2008
