"3PuttAvoidanceInside5_RANKTHISWEEK_2007","3PuttAvoidanceInside5_RANKLASTWEEK_2007","3PuttAvoidanceInside5_PLAYERNAME_2007","3PuttAvoidanceInside5_ROUNDS_2007","3PuttAvoidanceInside5_Pct_2007","3PuttAvoidanceInside5_TOTAL3PUTTS_2007","3PuttAvoidanceInside5_ATTEMPTS_2007","3PuttAvoidanceInside5_2PUTTORBETTERPct_2007","stat_name","year"
1,1,"Steve Allan",63,0,NA,191,100,"3PuttAvoidanceInside5",2007
1,1,"Michael Allen",74,0,NA,247,100,"3PuttAvoidanceInside5",2007
1,1,"Stephen Ames",81,0,NA,227,100,"3PuttAvoidanceInside5",2007
1,1,"Billy Andrade",88,0,NA,294,100,"3PuttAvoidanceInside5",2007
1,1,"Tommy Armour III",81,0,NA,236,100,"3PuttAvoidanceInside5",2007
1,1,"Briny Baird",115,0,NA,382,100,"3PuttAvoidanceInside5",2007
1,1,"Rich Barcelo",80,0,NA,276,100,"3PuttAvoidanceInside5",2007
1,1,"Craig Barlow",52,0,NA,162,100,"3PuttAvoidanceInside5",2007
1,1,"Brian Bateman",55,0,NA,183,100,"3PuttAvoidanceInside5",2007
1,1,"Cameron Beckman",96,0,NA,299,100,"3PuttAvoidanceInside5",2007
1,1,"Rich Beem",89,0,NA,262,100,"3PuttAvoidanceInside5",2007
1,1,"Jason Bohn",57,0,NA,218,100,"3PuttAvoidanceInside5",2007
1,1,"Craig Bowden",78,0,NA,251,100,"3PuttAvoidanceInside5",2007
1,1,"Michael Boyd",61,0,NA,214,100,"3PuttAvoidanceInside5",2007
1,1,"David Branshaw",83,0,NA,300,100,"3PuttAvoidanceInside5",2007
1,1,"DJ Brigman",67,0,NA,182,100,"3PuttAvoidanceInside5",2007
1,1,"Mark Brooks",53,0,NA,145,100,"3PuttAvoidanceInside5",2007
1,1,"Bart Bryant",87,0,NA,279,100,"3PuttAvoidanceInside5",2007
1,1,"Andrew Buckle",77,0,NA,261,100,"3PuttAvoidanceInside5",2007
1,1,"Tom Byrum",50,0,NA,146,100,"3PuttAvoidanceInside5",2007
1,1,"Mark Calcavecchia",93,0,NA,298,100,"3PuttAvoidanceInside5",2007
1,1,"Chad Campbell",96,0,NA,268,100,"3PuttAvoidanceInside5",2007
1,1,"KJ Choi",87,0,NA,268,100,"3PuttAvoidanceInside5",2007
1,1,"Stewart Cink",91,0,NA,252,100,"3PuttAvoidanceInside5",2007
1,1,"Jose Coceres",50,0,NA,179,100,"3PuttAvoidanceInside5",2007
1,1,"Gavin Coles",87,0,NA,304,100,"3PuttAvoidanceInside5",2007
1,1,"Chris Couch",76,0,NA,298,100,"3PuttAvoidanceInside5",2007
1,1,"Brian Davis",101,0,NA,331,100,"3PuttAvoidanceInside5",2007
1,1,"Brendon de Jonge",76,0,NA,234,100,"3PuttAvoidanceInside5",2007
1,1,"Chris DiMarco",79,0,NA,252,100,"3PuttAvoidanceInside5",2007
1,1,"Luke Donald",69,0,NA,206,100,"3PuttAvoidanceInside5",2007
1,1,"Ken Duke",112,0,NA,395,100,"3PuttAvoidanceInside5",2007
1,1,"Ernie Els",59,0,NA,177,100,"3PuttAvoidanceInside5",2007
1,1,"Bob Estes",88,0,NA,325,100,"3PuttAvoidanceInside5",2007
1,1,"Steve Flesch",100,0,NA,349,100,"3PuttAvoidanceInside5",2007
1,1,"Harrison Frazar",88,0,NA,300,100,"3PuttAvoidanceInside5",2007
1,1,"Jim Furyk",84,0,NA,262,100,"3PuttAvoidanceInside5",2007
1,1,"Robert Gamez",88,0,NA,259,100,"3PuttAvoidanceInside5",2007
1,1,"Sergio Garcia",68,0,NA,232,100,"3PuttAvoidanceInside5",2007
1,1,"Robert Garrigus",95,0,NA,277,100,"3PuttAvoidanceInside5",2007
1,1,"Brian Gay",107,0,NA,433,100,"3PuttAvoidanceInside5",2007
1,1,"Lucas Glover",98,0,NA,292,100,"3PuttAvoidanceInside5",2007
1,1,"Mathew Goggin",97,0,NA,312,100,"3PuttAvoidanceInside5",2007
1,1,"Retief Goosen",50,0,NA,149,100,"3PuttAvoidanceInside5",2007
1,1,"Jeff Gove",103,0,NA,333,100,"3PuttAvoidanceInside5",2007
1,1,"Paul Goydos",60,0,NA,192,100,"3PuttAvoidanceInside5",2007
1,1,"Mathias Gronberg",95,0,NA,347,100,"3PuttAvoidanceInside5",2007
1,1,"Scott Gutschewski",67,0,NA,197,100,"3PuttAvoidanceInside5",2007
1,1,"Bill Haas",93,0,NA,299,100,"3PuttAvoidanceInside5",2007
1,1,"Todd Hamilton",76,0,NA,218,100,"3PuttAvoidanceInside5",2007
1,1,"Anders Hansen",55,0,NA,119,100,"3PuttAvoidanceInside5",2007
1,1,"Bob Heintz",85,0,NA,299,100,"3PuttAvoidanceInside5",2007
1,1,"JJ Henry",86,0,NA,229,100,"3PuttAvoidanceInside5",2007
1,1,"Mark Hensby",81,0,NA,273,100,"3PuttAvoidanceInside5",2007
1,1,"JB Holmes",71,0,NA,262,100,"3PuttAvoidanceInside5",2007
1,1,"Charles Howell III",89,0,NA,231,100,"3PuttAvoidanceInside5",2007
1,1,"Ryuji Imada",104,0,NA,380,100,"3PuttAvoidanceInside5",2007
1,1,"Lee Janzen",66,0,NA,191,100,"3PuttAvoidanceInside5",2007
1,1,"Tom Johnson",74,0,NA,235,100,"3PuttAvoidanceInside5",2007
1,1,"Zach Johnson",76,0,NA,227,100,"3PuttAvoidanceInside5",2007
1,1,"Kent Jones",97,0,NA,341,100,"3PuttAvoidanceInside5",2007
1,1,"Craig Kanada",109,0,NA,353,100,"3PuttAvoidanceInside5",2007
1,1,"Cliff Kresge",107,0,NA,392,100,"3PuttAvoidanceInside5",2007
1,1,"Matt Kuchar",85,0,NA,280,100,"3PuttAvoidanceInside5",2007
1,1,"Tom Lehman",62,0,NA,189,100,"3PuttAvoidanceInside5",2007
1,1,"Justin Leonard",95,0,NA,333,100,"3PuttAvoidanceInside5",2007
1,1,"Craig Lile",77,0,NA,280,100,"3PuttAvoidanceInside5",2007
1,1,"Peter Lonard",85,0,NA,286,100,"3PuttAvoidanceInside5",2007
1,1,"Davis Love III",66,0,NA,189,100,"3PuttAvoidanceInside5",2007
