"Back9Par4ScoringAverage_RANKTHISWEEK_2010","Back9Par4ScoringAverage_RANKLASTWEEK_2010","Back9Par4ScoringAverage_PLAYERNAME_2010","Back9Par4ScoringAverage_ROUNDS_2010","Back9Par4ScoringAverage_AVG_2010","Back9Par4ScoringAverage_TOTALSTROKES_2010","Back9Par4ScoringAverage_TOTALHOLES_2010","stat_name","year"
1,1,"Bryce Molder",84,3.95,1746,442,"Back9Par4ScoringAverage",2010
2,2,"Joe Durant",67,3.96,1414,357,"Back9Par4ScoringAverage",2010
2,2,"Matt Every",60,3.96,1236,312,"Back9Par4ScoringAverage",2010
4,4,"Jim Furyk",76,3.97,1557,392,"Back9Par4ScoringAverage",2010
4,4,"Charlie Wi",95,3.97,1994,502,"Back9Par4ScoringAverage",2010
6,6,"Dustin Johnson",83,3.98,1759,442,"Back9Par4ScoringAverage",2010
6,6,"Matt Kuchar",97,3.98,2026,509,"Back9Par4ScoringAverage",2010
6,6,"John Rollins",81,3.98,1720,432,"Back9Par4ScoringAverage",2010
9,9,"Ricky Barnes",103,3.99,2160,541,"Back9Par4ScoringAverage",2010
9,9,"Ernie Els",72,3.99,1491,374,"Back9Par4ScoringAverage",2010
9,9,"Andres Romero",73,3.99,1516,380,"Back9Par4ScoringAverage",2010
9,9,"Paul Stankowski",62,3.99,1326,332,"Back9Par4ScoringAverage",2010
9,9,"Steve Stricker",73,3.99,1550,388,"Back9Par4ScoringAverage",2010
14,14,"Chad Campbell",95,4,1998,499,"Back9Par4ScoringAverage",2010
14,14,"Luke Donald",71,4,1447,362,"Back9Par4ScoringAverage",2010
14,14,"Charley Hoffman",85,4,1779,445,"Back9Par4ScoringAverage",2010
14,14,"Freddie Jacobson",83,4,1775,444,"Back9Par4ScoringAverage",2010
14,14,"Troy Matteson",84,4,1786,446,"Back9Par4ScoringAverage",2010
14,14,"Carl Pettersson",99,4,2084,521,"Back9Par4ScoringAverage",2010
14,14,"Alex Prugh",88,4,1852,463,"Back9Par4ScoringAverage",2010
14,14,"Heath Slocum",97,4,2094,523,"Back9Par4ScoringAverage",2010
14,14,"Bubba Watson",77,4,1622,405,"Back9Par4ScoringAverage",2010
14,14,"Dean Wilson",54,4,1151,288,"Back9Par4ScoringAverage",2010
24,24,"Stephen Ames",75,4.01,1578,394,"Back9Par4ScoringAverage",2010
24,24,"Paul Casey",64,4.01,1307,326,"Back9Par4ScoringAverage",2010
24,24,"Alex Cejka",81,4.01,1683,420,"Back9Par4ScoringAverage",2010
24,24,"Tim Clark",88,4.01,1810,451,"Back9Par4ScoringAverage",2010
