"FirstTeeEarlyRound2ScoringAverage_RANKTHISWEEK_2009","FirstTeeEarlyRound2ScoringAverage_RANKLASTWEEK_2009","FirstTeeEarlyRound2ScoringAverage_PLAYERNAME_2009","FirstTeeEarlyRound2ScoringAverage__2009","FirstTeeEarlyRound2ScoringAverage_AVG_2009","FirstTeeEarlyRound2ScoringAverage_TOTALSTROKES_2009","FirstTeeEarlyRound2ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Kevin Stadler",NA,65.67,197,3,"FirstTeeEarlyRound2ScoringAverage",2009
2,2,"Justin Leonard",NA,67.25,269,4,"FirstTeeEarlyRound2ScoringAverage",2009
3,3,"Dustin Johnson",NA,67.33,202,3,"FirstTeeEarlyRound2ScoringAverage",2009
4,4,"Scott Piercy",NA,67.5,135,2,"FirstTeeEarlyRound2ScoringAverage",2009
4,4,"Steve Stricker",NA,67.5,270,4,"FirstTeeEarlyRound2ScoringAverage",2009
6,6,"Bryce Molder",NA,68,340,5,"FirstTeeEarlyRound2ScoringAverage",2009
6,6,"Bo Van Pelt",NA,68,204,3,"FirstTeeEarlyRound2ScoringAverage",2009
8,8,"Luke Donald",NA,68.4,342,5,"FirstTeeEarlyRound2ScoringAverage",2009
9,9,"Kenny Perry",NA,68.5,274,4,"FirstTeeEarlyRound2ScoringAverage",2009
9,9,"Chris Stroud",NA,68.5,274,4,"FirstTeeEarlyRound2ScoringAverage",2009
9,9,"Charles Warren",NA,68.5,411,6,"FirstTeeEarlyRound2ScoringAverage",2009
12,12,"Ben Crane",NA,68.67,412,6,"FirstTeeEarlyRound2ScoringAverage",2009
13,13,"Aron Price",NA,68.86,482,7,"FirstTeeEarlyRound2ScoringAverage",2009
14,14,"Robert Allenby",NA,69.17,415,6,"FirstTeeEarlyRound2ScoringAverage",2009
14,14,"Davis Love III",NA,69.17,415,6,"FirstTeeEarlyRound2ScoringAverage",2009
16,16,"Joe Durant",NA,69.2,346,5,"FirstTeeEarlyRound2ScoringAverage",2009
17,17,"Fred Couples",NA,69.33,208,3,"FirstTeeEarlyRound2ScoringAverage",2009
17,17,"Will Ma Kenzie",NA,69.33,208,3,"FirstTeeEarlyRound2ScoringAverage",2009
19,19,"Patrick Sheehan",NA,69.5,278,4,"FirstTeeEarlyRound2ScoringAverage",2009
19,19,"Camilo Villegas",NA,69.5,139,2,"FirstTeeEarlyRound2ScoringAverage",2009
21,21,"Michael Letzig",NA,69.56,626,9,"FirstTeeEarlyRound2ScoringAverage",2009
22,22,"Matt Kuchar",NA,69.57,487,7,"FirstTeeEarlyRound2ScoringAverage",2009
22,22,"Vaughn Taylor",NA,69.57,487,7,"FirstTeeEarlyRound2ScoringAverage",2009
24,24,"Bart Bryant",NA,69.6,348,5,"FirstTeeEarlyRound2ScoringAverage",2009
24,24,"Bill Haas",NA,69.6,348,5,"FirstTeeEarlyRound2ScoringAverage",2009
24,24,"Scott McCarron",NA,69.6,348,5,"FirstTeeEarlyRound2ScoringAverage",2009
27,27,"Ernie Els",NA,69.67,209,3,"FirstTeeEarlyRound2ScoringAverage",2009
27,27,"Retief Goosen",NA,69.67,209,3,"FirstTeeEarlyRound2ScoringAverage",2009
27,27,"Ryan Palmer",NA,69.67,627,9,"FirstTeeEarlyRound2ScoringAverage",2009
30,30,"Heath Slocum",NA,69.73,767,11,"FirstTeeEarlyRound2ScoringAverage",2009
31,31,"Brian Davis",NA,69.75,279,4,"FirstTeeEarlyRound2ScoringAverage",2009
31,31,"Brad Faxon",NA,69.75,279,4,"FirstTeeEarlyRound2ScoringAverage",2009
33,33,"Rocco Mediate",NA,69.8,349,5,"FirstTeeEarlyRound2ScoringAverage",2009
33,33,"Rod Pampling",NA,69.8,349,5,"FirstTeeEarlyRound2ScoringAverage",2009
33,33,"Peter Tomasulo",NA,69.8,349,5,"FirstTeeEarlyRound2ScoringAverage",2009
36,36,"Derek Fathauer",NA,69.83,419,6,"FirstTeeEarlyRound2ScoringAverage",2009
37,37,"Tim Clark",NA,69.86,489,7,"FirstTeeEarlyRound2ScoringAverage",2009
38,38,"Tommy Armour III",NA,70,140,2,"FirstTeeEarlyRound2ScoringAverage",2009
38,38,"Cameron Beckman",NA,70,490,7,"FirstTeeEarlyRound2ScoringAverage",2009
38,38,"Jason Gore",NA,70,490,7,"FirstTeeEarlyRound2ScoringAverage",2009
38,38,"Parker McLachlin",NA,70,280,4,"FirstTeeEarlyRound2ScoringAverage",2009
38,38,"Darron Stiles",NA,70,140,2,"FirstTeeEarlyRound2ScoringAverage",2009
38,38,"David Toms",NA,70,280,4,"FirstTeeEarlyRound2ScoringAverage",2009
38,38,"Scott Verplank",NA,70,210,3,"FirstTeeEarlyRound2ScoringAverage",2009
45,45,"Pat Perez",NA,70.13,561,8,"FirstTeeEarlyRound2ScoringAverage",2009
46,46,"Jimmy Walker",NA,70.15,912,13,"FirstTeeEarlyRound2ScoringAverage",2009
47,47,"Nick Watney",NA,70.17,421,6,"FirstTeeEarlyRound2ScoringAverage",2009
48,48,"Troy Matteson",NA,70.22,632,9,"FirstTeeEarlyRound2ScoringAverage",2009
48,48,"Brandt Snedeker",NA,70.22,632,9,"FirstTeeEarlyRound2ScoringAverage",2009
50,50,"Richard Johnson",NA,70.25,562,8,"FirstTeeEarlyRound2ScoringAverage",2009
50,50,"Ted Purdy",NA,70.25,562,8,"FirstTeeEarlyRound2ScoringAverage",2009
