"AverageDistanceofBirdieputtsmade_RANKTHISWEEK_2005","AverageDistanceofBirdieputtsmade_RANKLASTWEEK_2005","AverageDistanceofBirdieputtsmade_PLAYERNAME_2005","AverageDistanceofBirdieputtsmade_ROUNDS_2005","AverageDistanceofBirdieputtsmade_AVG_2005","AverageDistanceofBirdieputtsmade_TOTDISTFT_2005","AverageDistanceofBirdieputtsmade_TOTBIRDIEPUTTSMADE_2005","AverageDistanceofBirdieputtsmade_LONGESTMADEFT_2005","AverageDistanceofBirdieputtsmade_SHORTESTMADEFT_2005","stat_name","year"
167,167,"Luke Donald",67,NA,1264.75,136,38,NA,"AverageDistanceofBirdieputtsmade",2005
167,167,"Carlos Franco",78,NA,2058.75,220,51,NA,"AverageDistanceofBirdieputtsmade",2005
167,167,"Bill Glasson",54,NA,1153.167,124,51,NA,"AverageDistanceofBirdieputtsmade",2005
167,167,"Padraig Harrington",50,NA,1284.167,137,43,NA,"AverageDistanceofBirdieputtsmade",2005
167,167,"Bradley Hughes",52,NA,1337.25,143,44,NA,"AverageDistanceofBirdieputtsmade",2005
167,167,"Will Ma Kenzie",75,NA,2146.25,230,48,NA,"AverageDistanceofBirdieputtsmade",2005
174,174,"Doug Barron",70,NA,2028.667,219,42,NA,"AverageDistanceofBirdieputtsmade",2005
174,174,"John Huston",90,NA,2624.75,285,57,NA,"AverageDistanceofBirdieputtsmade",2005
174,174,"Phil Mickelson",81,NA,1936.417,209,39,NA,"AverageDistanceofBirdieputtsmade",2005
174,174,"Geoff Ogilvy",97,NA,2505.75,271,42,NA,"AverageDistanceofBirdieputtsmade",2005
178,178,"Fred Couples",72,NA,1429.75,156,37,NA,"AverageDistanceofBirdieputtsmade",2005
178,178,"Scott Gutschewski",86,NA,2327.583,254,34,NA,"AverageDistanceofBirdieputtsmade",2005
178,178,"Mark Hensby",70,NA,1557.167,170,43,1,"AverageDistanceofBirdieputtsmade",2005
178,178,"Jonathan Kaye",77,NA,2173.417,237,48,NA,"AverageDistanceofBirdieputtsmade",2005
178,178,"Ted Purdy",122,NA,3019.583,328,43,NA,"AverageDistanceofBirdieputtsmade",2005
178,178,"Omar Uresti",84,NA,2283.083,248,40,NA,"AverageDistanceofBirdieputtsmade",2005
184,184,"Robert Allenby",95,NA,2325.167,258,36,NA,"AverageDistanceofBirdieputtsmade",2005
184,184,"John Rollins",97,NA,2535.167,281,70,NA,"AverageDistanceofBirdieputtsmade",2005
186,186,"Lucas Glover",88,NA,2407.417,270,45,NA,"AverageDistanceofBirdieputtsmade",2005
186,186,"Jeff Maggert",79,NA,1866.583,210,45,NA,"AverageDistanceofBirdieputtsmade",2005
186,186,"Vijay Singh",111,NA,3128.167,352,72,NA,"AverageDistanceofBirdieputtsmade",2005
189,189,"Sergio Garcia",73,NA,1736.583,196,79,NA,"AverageDistanceofBirdieputtsmade",2005
189,189,"Scott Hend",75,NA,1882.667,213,43,NA,"AverageDistanceofBirdieputtsmade",2005
189,189,"Rocco Mediate",73,NA,1858.25,211,38,NA,"AverageDistanceofBirdieputtsmade",2005
189,189,"Brett Wetterich",76,NA,2153.25,244,55,NA,"AverageDistanceofBirdieputtsmade",2005
193,193,"Tag Ridings",93,NA,2785.75,318,57,NA,"AverageDistanceofBirdieputtsmade",2005
193,193,"Kevin Stadler",96,NA,2445.167,279,37,NA,"AverageDistanceofBirdieputtsmade",2005
195,195,"Mark Calcavecchia",92,NA,2323.25,268,60,NA,"AverageDistanceofBirdieputtsmade",2005
195,195,"Neal Lancaster",95,NA,2582.917,299,51,NA,"AverageDistanceofBirdieputtsmade",2005
197,197,"Joe Durant",81,NA,1937.667,225,46,NA,"AverageDistanceofBirdieputtsmade",2005
197,197,"Andrew Magee",82,NA,1772.833,206,49,NA,"AverageDistanceofBirdieputtsmade",2005
197,197,"Tiger Woods",76,NA,2089.25,244,47,NA,"AverageDistanceofBirdieputtsmade",2005
200,200,"Jason Bohn",91,NA,2317.833,273,41,NA,"AverageDistanceofBirdieputtsmade",2005
201,201,"John Daly",78,NA,1629.083,196,38,NA,"AverageDistanceofBirdieputtsmade",2005
202,202,"Retief Goosen",71,NA,1185.583,154,26,NA,"AverageDistanceofBirdieputtsmade",2005
