"CarryEfficiency_RANKTHISWEEK_2009","CarryEfficiency_RANKLASTWEEK_2009","CarryEfficiency_PLAYERNAME_2009","CarryEfficiency_ROUNDS_2009","CarryEfficiency_AVG_2009","CarryEfficiency_AVERAGECARRYDISTYARDS_2009","CarryEfficiency_AVERAGECLUBHEADSPEED_2009","CarryEfficiency_TOTALATTEMPTS_2009","CarryEfficiency_HIGHESTCARRYEFFICIENCY_2009","stat_name","year"
1,1,"Anthony Kim",76,2.499,289.3,115.792,49,2.896,"CarryEfficiency",2009
2,2,"Webb Simpson",94,2.495,275.4,110.384,69,2.884,"CarryEfficiency",2009
2,2,"Vijay Singh",71,2.495,281.9,112.985,59,2.919,"CarryEfficiency",2009
4,4,"Darron Stiles",52,2.492,264.9,106.29,32,2.673,"CarryEfficiency",2009
5,5,"JB Holmes",74,2.48,304.4,122.765,47,2.883,"CarryEfficiency",2009
6,6,"Steve Marino",98,2.479,278.6,112.397,79,2.722,"CarryEfficiency",2009
7,7,"Harrison Frazar",93,2.474,285.1,115.263,65,2.78,"CarryEfficiency",2009
7,7,"Mark Wilson",99,2.474,264.5,106.933,74,2.736,"CarryEfficiency",2009
9,9,"Robert Garrigus",83,2.473,297.8,120.413,56,2.822,"CarryEfficiency",2009
9,9,"Ryan Palmer",78,2.473,279.6,113.073,62,2.75,"CarryEfficiency",2009
11,11,"Kevin Sutherland",96,2.472,276.4,111.776,59,2.742,"CarryEfficiency",2009
12,12,"Dustin Johnson",85,2.469,298.9,121.046,56,2.787,"CarryEfficiency",2009
13,13,"Joe Ogilvie",85,2.468,271,109.805,64,2.766,"CarryEfficiency",2009
14,14,"Vaughn Taylor",88,2.467,266.6,108.058,59,2.824,"CarryEfficiency",2009
15,15,"Davis Love III",89,2.466,288.7,117.07,64,2.901,"CarryEfficiency",2009
16,16,"Andres Romero",58,2.465,290.7,117.934,39,2.843,"CarryEfficiency",2009
17,17,"David Toms",98,2.463,265.2,107.674,76,2.767,"CarryEfficiency",2009
18,18,"John Mallinger",90,2.462,261.7,106.303,71,2.732,"CarryEfficiency",2009
19,19,"Martin Laird",72,2.461,288.8,117.334,45,2.774,"CarryEfficiency",2009
19,19,"Marc Leishman",91,2.461,285.7,116.069,67,2.787,"CarryEfficiency",2009
21,21,"Jason Day",61,2.459,284.4,115.634,40,2.719,"CarryEfficiency",2009
21,21,"Matt Jones",56,2.459,283.4,115.228,35,2.699,"CarryEfficiency",2009
21,21,"John Merrick",91,2.459,280.7,114.15,64,2.712,"CarryEfficiency",2009
24,24,"Geoff Ogilvy",78,2.457,278.6,113.386,63,2.752,"CarryEfficiency",2009
25,25,"Glen Day",79,2.454,253.9,103.486,50,2.825,"CarryEfficiency",2009
25,25,"Kenny Perry",92,2.454,274.2,111.732,72,2.891,"CarryEfficiency",2009
27,27,"Scott Piercy",85,2.453,281.9,114.917,56,2.713,"CarryEfficiency",2009
27,27,"Matt Weibring",65,2.453,268.7,109.507,44,2.728,"CarryEfficiency",2009
29,29,"Aron Price",89,2.452,263.9,107.624,67,2.754,"CarryEfficiency",2009
30,30,"Fred Couples",54,2.451,283.3,115.615,38,2.704,"CarryEfficiency",2009
31,31,"Brian Davis",103,2.449,262.4,107.162,88,2.743,"CarryEfficiency",2009
32,32,"Bo Van Pelt",100,2.448,278.9,113.951,67,2.734,"CarryEfficiency",2009
33,33,"Jason Gore",74,2.447,272.2,111.221,52,2.718,"CarryEfficiency",2009
34,34,"Mathew Goggin",76,2.446,277.6,113.495,55,2.759,"CarryEfficiency",2009
34,34,"Nicholas Thompson",96,2.446,275.9,112.781,73,2.818,"CarryEfficiency",2009
34,34,"Peter Tomasulo",61,2.446,277.5,113.476,38,2.646,"CarryEfficiency",2009
37,37,"Phil Mickelson",66,2.445,293,119.822,39,2.731,"CarryEfficiency",2009
38,38,"Bob Heintz",59,2.444,268.2,109.723,39,2.635,"CarryEfficiency",2009
38,38,"Brandt Snedeker",81,2.444,261.4,106.964,61,2.694,"CarryEfficiency",2009
40,40,"Heath Slocum",95,2.44,264.8,108.513,75,2.81,"CarryEfficiency",2009
41,41,"Charley Hoffman",97,2.439,290.2,118.985,71,2.667,"CarryEfficiency",2009
41,41,"Parker McLachlin",71,2.439,267.2,109.563,57,2.853,"CarryEfficiency",2009
41,41,"Kevin Stadler",65,2.439,274.4,112.534,44,2.67,"CarryEfficiency",2009
44,44,"Jeff Maggert",79,2.438,263.8,108.219,70,2.715,"CarryEfficiency",2009
45,45,"Matt Bettencourt",98,2.436,275.9,113.265,74,2.69,"CarryEfficiency",2009
45,45,"KJ Choi",65,2.436,264,108.374,53,2.73,"CarryEfficiency",2009
45,45,"Chris Stroud",88,2.436,274.5,112.678,55,2.889,"CarryEfficiency",2009
48,48,"Jason Bohn",88,2.435,266.4,109.393,77,2.649,"CarryEfficiency",2009
48,48,"Ernie Els",70,2.435,276.1,113.419,47,2.872,"CarryEfficiency",2009
48,48,"Cliff Kresge",78,2.435,261.4,107.325,62,2.652,"CarryEfficiency",2009
48,48,"Billy Mayfair",83,2.435,263.4,108.18,64,2.608,"CarryEfficiency",2009
48,48,"DA Points",99,2.435,263.7,108.306,83,2.695,"CarryEfficiency",2009
48,48,"Ted Purdy",101,2.435,275,112.951,76,2.644,"CarryEfficiency",2009
54,54,"Rich Beem",77,2.434,268.8,110.448,46,2.702,"CarryEfficiency",2009
54,54,"Stewart Cink",79,2.434,280,115.011,59,2.789,"CarryEfficiency",2009
54,54,"Camilo Villegas",76,2.434,276.8,113.71,47,2.805,"CarryEfficiency",2009
57,57,"Steve Elkington",70,2.433,265.5,109.108,52,2.731,"CarryEfficiency",2009
58,58,"Bill Lunde",83,2.432,271.6,111.675,71,2.822,"CarryEfficiency",2009
58,58,"Hunter Mahan",94,2.432,275.1,113.109,64,2.776,"CarryEfficiency",2009
58,58,"Pat Perez",74,2.432,275.1,113.116,63,2.803,"CarryEfficiency",2009
58,58,"Ian Poulter",59,2.432,267.1,109.819,45,2.742,"CarryEfficiency",2009
58,58,"Chez Reavie",81,2.432,256.9,105.658,66,2.767,"CarryEfficiency",2009
63,63,"Brian Bateman",55,2.431,270.6,111.304,43,2.674,"CarryEfficiency",2009
64,64,"Bryce Molder",69,2.429,265.7,109.397,47,2.75,"CarryEfficiency",2009
64,64,"Brett Quigley",92,2.429,274.4,112.996,60,2.729,"CarryEfficiency",2009
66,66,"Rick Price",54,2.428,262.3,108.022,38,2.627,"CarryEfficiency",2009
66,66,"Tag Ridings",50,2.428,291.2,119.948,38,2.721,"CarryEfficiency",2009
66,66,"Steve Stricker",81,2.428,269.9,111.15,62,2.691,"CarryEfficiency",2009
66,66,"Charles Warren",63,2.428,279.6,115.154,43,2.618,"CarryEfficiency",2009
70,70,"Alex Cejka",82,2.425,258.7,106.655,66,2.682,"CarryEfficiency",2009
70,70,"Carl Pettersson",86,2.425,267.3,110.23,71,2.703,"CarryEfficiency",2009
70,70,"Kirk Triplett",60,2.425,260,107.207,47,2.68,"CarryEfficiency",2009
73,73,"Bubba Watson",73,2.424,300.3,123.91,40,2.708,"CarryEfficiency",2009
74,74,"George McNeill",82,2.423,281.9,116.354,60,2.69,"CarryEfficiency",2009
75,75,"Michael Letzig",96,2.422,273.6,112.961,79,2.689,"CarryEfficiency",2009
75,75,"Troy Matteson",95,2.422,283.8,117.155,80,2.736,"CarryEfficiency",2009
75,75,"Nick OHern",90,2.422,253.3,104.59,82,2.849,"CarryEfficiency",2009
78,78,"Leif Olson",51,2.42,281.6,116.401,32,2.707,"CarryEfficiency",2009
79,79,"Daniel Chopra",89,2.419,282.2,116.664,79,2.85,"CarryEfficiency",2009
80,80,"Peter Lonard",86,2.418,256.8,106.232,70,2.74,"CarryEfficiency",2009
80,80,"Rory Sabbatini",81,2.418,274.5,113.499,62,2.665,"CarryEfficiency",2009
82,82,"Ben Crane",93,2.417,263,108.808,78,2.774,"CarryEfficiency",2009
82,82,"Tim Herron",87,2.417,271.6,112.342,74,2.721,"CarryEfficiency",2009
84,84,"Ben Curtis",63,2.416,262.4,108.616,42,2.644,"CarryEfficiency",2009
85,85,"Rocco Mediate",79,2.415,261.7,108.361,54,2.76,"CarryEfficiency",2009
85,85,"John Rollins",92,2.415,273.5,113.242,75,2.678,"CarryEfficiency",2009
85,85,"Scott Verplank",88,2.415,259.3,107.384,76,2.661,"CarryEfficiency",2009
85,85,"Casey Wittenberg",71,2.415,263.4,109.059,45,2.629,"CarryEfficiency",2009
89,89,"Jeff Klauk",97,2.414,262,108.528,80,2.808,"CarryEfficiency",2009
89,89,"Steve Lowery",83,2.414,270.5,112.073,67,2.902,"CarryEfficiency",2009
89,89,"Tom Pernice Jr",82,2.414,260.6,107.927,68,2.676,"CarryEfficiency",2009
89,89,"Jay Williamson",69,2.414,261.6,108.399,53,2.673,"CarryEfficiency",2009
93,93,"Cameron Beckman",87,2.413,265.7,110.094,72,2.728,"CarryEfficiency",2009
94,94,"Zach Johnson",94,2.412,259.5,107.566,90,2.819,"CarryEfficiency",2009
95,95,"Robert Allenby",71,2.41,273.5,113.487,54,2.704,"CarryEfficiency",2009
95,95,"Padraig Harrington",66,2.41,272.1,112.888,44,2.762,"CarryEfficiency",2009
95,95,"Kevin Streelman",97,2.41,278.2,115.423,81,2.731,"CarryEfficiency",2009
98,98,"Colt Knost",71,2.409,257.8,107.044,52,2.674,"CarryEfficiency",2009
99,99,"Angel Cabrera",55,2.408,288.4,119.749,34,2.688,"CarryEfficiency",2009
99,99,"David Duval",56,2.408,277,115.042,33,2.616,"CarryEfficiency",2009
99,99,"Kent Jones",73,2.408,261.1,108.438,51,2.682,"CarryEfficiency",2009
102,102,"Jonathan Byrd",89,2.407,278.7,115.758,56,2.666,"CarryEfficiency",2009
102,102,"Chad Campbell",90,2.407,271.2,112.693,66,2.682,"CarryEfficiency",2009
102,102,"Brendon de Jonge",90,2.407,270.7,112.452,64,2.632,"CarryEfficiency",2009
105,105,"Mark Brooks",55,2.406,244.3,101.548,32,2.695,"CarryEfficiency",2009
105,105,"Brian Vranesh",51,2.406,270.4,112.359,32,2.684,"CarryEfficiency",2009
107,107,"Luke Donald",79,2.405,262.2,109.007,60,2.632,"CarryEfficiency",2009
107,107,"Jimmy Walker",74,2.405,279.8,116.339,41,2.72,"CarryEfficiency",2009
109,109,"Paul Goydos",79,2.404,255,106.057,67,2.64,"CarryEfficiency",2009
109,109,"Jerry Kelly",90,2.404,260.9,108.538,70,2.664,"CarryEfficiency",2009
111,111,"Mark Calcavecchia",72,2.403,268.9,111.89,49,2.745,"CarryEfficiency",2009
111,111,"Greg Kraft",51,2.403,251.7,104.76,37,2.819,"CarryEfficiency",2009
111,111,"Marc Turnesa",77,2.403,261.8,108.963,74,2.691,"CarryEfficiency",2009
114,114,"Briny Baird",89,2.402,262.7,109.38,69,2.684,"CarryEfficiency",2009
114,114,"Tim Clark",81,2.402,255.1,106.187,64,2.705,"CarryEfficiency",2009
116,116,"Chris DiMarco",97,2.401,261.1,108.746,76,2.731,"CarryEfficiency",2009
117,117,"Sean OHair",80,2.4,276.5,115.21,55,2.791,"CarryEfficiency",2009
118,118,"Gary Woodland",53,2.399,293.9,122.489,27,2.567,"CarryEfficiency",2009
119,119,"Stuart Appleby",79,2.398,271.9,113.4,59,2.687,"CarryEfficiency",2009
119,119,"Brendon Todd",53,2.398,256.1,106.805,45,2.747,"CarryEfficiency",2009
121,121,"Lucas Glover",93,2.397,279.7,116.671,65,2.65,"CarryEfficiency",2009
122,122,"Will Ma Kenzie",69,2.395,271.5,113.379,59,2.808,"CarryEfficiency",2009
123,123,"Tommy Armour III",58,2.394,260.7,108.922,48,2.669,"CarryEfficiency",2009
123,123,"Woody Austin",84,2.394,267.5,111.736,75,2.696,"CarryEfficiency",2009
123,123,"Justin Rose",71,2.394,268.7,112.247,52,2.624,"CarryEfficiency",2009
126,126,"DJ Trahan",96,2.393,274.4,114.64,68,2.815,"CarryEfficiency",2009
