"CarryEfficiency_RANKTHISWEEK_2009","CarryEfficiency_RANKLASTWEEK_2009","CarryEfficiency_PLAYERNAME_2009","CarryEfficiency_ROUNDS_2009","CarryEfficiency_AVG_2009","CarryEfficiency_AVERAGECARRYDISTYARDS_2009","CarryEfficiency_AVERAGECLUBHEADSPEED_2009","CarryEfficiency_TOTALATTEMPTS_2009","CarryEfficiency_HIGHESTCARRYEFFICIENCY_2009","stat_name","year"
127,127,"Jeff Quinney",78,2.392,253,105.771,66,2.687,"CarryEfficiency",2009
128,128,"Jarrod Lyle",65,2.39,267,111.717,46,2.678,"CarryEfficiency",2009
129,129,"Todd Hamilton",83,2.389,266.5,111.565,58,2.637,"CarryEfficiency",2009
130,130,"Matt Kuchar",82,2.385,258.7,108.482,61,2.638,"CarryEfficiency",2009
130,130,"Mike Weir",85,2.385,262.5,110.067,64,2.721,"CarryEfficiency",2009
132,132,"Derek Fathauer",63,2.384,267.8,112.342,39,2.639,"CarryEfficiency",2009
132,132,"Boo Weekley",79,2.384,273,114.545,71,2.912,"CarryEfficiency",2009
134,134,"Johnson Wagner",81,2.383,267.9,112.399,68,2.919,"CarryEfficiency",2009
135,135,"Adam Scott",53,2.382,283.2,118.875,38,2.799,"CarryEfficiency",2009
136,136,"Retief Goosen",74,2.381,276.8,116.235,51,2.671,"CarryEfficiency",2009
136,136,"Tiger Woods",64,2.381,287,120.506,31,2.65,"CarryEfficiency",2009
138,138,"Jim Furyk",86,2.379,260,109.294,60,2.66,"CarryEfficiency",2009
138,138,"Greg Owen",97,2.379,274.1,115.21,77,2.817,"CarryEfficiency",2009
140,140,"David Mathis",82,2.378,258.6,108.741,64,2.658,"CarryEfficiency",2009
141,141,"Patrick Sheehan",51,2.377,255.7,107.576,30,2.61,"CarryEfficiency",2009
142,142,"Aaron Baddeley",66,2.374,273.1,115.031,42,2.628,"CarryEfficiency",2009
142,142,"Lee Janzen",74,2.374,265.1,111.649,57,2.663,"CarryEfficiency",2009
144,144,"Greg Chalmers",85,2.373,261.3,110.093,60,2.685,"CarryEfficiency",2009
145,145,"Ryan Moore",89,2.372,272,114.681,64,2.747,"CarryEfficiency",2009
146,146,"Richard Johnson",85,2.37,256.8,108.346,72,2.831,"CarryEfficiency",2009
146,146,"Nick Watney",86,2.37,282.9,119.356,60,2.606,"CarryEfficiency",2009
148,148,"Nathan Green",104,2.369,264.2,111.534,79,2.606,"CarryEfficiency",2009
148,148,"JJ Henry",97,2.369,275.2,116.138,71,2.749,"CarryEfficiency",2009
148,148,"Tim Petrovic",97,2.369,261.1,110.226,82,2.618,"CarryEfficiency",2009
151,151,"YE Yang",83,2.367,271.2,114.548,60,2.69,"CarryEfficiency",2009
152,152,"Brad Adamonis",70,2.366,267.3,112.964,46,2.607,"CarryEfficiency",2009
152,152,"John Senden",100,2.366,277.9,117.42,71,2.627,"CarryEfficiency",2009
154,154,"Ryuji Imada",85,2.364,260.9,110.363,65,2.794,"CarryEfficiency",2009
154,154,"Scott McCarron",91,2.364,266.9,112.871,71,2.577,"CarryEfficiency",2009
156,156,"Bill Haas",91,2.362,279.2,118.173,72,2.583,"CarryEfficiency",2009
156,156,"Rod Pampling",72,2.362,264.5,111.99,61,2.596,"CarryEfficiency",2009
158,158,"Steve Flesch",77,2.359,259.8,110.148,52,2.626,"CarryEfficiency",2009
159,159,"Spencer Levin",75,2.358,254.7,108.007,64,2.686,"CarryEfficiency",2009
159,159,"Dean Wilson",81,2.358,252.1,106.925,56,2.664,"CarryEfficiency",2009
161,161,"Jeff Overton",92,2.357,269.6,114.384,65,2.753,"CarryEfficiency",2009
162,162,"Brian Gay",96,2.354,242.7,103.125,83,2.751,"CarryEfficiency",2009
163,163,"Eric Axley",71,2.353,256.9,109.157,47,2.618,"CarryEfficiency",2009
163,163,"Justin Leonard",95,2.353,254.6,108.233,78,2.87,"CarryEfficiency",2009
165,165,"Stephen Ames",77,2.351,265.6,112.98,56,2.705,"CarryEfficiency",2009
166,166,"Freddie Jacobson",83,2.349,260,110.688,61,2.69,"CarryEfficiency",2009
166,166,"James Nitties",86,2.349,270.4,115.093,55,2.579,"CarryEfficiency",2009
168,168,"Tom Lehman",55,2.348,255.2,108.669,33,2.676,"CarryEfficiency",2009
169,169,"Sergio Garcia",59,2.346,277.7,118.372,39,2.613,"CarryEfficiency",2009
170,170,"Chris Riley",77,2.34,252.6,107.974,56,2.653,"CarryEfficiency",2009
171,171,"Charlie Wi",92,2.337,260,111.22,68,2.602,"CarryEfficiency",2009
172,172,"Jason Dufner",90,2.334,261.6,112.095,73,2.581,"CarryEfficiency",2009
173,173,"Kevin Na",91,2.332,258.4,110.849,68,2.612,"CarryEfficiency",2009
174,174,"Kris Blanks",60,2.329,262.2,112.586,37,2.606,"CarryEfficiency",2009
175,175,"Ricky Barnes",67,2.326,270.5,116.308,45,2.56,"CarryEfficiency",2009
175,175,"Joe Durant",62,2.326,260.8,112.099,43,2.519,"CarryEfficiency",2009
177,177,"Charles Howell III",99,2.317,270.3,116.67,80,2.66,"CarryEfficiency",2009
178,178,"Scott Sterling",51,2.307,254.5,110.346,39,2.683,"CarryEfficiency",2009
179,179,"Corey Pavin",73,2.303,235.2,102.131,49,2.554,"CarryEfficiency",2009
180,180,"Brad Faxon",59,2.299,242.4,105.401,54,2.706,"CarryEfficiency",2009
181,181,"Ken Duke",87,2.291,255.9,111.686,49,2.543,"CarryEfficiency",2009
182,182,"Bob Estes",78,2.287,258.8,113.12,69,2.583,"CarryEfficiency",2009
183,183,"Bart Bryant",58,2.266,242.8,107.128,57,2.521,"CarryEfficiency",2009
184,184,"Michael Allen",73,2.248,257.8,114.658,47,2.534,"CarryEfficiency",2009
