"TenthTeeLateRound3ScoringAverage_RANKTHISWEEK_2005","TenthTeeLateRound3ScoringAverage_RANKLASTWEEK_2005","TenthTeeLateRound3ScoringAverage_PLAYERNAME_2005","TenthTeeLateRound3ScoringAverage__2005","TenthTeeLateRound3ScoringAverage_AVG_2005","TenthTeeLateRound3ScoringAverage_TOTALSTROKES_2005","TenthTeeLateRound3ScoringAverage_TOTALROUNDS_2005","stat_name","year"
70,70,"Mike Weir",NA,70.5,141,2,"TenthTeeLateRound3ScoringAverage",2005
77,77,"Ted Purdy",NA,70.67,212,3,"TenthTeeLateRound3ScoringAverage",2005
77,77,"Vaughn Taylor",NA,70.67,212,3,"TenthTeeLateRound3ScoringAverage",2005
79,79,"Cameron Beckman",NA,70.75,283,4,"TenthTeeLateRound3ScoringAverage",2005
79,79,"Tim Petrovic",NA,70.75,283,4,"TenthTeeLateRound3ScoringAverage",2005
81,81,"Aaron Baddeley",NA,71,284,4,"TenthTeeLateRound3ScoringAverage",2005
81,81,"Bart Bryant",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2005
81,81,"Jim Carter",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2005
81,81,"Ben Crane",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2005
81,81,"Joe Durant",NA,71,213,3,"TenthTeeLateRound3ScoringAverage",2005
81,81,"Steve Elkington",NA,71,142,2,"TenthTeeLateRound3ScoringAverage",2005
81,81,"Tom Gillis",NA,71,284,4,"TenthTeeLateRound3ScoringAverage",2005
81,81,"Bill Glasson",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2005
81,81,"Jay Haas",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2005
81,81,"Mark Hensby",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2005
81,81,"Kent Jones",NA,71,142,2,"TenthTeeLateRound3ScoringAverage",2005
81,81,"Stephen Leaney",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2005
81,81,"Steve Lowery",NA,71,142,2,"TenthTeeLateRound3ScoringAverage",2005
81,81,"Larry Mize",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2005
81,81,"Pat Perez",NA,71,213,3,"TenthTeeLateRound3ScoringAverage",2005
81,81,"Joey Sindelar",NA,71,284,4,"TenthTeeLateRound3ScoringAverage",2005
81,81,"Heath Slocum",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2005
81,81,"Chris Smith",NA,71,213,3,"TenthTeeLateRound3ScoringAverage",2005
81,81,"Tjaart van der Walt",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2005
81,81,"Duffy Waldorf",NA,71,142,2,"TenthTeeLateRound3ScoringAverage",2005
101,101,"Brendan Jones",NA,71.25,285,4,"TenthTeeLateRound3ScoringAverage",2005
101,101,"Arron Oberholser",NA,71.25,285,4,"TenthTeeLateRound3ScoringAverage",2005
103,103,"Olin Browne",NA,71.5,143,2,"TenthTeeLateRound3ScoringAverage",2005
103,103,"John Daly",NA,71.5,143,2,"TenthTeeLateRound3ScoringAverage",2005
103,103,"Joe Ogilvie",NA,71.5,143,2,"TenthTeeLateRound3ScoringAverage",2005
103,103,"Mark Wilson",NA,71.5,143,2,"TenthTeeLateRound3ScoringAverage",2005
107,107,"Brian Davis",NA,71.67,215,3,"TenthTeeLateRound3ScoringAverage",2005
107,107,"Brian Gay",NA,71.67,215,3,"TenthTeeLateRound3ScoringAverage",2005
107,107,"Hunter Mahan",NA,71.67,215,3,"TenthTeeLateRound3ScoringAverage",2005
110,110,"Chad Campbell",NA,72,72,1,"TenthTeeLateRound3ScoringAverage",2005
110,110,"Gavin Coles",NA,72,72,1,"TenthTeeLateRound3ScoringAverage",2005
110,110,"Fred Couples",NA,72,72,1,"TenthTeeLateRound3ScoringAverage",2005
110,110,"Matt Davidson",NA,72,144,2,"TenthTeeLateRound3ScoringAverage",2005
110,110,"Carlos Franco",NA,72,144,2,"TenthTeeLateRound3ScoringAverage",2005
110,110,"Brandt Jobe",NA,72,72,1,"TenthTeeLateRound3ScoringAverage",2005
110,110,"Skip Kendall",NA,72,72,1,"TenthTeeLateRound3ScoringAverage",2005
110,110,"Rob Rashell",NA,72,144,2,"TenthTeeLateRound3ScoringAverage",2005
110,110,"Jeff Sluman",NA,72,72,1,"TenthTeeLateRound3ScoringAverage",2005
110,110,"Omar Uresti",NA,72,144,2,"TenthTeeLateRound3ScoringAverage",2005
120,120,"Scott McCarron",NA,72.33,217,3,"TenthTeeLateRound3ScoringAverage",2005
120,120,"Roland Thatcher",NA,72.33,217,3,"TenthTeeLateRound3ScoringAverage",2005
122,122,"Brent Geiberger",NA,72.5,145,2,"TenthTeeLateRound3ScoringAverage",2005
122,122,"Jeff Hart",NA,72.5,145,2,"TenthTeeLateRound3ScoringAverage",2005
122,122,"Freddie Jacobson",NA,72.5,145,2,"TenthTeeLateRound3ScoringAverage",2005
122,122,"Billy Mayfair",NA,72.5,145,2,"TenthTeeLateRound3ScoringAverage",2005
122,122,"Dean Wilson",NA,72.5,145,2,"TenthTeeLateRound3ScoringAverage",2005
127,127,"Brian Bateman",NA,72.67,218,3,"TenthTeeLateRound3ScoringAverage",2005
128,128,"Craig Barlow",NA,73,73,1,"TenthTeeLateRound3ScoringAverage",2005
128,128,"DJ Brigman",NA,73,73,1,"TenthTeeLateRound3ScoringAverage",2005
128,128,"Fred Funk",NA,73,73,1,"TenthTeeLateRound3ScoringAverage",2005
128,128,"Retief Goosen",NA,73,73,1,"TenthTeeLateRound3ScoringAverage",2005
128,128,"Rocco Mediate",NA,73,73,1,"TenthTeeLateRound3ScoringAverage",2005
128,128,"Tom Pernice Jr",NA,73,146,2,"TenthTeeLateRound3ScoringAverage",2005
128,128,"Bob Tway",NA,73,73,1,"TenthTeeLateRound3ScoringAverage",2005
128,128,"Bo Van Pelt",NA,73,73,1,"TenthTeeLateRound3ScoringAverage",2005
136,136,"Tom Lehman",NA,73.5,294,4,"TenthTeeLateRound3ScoringAverage",2005
136,136,"Len Mattiace",NA,73.5,147,2,"TenthTeeLateRound3ScoringAverage",2005
136,136,"Greg Owen",NA,73.5,294,4,"TenthTeeLateRound3ScoringAverage",2005
136,136,"Tiger Woods",NA,73.5,147,2,"TenthTeeLateRound3ScoringAverage",2005
140,140,"Billy Andrade",NA,74,74,1,"TenthTeeLateRound3ScoringAverage",2005
140,140,"Tommy Armour III",NA,74,74,1,"TenthTeeLateRound3ScoringAverage",2005
140,140,"Mathias Gronberg",NA,74,74,1,"TenthTeeLateRound3ScoringAverage",2005
140,140,"Craig Perks",NA,74,222,3,"TenthTeeLateRound3ScoringAverage",2005
140,140,"Tag Ridings",NA,74,148,2,"TenthTeeLateRound3ScoringAverage",2005
140,140,"Joey Snyder III",NA,74,74,1,"TenthTeeLateRound3ScoringAverage",2005
140,140,"Hideto Tanihara",NA,74,74,1,"TenthTeeLateRound3ScoringAverage",2005
147,147,"Robert Damron",NA,74.5,149,2,"TenthTeeLateRound3ScoringAverage",2005
147,147,"Glen Day",NA,74.5,149,2,"TenthTeeLateRound3ScoringAverage",2005
147,147,"Hank Kuehne",NA,74.5,149,2,"TenthTeeLateRound3ScoringAverage",2005
147,147,"Nick Watney",NA,74.5,149,2,"TenthTeeLateRound3ScoringAverage",2005
147,147,"Lee Westwood",NA,74.5,149,2,"TenthTeeLateRound3ScoringAverage",2005
152,152,"Tom Byrum",NA,75,75,1,"TenthTeeLateRound3ScoringAverage",2005
152,152,"Paul Claxton",NA,75,75,1,"TenthTeeLateRound3ScoringAverage",2005
154,154,"Scott Hend",NA,75.33,226,3,"TenthTeeLateRound3ScoringAverage",2005
155,155,"Chris Anderson",NA,76,76,1,"TenthTeeLateRound3ScoringAverage",2005
155,155,"Bradley Hughes",NA,76,76,1,"TenthTeeLateRound3ScoringAverage",2005
155,155,"Shaun Micheel",NA,76,76,1,"TenthTeeLateRound3ScoringAverage",2005
155,155,"Chris Riley",NA,76,152,2,"TenthTeeLateRound3ScoringAverage",2005
159,159,"Will Ma Kenzie",NA,77,77,1,"TenthTeeLateRound3ScoringAverage",2005
160,160,"Jose Coceres",NA,78,78,1,"TenthTeeLateRound3ScoringAverage",2005
160,160,"Steve Flesch",NA,78,78,1,"TenthTeeLateRound3ScoringAverage",2005
162,162,"Mark OMeara",NA,79,79,1,"TenthTeeLateRound3ScoringAverage",2005
163,163,"Padraig Harrington",NA,80,80,1,"TenthTeeLateRound3ScoringAverage",2005
