"Round5ScoringAverage_RANKTHISWEEK_2006","Round5ScoringAverage_RANKLASTWEEK_2006","Round5ScoringAverage_PLAYERNAME_2006","Round5ScoringAverage__2006","Round5ScoringAverage_AVG_2006","Round5ScoringAverage_TOTALSTROKES_2006","Round5ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Robert Garrigus",NA,66,66,1,"Round5ScoringAverage",2006
1,1,"Lucas Glover",NA,66,66,1,"Round5ScoringAverage",2006
3,3,"Fred Couples",NA,67,67,1,"Round5ScoringAverage",2006
3,3,"Jesper Parnevik",NA,67,67,1,"Round5ScoringAverage",2006
5,5,"David Branshaw",NA,68,68,1,"Round5ScoringAverage",2006
5,5,"Daniel Chopra",NA,68,68,1,"Round5ScoringAverage",2006
5,5,"John Huston",NA,68,68,1,"Round5ScoringAverage",2006
5,5,"Troy Matteson",NA,68,68,1,"Round5ScoringAverage",2006
5,5,"Carl Pettersson",NA,68,68,1,"Round5ScoringAverage",2006
10,10,"Bob Estes",NA,69,69,1,"Round5ScoringAverage",2006
10,10,"Fred Funk",NA,69,69,1,"Round5ScoringAverage",2006
10,10,"Ryuji Imada",NA,69,69,1,"Round5ScoringAverage",2006
10,10,"Tom Pernice Jr",NA,69,69,1,"Round5ScoringAverage",2006
10,10,"Tag Ridings",NA,69,69,1,"Round5ScoringAverage",2006
15,15,"Arjun Atwal",NA,70,70,1,"Round5ScoringAverage",2006
15,15,"Paul Azinger",NA,70,70,1,"Round5ScoringAverage",2006
15,15,"John Cook",NA,70,70,1,"Round5ScoringAverage",2006
15,15,"Bill Haas",NA,70,70,1,"Round5ScoringAverage",2006
15,15,"Richard Johnson",NA,70,70,1,"Round5ScoringAverage",2006
15,15,"Shaun Micheel",NA,70,70,1,"Round5ScoringAverage",2006
15,15,"Mike Weir",NA,70,70,1,"Round5ScoringAverage",2006
22,22,"Jeff Brehaut",NA,71,71,1,"Round5ScoringAverage",2006
22,22,"Chad Campbell",NA,71,71,1,"Round5ScoringAverage",2006
22,22,"David Duval",NA,71,71,1,"Round5ScoringAverage",2006
22,22,"Todd Fischer",NA,71,71,1,"Round5ScoringAverage",2006
22,22,"Steve Flesch",NA,71,71,1,"Round5ScoringAverage",2006
