"FirstTeeLateScoringAverage_RANKTHISWEEK_2012","FirstTeeLateScoringAverage_RANKLASTWEEK_2012","FirstTeeLateScoringAverage_PLAYERNAME_2012","FirstTeeLateScoringAverage_ROUNDS_2012","FirstTeeLateScoringAverage_AVG_2012","FirstTeeLateScoringAverage_TOTALSTROKES_2012","FirstTeeLateScoringAverage_TOTAL1STTEELATEROUNDS_2012","stat_name","year"
41,41,"Seung Yul Noh",105,70.48,2185,31,"FirstTeeLateScoringAverage",2012
44,44,"Tom Gillis",75,70.5,1551,22,"FirstTeeLateScoringAverage",2012
44,44,"Adam Scott",59,70.5,1833,26,"FirstTeeLateScoringAverage",2012
46,46,"Phil Mickelson",79,70.52,2962,42,"FirstTeeLateScoringAverage",2012
47,47,"Brendon de Jonge",115,70.58,2823,40,"FirstTeeLateScoringAverage",2012
47,47,"Luke Donald",63,70.58,2188,31,"FirstTeeLateScoringAverage",2012
47,47,"Charl Schwartzel",56,70.58,1694,24,"FirstTeeLateScoringAverage",2012
50,50,"Graham DeLaet",79,70.59,1553,22,"FirstTeeLateScoringAverage",2012
51,51,"Chad Campbell",84,70.66,2049,29,"FirstTeeLateScoringAverage",2012
52,52,"Ben Crane",73,70.68,1555,22,"FirstTeeLateScoringAverage",2012
52,52,"Colt Knost",79,70.68,1555,22,"FirstTeeLateScoringAverage",2012
52,52,"Graeme McDowell",55,70.68,1767,25,"FirstTeeLateScoringAverage",2012
52,52,"Rocco Mediate",70,70.68,1343,19,"FirstTeeLateScoringAverage",2012
56,56,"Scott Dunlap",57,70.69,919,13,"FirstTeeLateScoringAverage",2012
57,57,"John Rollins",81,70.7,1909,27,"FirstTeeLateScoringAverage",2012
58,58,"Kevin Stadler",85,70.71,2192,31,"FirstTeeLateScoringAverage",2012
59,59,"Bill Haas",79,70.76,2406,34,"FirstTeeLateScoringAverage",2012
60,60,"Stuart Appleby",75,70.77,1840,26,"FirstTeeLateScoringAverage",2012
60,60,"Ben Curtis",62,70.77,1557,22,"FirstTeeLateScoringAverage",2012
62,62,"Rod Pampling",88,70.79,991,14,"FirstTeeLateScoringAverage",2012
63,63,"Roberto Castro",92,70.8,1416,20,"FirstTeeLateScoringAverage",2012
63,63,"DJ Trahan",73,70.8,1416,20,"FirstTeeLateScoringAverage",2012
65,65,"Carl Pettersson",92,70.81,2266,32,"FirstTeeLateScoringAverage",2012
66,66,"Mark Anderson",75,70.83,850,12,"FirstTeeLateScoringAverage",2012
66,66,"Charlie Beljan",61,70.83,1275,18,"FirstTeeLateScoringAverage",2012
66,66,"Kevin Kisner",69,70.83,1275,18,"FirstTeeLateScoringAverage",2012
69,69,"Tim Clark",60,70.84,1771,25,"FirstTeeLateScoringAverage",2012
69,69,"Justin Leonard",79,70.84,1346,19,"FirstTeeLateScoringAverage",2012
71,71,"Jhonattan Vegas",77,70.85,1417,20,"FirstTeeLateScoringAverage",2012
71,71,"Lee Westwood",60,70.85,1913,27,"FirstTeeLateScoringAverage",2012
71,71,"Steve Wheatcroft",56,70.85,921,13,"FirstTeeLateScoringAverage",2012
74,74,"Camilo Villegas",79,70.86,2055,29,"FirstTeeLateScoringAverage",2012
75,75,"Michael Thompson",80,70.87,1630,23,"FirstTeeLateScoringAverage",2012
76,76,"Nick OHern",78,70.88,1134,16,"FirstTeeLateScoringAverage",2012
77,77,"Bryce Molder",83,70.91,1631,23,"FirstTeeLateScoringAverage",2012
78,78,"Cameron Beckman",81,70.95,1490,21,"FirstTeeLateScoringAverage",2012
79,79,"Kevin Streelman",89,70.96,1916,27,"FirstTeeLateScoringAverage",2012
80,80,"Gavin Coles",72,71,1207,17,"FirstTeeLateScoringAverage",2012
80,80,"Charley Hoffman",88,71,1420,20,"FirstTeeLateScoringAverage",2012
80,80,"William McGirt",96,71,1917,27,"FirstTeeLateScoringAverage",2012
80,80,"DA Points",88,71,1633,23,"FirstTeeLateScoringAverage",2012
80,80,"Vijay Singh",99,71,2556,36,"FirstTeeLateScoringAverage",2012
80,80,"Vaughn Taylor",81,71,1562,22,"FirstTeeLateScoringAverage",2012
80,80,"Cameron Tringale",88,71,1420,20,"FirstTeeLateScoringAverage",2012
87,87,"Harris English",98,71.03,2131,30,"FirstTeeLateScoringAverage",2012
87,87,"Rickie Fowler",84,71.03,2202,31,"FirstTeeLateScoringAverage",2012
87,87,"Billy Mayfair",90,71.03,2131,30,"FirstTeeLateScoringAverage",2012
90,90,"Jonathan Byrd",69,71.07,1919,27,"FirstTeeLateScoringAverage",2012
91,91,"Hunter Mahan",88,71.09,2346,33,"FirstTeeLateScoringAverage",2012
92,92,"David Hearn",95,71.1,1493,21,"FirstTeeLateScoringAverage",2012
92,92,"Danny Lee",74,71.1,1422,20,"FirstTeeLateScoringAverage",2012
94,94,"Kevin Chappell",91,71.11,1991,28,"FirstTeeLateScoringAverage",2012
94,94,"Richard Lee",71,71.11,1351,19,"FirstTeeLateScoringAverage",2012
96,96,"John Daly",50,71.12,1209,17,"FirstTeeLateScoringAverage",2012
97,97,"Chris Couch",61,71.14,1565,22,"FirstTeeLateScoringAverage",2012
98,98,"Jason Kokrak",79,71.16,1779,25,"FirstTeeLateScoringAverage",2012
99,99,"Bill Lunde",83,71.17,1281,18,"FirstTeeLateScoringAverage",2012
99,99,"Chez Reavie",83,71.17,1281,18,"FirstTeeLateScoringAverage",2012
101,101,"Kevin Na",80,71.19,1922,27,"FirstTeeLateScoringAverage",2012
101,101,"Chris Stroud",86,71.19,1922,27,"FirstTeeLateScoringAverage",2012
103,103,"Jeff Overton",101,71.2,1780,25,"FirstTeeLateScoringAverage",2012
104,104,"Scott Brown",65,71.21,997,14,"FirstTeeLateScoringAverage",2012
104,104,"Charlie Wi",86,71.21,1994,28,"FirstTeeLateScoringAverage",2012
106,106,"Troy Matteson",100,71.24,2066,29,"FirstTeeLateScoringAverage",2012
106,106,"Nick Watney",97,71.24,2707,38,"FirstTeeLateScoringAverage",2012
108,108,"Matt Jones",53,71.27,1069,15,"FirstTeeLateScoringAverage",2012
109,109,"Brian Davis",91,71.29,2495,35,"FirstTeeLateScoringAverage",2012
109,109,"Johnson Wagner",88,71.29,1996,28,"FirstTeeLateScoringAverage",2012
111,111,"Jerry Kelly",84,71.3,1426,20,"FirstTeeLateScoringAverage",2012
111,111,"Sean OHair",84,71.3,1640,23,"FirstTeeLateScoringAverage",2012
111,111,"Kyle Stanley",86,71.3,1925,27,"FirstTeeLateScoringAverage",2012
114,114,"Mathew Goggin",65,71.33,642,9,"FirstTeeLateScoringAverage",2012
115,115,"Charles Howell III",98,71.36,2355,33,"FirstTeeLateScoringAverage",2012
115,115,"David Toms",60,71.36,1570,22,"FirstTeeLateScoringAverage",2012
117,117,"Jason Bohn",81,71.37,1356,19,"FirstTeeLateScoringAverage",2012
117,117,"JJ Killeen",101,71.37,1927,27,"FirstTeeLateScoringAverage",2012
119,119,"Arjun Atwal",79,71.38,928,13,"FirstTeeLateScoringAverage",2012
119,119,"Jimmy Walker",101,71.38,2641,37,"FirstTeeLateScoringAverage",2012
121,121,"Greg Owen",90,71.41,1928,27,"FirstTeeLateScoringAverage",2012
122,122,"Tim Herron",88,71.43,1643,23,"FirstTeeLateScoringAverage",2012
122,122,"Brendon Todd",78,71.43,1500,21,"FirstTeeLateScoringAverage",2012
124,124,"Nathan Green",73,71.44,1286,18,"FirstTeeLateScoringAverage",2012
124,124,"Josh Teater",97,71.44,1786,25,"FirstTeeLateScoringAverage",2012
126,126,"Pat Perez",81,71.45,2072,29,"FirstTeeLateScoringAverage",2012
126,126,"Boo Weekley",74,71.45,1429,20,"FirstTeeLateScoringAverage",2012
128,128,"George McNeill",85,71.46,929,13,"FirstTeeLateScoringAverage",2012
129,129,"Harrison Frazar",56,71.47,1072,15,"FirstTeeLateScoringAverage",2012
130,130,"Trevor Immelman",76,71.48,1787,25,"FirstTeeLateScoringAverage",2012
130,130,"Russell Knox",72,71.48,1501,21,"FirstTeeLateScoringAverage",2012
132,132,"Robert Allenby",76,71.5,1001,14,"FirstTeeLateScoringAverage",2012
132,132,"Ian Poulter",57,71.5,1716,24,"FirstTeeLateScoringAverage",2012
134,134,"Stephen Ames",54,71.53,1216,17,"FirstTeeLateScoringAverage",2012
134,134,"Ted Potter Jr",77,71.53,1359,19,"FirstTeeLateScoringAverage",2012
136,136,"Martin Flores",95,71.54,2003,28,"FirstTeeLateScoringAverage",2012
136,136,"Ryan Palmer",81,71.54,1860,26,"FirstTeeLateScoringAverage",2012
138,138,"Billy Hurley III",70,71.58,859,12,"FirstTeeLateScoringAverage",2012
139,139,"Marc Leishman",84,71.61,2005,28,"FirstTeeLateScoringAverage",2012
139,139,"Kyle Reifers",86,71.61,2005,28,"FirstTeeLateScoringAverage",2012
141,141,"Blake Adams",107,71.63,2292,32,"FirstTeeLateScoringAverage",2012
142,142,"Kris Blanks",65,71.64,1003,14,"FirstTeeLateScoringAverage",2012
142,142,"Sergio Garcia",57,71.64,2006,28,"FirstTeeLateScoringAverage",2012
144,144,"JB Holmes",90,71.68,2007,28,"FirstTeeLateScoringAverage",2012
144,144,"Spencer Levin",81,71.68,1362,19,"FirstTeeLateScoringAverage",2012
146,146,"Ricky Barnes",92,71.74,1650,23,"FirstTeeLateScoringAverage",2012
147,147,"Erik Compton",81,71.75,1435,20,"FirstTeeLateScoringAverage",2012
147,147,"Kyle Thompson",51,71.75,861,12,"FirstTeeLateScoringAverage",2012
149,149,"Gary Christian",91,71.76,1794,25,"FirstTeeLateScoringAverage",2012
150,150,"Brian Gay",91,71.77,1579,22,"FirstTeeLateScoringAverage",2012
151,151,"Greg Chalmers",88,71.79,2082,29,"FirstTeeLateScoringAverage",2012
152,152,"Robert Karlsson",54,71.8,718,10,"FirstTeeLateScoringAverage",2012
153,153,"Garth Mulroy",59,71.81,1149,16,"FirstTeeLateScoringAverage",2012
154,154,"Daniel Chopra",55,71.82,1221,17,"FirstTeeLateScoringAverage",2012
154,154,"Brendan Steele",77,71.82,790,11,"FirstTeeLateScoringAverage",2012
156,156,"James Driscoll",83,71.85,1868,26,"FirstTeeLateScoringAverage",2012
157,157,"Chris DiMarco",83,71.86,1581,22,"FirstTeeLateScoringAverage",2012
157,157,"Bob Estes",78,71.86,1509,21,"FirstTeeLateScoringAverage",2012
159,159,"Aaron Baddeley",73,71.89,1294,18,"FirstTeeLateScoringAverage",2012
160,160,"Andres Romero",68,71.91,1582,22,"FirstTeeLateScoringAverage",2012
161,161,"Henrik Stenson",51,71.92,1798,25,"FirstTeeLateScoringAverage",2012
162,162,"Brandt Jobe",57,72,792,11,"FirstTeeLateScoringAverage",2012
162,162,"Geoff Ogilvy",73,72,1512,21,"FirstTeeLateScoringAverage",2012
164,164,"Brian Harman",101,72.06,2234,31,"FirstTeeLateScoringAverage",2012
165,165,"Tommy Gainey",98,72.09,3100,43,"FirstTeeLateScoringAverage",2012
166,166,"Sung Kang",75,72.12,1226,17,"FirstTeeLateScoringAverage",2012
167,167,"Rory Sabbatini",84,72.14,1587,22,"FirstTeeLateScoringAverage",2012
168,168,"Edward Loar",59,72.15,938,13,"FirstTeeLateScoringAverage",2012
169,169,"Ryo Ishikawa",54,72.17,1299,18,"FirstTeeLateScoringAverage",2012
170,170,"David Mathis",83,72.19,1949,27,"FirstTeeLateScoringAverage",2012
171,171,"Troy Kelly",68,72.24,1228,17,"FirstTeeLateScoringAverage",2012
172,172,"Jeff Maggert",83,72.3,1663,23,"FirstTeeLateScoringAverage",2012
173,173,"Freddie Jacobson",61,72.33,1519,21,"FirstTeeLateScoringAverage",2012
174,174,"KJ Choi",71,72.44,1956,27,"FirstTeeLateScoringAverage",2012
175,175,"Martin Laird",77,72.48,1812,25,"FirstTeeLateScoringAverage",2012
176,176,"Stewart Cink",71,72.55,1596,22,"FirstTeeLateScoringAverage",2012
177,177,"Hunter Haas",69,72.57,1016,14,"FirstTeeLateScoringAverage",2012
178,178,"Gary Woodland",70,72.63,1961,27,"FirstTeeLateScoringAverage",2012
179,179,"YE Yang",64,72.65,1235,17,"FirstTeeLateScoringAverage",2012
180,180,"Sangmoon Bae",81,72.79,1747,24,"FirstTeeLateScoringAverage",2012
181,181,"Patrick Sheehan",58,72.82,801,11,"FirstTeeLateScoringAverage",2012
182,182,"Michael Bradley",63,72.83,874,12,"FirstTeeLateScoringAverage",2012
183,183,"Tom Pernice Jr",62,72.88,1166,16,"FirstTeeLateScoringAverage",2012
184,184,"Marco Dawson",60,72.91,802,11,"FirstTeeLateScoringAverage",2012
185,185,"Miguel Angel Carballo",73,72.92,948,13,"FirstTeeLateScoringAverage",2012
185,185,"Stephen Gangluff",57,72.92,875,12,"FirstTeeLateScoringAverage",2012
187,187,"Angel Cabrera",54,73,1168,16,"FirstTeeLateScoringAverage",2012
188,188,"Derek Lamely",64,73.06,1169,16,"FirstTeeLateScoringAverage",2012
189,189,"Tommy Biershenk",74,73.21,1025,14,"FirstTeeLateScoringAverage",2012
190,190,"Matt Bettencourt",80,73.35,1467,20,"FirstTeeLateScoringAverage",2012
191,191,"Ryuji Imada",78,73.53,1250,17,"FirstTeeLateScoringAverage",2012
