"Round2ScoringAverage_RANKTHISWEEK_2013","Round2ScoringAverage_RANKLASTWEEK_2013","Round2ScoringAverage_PLAYERNAME_2013","Round2ScoringAverage__2013","Round2ScoringAverage_AVG_2013","Round2ScoringAverage_TOTALSTROKES_2013","Round2ScoringAverage_TOTALROUNDS_2013","stat_name","year"
1,1,"Steve Stricker",NA,68.5,822,12,"Round2ScoringAverage",2013
2,2,"Tiger Woods",NA,69,1035,15,"Round2ScoringAverage",2013
3,3,"Cameron Percy",NA,69.11,1313,19,"Round2ScoringAverage",2013
4,4,"Jordan Spieth",NA,69.3,1594,23,"Round2ScoringAverage",2013
5,5,"Adam Scott",NA,69.4,1041,15,"Round2ScoringAverage",2013
6,6,"Bill Haas",NA,69.46,1667,24,"Round2ScoringAverage",2013
7,7,"Henrik Stenson",NA,69.47,1181,17,"Round2ScoringAverage",2013
8,8,"Charles Howell III",NA,69.5,1668,24,"Round2ScoringAverage",2013
8,8,"Chris Kirk",NA,69.5,1668,24,"Round2ScoringAverage",2013
10,10,"Brendon de Jonge",NA,69.63,2089,30,"Round2ScoringAverage",2013
10,10,"Justin Rose",NA,69.63,1114,16,"Round2ScoringAverage",2013
12,12,"Erik Compton",NA,69.7,1603,23,"Round2ScoringAverage",2013
13,13,"Keegan Bradley",NA,69.71,1673,24,"Round2ScoringAverage",2013
14,14,"Matt Kuchar",NA,69.77,1535,22,"Round2ScoringAverage",2013
15,15,"Steven Bowditch",NA,69.81,1466,21,"Round2ScoringAverage",2013
16,16,"Charlie Wi",NA,69.86,1537,22,"Round2ScoringAverage",2013
17,17,"Jim Furyk",NA,69.9,1468,21,"Round2ScoringAverage",2013
18,18,"Bob Estes",NA,69.94,1259,18,"Round2ScoringAverage",2013
18,18,"Sergio Garcia",NA,69.94,1119,16,"Round2ScoringAverage",2013
20,20,"George McNeill",NA,69.95,1329,19,"Round2ScoringAverage",2013
21,21,"Martin Flores",NA,69.96,1749,25,"Round2ScoringAverage",2013
21,21,"Gary Woodland",NA,69.96,1679,24,"Round2ScoringAverage",2013
23,23,"Fabian Gomez",NA,70,1540,22,"Round2ScoringAverage",2013
24,24,"Stuart Appleby",NA,70.04,1681,24,"Round2ScoringAverage",2013
25,25,"Justin Hicks",NA,70.09,1542,22,"Round2ScoringAverage",2013
26,26,"DH Lee",NA,70.1,1402,20,"Round2ScoringAverage",2013
27,27,"KJ Choi",NA,70.13,1613,23,"Round2ScoringAverage",2013
28,28,"Bubba Watson",NA,70.15,1403,20,"Round2ScoringAverage",2013
29,29,"Jason Dufner",NA,70.24,1475,21,"Round2ScoringAverage",2013
29,29,"Chris Stroud",NA,70.24,1756,25,"Round2ScoringAverage",2013
31,31,"Pat Perez",NA,70.3,1406,20,"Round2ScoringAverage",2013
32,32,"Harris English",NA,70.31,1828,26,"Round2ScoringAverage",2013
33,33,"Henrik Norlander",NA,70.33,1477,21,"Round2ScoringAverage",2013
33,33,"Charl Schwartzel",NA,70.33,1266,18,"Round2ScoringAverage",2013
35,35,"Phil Mickelson",NA,70.38,1478,21,"Round2ScoringAverage",2013
36,36,"Richard Lee",NA,70.41,1549,22,"Round2ScoringAverage",2013
37,37,"John Huh",NA,70.43,1972,28,"Round2ScoringAverage",2013
37,37,"John Merrick",NA,70.43,1620,23,"Round2ScoringAverage",2013
39,39,"Sangmoon Bae",NA,70.44,1761,25,"Round2ScoringAverage",2013
39,39,"Martin Kaymer",NA,70.44,1127,16,"Round2ScoringAverage",2013
41,41,"Boo Weekley",NA,70.48,1903,27,"Round2ScoringAverage",2013
42,42,"Andres Romero",NA,70.5,1410,20,"Round2ScoringAverage",2013
42,42,"Webb Simpson",NA,70.5,1692,24,"Round2ScoringAverage",2013
44,44,"Doug LaBelle II",NA,70.52,1481,21,"Round2ScoringAverage",2013
