"AverageApproachDistancePar_RANKTHISWEEK_2006","AverageApproachDistancePar_RANKLASTWEEK_2006","AverageApproachDistancePar_PLAYERNAME_2006","AverageApproachDistancePar_ROUNDS_2006","AverageApproachDistancePar_AVGYARDS_2006","AverageApproachDistancePar_TOTALDISTANCEINCHES_2006","AverageApproachDistancePar_NUMBEROFAPPROACHSHOTS_2006","stat_name","year"
37,37,"Tommy Armour III",65,158.6,3333517,584,"AverageApproachDistancePar",2006
37,37,"Michael Connell",51,158.6,2643047,463,"AverageApproachDistancePar",2006
37,37,"Jason Schultz",77,158.6,4214486,738,"AverageApproachDistancePar",2006
37,37,"Patrick Sheehan",104,158.6,5799872,1016,"AverageApproachDistancePar",2006
37,37,"Mark Wilson",79,158.6,4648489,814,"AverageApproachDistancePar",2006
42,42,"Skip Kendall",72,158.7,4045182,708,"AverageApproachDistancePar",2006
43,43,"Retief Goosen",68,158.8,2956482,517,"AverageApproachDistancePar",2006
43,43,"Chris Riley",86,158.8,4465646,781,"AverageApproachDistancePar",2006
45,45,"Ben Crane",85,158.9,3814575,667,"AverageApproachDistancePar",2006
45,45,"Matt Hansen",68,158.9,3707051,648,"AverageApproachDistancePar",2006
45,45,"Kirk Triplett",58,158.9,3156719,552,"AverageApproachDistancePar",2006
48,48,"Peter Lonard",77,159,4435564,775,"AverageApproachDistancePar",2006
48,48,"Brett Wetterich",82,159,4504422,787,"AverageApproachDistancePar",2006
50,50,"Kent Jones",103,159.1,5648139,986,"AverageApproachDistancePar",2006
51,51,"Robert Damron",91,159.2,5302721,925,"AverageApproachDistancePar",2006
51,51,"Charley Hoffman",100,159.2,5547716,968,"AverageApproachDistancePar",2006
53,53,"Kris Cox",83,159.3,4629275,807,"AverageApproachDistancePar",2006
53,53,"Danny Ellis",68,159.3,3910567,682,"AverageApproachDistancePar",2006
53,53,"Jason Gore",86,159.3,4404883,768,"AverageApproachDistancePar",2006
53,53,"Jeff Gove",91,159.3,5510689,961,"AverageApproachDistancePar",2006
53,53,"Jonathan Kaye",95,159.3,5759151,1004,"AverageApproachDistancePar",2006
53,53,"Justin Leonard",83,159.3,4363216,761,"AverageApproachDistancePar",2006
59,59,"Daniel Chopra",110,159.4,5579428,972,"AverageApproachDistancePar",2006
59,59,"Dudley Hart",83,159.4,4643776,809,"AverageApproachDistancePar",2006
59,59,"Bo Van Pelt",102,159.4,5760263,1004,"AverageApproachDistancePar",2006
62,62,"Joey Sindelar",90,159.5,5053730,880,"AverageApproachDistancePar",2006
63,63,"Marco Dawson",87,159.6,4905649,854,"AverageApproachDistancePar",2006
63,63,"Tjaart van der Walt",60,159.6,3579981,623,"AverageApproachDistancePar",2006
65,65,"Heath Slocum",96,159.7,5523901,961,"AverageApproachDistancePar",2006
65,65,"Bob Tway",81,159.7,4380290,762,"AverageApproachDistancePar",2006
67,67,"John Huston",74,159.8,4147276,721,"AverageApproachDistancePar",2006
67,67,"Jeff Sluman",101,159.8,5377800,935,"AverageApproachDistancePar",2006
69,69,"Craig Barlow",77,159.9,3575371,621,"AverageApproachDistancePar",2006
70,70,"Jason Bohn",104,160,5842453,1014,"AverageApproachDistancePar",2006
70,70,"JJ Henry",96,160,5109013,887,"AverageApproachDistancePar",2006
70,70,"Paul Stankowski",70,160,4181971,726,"AverageApproachDistancePar",2006
73,73,"Shigeki Maruyama",94,160.1,5261266,913,"AverageApproachDistancePar",2006
73,73,"John Rollins",93,160.1,4794624,832,"AverageApproachDistancePar",2006
75,75,"Bubba Dickerson",98,160.2,5344951,927,"AverageApproachDistancePar",2006
76,76,"Arjun Atwal",97,160.3,5229557,906,"AverageApproachDistancePar",2006
76,76,"Jonathan Byrd",66,160.3,3491936,605,"AverageApproachDistancePar",2006
76,76,"John Senden",96,160.3,5360355,929,"AverageApproachDistancePar",2006
76,76,"Vijay Singh",103,160.3,5420225,939,"AverageApproachDistancePar",2006
80,80,"Stuart Appleby",83,160.4,4197799,727,"AverageApproachDistancePar",2006
80,80,"Woody Austin",107,160.4,5941351,1029,"AverageApproachDistancePar",2006
80,80,"Geoff Ogilvy",76,160.4,3308055,573,"AverageApproachDistancePar",2006
83,83,"Stephen Ames",63,160.5,2923382,506,"AverageApproachDistancePar",2006
83,83,"Billy Andrade",78,160.5,4010338,694,"AverageApproachDistancePar",2006
83,83,"Bart Bryant",87,160.5,4841852,838,"AverageApproachDistancePar",2006
83,83,"Brent Geiberger",99,160.5,6056294,1048,"AverageApproachDistancePar",2006
83,83,"Jeff Overton",95,160.5,5720748,990,"AverageApproachDistancePar",2006
83,83,"Camilo Villegas",95,160.5,5171258,895,"AverageApproachDistancePar",2006
83,83,"Charles Warren",93,160.5,5407471,936,"AverageApproachDistancePar",2006
90,90,"Doug Barron",74,160.6,4440795,768,"AverageApproachDistancePar",2006
90,90,"Olin Browne",108,160.6,5550584,960,"AverageApproachDistancePar",2006
90,90,"Alex Cejka",93,160.6,5122223,886,"AverageApproachDistancePar",2006
90,90,"Todd Hamilton",72,160.6,3504703,606,"AverageApproachDistancePar",2006
94,94,"Fred Funk",106,160.7,5791054,1001,"AverageApproachDistancePar",2006
94,94,"Justin Rose",98,160.7,5558888,961,"AverageApproachDistancePar",2006
96,96,"Paul Azinger",87,160.8,5539252,957,"AverageApproachDistancePar",2006
96,96,"Brian Bateman",69,160.8,3937283,680,"AverageApproachDistancePar",2006
96,96,"Todd Fischer",101,160.8,5835601,1008,"AverageApproachDistancePar",2006
96,96,"Brian Gay",107,160.8,6841889,1182,"AverageApproachDistancePar",2006
96,96,"Scott Gutschewski",53,160.8,2877130,497,"AverageApproachDistancePar",2006
101,101,"Henrik Bjornstad",97,160.9,5895520,1018,"AverageApproachDistancePar",2006
101,101,"Phil Mickelson",74,160.9,2890779,499,"AverageApproachDistancePar",2006
101,101,"Roger Tambellini",64,160.9,3330332,575,"AverageApproachDistancePar",2006
104,104,"Tim Clark",80,161,3789549,654,"AverageApproachDistancePar",2006
104,104,"Chris DiMarco",83,161,4132511,713,"AverageApproachDistancePar",2006
104,104,"Steve Flesch",119,161,6936080,1197,"AverageApproachDistancePar",2006
104,104,"Jerry Kelly",100,161,5678810,980,"AverageApproachDistancePar",2006
104,104,"Greg Kraft",79,161,4481051,773,"AverageApproachDistancePar",2006
104,104,"David McKenzie",82,161,4560350,787,"AverageApproachDistancePar",2006
110,110,"Rich Beem",85,161.1,4099368,707,"AverageApproachDistancePar",2006
110,110,"Freddie Jacobson",56,161.1,3525811,608,"AverageApproachDistancePar",2006
110,110,"Adam Scott",70,161.1,3265728,563,"AverageApproachDistancePar",2006
113,113,"Jeff Brehaut",100,161.2,5578596,961,"AverageApproachDistancePar",2006
114,114,"Bill Haas",99,161.3,5851599,1008,"AverageApproachDistancePar",2006
114,114,"Richard Johnson",94,161.3,5828623,1004,"AverageApproachDistancePar",2006
114,114,"Steve Lowery",99,161.3,5497437,947,"AverageApproachDistancePar",2006
114,114,"Ron Whittaker",81,161.3,4725606,814,"AverageApproachDistancePar",2006
118,118,"Charles Howell III",96,161.4,5316389,915,"AverageApproachDistancePar",2006
118,118,"Ryuji Imada",105,161.4,5892773,1014,"AverageApproachDistancePar",2006
118,118,"Trevor Immelman",86,161.4,4892488,842,"AverageApproachDistancePar",2006
118,118,"Brandt Jobe",91,161.4,4619174,795,"AverageApproachDistancePar",2006
118,118,"Jimmy Walker",60,161.4,3625190,624,"AverageApproachDistancePar",2006
123,123,"Jim Furyk",89,161.5,4669090,803,"AverageApproachDistancePar",2006
123,123,"Brett Quigley",109,161.5,6384168,1098,"AverageApproachDistancePar",2006
125,125,"Paul Goydos",72,161.6,4316809,742,"AverageApproachDistancePar",2006
125,125,"Jerry Smith",94,161.6,5579162,959,"AverageApproachDistancePar",2006
125,125,"Vaughn Taylor",88,161.6,4688299,806,"AverageApproachDistancePar",2006
128,128,"John Daly",51,161.7,2532692,435,"AverageApproachDistancePar",2006
128,128,"Scott Verplank",88,161.7,4657076,800,"AverageApproachDistancePar",2006
130,130,"Greg Chalmers",71,161.8,3686547,633,"AverageApproachDistancePar",2006
131,131,"Briny Baird",81,162,4641954,796,"AverageApproachDistancePar",2006
131,131,"Ian Leggatt",80,162,4544101,779,"AverageApproachDistancePar",2006
131,131,"Frank Lickliter II",99,162,5640696,967,"AverageApproachDistancePar",2006
134,134,"DA Points",82,162.2,4618133,791,"AverageApproachDistancePar",2006
134,134,"Kevin Sutherland",100,162.2,6014908,1030,"AverageApproachDistancePar",2006
134,134,"Mike Weir",88,162.2,4146648,710,"AverageApproachDistancePar",2006
137,137,"David Branshaw",98,162.3,5955369,1019,"AverageApproachDistancePar",2006
137,137,"Duffy Waldorf",96,162.3,5533813,947,"AverageApproachDistancePar",2006
139,139,"Mark Calcavecchia",94,162.4,5052175,864,"AverageApproachDistancePar",2006
139,139,"Lucas Glover",105,162.4,5548504,949,"AverageApproachDistancePar",2006
139,139,"Rod Pampling",89,162.4,4262497,729,"AverageApproachDistancePar",2006
142,142,"Chad Campbell",91,162.5,4551987,778,"AverageApproachDistancePar",2006
142,142,"Joe Durant",101,162.5,6453916,1103,"AverageApproachDistancePar",2006
142,142,"Tom Lehman",70,162.5,3217209,550,"AverageApproachDistancePar",2006
142,142,"Troy Matteson",101,162.5,5838975,998,"AverageApproachDistancePar",2006
146,146,"Stewart Cink",93,162.6,4863165,831,"AverageApproachDistancePar",2006
146,146,"Padraig Harrington",54,162.6,2593264,443,"AverageApproachDistancePar",2006
146,146,"Lee Janzen",79,162.6,4342659,742,"AverageApproachDistancePar",2006
146,146,"Shaun Micheel",96,162.6,5325553,910,"AverageApproachDistancePar",2006
146,146,"DJ Trahan",92,162.6,4981259,851,"AverageApproachDistancePar",2006
151,151,"Robert Garrigus",85,162.7,4550777,777,"AverageApproachDistancePar",2006
151,151,"Stephen Leaney",84,162.7,5354478,914,"AverageApproachDistancePar",2006
153,153,"KJ Choi",93,162.8,5480234,935,"AverageApproachDistancePar",2006
153,153,"David Howell",52,162.8,1870062,319,"AverageApproachDistancePar",2006
155,155,"Dean Wilson",115,162.9,6191088,1056,"AverageApproachDistancePar",2006
156,156,"Brian Davis",92,163,5386524,918,"AverageApproachDistancePar",2006
157,157,"Mathias Gronberg",92,163.1,5161795,879,"AverageApproachDistancePar",2006
157,157,"Mark OMeara",52,163.1,2471931,421,"AverageApproachDistancePar",2006
159,159,"Arron Oberholser",82,163.2,4166381,709,"AverageApproachDistancePar",2006
159,159,"Ted Purdy",103,163.2,5227368,890,"AverageApproachDistancePar",2006
161,161,"Carlos Franco",86,163.3,4938541,840,"AverageApproachDistancePar",2006
161,161,"Hunter Mahan",98,163.3,5807223,988,"AverageApproachDistancePar",2006
161,161,"Daisuke Maruyama",83,163.3,4661067,793,"AverageApproachDistancePar",2006
164,164,"Steve Jones",83,163.4,4675385,795,"AverageApproachDistancePar",2006
164,164,"Tim Petrovic",95,163.4,5663914,963,"AverageApproachDistancePar",2006
166,166,"Brad Faxon",78,163.5,4861808,826,"AverageApproachDistancePar",2006
166,166,"Ian Poulter",53,163.5,2825526,480,"AverageApproachDistancePar",2006
168,168,"Luke Donald",66,163.6,2973960,505,"AverageApproachDistancePar",2006
168,168,"Carl Pettersson",95,163.6,4942625,839,"AverageApproachDistancePar",2006
170,170,"Jeff Maggert",81,163.8,4510453,765,"AverageApproachDistancePar",2006
170,170,"Billy Mayfair",94,163.8,5396702,915,"AverageApproachDistancePar",2006
172,172,"Ben Curtis",86,163.9,4626465,784,"AverageApproachDistancePar",2006
172,172,"Jesper Parnevik",84,163.9,4963303,841,"AverageApproachDistancePar",2006
174,174,"Bob Estes",85,164,5158538,874,"AverageApproachDistancePar",2006
174,174,"Ryan Moore",68,164,3807014,645,"AverageApproachDistancePar",2006
176,176,"Eric Axley",91,164.1,5204888,881,"AverageApproachDistancePar",2006
177,177,"Davis Love III",85,164.4,3687914,623,"AverageApproachDistancePar",2006
177,177,"Jose Maria Olazabal",62,164.4,2675147,452,"AverageApproachDistancePar",2006
177,177,"Pat Perez",50,164.4,2681389,453,"AverageApproachDistancePar",2006
180,180,"Ryan Palmer",101,164.5,5322905,899,"AverageApproachDistancePar",2006
181,181,"Bernhard Langer",77,164.8,4057638,684,"AverageApproachDistancePar",2006
181,181,"Rory Sabbatini",84,164.8,4235716,714,"AverageApproachDistancePar",2006
183,183,"Tom Pernice Jr",108,164.9,5723605,964,"AverageApproachDistancePar",2006
184,184,"Thomas Levet",53,165,3385317,570,"AverageApproachDistancePar",2006
185,185,"Chris Couch",75,165.1,4219690,710,"AverageApproachDistancePar",2006
186,186,"Robert Allenby",79,165.3,3969428,667,"AverageApproachDistancePar",2006
187,187,"Ernie Els",69,165.5,3127745,525,"AverageApproachDistancePar",2006
188,188,"Nathan Green",108,165.6,6267051,1051,"AverageApproachDistancePar",2006
189,189,"Sean OHair",100,165.7,5022402,842,"AverageApproachDistancePar",2006
190,190,"Sergio Garcia",59,165.8,2446488,410,"AverageApproachDistancePar",2006
191,191,"Corey Pavin",74,165.9,4210683,705,"AverageApproachDistancePar",2006
191,191,"Tiger Woods",55,165.9,2412337,404,"AverageApproachDistancePar",2006
193,193,"Nick Watney",97,166,5718509,957,"AverageApproachDistancePar",2006
194,194,"Aaron Baddeley",78,166.2,4560474,762,"AverageApproachDistancePar",2006
194,194,"Mathew Goggin",72,166.2,3917875,655,"AverageApproachDistancePar",2006
196,196,"Greg Owen",79,166.9,4362086,726,"AverageApproachDistancePar",2006
