"Puttingfrom5_RANKTHISWEEK_2006","Puttingfrom5_RANKLASTWEEK_2006","Puttingfrom5_PLAYERNAME_2006","Puttingfrom5_ROUNDS_2006","Puttingfrom5_PctMADE_2006","Puttingfrom5_ATTEMPTS_2006","Puttingfrom5_PUTTSMADE_2006","stat_name","year"
1,1,"Ian Poulter",53,91.94,62,57,"Puttingfrom5",2006
2,2,"Stewart Cink",93,91.92,99,91,"Puttingfrom5",2006
3,3,"Vance Veazey",59,90.12,81,73,"Puttingfrom5",2006
4,4,"Steve Stricker",64,90,60,54,"Puttingfrom5",2006
5,5,"Geoff Ogilvy",76,89.71,68,61,"Puttingfrom5",2006
6,6,"Jeff Overton",95,88.79,107,95,"Puttingfrom5",2006
7,7,"Padraig Harrington",54,88.24,51,45,"Puttingfrom5",2006
8,8,"Ben Crane",85,88.16,76,67,"Puttingfrom5",2006
9,9,"Len Mattiace",59,87.69,65,57,"Puttingfrom5",2006
10,10,"Daniel Chopra",110,87.39,119,104,"Puttingfrom5",2006
11,11,"Robert Allenby",79,87.37,95,83,"Puttingfrom5",2006
12,12,"Jim Furyk",89,87.36,87,76,"Puttingfrom5",2006
13,13,"Justin Rose",98,87.07,116,101,"Puttingfrom5",2006
14,14,"Brad Faxon",78,86.96,115,100,"Puttingfrom5",2006
15,15,"JJ Henry",96,86.81,91,79,"Puttingfrom5",2006
16,16,"Dean Wilson",115,86.76,136,118,"Puttingfrom5",2006
17,17,"Arron Oberholser",82,86.67,90,78,"Puttingfrom5",2006
18,18,"Harrison Frazar",95,86.49,111,96,"Puttingfrom5",2006
19,19,"Larry Mize",53,86.36,66,57,"Puttingfrom5",2006
20,20,"Bo Van Pelt",102,86.23,138,119,"Puttingfrom5",2006
21,21,"Richard Johnson",94,86.18,123,106,"Puttingfrom5",2006
22,22,"Brett Quigley",109,86.15,130,112,"Puttingfrom5",2006
23,23,"Jimmy Walker",60,86.08,79,68,"Puttingfrom5",2006
24,24,"Jose Maria Olazabal",62,86.05,43,37,"Puttingfrom5",2006
25,25,"Jeff Maggert",81,86.02,93,80,"Puttingfrom5",2006
26,26,"Eric Axley",91,85.96,114,98,"Puttingfrom5",2006
26,26,"Tom Lehman",70,85.96,57,49,"Puttingfrom5",2006
