"Approach5075yardsRTPScore_RANKTHISWEEK_2009","Approach5075yardsRTPScore_RANKLASTWEEK_2009","Approach5075yardsRTPScore_PLAYERNAME_2009","Approach5075yardsRTPScore_ROUNDS_2009","Approach5075yardsRTPScore_AVGRTP_2009","stat_name","year"
1,1,"Brad Adamonis",70,-0.563,"Approach5075yardsRTPScore",2009
2,2,"Jimmy Walker",74,-0.444,"Approach5075yardsRTPScore",2009
3,3,"Tiger Woods",64,-0.375,"Approach5075yardsRTPScore",2009
4,4,"Adam Scott",53,-0.364,"Approach5075yardsRTPScore",2009
5,5,"Brian Davis",103,-0.356,"Approach5075yardsRTPScore",2009
6,6,"John Mallinger",90,-0.345,"Approach5075yardsRTPScore",2009
6,6,"Chris Stroud",88,-0.345,"Approach5075yardsRTPScore",2009
8,8,"Patrick Sheehan",51,-0.333,"Approach5075yardsRTPScore",2009
8,8,"Steve Stricker",81,-0.333,"Approach5075yardsRTPScore",2009
8,8,"Nick Watney",86,-0.333,"Approach5075yardsRTPScore",2009
11,11,"Daniel Chopra",89,-0.323,"Approach5075yardsRTPScore",2009
12,12,"Brandt Snedeker",81,-0.318,"Approach5075yardsRTPScore",2009
13,13,"Luke Donald",79,-0.3,"Approach5075yardsRTPScore",2009
13,13,"Tag Ridings",50,-0.3,"Approach5075yardsRTPScore",2009
15,15,"Nick OHern",90,-0.296,"Approach5075yardsRTPScore",2009
16,16,"Webb Simpson",94,-0.292,"Approach5075yardsRTPScore",2009
17,17,"Eric Axley",71,-0.29,"Approach5075yardsRTPScore",2009
18,18,"Scott McCarron",91,-0.278,"Approach5075yardsRTPScore",2009
19,19,"Bob Estes",78,-0.276,"Approach5075yardsRTPScore",2009
20,20,"Corey Pavin",73,-0.273,"Approach5075yardsRTPScore",2009
20,20,"Scott Verplank",88,-0.273,"Approach5075yardsRTPScore",2009
22,22,"Ken Duke",87,-0.261,"Approach5075yardsRTPScore",2009
22,22,"Anthony Kim",76,-0.261,"Approach5075yardsRTPScore",2009
24,24,"John Rollins",92,-0.259,"Approach5075yardsRTPScore",2009
25,25,"Colt Knost",71,-0.238,"Approach5075yardsRTPScore",2009
25,25,"Heath Slocum",95,-0.238,"Approach5075yardsRTPScore",2009
25,25,"Matt Weibring",65,-0.238,"Approach5075yardsRTPScore",2009
28,28,"Matt Bettencourt",98,-0.235,"Approach5075yardsRTPScore",2009
28,28,"Steve Marino",98,-0.235,"Approach5075yardsRTPScore",2009
30,30,"Jerry Kelly",90,-0.231,"Approach5075yardsRTPScore",2009
31,31,"Ryan Palmer",78,-0.222,"Approach5075yardsRTPScore",2009
31,31,"Brendon Todd",53,-0.222,"Approach5075yardsRTPScore",2009
33,33,"Greg Chalmers",85,-0.219,"Approach5075yardsRTPScore",2009
34,34,"Rick Price",54,-0.214,"Approach5075yardsRTPScore",2009
